"trans_x"	"trans_y"	"trans_z"	"rot_x"	"rot_y"	"rot_z"	"trans_x_derivative1"	"trans_y_derivative1"	"trans_z_derivative1"	"rot_x_derivative1"	"rot_y_derivative1"	"rot_z_derivative1"	"framewise_displacement"	"cosine00"	"cosine01"	"cosine02"	"cosine03"	"cosine04"	"cosine05"	"cosine06"	"cosine07"	"cosine08"	"cosine09"	"cosine10"	"cosine11"	"cosine12"	"cosine13"	"cosine14"	"cosine15"	"cosine16"	"cosine17"	"cosine18"	"cosine19"	"cosine20"	"t_comp_cor_00"	"t_comp_cor_01"	"t_comp_cor_02"	"t_comp_cor_03"	"t_comp_cor_04"	"a_comp_cor_00"	"a_comp_cor_01"	"a_comp_cor_02"	"a_comp_cor_03"	"a_comp_cor_04"	"motion_outlier01"	"volume_z"	"luminance_z"	"speech_z"	"face_z"
0.0655873	-0.0360218	-0.257946	-0.001959	0.00144499	0.00106251	NA	NA	NA	NA	NA	NA	NA	0.0523781585	0.0523777937	0.0523771858	0.0523763346	0.0523752403	0.0523739028	0.0523723222	0.0523704984	0.0523684314	0.0523661213	0.0523635681	0.0523607718	0.0523577323	0.0523544498	0.0523509242	0.0523471556	0.0523431439	0.0523388891	0.0523343914	0.0523296507	0.052324667	-0.0403659618	-0.0205497112	0.0183709266	-0.0328187325	0.0228260982	0.0788398789	0.0406505877	0.0094124891	-0.0609406442	-0.080938163	0	0	0	0	0
0.0695896	-0.0415494	-0.284864	-0.00113661	0.00109856	0.00148397	0.0040023	-0.0055276	-0.026918	0.00082239	-0.00034643	0.00042146	0.1159619	0.0523771858	0.0523739028	0.0523684314	0.0523607718	0.0523509242	0.0523388891	0.052324667	0.0523082586	0.0522896643	0.0522688852	0.0522459219	0.0522207755	0.0521934471	0.0521639377	0.0521322486	0.0520983812	0.0520623368	0.0520241169	0.0519837232	0.0519411573	0.051896421	-0.0593497072	-0.0104022188	1.54318e-05	-0.025396166	-0.0075643055	0.0681162907	-0.0319087008	-0.007188396	0.0218177399	-0.049699781	0	0	0	0	0
0.0459088	0.015483	-0.19654	-0.000514482	0.0011973	0.00104747	-0.0236808	0.0570324	0.088324	0.000622128	9.87399999999999e-05	-0.0004365	0.2269056	0.0523752403	0.0523661213	0.0523509242	0.0523296507	0.0523023033	0.0522688852	0.0522294002	0.0521838529	0.0521322486	0.0520745933	0.0520108938	0.0519411573	0.051865392	0.0517836067	0.0516958108	0.0516020147	0.051502229	0.0513964655	0.0512847364	0.0511670547	0.051043434	-0.0337715009	-0.0059083476	-0.002677015	-0.0128296453	-0.0134007565	0.0335889748	-0.0337730852	0.0296773547	-0.0039589196	-0.0105057843	0	0	0	0	0
0.04589	-0.0137096	-0.194561	-0.000637115	0.00108634	0.00104747	-1.87999999999994e-05	-0.0291926	0.00197900000000004	-0.000122633	-0.00011096	0	0.04287005	0.0523723222	0.0523544498	0.052324667	0.0522829807	0.0522294002	0.0521639377	0.0520866082	0.0519974292	0.051896421	0.0517836067	0.0516590118	0.0515226647	0.0513745965	0.0512148408	0.051043434	0.050860415	0.0506658255	0.0504597097	0.0502421146	0.0500130897	0.049772687	-0.0341392381	0.0013303977	-0.0186314997	-0.0238308339	-0.0079152757	0.0259332364	-0.0408158258	-0.0250855683	-0.000933772	-0.0300604717	0	0	0	0	0
0.0459513	0.0448939	-0.1488	-0.000233289	0.001268	0.000567268	6.13000000000002e-05	0.0586035	0.045761	0.000403826	0.00018166	-0.000480202	0.1577102	0.0523684314	0.0523388891	0.0522896643	0.0522207755	0.0521322486	0.0520241169	0.051896421	0.0517492091	0.0515825363	0.0513964655	0.0511910666	0.0509664168	0.0507226006	0.0504597097	0.050177843	0.0498771065	0.0495576132	0.0492194833	0.048862844	0.0484878293	0.0480945804	-0.0094252322	0.0060109118	-0.0045527841	0.0086609031	-0.0386405365	-0.0010485107	-0.0238468411	0.0183815132	0.0265213805	0.0006224527	0	0	0	0	0
0.0364079	-0.0394019	-0.12243	-0.000768253	0.000889141	0.00104747	-0.0095434	-0.0842958	0.02637	-0.000534964	-0.000378859	0.000480202	0.18991045	0.0523635681	0.0523194405	0.0522459219	0.0521430537	0.0520108938	0.0518495163	0.0516590118	0.0514394875	0.0511910666	0.0509138886	0.0506081094	0.0502739006	0.04991145	0.0495209612	0.0491026536	0.0486567622	0.0481835374	0.0476832451	0.0471561663	0.0466025972	0.0460228486	0.0004311694	0.017245252	-0.0356510172	-0.0037574761	0.0001637406	-0.0135942701	-0.028103293	-0.0094230362	-0.0342425176	0.0030552994	0	0	0	0	0
0.0310835	0.0240628	-0.0957282	-0.000452009	0.000636382	0.000580953	-0.0053244	0.0634647	0.0267018	0.000316244	-0.000252759	-0.000466517	0.1472669	0.0523577323	0.0522961052	0.0521934471	0.0520498384	0.051865392	0.0516402525	0.0513745965	0.0510686325	0.0507226006	0.0503367722	0.04991145	0.0494469678	0.04894369	0.0484020114	0.0478223571	0.0472051818	0.0465509697	0.0458602343	0.0451335173	0.044371389	0.0435744473	0.0133485042	0.0096886085	-0.0226314738	-0.0035096728	-0.0409520938	-0.0121542445	-0.0035470305	-0.0008817223	0.0123180481	0.0306215557	0	0	0	0	0
0.0288193	-0.0252148	-0.0656803	-0.00139556	0.00064166	0.000529316	-0.0022642	-0.0492776	0.0300479	-0.000943551	5.27799999999995e-06	-5.16370000000001e-05	0.131613	0.0523509242	0.0522688852	0.0521322486	0.0519411573	0.0516958108	0.0513964655	0.051043434	0.050637085	0.050177843	0.0496661877	0.0491026536	0.0484878293	0.0478223571	0.0471069319	0.0463423012	0.0455292636	0.0446686685	0.0437614146	0.0428084497	0.0418107693	0.0407694154	0.0001718694	-0.0076332264	-0.0323994484	-0.0361318085	0.0195610639	0.0031628596	-0.0017034023	-0.0120379377	-0.0493201639	-0.0003103451	0	0	0	0	0
0.0263236	0.0610027	-0.072989	-0.000339649	0.000457593	0.000122425	-0.0024957	0.0862175	-0.0073087	0.001055911	-0.000184067	-0.000406891	0.17836535	0.0523431439	0.0522377823	0.0520623368	0.0518170426	0.051502229	0.0511183183	0.0506658255	0.0501453577	0.0495576132	0.0489033805	0.0481835374	0.0473990497	0.0465509697	0.0456404355	0.0446686685	0.0436369724	0.0425467316	0.0413994086	0.0401965428	0.0389397479	0.0376307102	0.0282133228	-0.0003392522	0.0162172902	-0.0406183232	-0.0478791061	0.0021387453	0.0572356434	-0.0214190381	0.0499803974	0.0170979615	0	0	0	0	0
0.0398989	0.0532562	-0.140612	0.000110561	0.000462286	0.000122425	0.0135753	-0.00774649999999999	-0.067623	0.00045021	4.693e-06	0	0.11168995	0.0523343914	0.0522027989	0.0519837232	0.0516775313	0.0512847364	0.0508059967	0.0502421146	0.049594035	0.048862844	0.0480497669	0.0471561663	0.0461835398	0.0451335173	0.0440078585	0.0428084497	0.0415373011	0.0401965428	0.0387884217	0.0373152977	0.0357796393	0.0341840202	-0.0514305373	0.0070233887	-0.0126887942	-0.018567265	-0.0091338943	0.0104485503	-0.0370854597	0.0423767614	-0.0215723848	-0.0241424875	0	0	0	0	0
