"trans_x"	"trans_y"	"trans_z"	"rot_x"	"rot_y"	"rot_z"	"trans_x_derivative1"	"trans_y_derivative1"	"trans_z_derivative1"	"rot_x_derivative1"	"rot_y_derivative1"	"rot_z_derivative1"	"framewise_displacement"	"cosine00"	"cosine01"	"cosine02"	"cosine03"	"cosine04"	"cosine05"	"cosine06"	"cosine07"	"cosine08"	"cosine09"	"cosine10"	"cosine11"	"cosine12"	"cosine13"	"cosine14"	"cosine15"	"cosine16"	"cosine17"	"cosine18"	"cosine19"	"cosine20"	"t_comp_cor_00"	"t_comp_cor_01"	"t_comp_cor_02"	"t_comp_cor_03"	"t_comp_cor_04"	"a_comp_cor_00"	"a_comp_cor_01"	"a_comp_cor_02"	"a_comp_cor_03"	"a_comp_cor_04"	"motion_outlier01"	"motion_outlier02"	"motion_outlier03"	"motion_outlier04"	"motion_outlier05"	"motion_outlier06"	"motion_outlier07"	"motion_outlier08"	"motion_outlier09"	"motion_outlier10"	"motion_outlier11"	"motion_outlier12"	"motion_outlier13"	"motion_outlier14"	"motion_outlier15"	"motion_outlier16"	"motion_outlier17"	"motion_outlier18"	"motion_outlier19"	"motion_outlier20"	"motion_outlier21"	"motion_outlier22"	"motion_outlier23"	"motion_outlier24"	"motion_outlier25"	"motion_outlier26"	"motion_outlier27"	"motion_outlier28"	"motion_outlier29"	"motion_outlier30"	"motion_outlier31"	"motion_outlier32"	"motion_outlier33"	"motion_outlier34"	"motion_outlier35"	"motion_outlier36"	"motion_outlier37"	"motion_outlier38"	"motion_outlier39"	"motion_outlier40"	"motion_outlier41"	"motion_outlier42"	"motion_outlier43"	"motion_outlier44"	"motion_outlier45"	"motion_outlier46"	"motion_outlier47"	"motion_outlier48"	"motion_outlier49"	"motion_outlier50"	"motion_outlier51"	"motion_outlier52"	"motion_outlier53"	"motion_outlier54"	"motion_outlier55"	"motion_outlier56"	"motion_outlier57"	"motion_outlier58"	"motion_outlier59"	"motion_outlier60"	"motion_outlier61"	"volume_z"	"luminance_z"	"speech_z"	"face_z"
0.000557713	0.168658	-0.259093	0.0203088	-0.00125098	0.00247591	0.000113385	-0.010363	0.049602	-0.0015994	0.00046867	2.66300000000001e-05	0.164813385	0.0373152977	0.0007899965	-0.0361896802	-0.0523544498	-0.0384069609	-0.0023692706	0.0350311327	0.0522829807	0.0394636764	0.0039463888	-0.0338407093	-0.0521639377	-0.0404844828	-0.0055199161	0.0326194932	0.0519974292	0.0414684511	0.0070884207	-0.0313685957	-0.0517836067	-0.0424146861	0.0130154492	0.0107709258	-0.0032698491	0.0164589942	0.0285979316	-0.0200995589	-0.0097635275	-0.010260612	-0.0262561843	0.0055400037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.890527486320471	0.358595517069389	0.448081059024295	-1.68540061352814
0.00973502	0.135121	-0.215826	0.0197959	-0.000922339	0.00234217	0.009177307	-0.033537	0.0432669999999999	-0.000512899999999997	0.000328641	-0.00013374	0.134745357	0.0371565505	0.0003385804	-0.0366761804	-0.0523739028	-0.0376307102	-0.0010156846	0.0361896802	0.0523607718	0.0380985803	0.0016926191	-0.0356971313	-0.0523388891	-0.0385600826	-0.0023692706	0.0351986159	0.0523082586	0.03901514	0.0030455261	-0.0346942175	-0.0522688852	-0.0394636764	0.007676512	0.0111123355	-0.0046808647	0.0224592581	0.0433255794	0.0068932704	0.0056398441	0.0023422619	-0.0119141426	-0.0115964311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.942851862132945	0.310819900439401	0.448081059024295	-1.68540061352814
0.000466706	0.133724	-0.24368	0.0200645	-0.00171965	0.00246368	-0.009268314	-0.00139699999999995	-0.027854	0.000268600000000001	-0.000797311	0.00012151	0.0978903639999999	0.0369971132	-0.0001128608	-0.0371565505	-0.0523777937	-0.0368369888	0.0003385804	0.0373152977	0.0523763346	0.0366761804	-0.0005642937	-0.0374733519	-0.0523739028	-0.0365146908	0.0007899965	0.0376307102	0.0523704984	0.036352523	-0.0010156846	-0.0377873696	-0.0523661213	-0.0361896802	0.0071994841	0.0063857636	-0.0023721503	0.006469736	0.0239235038	0.0186149046	0.0185114198	0.0010733072	0.0205938393	0.0087208928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.60763193046106	1.0452485028997	0.448081059024295	-1.68540061352814
0.00808755	0.162162	-0.227888	0.0197622	-0.00108044	0.0026152	0.007620844	0.028438	0.015792	-0.000302300000000002	0.00063921	0.00015152	0.106502344	0.0368369888	-0.0005642937	-0.0376307102	-0.0523661213	-0.0360261653	0.0016926191	0.0384069609	0.0523296507	0.0351986159	-0.0028201586	-0.0391653804	-0.0522688852	-0.0343547251	0.0039463888	0.0399056168	0.0521838529	0.0334948844	-0.0050707869	-0.0406273263	-0.0520745933	-0.0326194932	0.0035946507	0.0141416698	-0.0132786248	-0.0057785377	-0.0181931551	-0.0164777079	0.0059840037	-0.0197924722	0.0008677602	-0.0002932557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.340315252178106	1.08681114643417	0.448081059024295	-1.68540061352814
0.0155362	0.164645	-0.176373	0.0191875	-0.00116765	0.0023539	0.00744865	0.00248300000000001	0.051515	-0.000574700000000001	-8.72099999999999e-05	-0.000261299999999999	0.10760715	0.0366761804	-0.0010156846	-0.0380985803	-0.0523388891	-0.0351986159	0.0030455261	0.0394636764	0.0522207755	0.0336681095	-0.0050707869	-0.0407694154	-0.0520241169	-0.0320869629	0.0070884207	0.0420138333	0.0517492091	0.0304575546	-0.0090953929	-0.0431950583	-0.0513964655	-0.0287823352	0.0036622978	0.0149339429	-0.0208774192	-0.0038519371	-0.0169406124	0.023770024	-0.0087781116	0.0227471273	-0.0350806291	-0.0236977353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.547219317996264	1.69612636779601	0.448081059024295	-1.68540061352814
0.0215699	0.15396	-0.180336	0.019172	-0.00142486	0.00226567	0.0060337	-0.010685	-0.00396299999999999	-1.54999999999982e-05	-0.00025721	-8.82300000000003e-05	0.0387286999999999	0.0365146908	-0.0014670001	-0.0385600826	-0.0522961052	-0.0343547251	0.0043963972	0.0404844828	0.0520498384	0.0320869629	-0.0073119995	-0.0422818529	-0.0516402525	-0.0297185201	0.0102046586	0.0439465533	0.0510686325	0.027256828	-0.0130652981	-0.0454733605	-0.0503367722	-0.024709611	0.006289256	0.0163166819	-0.0230086303	0.0003751403	-0.0157397099	0.0007579509	-0.0385933313	-0.0209607656	-0.0339210937	-0.005854774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.127793903059427	2.21405171954045	0.448081059024295	-1.68540061352814
0.0958469	0.194176	0.116262	0.0167275	-0.00182473	0.00187147	0.074277	0.040216	0.296598	-0.0024445	-0.00039987	-0.0003942	0.5730195	0.036352523	-0.0019182066	-0.03901514	-0.0522377823	-0.0334948844	0.0057443291	0.0414684511	0.0518170426	0.0304575546	-0.0095396348	-0.043699295	-0.0511183183	-0.027256828	0.0132837629	0.0456957037	0.0501453577	0.0239098759	-0.0169566271	-0.047446967	-0.0489033805	-0.0204346535	-0.0169954996	0.005968333	-0.0562079552	0.0185054167	0.0318709634	0.0078068373	-0.0364927041	-0.0205492006	-0.0421308736	0.026120016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.582825467889811	2.20514063040013	0.448081059024295	-1.68540061352814
0.0839696	0.0196425	-0.0214068	0.018801	-0.00107885	0.00183234	-0.0118773	-0.1745335	-0.1376688	0.0020735	0.00074588	-3.91300000000001e-05	0.4670051	0.0361896802	-0.0023692706	-0.0394636764	-0.0521639377	-0.0326194932	0.0070884207	0.0424146861	0.0515226647	0.0287823352	-0.0117495564	-0.045018557	-0.0504597097	-0.024709611	0.016314529	0.0472539781	0.0489837722	0.0204346535	-0.0207459769	-0.0491026536	-0.0471069319	-0.0159924506	-0.0128607238	0.0096582393	-0.0341253472	0.0109907897	0.0224870514	0.0226137848	0.0185064502	-0.0129628909	-0.0249869706	0.0074566336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.027240675199235	1.14188762471507	0.448081059024295	-1.68540061352814
0.0924391	0.0648422	-0.004855	0.0181939	-0.000944359	0.00182339	0.0084695	0.0451997	0.0165518	-0.000607099999999996	0.000134491	-8.94999999999997e-06	0.10774805	0.0360261653	-0.0028201586	-0.0399056168	-0.0520745933	-0.0317289578	0.0084277735	0.0433223267	0.0511670547	0.0270638244	-0.0139376608	-0.046236675	-0.0496661877	-0.0220848615	0.0192859283	0.0486148674	0.0475893965	0.0168498047	-0.024410558	-0.0504293264	-0.0449607632	-0.0114193591	-0.0135476198	0.0140238833	-0.0437597983	-0.0003606645	-0.0001356963	0.0032034284	-0.0038557064	-0.0346128117	0.0009480505	0.0194906351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.351155177490979	0.776667209088688	0.448081059024295	-1.68540061352814
0.0844424	0.116396	-0.0494294	0.0205213	-0.00113042	0.00184918	-0.00799670000000001	0.0515538000000001	-0.0445744	0.0023274	-0.000186061	2.57899999999999e-05	0.23108745	0.0358619813	-0.0032708371	-0.0403408874	-0.0519697758	-0.0308236917	0.0097614921	0.044190547	0.050750635	0.025304607	-0.016099885	-0.0473509122	-0.048739874	-0.0193908153	0.0221871482	0.049772687	0.0459688572	0.0131745611	-0.0279283311	-0.0514180959	-0.0424808075	-0.006752807	-0.0136989532	0.0016150648	-0.0308703955	0.0155558192	0.0121938766	-0.0013235787	0.0193244559	-0.0130448075	-0.0096315816	0.0033320452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.334771759992585	0.443790137560736	0.448081059024295	-1.68540061352814
0.0992559	0.0976214	-0.0491833	0.0193967	-0.000989024	0.00185159	0.0148135	-0.0187746000000001	0.000246100000000006	-0.0011246	0.000141396	2.41e-06	0.0972545	0.0356971313	-0.0037212726	-0.0407694154	-0.0518495163	-0.0299041152	0.0110886847	0.045018557	0.0502739006	0.0235073292	-0.0182322141	-0.0483587652	-0.0476832451	-0.0166359256	0.0250076315	0.0507226006	0.0441298556	0.0094286395	-0.03127814	-0.0520623368	-0.0396854757	-0.0020309873	-0.0052472363	0.0032974398	-0.0391619126	0.0179667763	0.0054719635	-0.0080917873	-0.0394549262	-0.0381039752	0.0147195977	0.0314106236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.72793073014537	1.97562467088098	0.448081059024295	-1.68540061352814
0.0992565	0.0953878	-0.0731665	0.0189787	-0.00115309	0.0018823	6.00000000017253e-07	-0.00223359999999999	-0.0239832	-0.000418000000000002	-0.000164066	3.071e-05	0.0568561999999999	0.0355316183	-0.0041714317	-0.0411911291	-0.0517138504	-0.0289706552	0.0124084642	0.0458056033	0.0497374181	0.021674694	-0.0203306886	-0.0492579697	-0.0464991262	-0.0138288366	0.0277371148	0.0514606403	0.0420811315	0.0056321357	-0.0344398384	-0.0523577323	-0.0365955205	0.0027074549	-0.0037790008	0.009507035	-0.0341033572	0.0091519933	0.0035481361	-0.0050508588	-0.036505895	-0.0074139517	0.0266057314	0.0142756521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.97328268272139	2.3518796096548	0.448081059024295	-1.68540061352814
0.0909595	0.148788	-0.0829114	0.0198091	-0.00155613	0.00177588	-0.00829700000000001	0.0534002	-0.00974489999999999	0.000830399999999999	-0.00040304	-0.00010642	0.1384351	0.0353654455	-0.004621281	-0.0416059582	-0.0515628185	-0.028023745	0.0137199483	0.0465509697	0.0491418251	0.0198094581	-0.0223914121	-0.0500465054	-0.0451906832	-0.0109783563	0.0303656657	0.0519837232	0.0398324213	0.001805417	-0.0373944116	-0.0523023033	-0.0332338815	0.0074237382	-0.008664819	0.0087688345	-0.03209616	-0.0055070676	-0.0162925177	-0.0022215297	-0.0534087896	-0.0085350374	-0.0065173831	0.008191349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.264158791564711	2.33343930388597	0.448081059024295	-1.68540061352814
0.0802915	0.125168	-0.0828044	0.0187903	-0.00106745	0.00180451	-0.010668	-0.02362	0.000106999999999968	-0.0010188	0.00048868	2.863e-05	0.1112005	0.0351986159	-0.0050707869	-0.0420138333	-0.0513964655	-0.0270638244	0.0150222601	0.0472539781	0.0484878293	0.0179144269	-0.024410558	-0.0507226006	-0.0437614146	-0.0080934286	0.0328837193	0.0522896643	0.0373944116	-0.0020309873	-0.0401240904	-0.051896421	-0.0296255153	0.0120792627	-0.0036680279	0.0154769728	-0.0371059523	0.000398472	-0.0078693635	-0.0139398973	-0.0202430135	-0.0141092711	-0.0264675977	0.0002174273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.173433463068909	2.38781315680539	0.448081059024295	-1.68540061352814
0.10327	0.121464	-0.0615351	0.0164092	-0.00151203	0.0017597	0.0229785	-0.00370399999999999	0.0212693	-0.0023811	-0.00044458	-4.48100000000004e-05	0.1914763	0.0350311327	-0.0055199161	-0.0424146861	-0.0512148408	-0.0260913389	0.016314529	0.0479139886	0.0477762082	0.0159924506	-0.0263843771	-0.0512847364	-0.0422151417	-0.0051831058	0.0352821126	0.0523771858	0.0347786889	-0.0058564958	-0.0426124582	-0.0511428052	-0.0257972105	0.0166359256	0.0076315001	0.0214249558	-0.0389286702	0.0043439214	0.0231995547	-0.0089864365	-0.0206866184	-0.0373012875	-0.0423284825	0.0227152514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.44407939164953	2.3679333586163	0.448081059024295	-1.68540061352814
0.141854	0.145236	-0.277653	0.0221579	-0.0012529	0.00136424	0.038584	0.023772	-0.2161179	0.00574870000000001	0.00025913	-0.00039546	0.5986384	0.0348629988	-0.0059686353	-0.0428084497	-0.0510179984	-0.0251067401	0.0175958911	0.0485304007	0.0470078072	0.0140464202	-0.0283092043	-0.0517316498	-0.0405559987	-0.0022565198	0.0375521182	0.0522459219	0.0319976841	-0.0096505858	-0.0448445497	-0.0500465054	-0.021777388	0.0210564335	0.0101200329	0.007650745	0.0183299295	0.0006890912	0.030866802	0.017283177	0.0120083429	0.0092759619	0.0007830925	-0.005454472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.086452310241597	1.39498793328898	0.448081059024295	-1.68540061352814
0.114199	0.108835	-0.164374	0.0188356	-0.00178558	0.00140566	-0.027655	-0.036401	0.113279	-0.0033223	-0.00053268	4.14199999999999e-05	0.372155	0.0346942175	-0.0064169112	-0.0431950583	-0.0508059967	-0.024110485	0.0188654898	0.0491026536	0.0461835398	0.0120792627	-0.0301814655	-0.0520623368	-0.0387884217	0.0006771467	0.0396854757	0.051896421	0.0290646136	-0.013392903	-0.0468069407	-0.0486148674	-0.0175958911	0.025304607	0.0028261104	0.0207155309	-0.0233243533	-0.0125764284	0.0062274869	0.0052785409	-0.0162383057	-0.0193924636	0.0042201433	0.0041316456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.417706920420637	1.19461258037372	0.448081059024295	0.592443852028073
0.114176	0.107212	-0.0158767	0.0171822	-0.00155679	0.00140566	-2.29999999999397e-05	-0.001623	0.1484973	-0.0016534	0.00022879	0	0.2442528	0.0345247919	-0.0068647103	-0.0435744473	-0.0505788988	-0.0231030362	0.0201224762	0.0496302266	0.0453043854	0.0100939368	-0.0319976841	-0.0522760543	-0.0369171367	0.0036086884	0.0416744222	0.0513301431	0.0259934166	-0.0170633708	-0.0484878293	-0.0468574839	-0.0132837629	0.0293456776	-0.0062879112	0.0242283163	-0.0318105001	-0.0003847421	0.018756401	0.0009524077	0.0218227624	-0.0339451676	-0.013821807	0.0009295302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.06168615372076	0.509919375286958	0.448081059024295	-1.68540061352814
0.131836	0.0430571	-0.0800839	0.0177131	-0.00216686	0.00169411	0.0176599999999999	-0.0641549	-0.0642072	0.000530899999999994	-0.00061007	0.00028845	0.2174931	0.0343547251	-0.0073119995	-0.0439465533	-0.0503367722	-0.0220848615	0.0213660101	0.0501126395	0.044371389	0.0080934286	-0.0337544877	-0.0523723222	-0.0349471469	0.0065289069	0.0435117199	0.0505494535	0.0227986886	-0.0206422981	-0.0498771065	-0.0447861304	-0.0088730165	0.0331465714	0.0022757938	0.0176220625	-0.0448765892	-0.0134502283	-0.0220607485	0.0060071485	-0.0419834404	-0.0227087514	0.0030025424	-0.0079996243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.932103677711875	-0.042614819992885	0.448081059024295	-1.68540061352814
0.178394	0.181504	-0.0634124	0.0173591	-0.00288252	0.00199745	0.046558	0.1384469	0.0166715	-0.000354	-0.00071566	0.00030334	0.2703264	0.0341840202	-0.0077587455	-0.044311314	-0.0500796887	-0.0210564335	0.0225952602	0.0505494535	0.0433856593	0.0060807472	-0.0354486142	-0.0523509242	-0.0328837193	0.0094286395	0.0451906832	0.0495576132	0.0194956122	-0.024110485	-0.0509664168	-0.0424146861	-0.0043963972	0.0366761804	0.0039162759	0.0160779435	-0.0311178359	-0.0004342411	0.0024221425	-0.0124238958	-0.0446422459	0.0177951578	-0.0691324265	0.0138281075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.26404704169867	-0.073641587691096	0.448081059024295	-1.68540061352814
0.205669	0.164517	-0.393308	0.0382178	-0.00419479	0.000558242	0.027275	-0.016987	-0.3298956	0.0208587	-0.00131227	-0.001439208	1.5546665	0.0340126806	-0.0082049152	-0.0446686685	-0.0498077248	-0.0200182296	0.0238094045	0.050940271	0.0423483678	0.0040589197	-0.0370769179	-0.0522119084	-0.030732371	0.0122987873	0.0467052026	0.0483587652	0.016099885	-0.0274493255	-0.0517492091	-0.0397590408	0.0001128608	0.0399056168	-0.067521673	-0.1312810126	0.0982409025	-0.0404440959	-0.0580332897	0.0017596387	0.0224781815	0.0897085826	0.0610176173	0.0207781708	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.234490599821451	-0.00594620217558	0.448081059024295	-1.68540061352814
0.183703	0.154638	-0.27396	0.0337718	-0.00479392	0.00106455	-0.021966	-0.009879	0.119348	-0.004446	-0.00059913	0.000506308	0.4287649	0.0338407093	-0.0086504753	-0.045018557	-0.0495209612	-0.018970732	0.0250076315	0.0512847364	0.0412607473	0.0020309873	-0.0386363752	-0.0519555872	-0.028498854	0.0151303447	0.0480497669	0.0469579174	0.0126276447	-0.0306409077	-0.0522207755	-0.0368369888	0.004621281	0.0428084497	-0.0625972569	-0.0838147101	0.0884482791	-0.0140194226	-0.0752439948	-0.0053678983	0.0509354632	0.0473915891	0.039792853	-0.0064667135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01495799191011	0.134740838535525	0.448081059024295	-1.68540061352814
0.14455	0.15355	-0.162499	0.0212578	-0.00399105	0.00172597	-0.039153	-0.00108800000000001	0.111461	-0.012514	0.00080287	0.00066142	0.8506165	0.0336681095	-0.0090953929	-0.0453609212	-0.0492194833	-0.0179144269	0.02618914	0.0515825363	0.0401240904	0	-0.0401240904	-0.0515825363	-0.02618914	0.0179144269	0.0492194833	0.0453609212	0.0090953929	-0.0336681095	-0.0523782801	-0.0336681095	0.0090953929	0.0453609212	-0.0005766003	0.0182956501	0.0039583459	-0.0078351938	0.0035753207	-0.0413093457	0.0131963444	-0.0179417815	0.0661018846	-0.0201641801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.11581460606295	0.006116381240437	0.448081059024295	-1.68540061352814
0.0849262	0.212595	-0.552134	0.0290087	-0.00317194	0.00200336	-0.0596238	0.059045	-0.389635	0.0077509	0.00081911	0.00027739	0.9506738	0.0334948844	-0.0095396348	-0.0456957037	-0.0489033805	-0.0168498047	0.0273531403	0.0518333998	0.0389397479	-0.0020309873	-0.0415373011	-0.051093594	-0.0238094045	0.0206422981	0.0502100954	0.0435744473	0.0055199161	-0.0365146908	-0.0522207755	-0.0302736359	0.0135019809	0.0475421407	0.0171706032	-0.0175250652	0.0555729389	-0.0661514755	-0.0350809559	-0.0420296082	0.0372430967	0.1039715847	0.0438503894	-0.0438005497	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.127899116302312	-0.179795992098825	0.448081059024295	-1.68540061352814
0.101597	0.226563	-0.420574	0.027035	-0.00399105	0.00179768	0.0166708	0.013968	0.13156	-0.00197369999999999	-0.00081911	-0.00020568	0.3121233	0.0333210373	-0.009983168	-0.0460228486	-0.0485727468	-0.0157773596	0.028498854	0.0520370985	0.0377091275	-0.0040589197	-0.0428733831	-0.0504898588	-0.0213660101	0.0233053991	0.0510179984	0.0416059582	0.0019182066	-0.0391653804	-0.0517492091	-0.0266763128	0.0178083308	0.0493342563	0.012968333	-0.0051039395	0.0385625473	-0.0236074733	-0.0390760567	0.010481973	-0.0541020661	0.0505325289	-0.057582612	-0.0299978633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.493989332530674	-0.679935040225727	0.448081059024295	-1.68540061352814
0.145345	0.19593	-0.288522	0.0240839	-0.00352772	0.00213915	0.043748	-0.030633	0.132052	-0.0029511	0.000463330000000001	0.00034147	0.394228	0.0331465714	-0.0104259597	-0.0463423012	-0.0482276804	-0.0146975897	0.0296255153	0.0521934471	0.0364336915	-0.0060807472	-0.0441298556	-0.049772687	-0.0188654898	0.0258953737	0.0516402525	0.0394636764	-0.0016926191	-0.0416059582	-0.0509664168	-0.0229002443	0.0219824722	0.0507226006	0.0108687499	0.0063498926	0.0184852175	0.0060044458	0.0034208033	-0.0030897444	-0.0079838305	0.0167697058	-0.0455197362	0.0272157344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.05045612048195	0.040318665580857	0.448081059024295	-1.68540061352814
0.167444	0.233827	-0.0746777	0.0245949	-0.00336	0.0017367	0.022099	0.037897	0.2138443	0.000511000000000001	0.00016772	-0.00040245	0.3278988	0.0329714899	-0.0108679768	-0.0466540082	-0.0478682839	-0.0136109962	0.030732371	0.0523023033	0.0351149558	-0.0080934286	-0.0453043854	-0.04894369	-0.016314529	0.0284040951	0.0520745933	0.0371565505	-0.0052954007	-0.043823331	-0.0498771065	-0.018970732	0.0259934166	0.0516958108	-0.025880683	-0.0053684913	0.0015643469	0.0251557294	-0.0018724674	0.0077181297	-0.0206130465	-0.0158306834	0.0333804601	-0.0188635628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.563399543186377	0.263878108049985	0.448081059024295	0.592443852028073
