"trans_x"	"trans_y"	"trans_z"	"rot_x"	"rot_y"	"rot_z"	"trans_x_derivative1"	"trans_y_derivative1"	"trans_z_derivative1"	"rot_x_derivative1"	"rot_y_derivative1"	"rot_z_derivative1"	"framewise_displacement"	"cosine00"	"cosine01"	"cosine02"	"cosine03"	"cosine04"	"cosine05"	"cosine06"	"cosine07"	"cosine08"	"cosine09"	"cosine10"	"cosine11"	"cosine12"	"cosine13"	"cosine14"	"cosine15"	"cosine16"	"cosine17"	"cosine18"	"cosine19"	"cosine20"	"t_comp_cor_00"	"t_comp_cor_01"	"t_comp_cor_02"	"t_comp_cor_03"	"t_comp_cor_04"	"a_comp_cor_00"	"a_comp_cor_01"	"a_comp_cor_02"	"a_comp_cor_03"	"a_comp_cor_04"	"motion_outlier01"	"motion_outlier02"	"motion_outlier03"	"motion_outlier04"	"motion_outlier05"	"motion_outlier06"	"motion_outlier07"	"motion_outlier08"	"motion_outlier09"	"motion_outlier10"	"motion_outlier11"	"motion_outlier12"	"motion_outlier13"	"motion_outlier14"	"motion_outlier15"	"motion_outlier16"	"motion_outlier17"	"motion_outlier18"	"motion_outlier19"	"motion_outlier20"	"volume_z"	"luminance_z"	"speech_z"	"face_z"
0.139548	-0.0675206	-0.215982	0.00387072	-0.000914907	0.00119661	-0.009185	-0.0201116	0.067349	-0.00124793	-8.0153e-05	-0.00012234	0.16916675	0.0315490697	-0.0143723053	-0.048862844	-0.0444909208	-0.0047336909	0.0387884217	0.0514606403	0.0232042715	-0.0235073292	-0.0515226647	-0.0385600826	0.0050707869	0.0446686685	0.048739874	0.0140464202	-0.0318186811	-0.0523771858	-0.03127814	0.0146975897	0.0489837722	0.044311314	0.0175936124	0.0004678075	-0.0206990308	0.0633341995	-0.0202811671	-0.0019120423	0.0583542503	0.0482215595	0.0179422339	0.0093145456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-2.17303653709492	1.09975215878815	0.448081059024295	-1.68540061352814
0.148952	-0.0773357	-0.144886	0.00358615	-0.00125187	0.00119074	0.009404	-0.00981509999999999	0.071096	-0.00028457	-0.000336963	-5.87000000000005e-06	0.12168525	0.0313685957	-0.0148058821	-0.0491026536	-0.0440078585	-0.0036086884	0.0396854757	0.0511428052	0.0215718994	-0.025304607	-0.051881027	-0.0368369888	0.0077587455	0.0461301902	0.0474946641	0.010757547	-0.034609585	-0.0522119084	-0.0279283311	0.0187601599	0.0503987089	0.0416059582	0.0531280799	0.0357578805	0.0647607223	0.0427450568	-0.0135163436	-0.069656801	-0.0342371164	0.0616873207	0.0362636575	0.0019474327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-2.23159434303421	1.85419855426188	-2.22840312389761	-1.68540061352814
0.185373	-0.119764	-0.303022	0.00492862	-0.00104006	0.00115513	0.036421	-0.0424283	-0.158136	0.00134247	0.00021181	-3.56099999999999e-05	0.3164798	0.0311875391	-0.015238359	-0.0493342563	-0.0435117199	-0.0024820104	0.0405559987	0.0507784337	0.0199138901	-0.0270638244	-0.0521430537	-0.0350311327	0.0104259597	0.047446967	0.0460766263	0.0074237382	-0.0372360105	-0.051766528	-0.024410558	0.0226970271	0.0514394875	0.0385600826	0.0075952822	-0.0018199414	-0.020573379	-0.0459162512	-0.0043345987	-0.0291098015	-0.0249627688	0.0087763895	-0.0024299712	-0.0186520721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.418315390420502	2.44998067524423	0.448081059024295	-1.68540061352814
0.185411	-0.0647715	-0.272116	0.00450411	-0.000791816	0.00106821	3.79999999999825e-05	0.0549925	0.030906	-0.000424509999999999	0.000248244	-8.69199999999999e-05	0.1239202	0.0310059033	-0.015669704	-0.0495576132	-0.0430026525	-0.0013541801	0.0413994086	0.0503678575	0.0182322141	-0.0287823352	-0.0523082586	-0.0331465714	0.0130652981	0.0486148674	0.0444909208	0.0040589197	-0.0396854757	-0.051043434	-0.0207459769	0.0264818121	0.0520983812	0.0351986159	0.0094690792	-0.0045762467	-0.0585633851	-0.045753236	0.0372409496	0.0028331786	-0.0018394598	0.0126900811	-0.0236362453	-0.0606985587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.591052755806349	0.882418903434472	0.448081059024295	0.592443852028073
0.160814	-0.0963168	-0.181591	0.00322407	-0.000619434	0.00116494	-0.024597	-0.0315453	0.090525	-0.00128004	0.000172382	9.67299999999997e-05	0.2241249	0.0308236917	-0.016099885	-0.049772687	-0.0424808075	-0.0002257211	0.0422151417	0.04991145	0.01652887	-0.0304575546	-0.0523763346	-0.0311875391	0.015669704	0.0496302266	0.0427433176	0.0006771467	-0.0419463399	-0.0500465054	-0.0169566271	0.0300891549	0.0523704984	0.0315490697	0.0297530579	0.0069353601	0.0035743222	0.0296906771	0.0031616812	-0.0218391654	-0.0179255724	0.0555454685	0.0072770657	-0.0330081778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.966474984035001	0.38358901273654	0.448081059024295	0.592443852028073
0.159639	-0.0861531	-0.153399	0.00271899	-0.00125187	0.000926551	-0.00117500000000001	0.0101637	0.028192	-0.00050508	-0.000632436	-0.000238389	0.10832595	0.0306409077	-0.01652887	-0.0499794418	-0.0419463399	0.0009028426	0.0430026525	0.0494096266	0.0148058821	-0.0320869629	-0.0523471556	-0.0291584371	0.0182322141	0.0504898588	0.0408401761	-0.0027074549	-0.0440078585	-0.0487810905	-0.0130652981	0.0334948844	0.0522538189	0.0276413132	0.0478834164	0.0293153612	0.0516093842	0.0309277514	0.0480088886	-0.0274241409	-0.0390824457	0.0572491655	0.0206169068	0.0187711351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.692113033004395	0.058485201789589	0.448081059024295	0.592443852028073
0.141712	-0.0802313	-0.163697	0.00235127	-0.00142083	0.000932909	-0.017927	0.00592179999999996	-0.010298	-0.00036772	-0.000168960000000001	6.35800000000014e-06	0.0612987	0.0304575546	-0.0169566271	-0.050177843	-0.0413994086	0.0020309873	0.0437614146	0.048862844	0.0130652981	-0.0336681095	-0.0522207755	-0.0270638244	0.0207459769	0.0511910666	0.0387884217	-0.0060807472	-0.0458602343	-0.0472539781	-0.0090953929	0.0366761804	0.0517492091	0.0235073292	0.0365516935	0.0144328648	0.0595097275	0.0242558925	0.0463730766	-0.0414770113	-0.0744500511	0.0142663462	0.0168214261	0.0081606798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.649929142881862	0.371211737457751	0.448081059024295	0.592443852028073
0.135309	-0.0382961	-0.139828	0.00195718	-0.0010245	0.000909891	-0.00640299999999999	0.0419352	0.023869	-0.00039409	0.000396330000000001	-2.30180000000002e-05	0.1128791	0.0302736359	-0.0173831246	-0.0503678575	-0.0408401761	0.003158189	0.0444909208	0.0482715996	0.0113091867	-0.0351986159	-0.0519974292	-0.0249084068	0.0232042715	0.0517316498	0.0365955205	-0.0094286395	-0.0474946641	-0.0454733605	-0.0050707869	0.0396117264	0.050860415	0.0191809517	0.0645241101	0.0482512997	0.0381207139	-0.0302298012	0.0758549374	0.0225781646	-0.0414472847	0.0111044271	0.0325468309	-0.0083930175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.406073478077581	1.48991979995673	0.448081059024295	-1.68540061352814
0.130573	-0.0673702	-0.395837	0.00493622	-0.000878227	0.00152793	-0.00473599999999999	-0.0290741	-0.256009	0.00297904	0.000146273	0.000618039	0.4769867	0.0300891549	-0.0178083308	-0.0505494535	-0.0402688086	0.0042839244	0.0451906832	0.0476364314	0.0095396348	-0.0366761804	-0.0516775313	-0.0226970271	0.0256005252	0.0521099123	0.0342694522	-0.0127371473	-0.0489033805	-0.0434487905	-0.0010156846	0.0422818529	0.049594035	0.0146975897	-0.0206476186	0.0098160599	-0.0667402675	-0.0255274982	-0.0494322744	0.0307941953	0.0168842872	-0.0681733956	0.0333697546	-0.0268719545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.32322073882585	0.351034542715769	0.448081059024295	0.592443852028073
0.159683	-0.0296007	-0.426352	0.00718828	-0.000806926	0.00164745	0.02911	0.0377695	-0.0305150000000001	0.00225206	7.13009999999996e-05	0.00011952	0.21953855	0.0299041152	-0.0182322141	-0.0507226006	-0.0396854757	0.005407671	0.0458602343	0.0469579174	0.0077587455	-0.0380985803	-0.0512616758	-0.0204346535	0.0279283311	0.052324667	0.0318186811	-0.0159924506	-0.0500796887	-0.0411911291	0.0030455261	0.0446686685	0.0479594708	0.0100939368	-0.0536133703	-0.0246060146	-0.0166434217	0.0068623208	-0.094822209	0.0147922685	0.0513603193	-0.0311587104	0.0011052172	0.003510681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.416616000809872	0.438698734161062	0.448081059024295	-1.68540061352814
0.152262	-0.0719272	-0.260897	0.00473689	-0.000702275	0.00138241	-0.00742100000000001	-0.0423265	0.165455	-0.00245139	0.000104651	-0.00026504	0.35625655	0.0297185201	-0.018654743	-0.0508872699	-0.039090351	0.0065289069	0.0464991262	0.046236675	0.0059686353	-0.0394636764	-0.050750635	-0.018126369	0.0301814655	0.0523752403	0.0292521253	-0.0191809517	-0.0510179984	-0.0387124883	0.0070884207	0.0467561802	0.0459688572	0.005407671	0.0165104307	-0.0097067319	0.0012039039	-0.0010080746	-0.0253634209	-0.0250702832	-0.0038934375	0.0293857343	0.0250644676	0.0189849379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.07365160534993	0.425460084759415	0.448081059024295	-1.68540061352814
0.150462	-0.0912573	-0.270277	0.00473528	-0.00118237	0.0013206	-0.0018	-0.0193301	-0.00938	-1.60999999999998e-06	-0.000480095	-6.181e-05	0.05768585	0.0295323731	-0.0190758861	-0.051043434	-0.0384836111	0.0076471118	0.0471069319	0.0454733605	0.0041714317	-0.0407694154	-0.0501453577	-0.0157773596	0.032353904	0.0522614734	0.0265791242	-0.0222893319	-0.0517138504	-0.0360261653	0.0110886847	0.0485304007	0.0436369724	0.0006771467	-0.0057205117	-0.0242042519	0.0497892278	-0.0269881661	0.0255106478	-0.025393027	-0.0358855839	0.0120408166	0.0069065022	0.0082428304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.422136820541871	0.818427155511193	0.448081059024295	-1.68540061352814
0.159724	-0.0800396	-0.229203	0.00387164	-0.000838852	0.00134082	0.00926200000000002	0.0112177	0.041074	-0.00086364	0.000343518	2.02200000000001e-05	0.1229226	0.0293456776	-0.0194956122	-0.0511910666	-0.0378654364	0.0087617663	0.0476832451	0.0446686685	0.0023692706	-0.0420138333	-0.0494469678	-0.013392903	0.0344398384	0.0519837232	0.0238094045	-0.025304607	-0.0521639377	-0.0331465714	0.0150222601	0.0499794418	0.0409811285	-0.0040589197	0.0396451052	0.0050647978	-0.0017867497	-0.0649266228	0.089510012	0.011649472	-0.0494136318	0.0015552115	0.0415876257	-0.0363236069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.265101016598092	1.0242211251449	0.448081059024295	-1.68540061352814
0.178708	-0.0662847	-0.225958	0.00400417	-0.000337828	0.00118932	0.018984	0.0137549	0.00324500000000003	0.00013253	0.000501024	-0.0001515	0.0752366	0.0291584371	-0.0199138901	-0.0513301431	-0.0372360105	0.009872353	0.0482276804	0.043823331	0.0005642937	-0.0431950583	-0.0486567622	-0.0109783563	0.0364336915	0.0515428613	0.0209530451	-0.028214182	-0.0523661213	-0.0300891549	0.0188654898	0.051093594	0.0380210421	-0.0087617663	0.0108866661	-0.0043561698	-0.0329437821	-0.0367392075	0.0558126441	0.0216861593	-0.011051873	-0.0262799476	-0.0429125801	-0.0587409935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.660086676437512	1.01887067549242	0.448081059024295	-1.68540061352814
0.184059	-0.0668732	-0.210092	0.00351896	-0.000495639	0.00130358	0.005351	-0.000588499999999992	0.015866	-0.00048521	-0.000157811	0.00011426	0.05966955	0.0289706552	-0.0203306886	-0.0514606403	-0.0365955205	0.0109783563	0.048739874	0.0429381175	-0.0012413539	-0.044311314	-0.0477762082	-0.0085391442	0.0383301323	0.050940271	0.0180204398	-0.0310059033	-0.0523194405	-0.0268703181	0.0225952602	0.051865392	0.0347786889	-0.013392903	0.045685134	0.0240110977	-0.0410619362	0.0455429662	0.0188356023	-0.0194581919	0.0065742676	0.0303729575	0.0050757292	-0.04490073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.620215876796542	0.770483282181689	0.448081059024295	-1.68540061352814
0.150027	-0.0657384	-0.476581	0.00516375	-0.000631897	0.00186892	-0.034032	0.00113480000000001	-0.266489	0.00164479	-0.000136258	0.00056534	0.4189752	0.0287823352	-0.0207459769	-0.0515825363	-0.0359441567	0.0120792627	0.0492194833	0.0420138333	-0.0030455261	-0.0453609212	-0.0468069407	-0.0060807472	0.0401240904	0.050177843	0.0150222601	-0.0336681095	-0.0520241169	-0.0235073292	0.02618914	0.0522896643	0.03127814	-0.0179144269	-0.0474256392	0.0150036002	-0.0378581801	0.0286906952	-0.0788747511	0.1336412411	0.0912002796	0.0064044687	0.0111764769	0.1548759155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.159500958208927	0.418882882225272	0.448081059024295	0.592443852028073
0.149765	-0.0579453	-0.750015	0.011099	-0.00150768	0.0023849	-0.000261999999999984	0.00779309999999999	-0.273434	0.00593525	-0.000875783	0.00051598	0.64783975	0.0285934806	-0.0211597241	-0.0516958108	-0.0352821126	0.0131745611	0.0496661877	0.0410513194	-0.0048460789	-0.0463423012	-0.0457507597	-0.0036086884	0.0418107693	0.0492579697	0.011969416	-0.0361896802	-0.0514815542	-0.0200182296	0.0296255153	0.0523635681	0.0275453833	-0.0222893319	-0.0839768761	0.0595180784	0.0526580909	0.0201948091	-0.0128944543	0.0019726632	-0.0104490903	-0.0464900405	-0.0535143353	0.1493401595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.496284727780899	0.827860681831061	0.448081059024295	-1.68540061352814
0.149951	-0.0509144	-0.449102	0.00642603	-0.00113364	0.00177705	0.000185999999999992	0.0070309	0.300913	-0.00467297	0.00037404	-0.00060785	0.5908729	0.0284040951	-0.0215718994	-0.0518004449	-0.034609585	0.014263743	0.0500796887	0.0400514517	-0.0066408724	-0.0472539781	-0.0446096262	-0.0011285219	0.0433856593	0.0481835374	0.0088730165	-0.0385600826	-0.0506943307	-0.0164217376	0.0328837193	0.0520866082	0.0236081307	-0.0264818121	-0.0388918717	-0.0145311047	0.0447139322	0.0126979342	0.0248160438	-0.038747317	-0.0211473728	-0.0395250755	0.0286202644	0.0454007139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.759094099489104	0.912993114959408	0.448081059024295	-1.68540061352814
0.13036	-0.0558376	-0.386477	0.00554974	-0.000566795	0.00177389	-0.019591	-0.0049232	0.062625	-0.00087629	0.000566845	-3.1600000000001e-06	0.15945395	0.028214182	-0.0219824722	-0.051896421	-0.0339267737	0.0153463027	0.0504597097	0.03901514	-0.0084277735	-0.0480945804	-0.0433856593	0.0013541801	0.0448445497	0.0469579174	0.0057443291	-0.0407694154	-0.0496661877	-0.0127371473	0.0359441567	0.0514606403	0.0194956122	-0.0304575546	-0.0219907207	-0.0163230848	-0.0036384978	-0.0476367343	-0.0190733278	0.0798260875	-0.0092930562	-0.0296934251	0.0079837405	0.0475846201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.9372692089445	0.946336752241705	0.448081059024295	-1.68540061352814
0.150063	-0.0476976	-0.362465	0.00513112	-0.000751537	0.00159197	0.019703	0.00813999999999999	0.024012	-0.00041862	-0.000184742	-0.00018192	0.0911191	0.028023745	-0.0223914121	-0.0519837232	-0.0332338815	0.0164217376	0.0508059967	0.0379433273	-0.0102046586	-0.048862844	-0.0420811315	0.0038338396	0.0461835398	0.0455849554	0.0025947387	-0.0428084497	-0.0484020114	-0.0089842256	0.0387884217	0.0504898588	0.015238359	-0.0341840202	-0.005039816	-0.0128797404	-0.045617463	-0.0416373833	-0.0457784909	0.0546104997	0.0125319502	-0.0206090719	-0.0532973973	-0.0103570423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.031316812765293	0.865525451091933	0.448081059024295	-1.68540061352814
0.15011	-0.0561648	-0.444805	0.00676941	-0.000566795	0.00165405	4.69999999999915e-05	-0.0084672	-0.08234	0.00163829	0.000184742	6.20799999999999e-05	0.1851098	0.0278327876	-0.0227986886	-0.0520623368	-0.0325311144	0.0174895484	0.0511183183	0.0368369888	-0.011969416	-0.0495576132	-0.0406984653	0.0063048856	0.0473990497	0.0440689593	-0.0005642937	-0.0446686685	-0.0469078096	-0.0051831058	0.0413994086	0.0491807684	0.0108679768	-0.0376307102	-0.0434587886	-0.0145162556	-0.0201445912	0.0091787189	-0.0481211546	0.0290149096	0.0548986009	-0.0309795276	-0.0375302078	0.0012729549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.468551807689336	0.397540922041569	0.448081059024295	-1.68540061352814
0.131201	-0.0979963	-0.404656	0.00694183	-0.000566795	0.00172682	-0.018909	-0.0418315	0.040149	0.00017242	0	7.277e-05	0.113149	0.0276413132	-0.0232042715	-0.0521322486	-0.0318186811	0.0185492395	0.0513964655	0.0356971313	-0.0137199483	-0.050177843	-0.0392402281	0.0087617663	0.0484878293	0.0424146861	-0.0037212726	-0.0463423012	-0.0451906832	-0.0013541801	0.0437614146	0.0475421407	0.0064169112	-0.0407694154	-0.0437417973	-0.0239352359	0.038173477	0.0562493244	-0.0265585222	-0.0017772203	0.0286368016	-0.0027952399	-0.0038046622	0.0745613364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.269244442070034	0.690374913688829	0.448081059024295	-1.68540061352814
0.129701	-0.108016	-0.40463	0.00744211	-0.0010242	0.00157939	-0.0015	-0.0100197	2.59999999999705e-05	0.00050028	-0.000457405	-0.00014743	0.06680145	0.0274493255	-0.0236081307	-0.0521934471	-0.0310967934	0.0196003187	0.0516402525	0.0345247919	-0.015454175	-0.0507226006	-0.0377091275	0.0111989617	0.0494469678	0.0406273263	-0.0068647103	-0.0478223571	-0.0432587929	0.0024820104	0.0458602343	0.0455849554	0.0019182066	-0.0435744473	-0.0429796484	-0.0246533148	0.067839375	0.0214696215	0.0328952871	-0.0321629228	-0.0332415015	-0.0340609714	-0.0130413335	0.0539879226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.426606853418968	0.39068412608207	0.448081059024295	-1.68540061352814
0.126184	-0.115654	-0.432989	0.00710103	-0.00122591	0.00157359	-0.00351700000000002	-0.00763799999999998	-0.028359	-0.00034108	-0.00020171	-5.80000000000003e-06	0.0669435	0.027256828	-0.0240102362	-0.0522459219	-0.0303656657	0.0206422981	0.0518495163	0.0333210373	-0.0171700353	-0.0511910666	-0.0361080066	0.0136109962	0.0502739006	0.0387124883	-0.009983168	-0.0491026536	-0.0411213197	0.0063048856	0.0476832451	0.0433223267	-0.0025947387	-0.0460228486	-0.0336653802	-0.0127910995	0.0104014893	-0.0339584674	0.0407598772	0.0290757509	-0.0282334283	-0.0417813258	0.019150584	0.0069532666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.803472285027986	0.271590119128289	0.448081059024295	-1.68540061352814
0.126382	-0.0511909	-0.438664	0.00715807	-0.0015383	0.00167991	0.000198000000000004	0.0644631	-0.00567500000000004	5.70399999999995e-05	-0.00031239	0.00010632	0.0941236	0.0270638244	-0.024410558	-0.0522896643	-0.0296255153	0.021674694	0.0520241169	0.0320869629	-0.0188654898	-0.0515825363	-0.0344398384	0.0159924506	0.0509664168	0.0366761804	-0.0130652981	-0.050177843	-0.0387884217	0.0100939368	0.0492194833	0.0407694154	-0.0070884207	-0.0480945804	-0.0463261632	-0.0085720022	-0.0526179199	-0.0260867184	-0.034518213	0.0461203298	0.045492284	-0.0701045372	-0.0388465699	-0.0240666642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.059720525233104	0.625522434100455	0.448081059024295	0.592443852028073
0.146765	-0.0236416	-0.373484	0.00676941	-0.000932114	0.0014494	0.020383	0.0275493	0.06518	-0.00038866	0.000606186	-0.00023051	0.1743801	0.0268703181	-0.0248090665	-0.052324667	-0.0288765622	0.0226970271	0.0521639377	0.0308236917	-0.0205385235	-0.051896421	-0.0327077205	0.0183379745	0.0515226647	0.0345247919	-0.016099885	-0.051043434	-0.0362711858	0.0138288366	0.0504597097	0.0379433273	-0.0115294786	-0.049772687	-0.0401429284	-0.0266976757	0.0109218891	0.05554647	-0.0581593156	-0.0268637128	0.0576583079	0.0101617971	0.0032124711	0.0269267489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.480215519966232	1.18518281661699	-2.22840312389761	0.592443852028073
0.097687	-0.151465	-0.441914	0.00635235	-0.00208	0.00127875	-0.049078	-0.1278234	-0.06843	-0.00041706	-0.001147886	-0.00017065	0.3321112	0.0266763128	-0.0252057321	-0.0523509242	-0.0281190288	0.0237088227	0.0522688852	0.0295323731	-0.0221871482	-0.0521322486	-0.0309148693	0.0206422981	0.0519411573	0.0322650733	-0.0190758861	-0.0516958108	-0.0335815749	0.0174895484	0.0513964655	0.0348629988	-0.015884942	-0.051043434	-0.0353338304	-0.0204930749	0.0256297061	-0.0547919728	-0.008083006	-0.0265111158	-0.0225808923	-0.0242065182	-0.0022822407	-0.0118421659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.44255811833562	0.371882698481127	-2.22840312389761	0.592443852028073
0.12667	-0.0449533	-0.32455	0.0053167	-0.00143573	0.00171587	0.028983	0.1065117	0.117364	-0.00103565	0.00064427	0.00043712	0.3587107	0.0264818121	-0.0256005252	-0.0523684314	-0.0273531403	0.024709611	0.0523388891	0.028214182	-0.0238094045	-0.0522896643	-0.0290646136	0.0229002443	0.0522207755	0.0299041152	-0.0219824722	-0.0521322486	-0.030732371	0.0210564335	0.0520241169	0.0315490697	-0.0201224762	-0.051896421	-0.003171587	-0.0061653108	-0.0499433905	-0.046222863	0.0536398877	0.0158585908	0.001897899	-0.0273958196	-0.0409522272	-0.0702264266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.499050394834566	0.439484810436985	0.448081059024295	0.592443852028073
0.126627	-0.0371369	-0.309396	0.00470951	-0.0015772	0.00148285	-4.30000000000153e-05	0.0078164	0.015154	-0.000607190000000001	-0.00014147	-0.00023302	0.0720974	0.0262868196	-0.0259934166	-0.0523771858	-0.0265791242	0.0256989275	0.0523739028	0.0268703181	-0.0254033645	-0.0523684314	-0.0271603893	0.0251067401	0.0523607718	0.0274493255	-0.0248090665	-0.0523509242	-0.0277371148	0.0245103563	0.0523388891	0.028023745	-0.0242106219	-0.052324667	-0.0040748056	-0.010661265	-0.0390504736	0.0359531029	-0.0489152912	0.0287141369	0.0403467496	0.0155849751	-0.0677447673	-0.0090119807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.489262977272726	1.01042950680544	0.448081059024295	-1.68540061352814
0.130933	-0.0676934	-0.321732	0.00538058	-0.00127042	0.00144182	0.004306	-0.0305565	-0.012336	0.00067107	0.00030678	-4.10300000000001e-05	0.0981425	0.0260913389	-0.0263843771	-0.0523771858	-0.0257972105	0.0266763128	0.0523739028	0.0255020041	-0.0269671338	-0.0523684314	-0.0252057321	0.027256828	0.0523607718	0.0249084068	-0.0275453833	-0.0523509242	-0.0246100408	0.0278327876	0.0523388891	0.0243106464	-0.0281190288	-0.052324667	-0.0099988033	-0.0157002843	-0.0136613864	0.0480195369	-0.0656309764	-0.0039536212	0.0402316637	0.011066042	0.0264784987	0.0103900051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.248552393565841	-0.031181612870035	0.448081059024295	-1.68540061352814
0.135163	-0.056006	-0.272126	0.00408653	-0.00112618	0.00140938	0.00423000000000001	0.0116874	0.049606	-0.00129405	0.00014424	-3.24399999999999e-05	0.1390599	0.0258953737	-0.0267733776	-0.0523684314	-0.0250076315	0.0276413132	0.0523388891	0.024110485	-0.028498854	-0.0522896643	-0.0232042715	0.0293456776	0.0522207755	0.0222893319	-0.0301814655	-0.0521322486	-0.0213660101	0.0310059033	0.0520241169	0.0204346535	-0.0318186811	-0.051896421	0.0016124878	-0.017226675	0.0189727989	0.0455922656	-0.0336683538	-0.0150924004	-0.0030809398	0.0385200358	0.021716291	0.020515752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.123924521151233	-0.04924956785797	0.448081059024295	-1.68540061352814
0.106614	-0.0464417	-0.379928	0.00632587	-0.00112618	0.00139806	-0.028549	0.0095643	-0.107802	0.00223934	0	-1.132e-05	0.2584483	0.0256989275	-0.0271603893	-0.0523509242	-0.0242106219	0.0285934806	0.0522688852	0.0226970271	-0.0299967047	-0.0521322486	-0.0211597241	0.0313685957	0.0519411573	0.0196003187	-0.0327077205	-0.0516958108	-0.0180204398	0.0340126806	0.0513964655	0.0164217376	-0.0352821126	-0.051043434	-0.0312918997	-0.0299097657	0.0596910705	-0.0222957116	-0.0261243059	-0.0398515397	-0.0317307922	-0.0007852512	-0.0296070267	0.0059015684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.222400666939809	-0.163398167073928	-2.22840312389761	0.592443852028073
0.123267	-0.106516	-0.321135	0.00480342	-0.00112618	0.00145042	0.016653	-0.0600743	0.058793	-0.00152245	0	5.236e-05	0.2142608	0.0255020041	-0.0275453833	-0.052324667	-0.0234064185	0.0295323731	0.0521639377	0.0212629165	-0.0314589057	-0.051896421	-0.0190758861	0.0333210373	0.0515226647	0.0168498047	-0.0351149558	-0.051043434	-0.0145892291	0.0368369888	0.0504597097	0.0122987873	-0.0384836111	-0.049772687	-0.0079905454	-0.013498634	-0.053041478	-0.0674994479	0.016884888	0.0382339677	-0.0183702051	-0.0267245071	-0.0458404771	-0.0241800501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.23071058047775	-0.698783880537883	-2.22840312389761	0.592443852028073
0.13072	-0.0880362	-0.297394	0.00471951	-0.00112618	0.00143754	0.007453	0.0184798	0.023741	-8.39100000000004e-05	0	-1.28800000000001e-05	0.0545133	0.025304607	-0.0279283311	-0.0522896643	-0.0225952602	0.0304575546	0.0520241169	0.0198094581	-0.0328837193	-0.0515825363	-0.0169566271	0.0351986159	0.0509664168	0.0140464202	-0.0373944116	-0.050177843	-0.0110886847	0.0394636764	0.0492194833	0.0080934286	-0.0413994086	-0.0480945804	-0.0082330675	-0.0191498618	-0.0468685463	-0.030902548	0.0160660557	0.0019648487	0.0148763893	-0.0022755431	-0.0411213456	-0.0579531803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.41771338560109	-1.01621512092796	-2.22840312389761	0.592443852028073
