"trans_x"	"trans_y"	"trans_z"	"rot_x"	"rot_y"	"rot_z"	"trans_x_derivative1"	"trans_y_derivative1"	"trans_z_derivative1"	"rot_x_derivative1"	"rot_y_derivative1"	"rot_z_derivative1"	"framewise_displacement"	"cosine00"	"cosine01"	"cosine02"	"cosine03"	"cosine04"	"cosine05"	"cosine06"	"cosine07"	"cosine08"	"cosine09"	"cosine10"	"cosine11"	"cosine12"	"cosine13"	"cosine14"	"cosine15"	"cosine16"	"cosine17"	"cosine18"	"cosine19"	"cosine20"	"t_comp_cor_00"	"t_comp_cor_01"	"t_comp_cor_02"	"t_comp_cor_03"	"t_comp_cor_04"	"a_comp_cor_00"	"a_comp_cor_01"	"a_comp_cor_02"	"a_comp_cor_03"	"a_comp_cor_04"	"motion_outlier01"	"volume_z"	"luminance_z"	"speech_z"	"face_z"
0.000909688	0.189501	-0.341247	0.00209894	0.00228794	0.00145912	NA	NA	NA	NA	NA	NA	NA	0.0523781585	0.0523777937	0.0523771858	0.0523763346	0.0523752403	0.0523739028	0.0523723222	0.0523704984	0.0523684314	0.0523661213	0.0523635681	0.0523607718	0.0523577323	0.0523544498	0.0523509242	0.0523471556	0.0523431439	0.0523388891	0.0523343914	0.0523296507	0.052324667	0.0067747803	0.0210192744	-0.0120411683	-0.0335858244	0.014040071	0.0812608742	0.0803442698	0.0127918309	0.0196110239	0.0629255011	0	0	0	0	0
0.0209854	0.197961	-0.311095	0.00178399	0.00154352	0.000595576	0.020075712	0.00846	0.030152	-0.00031495	-0.00074442	-0.000863544	0.154833412	0.0523771858	0.0523739028	0.0523684314	0.0523607718	0.0523509242	0.0523388891	0.052324667	0.0523082586	0.0522896643	0.0522688852	0.0522459219	0.0522207755	0.0521934471	0.0521639377	0.0521322486	0.0520983812	0.0520623368	0.0520241169	0.0519837232	0.0519411573	0.051896421	-0.0141510547	-0.0198361056	-0.0496578644	-0.0287042293	-0.0522637405	0.0718747024	0.0574985836	0.0507947294	-0.0321715679	0.021567538	0	0	0	0	0
0.0827077	0.0608087	-0.429666	0.0027191	0.000632507	0.000595576	0.0617223	-0.1371523	-0.118571	0.00093511	-0.000911013	0	0.40975175	0.0523752403	0.0523661213	0.0523509242	0.0523296507	0.0523023033	0.0522688852	0.0522294002	0.0521838529	0.0521322486	0.0520745933	0.0520108938	0.0519411573	0.051865392	0.0517836067	0.0516958108	0.0516020147	0.051502229	0.0513964655	0.0512847364	0.0511670547	0.051043434	-0.0352100676	0.0624607116	-0.006041462	-0.0428199544	0.0203983766	0.0685875888	0.0398298793	-0.0254084255	-0.0721552381	0.1591487577	0	0	0	0	0
0.0939099	-0.194587	-0.424456	0.00245571	0.00119998	0.00108854	0.0112022	-0.2553957	0.00520999999999994	-0.00026339	0.000567473	0.000492964	0.33799925	0.0523723222	0.0523544498	0.052324667	0.0522829807	0.0522294002	0.0521639377	0.0520866082	0.0519974292	0.051896421	0.0517836067	0.0516590118	0.0515226647	0.0513745965	0.0512148408	0.051043434	0.050860415	0.0506658255	0.0504597097	0.0502421146	0.0500130897	0.049772687	-0.0193272066	0.0705586496	-0.0108541917	-0.0401311434	0.1077251509	0.0219895994	-0.0106174443	0.0378975244	-0.001357513	0.0543154085	0	0	0	0	0
0.0828635	0.0393741	-0.442792	0.00194582	0.0015709	0.00190906	-0.0110464	0.2339611	-0.018336	-0.00050989	0.00037092	0.00082052	0.34841	0.0523684314	0.0523388891	0.0522896643	0.0522207755	0.0521322486	0.0520241169	0.051896421	0.0517492091	0.0515825363	0.0513964655	0.0511910666	0.0509664168	0.0507226006	0.0504597097	0.050177843	0.0498771065	0.0495576132	0.0492194833	0.048862844	0.0484878293	0.0480945804	-0.0061420483	0.055454333	-0.0041909608	-0.046006458	0.0065780413	-0.0634203598	-0.0543986326	0.022815933	-0.0318414325	-0.0008650291	0	0	0	0	0
0.0827343	0.125997	-0.462631	0.00127425	0.00118561	0.0019419	-0.000129200000000024	0.0866229	-0.019839	-0.000671569999999999	-0.00038529	3.28400000000001e-05	0.1610761	0.0523635681	0.0523194405	0.0522459219	0.0521430537	0.0520108938	0.0518495163	0.0516590118	0.0514394875	0.0511910666	0.0509138886	0.0506081094	0.0502739006	0.04991145	0.0495209612	0.0491026536	0.0486567622	0.0481835374	0.0476832451	0.0471561663	0.0466025972	0.0460228486	0.0180155759	0.0946573492	0.0184843677	-0.0430084274	-0.0206148305	-0.1212092027	-0.0432473216	-0.0044033363	-0.0343529344	0.0398587816	0	0	0	0	0
0.0744332	0.192658	-0.432483	0.00194582	0.00125097	0.00193269	-0.00830109999999996	0.066661	0.030148	0.000671569999999999	6.536e-05	-9.21000000000016e-06	0.1424171	0.0523577323	0.0522961052	0.0521934471	0.0520498384	0.051865392	0.0516402525	0.0513745965	0.0510686325	0.0507226006	0.0503367722	0.04991145	0.0494469678	0.04894369	0.0484020114	0.0478223571	0.0472051818	0.0465509697	0.0458602343	0.0451335173	0.044371389	0.0435744473	0.064695913	0.0837111032	0.0644944173	-0.0330695873	-0.0146101836	-0.108143273	0.026369796	-0.0142606136	-0.0475648084	0.0342577507	0	0	0	0	0
0.0721007	0.208198	-0.441106	0.00113005	0.000968564	0.00171299	-0.00233250000000001	0.01554	-0.00862300000000005	-0.00081577	-0.000282406	-0.0002197	0.0923893	0.0523509242	0.0522688852	0.0521322486	0.0519411573	0.0516958108	0.0513964655	0.051043434	0.050637085	0.050177843	0.0496661877	0.0491026536	0.0484878293	0.0478223571	0.0471069319	0.0463423012	0.0455292636	0.0446686685	0.0437614146	0.0428084497	0.0418107693	0.0407694154	0.0871577345	0.0407603183	-0.0249243866	-0.0247039912	-0.0473865024	-0.1219968203	0.0084447486	-0.0397315706	0.0361392196	-0.0032542906	0	0	0	0	0
0.0541697	0.263379	-0.323231	0.000382531	0.000957006	0.00151312	-0.017931	0.055181	0.117875	-0.000747519	-1.15580000000002e-05	-0.00019987	0.23893435	0.0523431439	0.0522377823	0.0520623368	0.0518170426	0.051502229	0.0511183183	0.0506658255	0.0501453577	0.0495576132	0.0489033805	0.0481835374	0.0473990497	0.0465509697	0.0456404355	0.0446686685	0.0436369724	0.0425467316	0.0413994086	0.0401965428	0.0389397479	0.0376307102	0.0940988636	-0.0005291044	0.0040519862	-0.0170595515	-0.0516769243	-0.03835298	0.0835259968	0.03843828	0.0063812271	0.0102081809	0	0	0	0	0
0.0572347	0.064365	-0.333873	0.000322289	0.000806225	0.00151312	0.003065	-0.199014	-0.010642	-6.0242e-05	-0.000150781	0	0.22327215	0.0523343914	0.0522027989	0.0519837232	0.0516775313	0.0512847364	0.0508059967	0.0502421146	0.049594035	0.048862844	0.0480497669	0.0471561663	0.0461835398	0.0451335173	0.0440078585	0.0428084497	0.0415373011	0.0401965428	0.0387884217	0.0373152977	0.0357796393	0.0341840202	0.0771388946	-0.0090957672	-0.0846204044	0.0112654709	0.0088509908	-0.0109852609	0.0366614147	0.0115884422	0.1271259377	0.0229829904	0	0	0	0	0
0.0379364	0.060244	-0.323607	0.000634772	0.00094046	0.00107126	-0.0192983	-0.00412100000000001	0.0102659999999999	0.000312483	0.000134235	-0.00044186	0.0781142	0.052324667	0.0521639377	0.051896421	0.0515226647	0.051043434	0.0504597097	0.049772687	0.0489837722	0.0480945804	0.0471069319	0.0460228486	0.0448445497	0.0435744473	0.0422151417	0.0407694154	0.0392402281	0.0376307102	0.0359441567	0.0341840202	0.032353904	0.0304575546	0.0189849397	0.0160780034	-0.0365499932	0.008031427	0.0155766971	0.0148679735	0.0085928553	0.0065828861	0.0407605342	0.048689236	0	0	0	0	0
