"trans_x"	"trans_y"	"trans_z"	"rot_x"	"rot_y"	"rot_z"	"trans_x_derivative1"	"trans_y_derivative1"	"trans_z_derivative1"	"rot_x_derivative1"	"rot_y_derivative1"	"rot_z_derivative1"	"framewise_displacement"	"cosine00"	"cosine01"	"cosine02"	"cosine03"	"cosine04"	"cosine05"	"cosine06"	"cosine07"	"cosine08"	"cosine09"	"cosine10"	"cosine11"	"cosine12"	"cosine13"	"cosine14"	"cosine15"	"cosine16"	"cosine17"	"cosine18"	"cosine19"	"cosine20"	"t_comp_cor_00"	"t_comp_cor_01"	"t_comp_cor_02"	"t_comp_cor_03"	"a_comp_cor_00"	"a_comp_cor_01"	"a_comp_cor_02"	"a_comp_cor_03"	"a_comp_cor_04"	"motion_outlier01"	"motion_outlier02"	"volume_z"	"luminance_z"	"speech_z"	"face_z"
0.0242497	-0.00911933	-0.101099	4.58131e-05	-7.30007e-05	0.000709707	-0.0106037	-0.08301513	-0.0132448	0.0001707961	0	1.50699999999999e-05	0.116156935	0.0522896643	0.0520241169	0.0515825363	0.0509664168	0.050177843	0.0492194833	0.0480945804	0.0468069407	0.0453609212	0.0437614146	0.0420138333	0.0401240904	0.0380985803	0.0359441567	0.0336681095	0.03127814	0.0287823352	0.02618914	0.0235073292	0.0207459769	0.0179144269	0.0515451679	0.0180438194	-0.0170409671	-0.0641203749	0.0011445559	0.0208559316	0.0858590765	-0.0074537386	0.0044737434	0	0	0	0	0	0
0.0297933	-0.0295812	-0.0878503	-0.000112908	-7.30007e-05	0.000459707	0.0055436	-0.02046187	0.0132487	-0.0001587211	0	-0.00025	0.059690225	0.0522760543	0.0519697758	0.0514606403	0.050750635	0.0498425313	0.048739874	0.047446967	0.0459688572	0.044311314	0.0424808075	0.0404844828	0.0383301323	0.0360261653	0.0335815749	0.0310059033	0.0283092043	0.0255020041	0.0225952602	0.0196003187	0.01652887	0.013392903	0.0236814299	0.0330291684	-0.0537254923	0.016560482	0.0186031238	-0.0026883749	0.0392745419	-0.0334118185	-0.0164223978	0	0	0	0	0	0
0.016905	-0.089681	-0.0616564	-0.000652558	4.34815e-06	0.000709707	-0.0128883	-0.0600998	0.0261939	-0.00053965	7.734885e-05	0.00025	0.1425319425	0.0522614734	0.0519115742	0.0513301431	0.0505197734	0.0494840794	0.0482276804	0.0467561802	0.0450761418	0.0431950583	0.0411213197	0.0388641751	0.0364336915	0.0338407093	0.0310967934	0.028214182	0.0252057321	0.0220848615	0.0188654898	0.0155619757	0.0121890533	0.0087617663	0.0121052902	0.0085515547	-0.016010126	0.0238686303	-0.011199165	0.0183606007	0.0129118759	-0.0471950983	-0.0124352321	0	0	0	0	0	0
0.0225649	-0.0837553	-0.0584668	-0.000636844	-7.30007e-05	0.000459707	0.0056599	0.00592569999999996	0.00318959999999999	1.5714e-05	-7.734885e-05	-0.00025	0.0319283425	0.0522459219	0.0518495163	0.0511910666	0.0502739006	0.0491026536	0.0476832451	0.0460228486	0.0441298556	0.0420138333	0.0396854757	0.0371565505	0.0344398384	0.0315490697	0.028498854	0.025304607	0.0219824722	0.0185492395	0.0150222601	0.0114193591	0.0077587455	0.0040589197	-0.0078518384	-0.0074493987	0.0153242052	-0.0440271517	-0.0057868417	0.0037490893	0.0013401534	-0.0397842942	-0.0223840782	0	0	0	0	0	0
0.012058	-0.0665145	-0.0161799	-0.00056571	0.000478248	0.000459707	-0.0105069	0.0172408	0.0422869	7.1134e-05	0.0005512487	0	0.101153735	0.0522294002	0.0517836067	0.051043434	0.0500130897	0.0486984311	0.0471069319	0.0452476394	0.0431311232	0.0407694154	0.0381759417	0.0353654455	0.032353904	0.0291584371	0.0257972105	0.0222893319	0.018654743	0.0149141057	0.0110886847	0.0072002268	0.0032708371	-0.0006771467	-0.0198459953	0.0402687836	-0.0452458528	-0.0391067645	-0.0234171582	0.0205059091	0.0054353046	0.0130960118	-0.0119990408	0	0	0	0	0	0
0.0111103	-0.0995528	-0.00627436	-0.000183645	0.00046502	0.000259326	-0.000947699999999999	-0.0330383	0.00990554	0.000382065	-1.3228e-05	-0.000200381	0.07367524	0.0522119084	0.0517138504	0.0508872699	0.0497374181	0.0482715996	0.0464991262	0.044431258	0.0420811315	0.0394636764	0.0365955205	0.0334948844	0.0301814655	0.0266763128	0.0230016937	0.0191809517	0.015238359	0.0111989617	0.0070884207	0.0029328492	-0.0012413539	-0.005407671	-0.0264044099	0.0080821279	-0.0319323016	0.0670845882	-0.0169079532	0.0347135288	-0.0097769205	0.0135473549	0.0191658493	0	0	0	0	0	0
0.0192783	-0.0350245	-0.0170402	0.000102514	-7.30007e-05	-7.17314e-05	0.008168	0.0645283	-0.01076584	0.000286159	-0.0005380207	-0.0003310574	0.141223995	0.0521934471	0.0516402525	0.0507226006	0.0494469678	0.0478223571	0.0458602343	0.0435744473	0.0409811285	0.0380985803	0.0349471469	0.0315490697	0.0279283311	0.024110485	0.0201224762	0.0159924506	0.0117495564	0.0074237382	0.0030455261	-0.0013541801	-0.0057443291	-0.0100939368	-0.033956779	0.006341913	0.0059221137	-0.0547116433	-0.0336259324	0.0355377333	0.0157937133	0.0375015144	-0.0280696964	0	0	0	0	0	0
-0.00198783	0.00356872	-0.00625261	-0.000146107	0.00014608	-0.000182844	-0.02126613	0.03859322	0.01078759	-0.000248621	0.0002190807	-0.0001111126	0.099587655	0.0521740164	0.0515628185	0.0505494535	0.0491418251	0.0473509122	0.0451906832	0.042677987	0.0398324213	0.0366761804	0.0332338815	0.0295323731	0.0256005252	0.0214690046	0.0171700353	0.0127371473	0.0082049152	0.0036086884	-0.0010156846	-0.0056321357	-0.0102046586	-0.0146975897	-0.0401049428	0.0177744888	-0.0499600113	-0.0080034242	-0.0208759271	0.0512646046	0.0209995349	0.05373324	0.0101973505	0	0	0	0	0	0
-0.00200599	-0.0616488	0.0291662	-0.00056072	9.34502e-05	-7.17314e-05	-1.81600000000001e-05	-0.06521752	0.03541881	-0.000414613	-5.26298e-05	0.0001111126	0.12957226	0.0521536168	0.0514815542	0.0503678575	0.0488220806	0.0468574839	0.0444909208	0.0417426926	0.0386363752	0.0351986159	0.0314589057	0.0274493255	0.0232042715	0.0187601599	0.0141551145	0.0094286395	0.004621281	-0.0002257211	-0.0050707869	-0.009872353	-0.0145892291	-0.0191809517	-0.0538152371	0.0181628847	-0.0063901197	-0.0296266964	-0.0349208525	0.0444207332	0.0001071416	0.0501107157	-0.0190851801	0	0	0	0	0	0
-0.00805242	0.0274935	0.0273348	-0.000137179	-7.30007e-05	-7.17314e-05	-0.00604643	0.0891423	-0.0018314	0.000423541	-0.0001664509	0	0.126519725	0.0521322486	0.0513964655	0.050177843	0.0484878293	0.0463423012	0.0437614146	0.0407694154	0.0373944116	0.0336681095	0.0296255153	0.025304607	0.0207459769	0.0159924506	0.0110886847	0.0060807472	0.0010156846	-0.0040589197	-0.0090953929	-0.0140464202	-0.0188654898	-0.0235073292	-0.064048754	0.0146924481	-0.0180934396	0.026759054	-0.0237141067	0.0442233184	-0.0230015614	0.0319888955	0.0172224414	0	0	0	0	0	0
-0.0243563	-0.0194098	0.073258	-0.000203596	-7.30007e-05	-7.17314e-05	-0.01630388	-0.0469033	0.0459232	-6.6417e-05	0	0	0.11245123	0.0521099123	0.0513075588	0.0499794418	0.0481391707	0.0458056033	0.0430026525	0.0397590408	0.0361080066	0.0320869629	0.0277371148	0.0231030362	0.0182322141	0.0131745611	0.0079819045	0.0027074549	-0.0025947387	-0.0078703433	-0.0130652981	-0.018126369	-0.0230016937	-0.0276413132	-0.0574708271	-0.0236399217	0.0606241137	-0.022932916	-0.0461552209	0.009735958	-0.0531378936	-0.0157358073	0.0089541905	0	0	0	0	0	0
-0.0216965	-0.0663289	0.0602559	0.000154119	-7.30007e-05	-0.000140122	0.0026598	-0.0469191	-0.0130021	0.000357715	0	-6.83906e-05	0.08388628	0.0520866082	0.0512148408	0.049772687	0.0477762082	0.0452476394	0.0422151417	0.0387124883	0.0347786889	0.0304575546	0.0257972105	0.0208495594	0.015669704	0.0103153331	0.0048460789	-0.0006771467	-0.0061928308	-0.0116395445	-0.0169566271	-0.0220848615	-0.0269671338	-0.0315490697	-0.04430367	0.0159367571	0.0064875285	-0.0247866624	-0.0252488827	-0.0067467647	-0.057251204	0.0093395019	-0.0552480934	0	0	0	0	0	0
-0.0216329	0.0253898	0.0523691	0.000358183	-0.000652489	-0.000229934	6.36000000000005e-05	0.0917187	-0.00788679999999999	0.000204064	-0.0005794883	-8.9812e-05	0.143337315	0.0520623368	0.0511183183	0.0495576132	0.0473990497	0.0446686685	0.0413994086	0.0376307102	0.0334080384	0.0287823352	0.0238094045	0.0185492395	0.0130652981	0.0074237382	0.0016926191	-0.0040589197	-0.0097614921	-0.0153463027	-0.0207459769	-0.0258953737	-0.030732371	-0.0351986159	-0.019407438	-0.0149249992	0.0412294282	0.0400735625	-0.0041893682	-0.0243167279	-0.0386167734	0.0003479175	0.01668245	0	0	0	0	0	0
-0.0217012	-0.10862	0.0308722	0.000752329	-7.30007e-05	-7.17314e-05	-6.83000000000003e-05	-0.1340098	-0.0214969	0.000394146	0.0005794883	0.0001582026	0.212166845	0.0520370985	0.0510179984	0.0493342563	0.0470078072	0.0440689593	0.0405559987	0.0365146908	0.0319976841	0.0270638244	0.021777388	0.0162072446	0.0104259597	0.0045088495	-0.0014670001	-0.0074237382	-0.0132837629	-0.018970732	-0.024410558	-0.0295323731	-0.0342694522	-0.0385600826	-0.0178778142	-0.0039645956	0.0243224221	-0.0484545546	0.0028163572	0.0001420081	0.0156012748	-0.0101113901	-0.0134811714	0	0	0	0	0	0
-0.00994141	-0.0454819	0.0288629	0.000606713	-0.000278729	-7.17314e-05	0.01175979	0.0631381	-0.0020093	-0.000145616	-0.0002057283	0	0.094474405	0.0520108938	0.0509138886	0.0491026536	0.0466025972	0.0434487905	0.0396854757	0.0353654455	0.030549302	0.025304607	0.0197049341	0.0138288366	0.0077587455	0.0015798132	-0.004621281	-0.010757547	-0.016742904	-0.0224933884	-0.0279283311	-0.0329714899	-0.0375521182	-0.0416059582	-0.0198870904	0.0067962133	-0.0107860856	0.0591940407	0.01395232	0.0045086451	-0.0276854275	0.0293337765	0.0481792096	0	0	0	0	0	0
-0.00263493	-0.02838	0.0662352	-0.000263634	-7.30007e-05	0.00047902	0.00730648	0.0171019	0.0373723	-0.000870347	0.0002057283	0.0005507514	0.143122015	0.0519837232	0.0508059967	0.048862844	0.0461835398	0.0428084497	0.0387884217	0.0341840202	0.0290646136	0.0235073292	0.0175958911	0.0114193591	0.0050707869	-0.0013541801	-0.0077587455	-0.0140464202	-0.0201224762	-0.0258953737	-0.03127814	-0.0361896802	-0.0405559987	-0.044311314	0.0051070553	-0.0281728114	0.0491766774	0.0315799575	0.0007616888	-0.0340773565	-0.0325447304	-0.0057420206	0.0062602876	0	0	0	0	0	0
0.0087082	-0.0983191	0.0470524	0.000350808	-7.30007e-05	0.000105457	0.01134313	-0.0699391	-0.0191828	0.000614442	0	-0.000373563	0.14986528	0.0519555872	0.0506943307	0.0486148674	0.0457507597	0.0421482344	0.0378654364	0.0329714899	0.0275453833	0.021674694	0.015454175	0.0089842256	0.0023692706	-0.0042839244	-0.0108679768	-0.01727662	-0.0234064185	-0.0291584371	-0.0344398384	-0.0391653804	-0.0432587929	-0.0466540082	0.0177043844	-0.001985731	0.0426292327	-0.0397060435	0.0110609	-0.0129963116	0.002814243	-0.0201924845	0.0013258009	0	0	0	0	0	0
-0.000380998	-0.0320674	0.0596628	0.000330997	-7.30007e-05	-9.06558e-05	-0.009089198	0.0662517	0.0126104	-1.98110000000001e-05	0	-0.0001961128	0.098747488	0.0519264863	0.0505788988	0.0483587652	0.0453043854	0.0414684511	0.0369171367	0.0317289578	0.0259934166	0.0198094581	0.0132837629	0.0065289069	-0.0003385804	-0.0072002268	-0.0139376608	-0.0204346535	-0.0265791242	-0.0322650733	-0.0373944116	-0.0418786518	-0.0456404355	-0.0486148674	0.0157093963	0.0168290136	-0.0076289626	-0.0265866812	0.010118821	-0.0222526603	0.0048483065	0.0204341012	0.0038675988	0	0	-1.73055635693617	-1.75211916401208	-2.22840312389761	-1.68540061352814
0.00661439	-0.0362306	0.051284	0.000861944	0.000228716	0.000196578	0.006995388	-0.0041632	-0.0083788	0.000530947	0.0003017167	0.0002872338	0.075532263	0.051896421	0.0504597097	0.0480945804	0.0448445497	0.0407694154	0.0359441567	0.0304575546	0.024410558	0.0179144269	0.0110886847	0.0040589197	-0.0030455261	-0.0100939368	-0.0169566271	-0.0235073292	-0.0296255153	-0.0351986159	-0.0401240904	-0.044311314	-0.0476832451	-0.050177843	0.0167963274	0.0210890975	0.0082156762	0.0726060987	0.004799979	-0.0217119214	-0.0228678013	-0.000412218	0.0142032199	0	0	-0.264572536144127	-1.14298570443982	-2.22840312389761	-1.68540061352814
-0.0145921	0.0247576	0.0800849	0.000218179	-7.30007e-05	-9.06558e-05	-0.02120649	0.0609882	0.0288009	-0.000643765	-0.0003017167	-0.0002872338	0.172631365	0.051865392	0.0503367722	0.0478223571	0.044371389	0.0400514517	0.0349471469	0.0291584371	0.0227986886	0.0159924506	0.0088730165	0.0015798132	-0.0057443291	-0.0129559745	-0.0199138901	-0.0264818121	-0.0325311144	-0.0379433273	-0.0426124582	-0.0464470668	-0.0493720561	-0.0513301431	0.0068693375	0.0103635868	0.0287563019	-0.0405800362	-0.0163922389	-0.0211809287	0.0105082476	-0.0226756134	-0.0297121384	0	0	-0.197446070710621	-1.1272811059612	-2.22840312389761	-1.68540061352814
-0.00357968	-0.052286	0.0431425	0.00117555	-7.30007e-05	-9.06558e-05	0.01101242	-0.0770436	-0.0369424	0.000957371	0	0	0.17286697	0.0518333998	0.0502100954	0.0475421407	0.043885044	0.0393148935	0.0339267737	0.0278327876	0.0211597241	0.0140464202	0.0066408724	-0.0009028426	-0.0084277735	-0.0157773596	-0.0227986886	-0.0293456776	-0.0352821126	-0.0404844828	-0.0448445497	-0.0482715996	-0.0506943307	-0.0520623368	-0.014114218	0.0374005565	-0.0290423754	-0.0081752107	-0.0156099642	0.0176028976	0.0353160718	0.0199747695	0.0061711949	0	0	0.143180447950853	-1.30665579866475	-2.22840312389761	-1.68540061352814
-0.0216681	-0.0027607	0.0439184	0.00111653	1.61005e-05	0.000177436	-0.01808842	0.0495253	0.000775900000000003	-5.90200000000001e-05	8.91012e-05	0.0002680918	0.08920027	0.0518004449	0.0500796887	0.0472539781	0.0433856593	0.0385600826	0.0328837193	0.0264818121	0.0194956122	0.0120792627	0.0043963972	-0.0033834701	-0.0110886847	-0.0185492395	-0.0256005252	-0.0320869629	-0.0378654364	-0.0428084497	-0.0468069407	-0.049772687	-0.0516402525	-0.0523684314	-0.0126308684	-0.0252964634	-0.0043456672	0.0601584811	-0.0024987949	-0.008518721	-0.0133723525	-0.0354497368	0.0612337828	0	0	-0.519957300384116	-1.39824731345061	-2.22840312389761	-1.68540061352814
0.00873163	-0.0609497	0.0253742	0.00142906	0.000366112	0.0005248	0.03039973	-0.058189	-0.0185442	0.00031253	0.0003500115	0.000347364	0.157628205	0.051766528	0.0499455618	0.0469579174	0.0428733831	0.0377873696	0.0318186811	0.0251067401	0.0178083308	0.0100939368	0.0021437585	-0.0058564958	-0.0137199483	-0.0212629165	-0.0283092043	-0.0346942175	-0.0402688086	-0.0449027607	-0.0484878293	-0.050940271	-0.0522027989	-0.0522459219	-0.0037974145	-0.0197369436	0.0371267368	-0.0194302582	-0.0209616755	-0.0259616909	-0.0174780811	-0.0203428982	-0.0262582149	0	0	-0.91044886702482	-1.0036913577913	-2.22840312389761	0.592443852028073
-0.00182925	0.0161228	0.0526457	0.000860775	6.4682e-05	-4.03478e-06	-0.01056088	0.0770725	0.0272715	-0.000568285	-0.00030143	-0.00052883478	0.184832369	0.0517316498	0.0498077248	0.0466540082	0.0423483678	0.0369971132	0.030732371	0.0237088227	0.016099885	0.0080934286	-0.0001128608	-0.0083163637	-0.016314529	-0.0239098759	-0.0309148693	-0.0371565505	-0.0424808075	-0.0467561802	-0.0498771065	-0.051766528	-0.0523777937	-0.0516958108	-0.0052075084	0.0011099413	-0.0125368714	-0.0185746401	0.0016528849	-0.0135166135	0.0247580425	-0.0192879735	0.0380085388	0	0	-0.710799131679954	-0.590020067271829	-2.22840312389761	-1.68540061352814
-0.00624577	-0.0502507	0.0451228	0.00095173	0.000496176	0.000243421	-0.00441652	-0.0663735	-0.0075229	9.0955e-05	0.000431494	0.00024745578	0.116808159	0.0516958108	0.0496661877	0.0463423012	0.0418107693	0.0361896802	0.0296255153	0.0222893319	0.0143723053	0.0060807472	-0.0023692706	-0.010757547	-0.0188654898	-0.0264818121	-0.0334080384	-0.0394636764	-0.0444909208	-0.0483587652	-0.0509664168	-0.0522459219	-0.0521639377	-0.0507226006	0.0009786441	0.0020030436	-0.0121160851	0.0571075931	-0.004563912	-0.0298530897	-0.020797473	-0.0077295471	0.0292292018	0	0	0.233933779509985	-0.973416291972741	-2.22840312389761	0.592443852028073
-0.0103127	-0.0343563	0.0526444	0.000965804	0.000636087	0.00046182	-0.00406693	0.0158944	0.0075216	1.40739999999999e-05	0.000139911	0.000218399	0.04610213	0.0516590118	0.0495209612	0.0460228486	0.0412607473	0.0353654455	0.028498854	0.0208495594	0.0126276447	0.0040589197	-0.004621281	-0.0131745611	-0.0213660101	-0.0289706552	-0.0357796393	-0.0416059582	-0.0462895956	-0.0497019183	-0.0517492091	-0.0523752403	-0.0515628185	-0.0493342563	0.0119912443	-0.0229507869	0.017941625	0.018625619	-0.0032985979	-0.0241511121	-0.0035846122	-0.0437733419	0.0099810918	0	0	-0.066645052891282	-1.03611006555444	-2.22840312389761	0.592443852028073
-0.00590026	-0.030595	0.0833015	0.000586497	0.000360149	7.82743e-05	0.00441244	0.00376130000000001	0.0306571	-0.000379307	-0.000275938	-0.0003835457	0.090770375	0.0516212534	0.0493720561	0.0456957037	0.0406984653	0.0345247919	0.0273531403	0.0193908153	0.0108679768	0.0020309873	-0.0068647103	-0.0155619757	-0.0238094045	-0.0313685957	-0.0380210421	-0.0435744473	-0.0478682839	-0.0507784337	-0.0522207755	-0.0521536168	-0.0505788988	-0.0475421407	0.0058514676	0.0063555225	0.0374240413	-0.0543103986	-0.0323905822	-0.0035111887	0.0206644633	0.0034097575	0.0030097724	0	0	-0.217578114120031	-0.92311376151029	-2.22840312389761	0.592443852028073
