"trans_x"	"trans_y"	"trans_z"	"rot_x"	"rot_y"	"rot_z"	"trans_x_derivative1"	"trans_y_derivative1"	"trans_z_derivative1"	"rot_x_derivative1"	"rot_y_derivative1"	"rot_z_derivative1"	"framewise_displacement"	"cosine00"	"cosine01"	"cosine02"	"cosine03"	"cosine04"	"cosine05"	"cosine06"	"cosine07"	"cosine08"	"cosine09"	"cosine10"	"cosine11"	"cosine12"	"cosine13"	"cosine14"	"cosine15"	"cosine16"	"cosine17"	"cosine18"	"cosine19"	"cosine20"	"t_comp_cor_00"	"t_comp_cor_01"	"t_comp_cor_02"	"t_comp_cor_03"	"a_comp_cor_00"	"a_comp_cor_01"	"a_comp_cor_02"	"a_comp_cor_03"	"a_comp_cor_04"	"motion_outlier01"	"motion_outlier02"	"volume_z"	"luminance_z"	"speech_z"	"face_z"
0.0167316	0.0147817	-0.0520933	-0.00163408	0.00124501	0.00106819	NA	NA	NA	NA	NA	NA	NA	0.0523781585	0.0523777937	0.0523771858	0.0523763346	0.0523752403	0.0523739028	0.0523723222	0.0523704984	0.0523684314	0.0523661213	0.0523635681	0.0523607718	0.0523577323	0.0523544498	0.0523509242	0.0523471556	0.0523431439	0.0523388891	0.0523343914	0.0523296507	0.052324667	0.0050840164	-0.0192626063	0.0417485044	-0.0279795799	-0.0895248512	-0.0830333785	-0.0319812594	-0.1149463297	-0.0738375947	0	0	0	0	0	0
0.0378719	-0.103294	-0.0518869	-0.000336789	0.00138111	0.00117304	0.0211403	-0.1180757	0.000206400000000002	0.001297291	0.0001361	0.00010485	0.21633445	0.0523771858	0.0523739028	0.0523684314	0.0523607718	0.0523509242	0.0523388891	0.052324667	0.0523082586	0.0522896643	0.0522688852	0.0522459219	0.0522207755	0.0521934471	0.0521639377	0.0521322486	0.0520983812	0.0520623368	0.0520241169	0.0519837232	0.0519411573	0.051896421	-0.0027204093	0.0084283404	0.0059815309	-0.066010716	-0.041148194	-0.0116608731	0.0256108289	0.0046372717	0.0197303103	0	0	0	0	0	0
0.00416897	0.0222848	-0.0108269	-0.000963526	0.00115764	0.000949528	-0.03370293	0.1255788	0.04106	-0.000626737	-0.00022347	-0.000223512	0.25402768	0.0523752403	0.0523661213	0.0523509242	0.0523296507	0.0523023033	0.0522688852	0.0522294002	0.0521838529	0.0521322486	0.0520745933	0.0520108938	0.0519411573	0.051865392	0.0517836067	0.0516958108	0.0516020147	0.051502229	0.0513964655	0.0512847364	0.0511670547	0.051043434	-0.0160762512	0.0533653945	-0.011733358	-0.0103431742	-0.0313044337	0.00701317	0.0001206083	0.0287595332	-0.0304243221	0	0	0	0	0	0
0.011392	-0.141694	-0.0306442	-0.00078141	0.00132102	0.000949528	0.00722303	-0.1639788	-0.0198173	0.000182116	0.00016338	0	0.20829393	0.0523723222	0.0523544498	0.052324667	0.0522829807	0.0522294002	0.0521639377	0.0520866082	0.0519974292	0.051896421	0.0517836067	0.0516590118	0.0515226647	0.0513745965	0.0512148408	0.051043434	0.050860415	0.0506658255	0.0504597097	0.0502421146	0.0500130897	0.049772687	-0.0201872635	0.0186856246	-0.0397328658	0.0422322164	-0.0337684011	0.0272974833	0.0210595434	0.0234999067	0.0474238135	0	0	0	0	0	0
0.0101258	0.0652363	-0.022861	-0.000540275	0.000699339	0.000949528	-0.0012662	0.2069303	0.0077832	0.000241135	-0.000621681	0	0.2591205	0.0523684314	0.0523388891	0.0522896643	0.0522207755	0.0521322486	0.0520241169	0.051896421	0.0517492091	0.0515825363	0.0513964655	0.0511910666	0.0509664168	0.0507226006	0.0504597097	0.050177843	0.0498771065	0.0495576132	0.0492194833	0.048862844	0.0484878293	0.0480945804	-0.0465382705	-0.0200147871	0.0459685921	-0.0192125762	-0.0332149449	0.0353865692	-0.040378582	0.0253778101	0.0059856426	0	0	0	0	0	0
0.00898608	0.0727945	-0.0147405	0.000681848	0.000699338	0.000299477	-0.00113972	0.00755819999999999	0.0081205	0.001222123	-1.00000000001575e-09	-0.000650051	0.11042717	0.0523635681	0.0523194405	0.0522459219	0.0521430537	0.0520108938	0.0518495163	0.0516590118	0.0514394875	0.0511910666	0.0509138886	0.0506081094	0.0502739006	0.04991145	0.0495209612	0.0491026536	0.0486567622	0.0481835374	0.0476832451	0.0471561663	0.0466025972	0.0460228486	-0.0409335571	0.0133885321	0.0349902734	0.0043870879	-0.0135186393	-0.0189523893	-0.0408075274	-0.0112715898	-0.0504143758	0	0	0	0	0	0
0.030523	-0.182649	-0.205161	0.00187898	0.000783491	0.000610154	0.02153692	-0.2554435	-0.1904205	0.001197132	8.41530000000001e-05	0.000310677	0.54699902	0.0523577323	0.0522961052	0.0521934471	0.0520498384	0.051865392	0.0516402525	0.0513745965	0.0510686325	0.0507226006	0.0503367722	0.04991145	0.0494469678	0.04894369	0.0484020114	0.0478223571	0.0472051818	0.0465509697	0.0458602343	0.0451335173	0.044371389	0.0435744473	-0.0094734738	-0.0676796626	-0.0583876641	0.0586636739	0.0496034347	-0.0010594654	-0.050652866	-0.1316484156	-0.0154050747	0	0	0	0	0	0
0.0392902	-0.110468	-0.149622	0.00151856	0.00035075	0.000828158	0.0087672	0.072181	0.055539	-0.00036042	-0.000432741	0.000218004	0.18704545	0.0523509242	0.0522688852	0.0521322486	0.0519411573	0.0516958108	0.0513964655	0.051043434	0.050637085	0.050177843	0.0496661877	0.0491026536	0.0484878293	0.0478223571	0.0471069319	0.0463423012	0.0455292636	0.0446686685	0.0437614146	0.0428084497	0.0418107693	0.0407694154	0.0011112663	-0.035653556	-0.0109709645	0.0409307379	0.0632071529	0.037367	-0.0223141057	0.0389150634	0.0436086645	0	0	0	0	0	0
0.0426821	0.0202148	-0.175856	0.00185504	0.00061274	0.000657754	0.0033919	0.1306828	-0.026234	0.00033648	0.00026199	-0.000170404	0.1987524	0.0523431439	0.0522377823	0.0520623368	0.0518170426	0.051502229	0.0511183183	0.0506658255	0.0501453577	0.0495576132	0.0489033805	0.0481835374	0.0473990497	0.0465509697	0.0456404355	0.0446686685	0.0436369724	0.0425467316	0.0413994086	0.0401965428	0.0389397479	0.0376307102	0.0289301462	-0.0565396376	-0.013088011	0.0551907251	0.0715663294	0.0243654482	-0.0192036325	0.0074569654	0.0353731546	0	0	0	0	0	0
0.0426344	0.104699	-0.156061	0.00117738	0.000547296	0.000657754	-4.76999999999908e-05	0.0844842	0.019795	-0.00067766	-6.5444e-05	0	0.1414821	0.0523343914	0.0522027989	0.0519837232	0.0516775313	0.0512847364	0.0508059967	0.0502421146	0.049594035	0.048862844	0.0480497669	0.0471561663	0.0461835398	0.0451335173	0.0440078585	0.0428084497	0.0415373011	0.0401965428	0.0387884217	0.0373152977	0.0357796393	0.0341840202	0.0514903761	-0.0718044993	0.0430201606	-0.0207525121	0.0857695898	-0.0007500064	0.0043910874	0.037670458	-0.0039832971	0	0	0	0	0	0
0.0170388	0.131182	-0.0878972	-8.26882e-05	0.000253292	0.000613049	-0.0255956	0.026483	0.0681638	-0.0012600682	-0.000294004	-4.47049999999999e-05	0.20018126	0.052324667	0.0521639377	0.051896421	0.0515226647	0.051043434	0.0504597097	0.049772687	0.0489837722	0.0480945804	0.0471069319	0.0460228486	0.0448445497	0.0435744473	0.0422151417	0.0407694154	0.0392402281	0.0376307102	0.0359441567	0.0341840202	0.032353904	0.0304575546	0.075550627	-0.0067610254	0.0131594203	-0.0126086113	0.0711463005	-0.0367247257	0.030479262	0.0556324079	0.0020041626	0	0	0	0	0	0
0.0169018	0.0738697	-0.0995782	6.48869e-05	8.71546e-05	0.000798566	-0.000136999999999998	-0.0573123	-0.011681	0.0001475751	-0.0001661374	0.000185517	0.094091775	0.0523139709	0.0521212014	0.0518004449	0.051352489	0.0507784337	0.0500796887	0.0492579697	0.0483152946	0.0472539781	0.0460766263	0.0447861304	0.0433856593	0.0418786518	0.0402688086	0.0385600826	0.0367566699	0.0348629988	0.0328837193	0.0308236917	0.0286879745	0.0264818121	0.0794129671	0.0385678494	-0.0221171339	0.0233634819	0.0608362915	-0.0136639803	0.0546650202	0.0631875175	0.0063903039	0	0	0	0	0	0
0.0348534	0.0738958	-0.0878542	-0.000124983	-7.30007e-05	0.000694637	0.0179516	2.61000000000011e-05	0.011724	-0.0001898699	-0.0001601553	-0.000103929	0.05239941	0.0523023033	0.0520745933	0.0516958108	0.0511670547	0.0504898588	0.0496661877	0.0486984311	0.0475893965	0.0463423012	0.0449607632	0.0434487905	0.0418107693	0.0400514517	0.0381759417	0.0361896802	0.0340984296	0.0319082567	0.0296255153	0.027256828	0.0248090665	0.0222893319	0.0719814184	0.0205866217	0.0020594502	0.0140778724	0.0115299277	-0.0412651594	0.0369963686	-0.01843144	-0.0194237366	0	0	0	0	0	0
