"trans_x"	"trans_y"	"trans_z"	"rot_x"	"rot_y"	"rot_z"	"trans_x_derivative1"	"trans_y_derivative1"	"trans_z_derivative1"	"rot_x_derivative1"	"rot_y_derivative1"	"rot_z_derivative1"	"framewise_displacement"	"cosine00"	"cosine01"	"cosine02"	"cosine03"	"cosine04"	"cosine05"	"cosine06"	"cosine07"	"cosine08"	"cosine09"	"cosine10"	"cosine11"	"cosine12"	"cosine13"	"cosine14"	"cosine15"	"cosine16"	"cosine17"	"cosine18"	"cosine19"	"cosine20"	"t_comp_cor_00"	"t_comp_cor_01"	"t_comp_cor_02"	"t_comp_cor_03"	"t_comp_cor_04"	"a_comp_cor_00"	"a_comp_cor_01"	"a_comp_cor_02"	"a_comp_cor_03"	"a_comp_cor_04"	"motion_outlier01"	"motion_outlier02"	"motion_outlier03"	"motion_outlier04"	"motion_outlier05"	"motion_outlier06"	"motion_outlier07"	"motion_outlier08"	"motion_outlier09"	"motion_outlier10"	"motion_outlier11"	"motion_outlier12"	"motion_outlier13"	"motion_outlier14"	"motion_outlier15"	"motion_outlier16"	"motion_outlier17"	"motion_outlier18"	"volume_z"	"luminance_z"	"speech_z"	"face_z"
-0.0251426	0.0833201	-0.248263	0.0127187	-0.00148646	0.00282778	0.0024479	-0.0675169	-0.019566	0.0020404	-0.0004172	-5.50500000000001e-05	0.2151633	0.0417431291	0.0140748942	-0.0193244083	-0.0448551266	-0.052121568	-0.038164956	-0.0086681957	0.0243581127	0.0474661945	0.051246815	0.0341605674	0.0031646932	-0.0291197926	-0.0495471731	-0.0497997519	-0.029774683	0.0023741518	0.0335562706	0.0510748227	0.0477965391	0.0250562833	0.0335376907	0.0449607671	-0.0252963563	-0.0149822833	0.0294736245	0.0031179872	-0.0462039997	0.0081993364	0.0009179244	-0.0010562916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.604735367864303	0.685725198822554	-2.22840312389761	-1.68540061352814
-0.0189835	0.141368	-0.235445	0.011327	-0.00105843	0.00323774	0.0061591	0.0580479	0.012818	-0.0013917	0.00042803	0.00040996	0.1885095	0.0416059521	0.0136386166	-0.0199535306	-0.0453164815	-0.0519900974	-0.0372220587	-0.007102971	0.0259455102	0.0482935946	0.0507245288	0.0322357516	0.0004523686	-0.0315175794	-0.0504891087	-0.0486380181	-0.0267277308	0.0062055551	0.0365795581	0.051867491	0.0457643343	0.02078714	-0.009147851	-0.0062375061	-0.0399507956	-0.0113616139	0.0395756187	-0.0173226312	0.0128111781	-0.0237900664	-0.0203317214	0.0026999781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.23464636841964	0.550015904778546	-2.22840312389761	-1.68540061352814
-0.0296115	0.100462	-0.20907	0.0113138	-0.00125632	0.00272048	-0.010628	-0.040906	0.026375	-1.32000000000014e-05	-0.00019789	-0.00051726	0.1143265	0.0414680002	0.013201323	-0.0205793086	-0.0457643343	-0.0518344232	-0.0362542087	-0.0055312652	0.0275019879	0.0490481569	0.0501077956	0.0302383121	-0.0022611689	-0.0338162004	-0.051246815	-0.0472725596	-0.0235534089	0.0100035758	0.0393822474	0.0523116647	0.0433914434	0.016347399	0.0152662275	-0.029780795	0.0328521383	-0.0353993398	0.0037572038	-0.0155082033	-0.0096852634	0.043522902	-0.0154037031	0.0311386027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.99111164667299	0.088991396521949	-2.22840312389761	0.592443852028073
-0.0135557	0.096814	-0.27044	0.0111358	-0.00054533	0.00302764	0.0160558	-0.003648	-0.06137	-0.000177999999999999	0.00071099	0.00030716	0.1408813	0.0413292761	0.0127630461	-0.0212016376	-0.0461985516	-0.0516546178	-0.0352620549	-0.0039545126	0.029025691	0.0497287433	0.0493977639	0.0281727488	-0.004968644	-0.036008423	-0.0518175273	-0.0457090957	-0.0202668442	0.0137477825	0.0419474363	0.0524043593	0.040695531	0.0117734969	-0.0314671385	0.0237489008	-0.0514013205	0.005316781	-0.0450702088	0.0046422282	0.0139855307	-0.0529768834	0.0037521181	-0.021636749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.102106262168697	0.475735456947824	-2.22840312389761	0.592443852028073
-0.0114669	0.143051	-0.204042	0.0109168	-0.000699418	0.00302661	0.0020888	0.046237	0.066398	-0.000219	-0.000154088	-1.02999999999995e-06	0.1334297	0.0411897824	0.0123238185	-0.0218204132	-0.0466190039	-0.051450765	-0.0342462625	-0.0023741518	0.0305148036	0.0503343274	0.0485957556	0.0260437153	-0.0076627981	-0.0380873499	-0.052199163	-0.0439541752	-0.0168836987	0.0174180334	0.0442596553	0.0521449521	0.0376966663	0.007102971	0.0165720214	0.0470736913	0.0216097389	-0.032588665	0.03161932	-0.0112135615	0.0489935845	0.0402438656	0.0153317145	-0.0168667185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.824134041220127	1.68188725239543	-2.22840312389761	0.592443852028073
-0.0114678	0.0778152	-0.233269	0.0117652	-0.000723763	0.0027649	-8.99999999999859e-07	-0.0652358	-0.029227	0.000848400000000006	-2.43449999999999e-05	-0.00026171	0.15118645	0.0410495216	0.0118836729	-0.0224355316	-0.0470255659	-0.0512229596	-0.0332075124	-0.0007916247	0.0319675512	0.0508639957	0.0477032642	0.0238560081	-0.0103364079	-0.0400464398	-0.0523903296	-0.0420151486	-0.0134200948	0.0209945843	0.0463049601	0.051535186	0.0344171741	0.0023741518	-0.0073553754	-0.0608507052	-0.0144224728	-0.0292774078	0.0295498417	0.0243986329	-0.0582999314	0.0007878768	-0.0419244479	0.0128662137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.452183928333612	1.97559972762033	-2.22840312389761	-1.68540061352814
-0.0137448	0.138202	-0.260489	0.0110275	-0.00105814	0.00303424	-0.002277	0.0603868	-0.02722	-0.000737700000000004	-0.000334377	0.00026934	0.15695465	0.0409084964	0.011442642	-0.0230468899	-0.0474181167	-0.0509713076	-0.032146501	0.0007916247	0.0333822024	0.0513169495	0.0467219514	0.0216145559	-0.0129823055	-0.0418795288	-0.0523903296	-0.0399001378	-0.009892538	0.0244581953	0.0480710162	0.050579158	0.0308814681	-0.0023741518	-0.0377270862	0.0091551613	-0.0292768187	-0.003705304	-0.0624173649	-0.0174510381	0.0187996736	-0.036369266	0.0189289807	0.0041720359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.652362745432938	1.39070310627802	0.448081059024295	0.592443852028073
-0.0195454	0.115506	-0.226204	0.0112305	-0.0011316	0.00264413	-0.0058006	-0.022696	0.034285	0.000203	-7.346e-05	-0.00039011	0.0961100999999999	0.0407667093	0.0110007588	-0.0236543856	-0.0477965391	-0.0506959264	-0.0310639394	0.0023741518	0.0347570714	0.0516925056	0.0456536443	0.0193244083	-0.015593397	-0.0435808493	-0.052199163	-0.0376180017	-0.0063178387	0.027790234	0.0495471731	0.0492832916	0.0271158693	-0.007102971	0.0230683275	0.0333465258	0.0406157052	-0.0426050495	0.0270181764	0.0111689973	0.0097541929	0.0582317593	0.000268684	-0.0236107446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.9847148805394	1.12264894912976	0.448081059024295	0.592443852028073
-0.00768706	0.0865651	-0.272227	0.0117292	-0.00097958	0.00286374	0.01185834	-0.0289409	-0.046023	0.000498699999999999	0.00015202	0.00021961	0.13033874	0.0406241631	0.0105580562	-0.0242579167	-0.0481607204	-0.0503969439	-0.0299605535	0.0039545126	0.0360905197	0.0519900974	0.0445003321	0.0169907249	-0.0181626821	-0.0451450484	-0.0518175273	-0.0351782991	-0.0027130321	0.0309727759	0.0507245288	0.0476562936	0.0231484102	-0.0117734969	-0.0352559117	-0.0629619527	-0.0378992926	-0.0015755739	0.0171276978	-0.0111766331	-0.0082411526	-0.0378087341	0.0024181482	0.00808976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.081537340761618	1.79340304796575	0.448081059024295	-1.68540061352814
-0.0136064	0.170674	-0.219388	0.0113942	-0.000838298	0.00273388	-0.00591934	0.0841089	0.052839	-0.000335	0.000141282	-0.00012986	0.17317434	0.0404808604	0.0101145671	-0.0248573823	-0.0485105521	-0.0500744995	-0.0288370829	0.0055312652	0.0373809583	0.0522092763	0.0432641622	0.0146187631	-0.0206832724	-0.0465672044	-0.051246815	-0.0325912492	0.0009047034	0.0339887004	0.0515959829	0.0457090957	0.019008626	-0.016347399	0.0006330666	0.020902221	0.019918539	-0.0033486999	-0.0835529447	-0.0174029521	0.030746731	0.0217917255	0.0172712704	-0.0264243982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.113209053196677	1.7825938416718	0.448081059024295	-1.68540061352814
-0.00372532	0.0775251	-0.244584	0.0119716	-0.00094629	0.00280432	0.00988108	-0.0931489	-0.025196	0.0005774	-0.000107992	7.04399999999997e-05	0.16601758	0.0403368038	0.0096703246	-0.0254526818	-0.0488459301	-0.0497287433	-0.0276942808	0.007102971	0.0386268493	0.0523497117	0.0419474363	0.0122138669	-0.0231484102	-0.0478428428	-0.0504891087	-0.0298676878	0.0045181276	0.0368217834	0.05215628	0.0434547811	0.0147273348	-0.02078714	0.01243727	0.0286879599	-0.0349495535	-0.0159226625	0.0461185574	0.0101671746	-0.0491971927	-0.0085667191	0.0103695396	-0.0037684531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.203842919648373	1.34000974424378	0.448081059024295	-1.68540061352814
-0.00360414	0.157091	-0.223033	0.0108154	-0.000729367	0.00284564	0.00012118	0.0795659	0.021551	-0.0011562	0.000216923	4.13200000000001e-05	0.17196023	0.040191996	0.0092253617	-0.0260437153	-0.0491667543	-0.0493598362	-0.0265329132	0.0086681957	0.039826708	0.0524111916	0.0405526062	0.0097814541	-0.0255514863	-0.0489679499	-0.0495471731	-0.0270190229	0.0081100208	0.0394567845	0.0524020413	0.0409084964	0.0103364079	-0.0250562833	-0.0269620115	-0.0585501719	-0.0109450314	-0.0072590228	-0.0055484036	-0.0129657687	0.0141768846	-0.0182132746	-0.000919799	0.012760589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.140527204224397	1.04398223196275	0.448081059024295	-1.68540061352814
-0.00315808	0.0845962	-0.237604	0.0116802	-0.000723534	0.00298951	0.00044606	-0.0724948	-0.014571	0.000864800000000006	5.8329999999999e-06	0.00014387	0.13823701	0.0400464398	0.0087797117	-0.026630384	-0.0494729291	-0.0489679499	-0.0253537587	0.0102255113	0.0409791044	0.0523936235	0.0390822688	0.0073270047	-0.0278860579	-0.0499389857	-0.0484244452	-0.0240571864	0.011663266	0.0418795288	0.0523317845	0.0380873499	0.0058685331	-0.0291197926	0.0080361471	0.0301408224	0.0075853269	-0.0172643974	-0.0293271429	0.0186691565	-0.0387098377	0.0319475856	0.0149649866	-0.0293509021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-2.40714794671935	0.661827130968706	0.448081059024295	-1.68540061352814
0.00249239	0.144628	-0.233605	0.0105334	-0.00049663	0.00311454	0.00565047	0.0600318	0.003999	-0.00114680000000001	0.000226904	0.00012503	0.14461797	0.0399001378	0.0083334077	-0.0272125894	-0.0497643635	-0.0485532669	-0.0241576078	0.0117734969	0.0420826652	0.0522970337	0.0375391619	0.0048560483	-0.0301458661	-0.050752895	-0.0471250218	-0.0209945843	0.0151609305	0.0440769831	0.0519459335	0.0350102966	0.0013569709	-0.032944319	-0.0240511022	0.0139138861	-0.0411505011	-0.0025461997	0.045286383	0.0155273494	0.0199721567	-0.0406230492	0.0204476459	-0.0161122473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.611473077067729	0.086600468710088	0.448081059024295	-1.68540061352814
-0.00718295	0.131293	-0.200397	0.0106589	-0.000881424	0.0031696	-0.00967534	-0.013335	0.033208	0.000125500000000001	-0.000384794	5.506e-05	0.0844860400000001	0.0397530928	0.0078864829	-0.027790234	-0.0500409704	-0.0481159803	-0.0229452624	0.0133107399	0.0431360754	0.052121568	0.0359261587	0.0023741518	-0.0323248521	-0.0514071169	-0.0456536443	-0.0178440444	0.0185863463	0.0460373263	0.051246815	0.0316980113	-0.0031646932	-0.0364984753	0.0066692656	-0.0152095145	0.0646929233	-0.0299027672	-0.0323007137	0.0042408082	0.0154597069	0.0725511894	0.0109243871	-0.0013396558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-2.0387901410316	2.22683012693581	0.448081059024295	-1.68540061352814
0.00876944	0.0759978	-0.261685	0.0116955	-0.00074581	0.00314384	0.01595239	-0.0552952	-0.061288	0.0010366	0.000135614	-2.57599999999997e-05	0.19243429	0.0396053074	0.0074389706	-0.028363221	-0.0503026675	-0.0476562936	-0.0217175351	0.0148358378	0.0441380794	0.051867491	0.0342462625	-0.0001130935	-0.0344171741	-0.051899593	-0.0440156816	-0.0146187631	0.0219231897	0.0477500128	0.0502386454	0.0281727488	-0.0076627981	-0.0397530928	-0.0110340347	0.0361856697	-0.054783307	0.0187130118	-0.0128837908	0.0170716765	-0.0115831672	-0.0490197144	0.0118555872	-0.0318093056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.25073506350581	1.31649440647647	0.448081059024295	-1.68540061352814
-0.00540582	0.164347	-0.217995	0.0107582	-0.000815686	0.00295351	-0.01417526	0.0883492	0.04369	-0.000937299999999999	-6.98760000000002e-05	-0.00019033	0.20608976	0.0394567845	0.0069909042	-0.0289314543	-0.0505493769	-0.0471744208	-0.020475249	0.016347399	0.0450874833	0.051535186	0.0325026013	-0.0026000839	-0.0364172225	-0.0522287737	-0.0422171104	-0.0113322499	0.025155559	0.0492058292	0.0489275043	0.0244581953	-0.0121038584	-0.0426814612	-0.008069428	-0.002954773	0.0222155406	-0.0169315338	0.0026951829	-0.0198072218	0.0328168432	0.0053693342	-0.0032985494	0.0036435102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.522399729981466	0.521202962683189	0.448081059024295	-1.68540061352814
0.00341239	0.0882009	-0.225291	0.0114802	-0.000846482	0.00312967	0.00881821	-0.0761461	-0.007296	0.000722	-3.07959999999998e-05	0.00017616	0.13870811	0.0393075269	0.0065423171	-0.0294948387	-0.0507810249	-0.0466705863	-0.0192192368	0.0178440444	0.0459831556	0.0511251541	0.0306984217	-0.0050812166	-0.038319635	-0.0523936235	-0.0402644936	-0.0079982704	0.0282680507	0.0503969439	0.047321299	0.0205793086	-0.0164548132	-0.0452595478	0.0012058851	-0.0302140314	0.009662418	-0.0267419685	-0.0176170645	0.0108842986	-0.0432761666	0.016047836	-0.0353399968	0.0258636225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.956045174333705	2.6017930603213	0.448081059024295	-1.68540061352814
-0.00484308	0.147077	-0.222298	0.010192	-0.000755708	0.00300059	-0.00825547	0.0588761	0.002993	-0.0012882	9.07739999999998e-05	-0.00012908	0.14552727	0.0391575372	0.0060932427	-0.0300532798	-0.0509975427	-0.0461450246	-0.0179503407	0.0193244083	0.0468240289	0.0506380137	0.0288370829	-0.0075509019	-0.0401193113	-0.0523936235	-0.038164956	-0.0046307895	0.0312458323	0.0513169495	0.0454297158	0.0165621507	-0.0206832724	-0.0474661945	-0.0084711897	0.0590082942	-0.0379014075	-0.0070050405	0.0274854884	-0.0113553213	0.0311105181	-0.0375086633	0.014005436	-0.002142637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.973278519607826	1.59883319324503	0.448081059024295	-1.68540061352814
-0.00903963	0.0909565	-0.193887	0.0106438	-0.000808722	0.00319312	-0.00419655	-0.0561205	0.028411	0.000451799999999999	-5.3014e-05	0.00019253	0.12359525	0.0390068183	0.0056437143	-0.0306066839	-0.0511988656	-0.0455979804	-0.0166694112	0.02078714	0.047609101	0.0500744995	0.0269220508	-0.0100035758	-0.0418114263	-0.0522287737	-0.0359261587	-0.0012439122	0.0340747132	0.0519608967	0.0432641622	0.0124337127	-0.024757758	-0.0492832916	0.0061798641	-0.036583005	0.0587087869	-0.0322065234	0.0020515735	0.002197022	0.0004318436	0.0689724646	-0.0351339512	0.0195958837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.28104272107457	1.04799884790918	0.448081059024295	-1.68540061352814
0.0120478	0.0908613	-0.262096	0.0112755	-0.00088612	0.00309884	0.02108743	-9.52000000000036e-05	-0.068209	0.000631700000000001	-7.7398e-05	-9.428e-05	0.12956053	0.0388553731	0.0051937656	-0.0311549584	-0.0513849338	-0.0450297083	-0.015377307	0.0222309049	0.0483374366	0.0494354616	0.0249568909	-0.0124337127	-0.0433914434	-0.051899593	-0.0335562706	0.0021481754	0.0367412126	0.0523253215	0.0408376979	0.0082217334	-0.0286479378	-0.0506959264	-0.0186320726	0.0436028289	-0.0535271827	0.0209337583	-0.0209858193	-0.00771215	-0.0050551705	-0.0549514038	0.0209103446	-0.0226006934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.167113658899259	0.657760653144636	0.448081059024295	-1.68540061352814
-0.00459238	0.150961	-0.19565	0.0105832	-0.00104453	0.0031745	-0.01664018	0.0600997	0.066446	-0.000692299999999998	-0.00015841	7.56600000000004e-05	0.18950438	0.0387032042	0.00474343	-0.0316980113	-0.0515556917	-0.044440473	-0.0140748942	0.0236543856	0.0490081675	0.0487218636	0.0229452624	-0.0148358378	-0.0448551266	-0.0514071169	-0.0310639394	0.0055312652	0.0392326234	0.0524082634	0.038164956	0.0039545126	-0.0323248521	-0.0516925056	0.0136477872	-0.003520132	0.0431757058	-0.0237230805	0.0073138379	-0.0188423812	0.0438607682	0.0447812839	-0.0280096778	-0.0119094154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.23432299275462	0.250751899693411	0.448081059024295	-1.68540061352814
0.0121082	0.0644215	-0.243348	0.0116164	-0.000641776	0.00317746	0.01670058	-0.0865395	-0.047698	0.0010332	0.000402754	2.95999999999977e-06	0.22288378	0.0385503146	0.004292741	-0.0322357516	-0.0517110885	-0.0438305487	-0.0127630461	0.0250562833	0.0496204944	0.0479347819	0.0208909108	-0.0172045393	-0.0461985516	-0.050752895	-0.0284582593	0.0088911868	0.0415370728	0.0522092763	0.0352620549	-0.0003392783	-0.0357611286	-0.0522648503	0.0010577212	-0.018300607	-0.011568	-0.0093393155	-0.0167904634	0.0108634996	-0.0417110494	-0.0087480494	-0.0121471119	0.0145515323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.952284721974584	0.729132624175997	0.448081059024295	-1.68540061352814
-0.00897304	0.170633	-0.222308	0.0108168	-0.000836974	0.00283409	-0.02108124	0.1062115	0.02104	-0.000799600000000001	-0.000195198	-0.00034337	0.21524114	0.0383967071	0.0038417323	-0.0327680892	-0.0518510778	-0.0432002194	-0.011442642	0.0264353189	0.0501736876	0.0470754035	0.0187976612	-0.0195344808	-0.0474181167	-0.0499389857	-0.025748738	0.0122138669	0.0436435792	0.0517294306	0.032146501	-0.0046307895	-0.0389311863	-0.0524082634	0.0107381827	0.0427609548	-0.0097275846	-0.0008389759	0.0205183462	-0.022849447	0.0346336742	-0.0054479064	0.0103356952	-0.0009123304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01823638466364	0.748140447166754	0.448081059024295	-1.68540061352814
-0.00814081	0.0923511	-0.21095	0.0108118	-0.000434622	0.00283245	0.00083223	-0.0782819	0.011358	-4.9999999999998e-06	0.000402352	-1.64000000000024e-06	0.11092173	0.0382423846	0.0033904374	-0.0332949349	-0.0519756181	-0.0425497785	-0.0101145671	0.027790234	0.050667088	0.0461450246	0.0166694112	-0.0218204132	-0.0485105521	-0.0489679499	-0.0229452624	0.015485388	0.0455421041	0.0509713076	0.0288370829	-0.0088911868	-0.0418114263	-0.052121568	-0.0003343237	-0.0383755767	0.0099904	-0.0255456124	0.0433755047	0.0077584783	-0.0596123729	0.0207487703	-0.0263864218	0.0362004157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.70382780030974	0.790991722504147	0.448081059024295	-1.68540061352814
-0.00246163	0.156952	-0.234693	0.0106366	-0.000394206	0.00291326	0.00567918	0.0646009	-0.023743	-0.0001752	4.0416e-05	8.08100000000002e-05	0.10884438	0.0380873499	0.00293889	-0.0338162004	-0.0520846721	-0.0418795288	-0.0087797117	0.0291197926	0.0511001074	0.0451450484	0.0145101234	-0.0240571864	-0.0494729291	-0.0478428428	-0.020058062	0.0186920473	0.0472236001	0.0499389857	0.0253537587	-0.0130918447	-0.0443804069	-0.0514071169	-0.0276983807	0.0217626377	-0.0500151238	0.0220940895	-0.0299507269	-0.0008241947	0.0309291512	-0.0546648789	0.0012000763	-0.0081880768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.17260117075783	0.84764144464729	0.448081059024295	-1.68540061352814
-0.00417244	0.118906	-0.195005	0.00999201	-0.000290948	0.00307439	-0.00171081	-0.038046	0.039688	-0.000644589999999999	0.000103258	0.00016113	0.12489371	0.0379316059	0.0024871236	-0.0343317983	-0.0521782074	-0.0411897824	-0.0074389706	0.0304227813	0.0514722298	0.0440769831	0.0123238185	-0.0262397614	-0.0503026675	-0.0465672044	-0.0170976719	0.0218204132	0.0486800542	0.0486380181	0.0217175351	-0.0172045393	-0.0466190039	-0.0502707735	0.0081825778	0.0241454572	0.0478994639	-0.0373257263	0.0466574052	0.0041175346	0.0055624716	0.0581693092	-0.0180679491	0.0032946747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.779697517830512	0.895898272560541	0.448081059024295	0.592443852028073
0.00103444	0.10197	-0.219647	0.0104958	-0.000260142	0.00293438	0.00520688	-0.016936	-0.024642	0.000503789999999999	3.0806e-05	-0.00014001	0.0805151799999999	0.0377751555	0.002035172	-0.0348416421	-0.052256196	-0.0404808604	-0.0060932427	0.0316980113	0.0517830118	0.0429424396	0.0101145671	-0.028363221	-0.0509975427	-0.0451450484	-0.0140748942	0.0248573823	0.0499045256	0.0470754035	0.0179503407	-0.0212016376	-0.0485105521	-0.0487218636	-0.0431467946	-0.0648978008	-0.0312137441	0.0084016417	0.0075063535	-0.0039949618	0.0119128116	-0.0441513875	-0.0083324665	0.0305982842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.527972780022704	0.862834182238781	0.448081059024295	0.592443852028073
0.00308281	0.159439	-0.194759	0.0102464	-0.000728234	0.00315529	0.00204837	0.057469	0.024888	-0.0002494	-0.000468092	0.00022091	0.13132547	0.0376180017	0.0015830688	-0.0353456466	-0.0523186149	-0.0397530928	-0.00474343	0.032944319	0.052032083	0.0417431291	0.0078864829	-0.0304227813	-0.0515556917	-0.0435808493	-0.0110007588	0.027790234	0.0508911792	0.0452595478	0.0140748942	-0.0250562833	-0.0500409704	-0.046773099	-9.73418e-05	0.0723866855	-0.0001686019	0.0091894986	-0.013319963	-0.0045943324	0.0488316782	0.0057650401	0.0377405256	-0.0223271308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.28458724179312	0.60244383705963	0.448081059024295	-1.68540061352814
-0.00457458	0.0970902	-0.206964	0.0110187	-0.000656742	0.00314898	-0.00765739	-0.0623488	-0.012205	0.000772300000000002	7.14919999999999e-05	-6.30999999999982e-06	0.12471629	0.0374601473	0.0011308477	-0.0358437271	-0.0523654453	-0.0390068183	-0.0033904374	0.0341605674	0.0522191466	0.0404808604	0.0056437143	-0.0324138022	-0.0519756181	-0.0418795288	-0.0078864829	0.0306066839	0.0516353132	0.0432002194	0.0101145671	-0.0287425773	-0.0511988656	-0.044440473	-0.0048913122	-0.0385007597	0.0059818886	-0.0202540317	0.039802224	0.0302244323	-0.024361696	0.0158302719	-0.0239089413	0.0174916828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.890527486320471	0.358595517069389	0.448081059024295	-1.68540061352814
-0.027983	0.180097	-0.187796	0.0104548	-0.0010966	0.00284907	-0.02340842	0.0830068	0.019168	-0.000563900000000003	-0.000439858	-0.00029991	0.19076662	0.0373015953	0.0006785423	-0.0363358002	-0.0523966733	-0.0382423846	-0.002035172	0.0353456466	0.0523439796	0.0391575372	0.0033904374	-0.0343317983	-0.052256196	-0.0400464398	-0.00474343	0.0332949349	0.0521333814	0.0409084964	0.0060932427	-0.0322357516	-0.0519756181	-0.0417431291	0.0124872938	-0.0023359282	0.0007748294	-0.0201936432	-0.040298662	0.0291756123	0.0176548392	0.0052541405	0.013679572	0.0036469504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.942851862132945	0.310819900439401	0.448081059024295	-1.68540061352814
-0.0603285	-0.0188369	-0.643661	0.0192572	-0.000837336	0.0029238	-0.0323455	-0.1989339	-0.455865	0.0088024	0.000259264	7.47300000000003e-05	1.1439641	0.0371423487	0.0002261864	-0.0368217834	-0.0524122897	-0.0374601473	-0.0006785423	0.0364984753	0.0524064334	0.0377751555	0.0011308477	-0.0361724484	-0.0523966733	-0.0380873499	-0.0015830688	0.0358437271	0.0523830103	0.0383967071	0.002035172	-0.0355123358	-0.0523654453	-0.0387032042	-0.0447409822	0.0135660069	0.0479466131	0.0589859903	-0.0437691379	-0.0450963994	-0.071269561	0.0043395389	-0.0134721108	-0.0177213693	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	-1.60763193046106	1.0452485028997	0.448081059024295	-1.68540061352814
-0.033873	0.0608605	-0.451251	0.0179163	7.6754e-05	0.00271855	0.0264555	0.0796974	0.19241	-0.0013409	0.00091409	-0.00020525	0.4215749	0.0369824104	-0.0002261864	-0.0373015953	-0.0524122897	-0.0366604707	0.0006785423	0.0376180017	0.0524064334	0.0363358002	-0.0011308477	-0.0379316059	-0.0523966733	-0.036008423	0.0015830688	0.0382423846	0.0523830103	0.0356783636	-0.002035172	-0.0385503146	-0.0523654453	-0.0353456466	0.0170129046	0.0084911279	0.0056123522	0.0956793954	-0.0165300067	-0.019675385	0.002388544	-0.0173652079	0.0499887238	-0.0065017359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.340315252178106	1.08681114643417	0.448081059024295	-1.68540061352814
-0.0173894	0.210699	-0.330567	0.015648	-0.000541356	0.00285749	0.0164836	0.1498385	0.120684	-0.0022683	-0.00061811	0.00013894	0.4382736	0.0368217834	-0.0006785423	-0.0377751555	-0.0523966733	-0.0358437271	0.002035172	0.0387032042	0.0523439796	0.0348416421	-0.0033904374	-0.0396053074	-0.052256196	-0.0338162004	0.00474343	0.0404808604	0.0521333814	0.0327680892	-0.0060932427	-0.0413292761	-0.0519756181	-0.0316980113	0.0334100689	-0.0284889691	0.0397610154	0.0619101079	-0.0186020285	-0.0348740592	0.0071053749	0.0360689593	0.0276121286	0.0005205596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.547219317996264	1.69612636779601	0.448081059024295	-1.68540061352814
