"trans_x"	"trans_y"	"trans_z"	"rot_x"	"rot_y"	"rot_z"	"trans_x_derivative1"	"trans_y_derivative1"	"trans_z_derivative1"	"rot_x_derivative1"	"rot_y_derivative1"	"rot_z_derivative1"	"framewise_displacement"	"cosine00"	"cosine01"	"cosine02"	"cosine03"	"cosine04"	"cosine05"	"cosine06"	"cosine07"	"cosine08"	"cosine09"	"cosine10"	"cosine11"	"cosine12"	"cosine13"	"cosine14"	"cosine15"	"cosine16"	"cosine17"	"cosine18"	"cosine19"	"cosine20"	"t_comp_cor_00"	"t_comp_cor_01"	"t_comp_cor_02"	"t_comp_cor_03"	"t_comp_cor_04"	"a_comp_cor_00"	"a_comp_cor_01"	"a_comp_cor_02"	"a_comp_cor_03"	"a_comp_cor_04"	"motion_outlier01"	"volume_z"	"luminance_z"	"speech_z"	"face_z"
2.53267e-05	-0.072685	-0.0179211	0.000768983	0.000396206	0	NA	NA	NA	NA	NA	NA	NA	0.0523781585	0.0523777937	0.0523771858	0.0523763346	0.0523752403	0.0523739028	0.0523723222	0.0523704984	0.0523684314	0.0523661213	0.0523635681	0.0523607718	0.0523577323	0.0523544498	0.0523509242	0.0523471556	0.0523431439	0.0523388891	0.0523343914	0.0523296507	0.052324667	-0.0133215618	-0.0784172593	-0.0354002113	0.0173553283	-0.0167090519	0.0051588775	0.0722021188	-0.0170769345	-0.0260937991	0.0530660904	0	0	0	0	0
0.0102596	-0.0527483	-0.0104339	0.000773118	0.000800333	-1.05879e-22	0.0102342733	0.0199367	0.0074872	4.13500000000005e-06	0.000404127	-1.05879e-22	0.0580712733	0.0523771858	0.0523739028	0.0523684314	0.0523607718	0.0523509242	0.0523388891	0.052324667	0.0523082586	0.0522896643	0.0522688852	0.0522459219	0.0522207755	0.0521934471	0.0521639377	0.0521322486	0.0520983812	0.0520623368	0.0520241169	0.0519837232	0.0519411573	0.051896421	-0.0731225831	-0.0175920182	-0.0044190803	0.0202648572	-0.0192468518	0.0515180142	0.0467359974	-0.0019161009	0.0280794118	0.0229755771	0	0	0	0	0
0.00825867	-0.0394952	0.0172884	0.000262748	0.000363519	0	-0.00200093	0.0132531	0.0277223	-0.00051037	-0.000436814	1.05879e-22	0.09033553	0.0523752403	0.0523661213	0.0523509242	0.0523296507	0.0523023033	0.0522688852	0.0522294002	0.0521838529	0.0521322486	0.0520745933	0.0520108938	0.0519411573	0.051865392	0.0517836067	0.0516958108	0.0516020147	0.051502229	0.0513964655	0.0512847364	0.0511670547	0.051043434	-0.0558174236	0.0501172383	0.0187220834	0.0090796433	-0.0100151445	0.0497870078	-0.0015242519	0.0166845562	0.0071334445	-0.0384435126	0	0	0	0	0
-1.3605e-05	-0.0413329	0.0534722	-0.000136917	0.000296524	0	-0.008272275	-0.0018377	0.0361838	-0.000399665	-6.6995e-05	0	0.069626775	0.0523723222	0.0523544498	0.052324667	0.0522829807	0.0522294002	0.0521639377	0.0520866082	0.0519974292	0.051896421	0.0517836067	0.0516590118	0.0515226647	0.0513745965	0.0512148408	0.051043434	0.050860415	0.0506658255	0.0504597097	0.0502421146	0.0500130897	0.049772687	-0.0315082338	-0.0087289586	0.0061557469	-0.0054868554	-0.0192723495	0.0152470871	-0.0049000633	0.0438907629	-0.0411052465	-0.0123172226	0	0	0	0	0
1.23395e-05	-0.0514264	0.00912204	0.000450315	0.000449288	-6.09809e-05	2.59445e-05	-0.0100935	-0.04435016	0.000587232	0.000152764	-6.09809e-05	0.0945184495	0.0523684314	0.0523388891	0.0522896643	0.0522207755	0.0521322486	0.0520241169	0.051896421	0.0517492091	0.0515825363	0.0513964655	0.0511910666	0.0509664168	0.0507226006	0.0504597097	0.050177843	0.0498771065	0.0495576132	0.0492194833	0.048862844	0.0484878293	0.0480945804	-0.0147647578	-0.0247708702	-0.0339927222	-0.043343729	-0.0076351351	0.035318295	-0.0177451321	0.0103909392	-0.0630454292	0.0195586032	0	0	0	0	0
1.23082e-06	-0.0514246	0.0231826	0.000108513	0.000179737	0	-1.110868e-05	1.80000000000319e-06	0.01406056	-0.000341802	-0.000269551	6.09809e-05	0.04769016368	0.0523635681	0.0523194405	0.0522459219	0.0521430537	0.0520108938	0.0518495163	0.0516590118	0.0514394875	0.0511910666	0.0509138886	0.0506081094	0.0502739006	0.04991145	0.0495209612	0.0491026536	0.0486567622	0.0481835374	0.0476832451	0.0471561663	0.0466025972	0.0460228486	0.0266795782	0.0237494231	-0.0057501243	-0.0186185979	0.0039061052	0.0282195339	-0.0565140914	-0.0318495351	0.0003112724	0.0273832403	0	0	0	0	0
-0.00268436	-0.0252457	0.0231341	-0.000245203	-0.000198095	0	-0.00268559082	0.0261789	-4.84999999999999e-05	-0.000353716	-0.000377832	0	0.06549039082	0.0523577323	0.0522961052	0.0521934471	0.0520498384	0.051865392	0.0516402525	0.0513745965	0.0510686325	0.0507226006	0.0503367722	0.04991145	0.0494469678	0.04894369	0.0484020114	0.0478223571	0.0472051818	0.0465509697	0.0458602343	0.0451335173	0.044371389	0.0435744473	0.0651962034	-0.0035210722	-0.004577554	0.0349698438	-0.0180768382	-0.0389975133	-0.051206077	-0.0078866036	0.0232139939	0.0207782767	0	0	0	0	0
0	-0.0565678	0.00194707	7.85514e-05	0	0	0.00268436	-0.0313221	-0.02118703	0.0003237544	0.000198095	0	0.08128596	0.0523509242	0.0522688852	0.0521322486	0.0519411573	0.0516958108	0.0513964655	0.051043434	0.050637085	0.050177843	0.0496661877	0.0491026536	0.0484878293	0.0478223571	0.0471069319	0.0463423012	0.0455292636	0.0446686685	0.0437614146	0.0428084497	0.0418107693	0.0407694154	-0.0029659902	-0.0454792864	0.0076689419	0.029611317	-0.0192064138	-0.0168271912	0.0215079733	0.0521941578	0.0530329764	-0.0027192109	0	0	0	0	0
-4.2333e-05	-0.0637466	0.0230553	-0.000105506	0	0.000132326	-4.2333e-05	-0.0071788	0.02110823	-0.0001840574	0	0.000132326	0.044148533	0.0523431439	0.0522377823	0.0520623368	0.0518170426	0.051502229	0.0511183183	0.0506658255	0.0501453577	0.0495576132	0.0489033805	0.0481835374	0.0473990497	0.0465509697	0.0456404355	0.0446686685	0.0436369724	0.0425467316	0.0413994086	0.0401965428	0.0389397479	0.0376307102	-0.0628222748	0.022036214	0.0264361119	0.0002088962	-0.0236364699	0.039556736	-0.0181081119	0.0608786884	0.0361216957	-0.0283419066	0	0	0	0	0
-5.2741e-05	-0.0713778	0.0229588	-0.000394611	0	0.000117471	-1.0408e-05	-0.00763120000000002	-9.65000000000028e-05	-0.000289105	0	-1.4855e-05	0.022936108	0.0523343914	0.0522027989	0.0519837232	0.0516775313	0.0512847364	0.0508059967	0.0502421146	0.049594035	0.048862844	0.0480497669	0.0471561663	0.0461835398	0.0451335173	0.0440078585	0.0428084497	0.0415373011	0.0401965428	0.0387884217	0.0373152977	0.0357796393	0.0341840202	-0.0005831192	0.0744026192	0.0221037788	-0.0113021937	-0.0102528114	0.0136768764	-0.0736981086	0.0400746763	-0.0219038247	-0.0423966479	0	0	0	0	0
7.24977e-06	-0.0702998	0.0421072	-0.000669756	0	-0.000101131	5.999077e-05	0.00107800000000001	0.0191484	-0.000275145	0	-0.000218602	0.04497374077	0.052324667	0.0521639377	0.051896421	0.0515226647	0.051043434	0.0504597097	0.049772687	0.0489837722	0.0480945804	0.0471069319	0.0460228486	0.0448445497	0.0435744473	0.0422151417	0.0407694154	0.0392402281	0.0376307102	0.0359441567	0.0341840202	0.032353904	0.0304575546	0.0633827166	0.0277809047	-0.0076552372	0.0206371751	-0.0277530241	-0.0566632925	-0.0508000708	0.0104377908	-0.034468643	-0.0100962615	0	0	0	0	0
5.60925e-06	-0.0752491	0.0301427	-0.00077465	6.84315e-05	-0.000101131	-1.64052e-06	-0.0049493	-0.0119645	-0.000104894	6.84315e-05	0	0.02558171552	0.0523139709	0.0521212014	0.0518004449	0.051352489	0.0507784337	0.0500796887	0.0492579697	0.0483152946	0.0472539781	0.0460766263	0.0447861304	0.0433856593	0.0418786518	0.0402688086	0.0385600826	0.0367566699	0.0348629988	0.0328837193	0.0308236917	0.0286879745	0.0264818121	0.0737468068	-0.040945489	-0.0157440249	-0.000563315	-0.016615827	-0.0619758431	-0.0125249089	0.0188376911	-0.0202170718	0.0265250739	0	0	0	0	0
-2.50799e-05	-0.0725528	0.0157654	-0.000496458	0	3.37505e-05	-3.068915e-05	0.00269630000000001	-0.0143773	0.000278192	-6.84315e-05	0.0001348815	0.04117953915	0.0523023033	0.0520745933	0.0516958108	0.0511670547	0.0504898588	0.0496661877	0.0486984311	0.0475893965	0.0463423012	0.0449607632	0.0434487905	0.0418107693	0.0400514517	0.0381759417	0.0361896802	0.0340984296	0.0319082567	0.0296255153	0.027256828	0.0248090665	0.0222893319	0.0024875209	-0.0749178181	0.0314824718	0.0142795796	-0.0198163992	-0.0052378021	0.0233966062	0.0355251195	0.035422923	0.042281452	0	0	0	0	0
-2.15474e-05	-0.0546454	0.00813563	-0.00072498	0.000428392	4.24472e-05	3.5325e-06	0.0179074	-0.00762977	-0.000228522	0.000428392	8.6967e-06	0.0588212375	0.0522896643	0.0520241169	0.0515825363	0.0509664168	0.050177843	0.0492194833	0.0480945804	0.0468069407	0.0453609212	0.0437614146	0.0420138333	0.0401240904	0.0380985803	0.0359441567	0.0336681095	0.03127814	0.0287823352	0.02618914	0.0235073292	0.0207459769	0.0179144269	-0.0491942159	-0.0175101633	0.0314463375	-0.0109821558	-0.0104024002	0.0553922829	0.0116153021	0.0431184555	0.0320275844	0.0068530705	0	0	0	0	0
4.2133e-06	-0.0552638	0.00340065	-0.000285226	0.000107461	-0.000101131	2.57607e-05	-0.000618399999999998	-0.00473498	0.000439754	-0.000320931	-0.0001435782	0.0505923007	0.0522760543	0.0519697758	0.0514606403	0.050750635	0.0498425313	0.048739874	0.047446967	0.0459688572	0.044311314	0.0424808075	0.0404844828	0.0383301323	0.0360261653	0.0335815749	0.0310059033	0.0283092043	0.0255020041	0.0225952602	0.0196003187	0.01652887	0.013392903	-0.0285669462	0.076100823	0.0304242664	-0.0353578097	0.0081590264	0.033513589	-0.0398605416	0.0172851391	0.0240544818	-0.068985767	0	0	0	0	0
7.24894e-06	-0.0544642	0.0122272	-0.000513008	0	-0.000101131	3.03564e-06	0.000799600000000004	0.00882655	-0.000227782	-0.000107461	0	0.02639133564	0.0522614734	0.0519115742	0.0513301431	0.0505197734	0.0494840794	0.0482276804	0.0467561802	0.0450761418	0.0431950583	0.0411213197	0.0388641751	0.0364336915	0.0338407093	0.0310967934	0.028214182	0.0252057321	0.0220848615	0.0188654898	0.0155619757	0.0121890533	0.0087617663	0.0449113991	0.0527994927	-0.000231042	0.0006417845	-0.0133965375	-0.0376851347	-0.0489235753	0.0114425599	-0.0220347322	-0.0375765847	0	0	0	0	0
7.24894e-06	-0.0545303	0.0122272	-0.000513008	0	-0.000101131	0	-6.60999999999995e-05	0	0	0	0	6.60999999999995e-05	0.0522459219	0.0518495163	0.0511910666	0.0502739006	0.0491026536	0.0476832451	0.0460228486	0.0441298556	0.0420138333	0.0396854757	0.0371565505	0.0344398384	0.0315490697	0.028498854	0.025304607	0.0219824722	0.0185492395	0.0150222601	0.0114193591	0.0077587455	0.0040589197	0.0678008042	0.0029081105	-0.0177364094	0.0163241521	-0.0218060893	-0.068596514	-0.0183299507	-0.0049210106	-0.0364610035	0.0435917203	0	0	0	0	0
1.13553e-05	-0.021028	0.0122463	-0.000193701	0.000162409	-0.000101131	4.10636e-06	0.0335023	1.90999999999993e-05	0.000319307	0.000162409	0	0.05761130636	0.0522294002	0.0517836067	0.051043434	0.0500130897	0.0486984311	0.0471069319	0.0452476394	0.0431311232	0.0407694154	0.0381759417	0.0353654455	0.032353904	0.0291584371	0.0257972105	0.0222893319	0.018654743	0.0149141057	0.0110886847	0.0072002268	0.0032708371	-0.0006771467	0.0630995057	-0.0493195422	-0.0198158107	0.0061988111	0.006756377	-0.0625511925	0.0480568451	-0.051256312	-0.0085341966	0.0487363774	0	0	0	0	0
7.24894e-06	-0.0210248	0.0014431	-7.08756e-05	0	-0.000101131	-4.10636e-06	3.20000000000181e-06	-0.0108032	0.0001228254	-0.000162409	0	0.02507222636	0.0522119084	0.0517138504	0.0508872699	0.0497374181	0.0482715996	0.0464991262	0.044431258	0.0420811315	0.0394636764	0.0365955205	0.0334948844	0.0301814655	0.0266763128	0.0230016937	0.0191809517	0.015238359	0.0111989617	0.0070884207	0.0029328492	-0.0012413539	-0.005407671	-0.004447945	-0.059477222	0.0230165541	0.0137507407	0.015948074	-0.0045185898	0.0753532652	-0.0325018012	0.0452262193	0.0141626774	0	0	0	0	0
