"trans_x"	"trans_y"	"trans_z"	"rot_x"	"rot_y"	"rot_z"	"trans_x_derivative1"	"trans_y_derivative1"	"trans_z_derivative1"	"rot_x_derivative1"	"rot_y_derivative1"	"rot_z_derivative1"	"framewise_displacement"	"cosine00"	"cosine01"	"cosine02"	"cosine03"	"cosine04"	"cosine05"	"cosine06"	"cosine07"	"cosine08"	"cosine09"	"cosine10"	"cosine11"	"cosine12"	"cosine13"	"cosine14"	"cosine15"	"cosine16"	"cosine17"	"cosine18"	"cosine19"	"cosine20"	"t_comp_cor_00"	"t_comp_cor_01"	"t_comp_cor_02"	"t_comp_cor_03"	"a_comp_cor_00"	"a_comp_cor_01"	"a_comp_cor_02"	"a_comp_cor_03"	"a_comp_cor_04"	"motion_outlier01"	"motion_outlier02"	"motion_outlier03"	"motion_outlier04"	"motion_outlier05"	"motion_outlier06"	"motion_outlier07"	"motion_outlier08"	"motion_outlier09"	"motion_outlier10"	"motion_outlier11"	"motion_outlier12"	"motion_outlier13"	"motion_outlier14"	"motion_outlier15"	"motion_outlier16"	"motion_outlier17"	"motion_outlier18"	"motion_outlier19"	"motion_outlier20"	"motion_outlier21"	"motion_outlier22"	"motion_outlier23"	"motion_outlier24"	"motion_outlier25"	"motion_outlier26"	"motion_outlier27"	"motion_outlier28"	"motion_outlier29"	"motion_outlier30"	"motion_outlier31"	"motion_outlier32"	"motion_outlier33"	"motion_outlier34"	"motion_outlier35"	"volume_z"	"luminance_z"	"speech_z"	"face_z"
-0.206984	-0.135638	-2.08094	0.0376801	-0.000196401	0.00324465	0.015756	-0.1057861	-0.73754	0.0074432	-0.001883301	0.002432524	1.44703335	0.0317289578	-0.0139376608	-0.0486148674	-0.0449607632	-0.0058564958	0.0378654364	0.0517316498	0.0248090665	-0.021674694	-0.0510686325	-0.0401965428	0.0023692706	0.0430669878	0.0498077248	0.01727662	-0.0288765622	-0.0522614734	-0.0344398384	0.0105365379	0.0472051818	0.0466540082	0.0715376595	-0.0249015371	-0.0459496698	-0.0443524683	0.0338910371	-0.0829267608	-0.0773662575	-0.0727345802	-0.0353865908	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.579802480023452	0.709782010666328	0.448081059024295	0.592443852028073
-0.143447	-0.134732	-2.24273	0.0435773	0.00131121	0.00133523	0.063537	0.000906000000000018	-0.16179	0.0058972	0.001507611	-0.00190942	0.69194455	0.0315490697	-0.0143723053	-0.048862844	-0.0444909208	-0.0047336909	0.0387884217	0.0514606403	0.0232042715	-0.0235073292	-0.0515226647	-0.0385600826	0.0050707869	0.0446686685	0.048739874	0.0140464202	-0.0318186811	-0.0523771858	-0.03127814	0.0146975897	0.0489837722	0.044311314	0.0667157277	-0.007117655	-0.0486697343	-0.0379285466	0.0064995949	-0.0135673715	0.0424468241	-0.096249315	0.0087602283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.211096305902385	1.76656761577154	0.448081059024295	-1.68540061352814
-0.167481	0.272974	-1.14416	0.0322954	0.000967536	0.00111168	-0.024034	0.407706	1.09857	-0.0112819	-0.000343674	-0.00022355	2.1227662	0.0313685957	-0.0148058821	-0.0491026536	-0.0440078585	-0.0036086884	0.0396854757	0.0511428052	0.0215718994	-0.025304607	-0.051881027	-0.0368369888	0.0077587455	0.0461301902	0.0474946641	0.010757547	-0.034609585	-0.0522119084	-0.0279283311	0.0187601599	0.0503987089	0.0416059582	0.0091975328	-0.042184365	-0.0560014734	0.0467901535	0.0349803274	-0.0527645704	0.0097942546	-0.0600172201	-0.0607515902	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.987159645548964	1.82512511148637	-2.22840312389761	-1.68540061352814
-0.16514	0.197551	-0.694038	0.0278682	0.000199928	0.000187872	0.00234099999999998	-0.075423	0.450122	-0.0044272	-0.000767608	-0.000923808	0.8338168	0.0311875391	-0.015238359	-0.0493342563	-0.0435117199	-0.0024820104	0.0405559987	0.0507784337	0.0199138901	-0.0270638244	-0.0521430537	-0.0350311327	0.0104259597	0.047446967	0.0460766263	0.0074237382	-0.0372360105	-0.051766528	-0.024410558	0.0226970271	0.0514394875	0.0385600826	-0.0396333441	-0.0464991125	-0.0203163752	0.0234526548	0.0396121274	0.0143707481	0.054079072	0.0126964702	-0.0161530788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.694285353323789	0.155574871115562	0.448081059024295	-1.68540061352814
-0.134052	0.117667	-0.549089	0.0196954	0.000782522	-0.000976761	0.031088	-0.079884	0.144949	-0.0081728	0.000582594	-0.001164633	0.75192235	0.0310059033	-0.015669704	-0.0495576132	-0.0430026525	-0.0013541801	0.0413994086	0.0503678575	0.0182322141	-0.0287823352	-0.0523082586	-0.0331465714	0.0130652981	0.0486148674	0.0444909208	0.0040589197	-0.0396854757	-0.051043434	-0.0207459769	0.0264818121	0.0520983812	0.0351986159	-0.0182247527	-0.0103932866	0.0562669566	-0.0255868504	0.0329207271	0.0381382306	0.0033482671	0.0637053707	0.029055616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.537468101748123	1.14529846353095	0.448081059024295	0.592443852028073
-0.219924	0.115932	-0.720907	0.0239228	0.00270456	0.00021228	-0.085872	-0.00173500000000001	-0.171818	0.0042274	0.001922038	0.001189041	0.62634895	0.0308236917	-0.016099885	-0.049772687	-0.0424808075	-0.0002257211	0.0422151417	0.04991145	0.01652887	-0.0304575546	-0.0523763346	-0.0311875391	0.015669704	0.0496302266	0.0427433176	0.0006771467	-0.0419463399	-0.0500465054	-0.0169566271	0.0300891549	0.0523704984	0.0315490697	-0.0237203583	-0.0246737133	0.0653431608	0.0292084852	0.0632675243	0.0376011777	-0.0205780096	0.0196776061	0.0001891762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.011510510189577	1.28248951644182	0.448081059024295	0.592443852028073
-0.379238	0.0596508	-0.76097	0.0274346	0.00367327	0.00119468	-0.159314	-0.0562812	-0.0400630000000002	0.0035118	0.00096871	0.0009824	0.5288037	0.0306409077	-0.01652887	-0.0499794418	-0.0419463399	0.0009028426	0.0430026525	0.0494096266	0.0148058821	-0.0320869629	-0.0523471556	-0.0291584371	0.0182322141	0.0504898588	0.0408401761	-0.0027074549	-0.0440078585	-0.0487810905	-0.0130652981	0.0334948844	0.0522538189	0.0276413132	-0.0338649349	-0.0058862694	0.0572236368	0.0791446706	0.0617014404	0.0537026561	0.0036049119	-0.0011189511	-0.0064674507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.85714626218891	1.14839640327324	0.448081059024295	0.592443852028073
-0.457769	0.0912539	-0.858772	0.0313322	0.00212543	0.000238649	-0.078531	0.0316031	-0.0978019999999998	0.0038976	-0.00154784	-0.000956031	0.52800965	0.0304575546	-0.0169566271	-0.050177843	-0.0413994086	0.0020309873	0.0437614146	0.048862844	0.0130652981	-0.0336681095	-0.0522207755	-0.0270638244	0.0207459769	0.0511910666	0.0387884217	-0.0060807472	-0.0458602343	-0.0472539781	-0.0090953929	0.0366761804	0.0517492091	0.0235073292	-0.0443266697	-0.0122498273	0.015867078	0.0666212636	0.0323633041	0.0178581373	0.0135393397	-0.0239764124	-0.0269785251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.27006616039093	0.607277100625512	0.448081059024295	0.592443852028073
-0.452533	-0.0187221	-1.08206	0.0360294	-0.000761968	-0.000192216	0.00523599999999996	-0.109976	-0.223288	0.00469720000000001	-0.002887398	-0.000430865	0.73927315	0.0302736359	-0.0173831246	-0.0503678575	-0.0408401761	0.003158189	0.0444909208	0.0482715996	0.0113091867	-0.0351986159	-0.0519974292	-0.0249084068	0.0232042715	0.0517316498	0.0365955205	-0.0094286395	-0.0474946641	-0.0454733605	-0.0050707869	0.0396117264	0.050860415	0.0191809517	-0.0295207341	-0.012185974	-0.0249977449	0.0509565721	0.0319333634	0.0060056776	0.0138265376	-0.0720454253	-0.043808929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.141209265687465	-0.54057453972994	0.448081059024295	-1.68540061352814
-0.478622	0.033072	-1.08042	0.0367893	-0.00183971	-0.00309627	-0.026089	0.0517941	0.00163999999999986	0.000759900000000001	-0.001077742	-0.002904054	0.3166079	0.0300891549	-0.0178083308	-0.0505494535	-0.0402688086	0.0042839244	0.0451906832	0.0476364314	0.0095396348	-0.0366761804	-0.0516775313	-0.0226970271	0.0256005252	0.0521099123	0.0342694522	-0.0127371473	-0.0489033805	-0.0434487905	-0.0010156846	0.0422818529	0.049594035	0.0146975897	-0.0307501431	-0.0261699296	-0.0335438289	0.0442570861	0.0394075362	-0.0194820573	-0.0093746713	-0.0388835991	-0.0668530506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.43949301201835	0.8566700632255	0.448081059024295	0.592443852028073
-0.459772	0.0253559	-1.15612	0.0367286	-0.000673902	-0.00298059	0.01885	-0.0077161	-0.0756999999999999	-6.07000000000038e-05	0.001165808	0.00011568	0.1693755	0.0299041152	-0.0182322141	-0.0507226006	-0.0396854757	0.005407671	0.0458602343	0.0469579174	0.0077587455	-0.0380985803	-0.0512616758	-0.0204346535	0.0279283311	0.052324667	0.0318186811	-0.0159924506	-0.0500796887	-0.0411911291	0.0030455261	0.0446686685	0.0479594708	0.0100939368	-0.0139119401	-0.019773389	-0.0381445637	0.0456077899	0.0386603882	-0.017521631	0.0125541332	-0.064600779	-0.0589722228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.56775224844877	0.369446189539976	0.448081059024295	-1.68540061352814
-0.427203	0.0100409	-1.32702	0.0323824	-0.00100868	-0.00347929	0.032569	-0.015315	-0.1709	-0.0043462	-0.000334778	-0.0004987	0.4777679	0.0297185201	-0.018654743	-0.0508872699	-0.039090351	0.0065289069	0.0464991262	0.046236675	0.0059686353	-0.0394636764	-0.050750635	-0.018126369	0.0301814655	0.0523752403	0.0292521253	-0.0191809517	-0.0510179984	-0.0387124883	0.0070884207	0.0467561802	0.0459688572	0.005407671	0.0327911552	-0.0221811712	-0.0098793392	0.0320253632	0.0331539913	-0.015034189	0.0137333096	-0.108701832	-0.0369726064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-2.59047859487367	-0.190843411655219	0.448081059024295	-1.68540061352814
-0.530123	0.109227	-1.23105	0.0368839	-5.92559e-05	-0.00454713	-0.10292	0.0991861	0.0959700000000001	0.0045015	0.0009494241	-0.00106784	0.624014305	0.0295323731	-0.0190758861	-0.051043434	-0.0384836111	0.0076471118	0.0471069319	0.0454733605	0.0041714317	-0.0407694154	-0.0501453577	-0.0157773596	0.032353904	0.0522614734	0.0265791242	-0.0222893319	-0.0517138504	-0.0360261653	0.0110886847	0.0485304007	0.0436369724	0.0006771467	-0.0121687299	-0.0134714076	-0.0243407214	0.0407273741	0.0533354357	-0.0198476225	-0.0187356244	-0.0792555799	-0.0573604298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.256623211442905	-0.21888630207718	0.448081059024295	-1.68540061352814
-0.654283	0.0878767	-1.11811	0.0410766	0.00103814	-0.00907941	-0.12416	-0.0213503	0.11294	0.0041927	0.0010973959	-0.00453228	0.749569095	0.0293456776	-0.0194956122	-0.0511910666	-0.0378654364	0.0087617663	0.0476832451	0.0446686685	0.0023692706	-0.0420138333	-0.0494469678	-0.013392903	0.0344398384	0.0519837232	0.0238094045	-0.025304607	-0.0521639377	-0.0331465714	0.0150222601	0.0499794418	0.0409811285	-0.0040589197	-0.0502873056	-0.013437542	-0.0432148803	0.0482644326	0.0566556903	-0.0185618829	-0.0076693837	-0.038314336	-0.0831763596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.80227598731512	-0.369379704451445	0.448081059024295	-1.68540061352814
-0.913227	0.0916329	-1.14259	0.0424518	0.000109281	-0.020893	-0.258944	0.0037562	-0.0244800000000003	0.00137520000000001	-0.000928859	-0.01181359	0.99306265	0.0291584371	-0.0199138901	-0.0513301431	-0.0372360105	0.009872353	0.0482276804	0.043823331	0.0005642937	-0.0431950583	-0.0486567622	-0.0109783563	0.0364336915	0.0515428613	0.0209530451	-0.028214182	-0.0523661213	-0.0300891549	0.0188654898	0.051093594	0.0380210421	-0.0087617663	-0.0523438234	-0.0076489702	-0.0560034376	0.0460321016	0.0441798055	-0.0247751578	-0.0052608699	-0.0610354873	-0.0750877417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.95782225109494	1.32591943625574	0.448081059024295	-1.68540061352814
-0.72276	-0.0175107	-1.0282	0.0332205	-0.00112075	-0.0131012	0.190467	-0.1091436	0.11439	-0.0092313	-0.001230031	0.0077918	1.32665715	0.0289706552	-0.0203306886	-0.0514606403	-0.0365955205	0.0109783563	0.048739874	0.0429381175	-0.0012413539	-0.044311314	-0.0477762082	-0.0085391442	0.0383301323	0.050940271	0.0180204398	-0.0310059033	-0.0523194405	-0.0268703181	0.0225952602	0.051865392	0.0347786889	-0.013392903	-0.0219378309	-0.0408372157	-0.0083251715	0.0575871048	0.0689506761	-0.0042933102	0.0313659673	-0.0441660758	-0.0435926459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.214890865342051	1.61219466929985	0.448081059024295	-1.68540061352814
-0.444989	-0.0352323	-0.85922	0.0143733	-0.00683888	-0.00346073	0.277771	-0.0177216	0.16898	-0.0188472	-0.00571813	0.00964047	2.1747626	0.0287823352	-0.0207459769	-0.0515825363	-0.0359441567	0.0120792627	0.0492194833	0.0420138333	-0.0030455261	-0.0453609212	-0.0468069407	-0.0060807472	0.0401240904	0.050177843	0.0150222601	-0.0336681095	-0.0520241169	-0.0235073292	0.02618914	0.0522896643	0.03127814	-0.0179144269	0.0448322183	-0.0439922433	0.0763122701	-0.0176944981	0.0388383381	-0.0270726151	-0.0017270607	0.003107932	0.0505202636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.022678360392298	-0.080827842121692	0.448081059024295	0.592443852028073
-0.480097	0.0924852	-0.767596	0.0210824	-0.00541702	-0.00472491	-0.035108	0.1277175	0.091624	0.0067091	0.00142186	-0.00126418	0.7242065	0.0285934806	-0.0211597241	-0.0516958108	-0.0352821126	0.0131745611	0.0496661877	0.0410513194	-0.0048460789	-0.0463423012	-0.0457507597	-0.0036086884	0.0418107693	0.0492579697	0.011969416	-0.0361896802	-0.0514815542	-0.0200182296	0.0296255153	0.0523635681	0.0275453833	-0.0222893319	-0.0090513944	-0.0451622669	0.0523170618	0.0169903604	0.0611227068	0.0108422784	0.0206878563	0.019282473	0.0212767103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.036267166286905	-0.287958805648419	0.448081059024295	-1.68540061352814
-0.462041	0.061623	-0.754518	0.0228773	-0.00452718	-0.00487041	0.0180560000000001	-0.0308622	0.013078	0.0017949	0.00088984	-0.000145500000000001	0.2035082	0.0284040951	-0.0215718994	-0.0518004449	-0.034609585	0.014263743	0.0500796887	0.0400514517	-0.0066408724	-0.0472539781	-0.0446096262	-0.0011285219	0.0433856593	0.0481835374	0.0088730165	-0.0385600826	-0.0506943307	-0.0164217376	0.0328837193	0.0520866082	0.0236081307	-0.0264818121	-0.0160328489	-0.0464087189	0.0326305481	0.0245680256	0.0518124241	0.0056034494	0.0262320214	0.031448244	-0.006295704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.274914313687564	0.021056831453674	0.448081059024295	-1.68540061352814
-0.461754	0.130738	-0.714731	0.024808	-0.00406788	-0.00565075	0.000286999999999982	0.069115	0.039787	0.0019307	0.000459299999999999	-0.00078034	0.267706	0.028214182	-0.0219824722	-0.051896421	-0.0339267737	0.0153463027	0.0504597097	0.03901514	-0.0084277735	-0.0480945804	-0.0433856593	0.0013541801	0.0448445497	0.0469579174	0.0057443291	-0.0407694154	-0.0496661877	-0.0127371473	0.0359441567	0.0514606403	0.0194956122	-0.0304575546	-0.0303495988	-0.0521239013	0.0101500005	0.0211363558	0.0378160525	-0.0118427632	0.0135469031	0.0571565832	-0.0105218809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.166782196651071	0.576224270326323	0.448081059024295	-1.68540061352814
-0.47856	0.154543	-0.806128	0.0299864	-0.00182528	-0.00563226	-0.016806	0.023805	-0.0913969999999998	0.0051784	0.0022426	1.84900000000003e-05	0.5039825	0.028023745	-0.0223914121	-0.0519837232	-0.0332338815	0.0164217376	0.0508059967	0.0379433273	-0.0102046586	-0.048862844	-0.0420811315	0.0038338396	0.0461835398	0.0455849554	0.0025947387	-0.0428084497	-0.0484020114	-0.0089842256	0.0387884217	0.0504898588	0.015238359	-0.0341840202	-0.0391337047	-0.0543482612	-0.0178591155	0.0536894746	0.0445196713	-0.0128994899	0.029442846	0.0095474062	-0.0469179421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.239642310994866	0.68189038164521	0.448081059024295	-1.68540061352814
-0.42368	0.015526	-0.635216	0.0276205	-0.00165511	-0.00450147	0.05488	-0.139017	0.170912	-0.0023659	0.00017017	0.00113079	0.548152	0.0278327876	-0.0227986886	-0.0520623368	-0.0325311144	0.0174895484	0.0511183183	0.0368369888	-0.011969416	-0.0495576132	-0.0406984653	0.0063048856	0.0473990497	0.0440689593	-0.0005642937	-0.0446686685	-0.0469078096	-0.0051831058	0.0413994086	0.0491807684	0.0108679768	-0.0376307102	-0.0451407132	-0.0531093056	-0.0147261358	0.0351477951	0.0327506739	-0.0165481301	0.028511978	0.0578561455	-0.0336743496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.076082713329245	0.221380138286053	0.448081059024295	-1.68540061352814
-0.355364	0.0841094	-0.536726	0.0222803	-0.00242532	-0.00500498	0.068316	0.0685834	0.09849	-0.0053402	-0.00077021	-0.00050351	0.5660854	0.0276413132	-0.0232042715	-0.0521322486	-0.0318186811	0.0185492395	0.0513964655	0.0356971313	-0.0137199483	-0.050177843	-0.0392402281	0.0087617663	0.0484878293	0.0424146861	-0.0037212726	-0.0463423012	-0.0451906832	-0.0013541801	0.0437614146	0.0475421407	0.0064169112	-0.0407694154	-0.0348407611	-0.0489636574	-0.0154221855	-0.0217782063	0.0047052324	-0.0054316222	0.0714216909	0.0657902132	0.0050143686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.378259364674589	-1.36120330125197	0.448081059024295	-1.68540061352814
-0.362832	0.140366	-0.543808	0.023875	-0.00312406	-0.00522116	-0.00746800000000003	0.0562566	-0.00708199999999992	0.0015947	-0.00069874	-0.00021618	0.1962876	0.0274493255	-0.0236081307	-0.0521934471	-0.0310967934	0.0196003187	0.0516402525	0.0345247919	-0.015454175	-0.0507226006	-0.0377091275	0.0111989617	0.0494469678	0.0406273263	-0.0068647103	-0.0478223571	-0.0432587929	0.0024820104	0.0458602343	0.0455849554	0.0019182066	-0.0435744473	-0.0461679762	-0.0490017842	-0.017449678	-0.003649946	0.0181345718	-0.0043546381	0.0382569681	0.0672587878	-0.0205946409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.20045852556685	-1.38568979062455	0.448081059024295	-1.68540061352814
-0.38708	0.134304	-0.495437	0.0243651	-0.00290636	-0.00570082	-0.024248	-0.00606200000000001	0.0483709999999999	0.000490099999999997	0.0002177	-0.00047966	0.138054	0.027256828	-0.0240102362	-0.0522459219	-0.0303656657	0.0206422981	0.0518495163	0.0333210373	-0.0171700353	-0.0511910666	-0.0361080066	0.0136109962	0.0502739006	0.0387124883	-0.009983168	-0.0491026536	-0.0411213197	0.0063048856	0.0476832451	0.0433223267	-0.0025947387	-0.0460228486	-0.0562048371	-0.0485134294	-0.0171354333	-0.000126135	0.0252955323	-0.0046608306	0.0335345131	0.0763889584	-0.0424472865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.51043789312624	-1.31553996673087	0.448081059024295	-1.68540061352814
-0.381497	0.147882	-0.425447	0.0220694	-0.00330992	-0.00587793	0.00558300000000006	0.013578	0.06999	-0.00229569999999999	-0.00040356	-0.00017711	0.2329695	0.0270638244	-0.024410558	-0.0522896643	-0.0296255153	0.021674694	0.0520241169	0.0320869629	-0.0188654898	-0.0515825363	-0.0344398384	0.0159924506	0.0509664168	0.0366761804	-0.0130652981	-0.050177843	-0.0387884217	0.0100939368	0.0492194833	0.0407694154	-0.0070884207	-0.0480945804	-0.0583574319	-0.0384886452	0.0027307168	-0.0204426007	0.0222689836	0.0170931177	0.0115840298	0.090814276	-0.0293341272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.1887407877087	-1.21560463277543	0.448081059024295	0.592443852028073
-0.341364	0.130167	-0.298051	0.015629	-0.00215689	-0.00488571	0.040133	-0.017715	0.127396	-0.0064404	0.00115303	0.00099222	0.6145265	0.0268703181	-0.0248090665	-0.052324667	-0.0288765622	0.0226970271	0.0521639377	0.0308236917	-0.0205385235	-0.051896421	-0.0327077205	0.0183379745	0.0515226647	0.0345247919	-0.016099885	-0.051043434	-0.0362711858	0.0138288366	0.0504597097	0.0379433273	-0.0115294786	-0.049772687	-0.0351303867	0.01705283	0.065140473	-0.0455626114	0.0086369007	0.0692394524	-0.0161049032	0.0566174599	0.0182949808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.148109073063647	-1.11968621567831	-2.22840312389761	0.592443852028073
-0.324674	0.104285	-0.261887	0.0119096	-0.000559696	-0.00546391	0.01669	-0.025882	0.036164	-0.0037194	0.001597194	-0.0005782	0.3734757	0.0266763128	-0.0252057321	-0.0523509242	-0.0281190288	0.0237088227	0.0522688852	0.0295323731	-0.0221871482	-0.0521322486	-0.0309148693	0.0206422981	0.0519411573	0.0322650733	-0.0190758861	-0.0516958108	-0.0335815749	0.0174895484	0.0513964655	0.0348629988	-0.015884942	-0.051043434	-0.0176411432	0.0458963009	0.0933366898	-0.0409289161	-0.0019905332	0.0747242562	-0.0377890717	0.0436628751	0.0528569441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.630649433083737	-1.31876326351117	-2.22840312389761	0.592443852028073
-0.29734	0.072319	-0.246568	0.00785607	0.00103835	-0.00529279	0.027334	-0.031966	0.015319	-0.00405353	0.001598046	0.000171119999999999	0.3657538	0.0264818121	-0.0256005252	-0.0523684314	-0.0273531403	0.024709611	0.0523388891	0.028214182	-0.0238094045	-0.0522896643	-0.0290646136	0.0229002443	0.0522207755	0.0299041152	-0.0219824722	-0.0521322486	-0.030732371	0.0210564335	0.0520241169	0.0315490697	-0.0201224762	-0.051896421	0.0216775822	0.0412259231	0.0757503756	-0.049412578	-0.0269414375	0.0364354498	-0.0217001385	0.016429551	0.0881968686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.02341756603107	-1.39351125966911	0.448081059024295	0.592443852028073
-0.299642	0.0926907	-0.265785	0.0104694	0.000211713	-0.00561952	-0.00230200000000003	0.0203717	-0.019217	0.00261333	-0.000826637	-0.00032673	0.23022555	0.0262868196	-0.0259934166	-0.0523771858	-0.0265791242	0.0256989275	0.0523739028	0.0268703181	-0.0254033645	-0.0523684314	-0.0271603893	0.0251067401	0.0523607718	0.0274493255	-0.0248090665	-0.0523509242	-0.0277371148	0.0245103563	0.0523388891	0.028023745	-0.0242106219	-0.052324667	0.0121375862	0.025353194	0.0315731972	-0.0525259625	-0.0400366072	0.0061945801	-0.0211487123	0.0383007755	0.0698733452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.532686891500259	-1.33364476093553	0.448081059024295	-1.68540061352814
-0.320237	0.0999549	-0.261877	0.0102656	-0.00028245	-0.00568984	-0.020595	0.00726420000000005	0.00390800000000002	-0.0002038	-0.000494163	-7.03199999999996e-05	0.0701813499999999	0.0260913389	-0.0263843771	-0.0523771858	-0.0257972105	0.0266763128	0.0523739028	0.0255020041	-0.0269671338	-0.0523684314	-0.0252057321	0.027256828	0.0523607718	0.0249084068	-0.0275453833	-0.0523509242	-0.0246100408	0.0278327876	0.0523388891	0.0243106464	-0.0281190288	-0.052324667	0.0113401529	0.0023771426	0.0104738795	-0.071763622	-0.0345990776	-0.0173229866	-0.0142069498	0.0420842105	0.0494127994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.404107430651903	-1.28932396294993	0.448081059024295	-1.68540061352814
-0.320142	0.0712183	-0.246246	0.0111629	0.000117645	-0.00586078	9.50000000000117e-05	-0.0287366	0.015631	0.000897300000000002	0.000400095	-0.000170940000000001	0.11787935	0.0258953737	-0.0267733776	-0.0523684314	-0.0250076315	0.0276413132	0.0523388891	0.024110485	-0.028498854	-0.0522896643	-0.0232042715	0.0293456776	0.0522207755	0.0222893319	-0.0301814655	-0.0521322486	-0.0213660101	0.0310059033	0.0520241169	0.0204346535	-0.0318186811	-0.051896421	0.0092538754	-0.0009395487	-0.0012582	-0.0657791454	-0.0380129545	-0.0075825184	0.0162642261	0.0455470451	0.037795973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.380123740366359	-1.21188615435878	0.448081059024295	-1.68540061352814
