"trans_x"	"trans_y"	"trans_z"	"rot_x"	"rot_y"	"rot_z"	"trans_x_derivative1"	"trans_y_derivative1"	"trans_z_derivative1"	"rot_x_derivative1"	"rot_y_derivative1"	"rot_z_derivative1"	"framewise_displacement"	"cosine00"	"cosine01"	"cosine02"	"cosine03"	"cosine04"	"cosine05"	"cosine06"	"cosine07"	"cosine08"	"cosine09"	"cosine10"	"cosine11"	"cosine12"	"cosine13"	"cosine14"	"cosine15"	"cosine16"	"cosine17"	"cosine18"	"cosine19"	"cosine20"	"t_comp_cor_00"	"t_comp_cor_01"	"t_comp_cor_02"	"t_comp_cor_03"	"t_comp_cor_04"	"a_comp_cor_00"	"a_comp_cor_01"	"a_comp_cor_02"	"a_comp_cor_03"	"a_comp_cor_04"	"motion_outlier01"	"motion_outlier02"	"motion_outlier03"	"motion_outlier04"	"motion_outlier05"	"motion_outlier06"	"motion_outlier07"	"motion_outlier08"	"motion_outlier09"	"motion_outlier10"	"motion_outlier11"	"motion_outlier12"	"motion_outlier13"	"motion_outlier14"	"motion_outlier15"	"volume_z"	"luminance_z"	"speech_z"	"face_z"
-0.138992	0.0809833	0.483909	0.00264116	-0.0014956	-0.00487629	0.028537	0.00312970000000003	0.03461	0.00042795	1.00000000001575e-08	6.4599999999998e-06	0.0879977	0.0465509697	0.0303656657	0.0074237382	-0.0171700353	-0.0379433273	-0.0502739006	-0.0514180959	-0.0411213197	-0.021674694	0.0025947387	0.0262868196	0.0441298556	0.0521536168	0.0485727468	0.0341840202	0.0121890533	-0.0125180835	-0.0344398384	-0.0486984311	-0.0521212014	-0.0439465533	-0.0223174271	-0.0202462883	-0.0014043022	-0.0005432926	0.040832274	0.0115629344	0.0310706714	0.0156908138	-0.0089563485	-0.0265246423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.599339242592015	-0.889084904835471	0.448081059024295	0.592443852028073
-0.13004	0.0830521	0.49566	0.00302575	-0.0014956	-0.00483376	0.00895199999999999	0.0020688	0.011751	0.00038459	0	4.25299999999998e-05	0.0441278	0.0464470668	0.0299967047	0.006752807	-0.0180204398	-0.0387124883	-0.050637085	-0.051093594	-0.0399786271	-0.0198094581	0.0048460789	0.0284040951	0.0455292636	0.0523431439	0.047302555	0.0315490697	0.0086504753	-0.0162072446	-0.0373944116	-0.0501126395	-0.0514815542	-0.0411911291	-0.0170080446	-0.0132320249	-0.0005779748	-0.0198448271	-0.0135636794	-0.0040383333	-0.0010329725	-0.0028581544	0.03623657	0.0100482468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.929772708407743	-0.864468798684369	0.448081059024295	0.592443852028073
-0.128314	0.117271	0.445639	0.002763	-0.00127799	-0.00477704	0.00172600000000001	0.0342189	-0.050021	-0.00026275	0.00021761	5.67200000000006e-05	0.1128199	0.0463423012	0.0296255153	0.0060807472	-0.0188654898	-0.0394636764	-0.0509664168	-0.0507226006	-0.0387884217	-0.0179144269	0.0070884207	0.0304575546	0.0468069407	0.0523684314	0.0458602343	0.0287823352	0.0050707869	-0.0198094581	-0.0401240904	-0.0511910666	-0.0504597097	-0.0380985803	-0.0173705633	0.0111089837	-0.0137702804	0.0309329266	0.043097617	-0.0294814481	0.0051420264	-0.0178303087	0.0100263905	-0.0376154076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.341336371165716	-0.781046683966225	0.448081059024295	0.592443852028073
-0.10069	0.0904442	0.351694	0.00290143	-0.00120672	-0.00438851	0.027624	-0.0268268	-0.093945	0.00013843	7.12699999999998e-05	0.00038853	0.1783073	0.046236675	0.0292521253	0.005407671	-0.0197049341	-0.0401965428	-0.0512616758	-0.0503054532	-0.0375521182	-0.0159924506	0.0093176004	0.0324425845	0.0479594708	0.0522294002	0.0442510332	0.0258953737	0.0014670001	-0.0233053991	-0.0426124582	-0.0519264863	-0.0490632542	-0.0346942175	-0.011864636	0.055345371	-0.0231296279	0.0049030967	-0.0268069528	-0.0139128895	0.0174629391	-0.0119635637	0.00252232	-0.000686863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.632219470692601	-0.830295236260631	0.448081059024295	0.592443852028073
-0.0659742	0.0899052	0.120134	0.00728126	-0.00199127	-0.00249242	0.0347158	-0.000538999999999998	-0.23156	0.00437983	-0.00078455	0.00189609	0.6198383	0.0461301902	0.0288765622	0.0047336909	-0.0205385235	-0.0409107473	-0.0515226647	-0.0498425313	-0.0362711858	-0.0140464202	0.0115294786	0.0343547251	0.0489837722	0.0519264863	0.0424808075	0.0229002443	-0.0021437585	-0.0266763128	-0.0448445497	-0.0523139709	-0.047302555	-0.0310059033	0.0088312666	0.0890698025	-0.0328158744	0.0528177946	-0.107497487	0.0259314328	-0.0385608775	0.0065632927	0.0479710693	0.0193553958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.313513001197301	-0.878907214746484	0.448081059024295	0.592443852028073
-0.0939359	0.189654	0.225664	0.00602146	-0.00204814	-0.0038265	-0.0279617	0.0997488	0.10553	-0.0012598	-5.68700000000001e-05	-0.00133408	0.365778	0.0460228486	0.028498854	0.0040589197	-0.0213660101	-0.0416059582	-0.0517492091	-0.0493342563	-0.0349471469	-0.0120792627	0.0137199483	0.0361896802	0.0498771065	0.0514606403	0.0405559987	0.0198094581	-0.0057443291	-0.0299041152	-0.0468069407	-0.0523509242	-0.0451906832	-0.0270638244	0.0112828299	0.0555969269	-0.02177935	0.0983310976	-0.0318983299	0.0618783051	-0.0072521723	-0.0512919008	-0.004485508	0.0825442467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.302019075378662	-0.959549233517145	0.448081059024295	0.592443852028073
-0.110816	0.149326	0.285397	0.00590059	-0.00198532	-0.00441454	-0.0168801	-0.040328	0.059733	-0.00012087	6.28199999999999e-05	-0.00058804	0.1555276	0.0459146523	0.0281190288	0.0033834701	-0.0221871482	-0.0422818529	-0.0519411573	-0.0487810905	-0.0335815749	-0.0100939368	0.015884942	0.0379433273	0.050637085	0.0508333239	0.0384836111	0.0166359256	-0.0093176004	-0.0329714899	-0.0484878293	-0.0520370985	-0.0427433176	-0.0229002443	0.0044323273	0.0413232151	-0.014938425	0.0353339414	-0.0616388888	0.0737229612	-0.0562422556	-0.0195137975	0.0285597433	0.018846573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.171017728023769	-1.05868931253101	0.448081059024295	0.592443852028073
-0.0941229	0.162469	0.276458	0.00556085	-0.00160769	-0.00441454	0.0166931	0.013143	-0.00893899999999997	-0.00033974	0.00037763	0	0.0746436	0.0458056033	0.0277371148	0.0027074549	-0.0230016937	-0.0429381175	-0.0520983812	-0.0481835374	-0.0321760928	-0.0080934286	0.0180204398	0.0396117264	0.0512616758	0.0500465054	0.0362711858	0.013392903	-0.0128465907	-0.0358619813	-0.0498771065	-0.0513745965	-0.0399786271	-0.0185492395	0.0016932504	0.0534004788	-0.0214188386	0.0860338961	-0.0144080377	0.0521363512	-0.0446101594	-0.0428122344	0.0171288239	0.0274890333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.42843462868334	0.033287064846705	0.448081059024295	0.592443852028073
-0.104734	0.140125	0.307861	0.005258	-0.00134561	-0.00452751	-0.0106111	-0.0223439999999999	0.031403	-0.00030285	0.00026208	-0.00011297	0.0982531000000001	0.0456957037	0.0273531403	0.0020309873	-0.0238094045	-0.0435744473	-0.0522207755	-0.0475421407	-0.030732371	-0.0060807472	0.0201224762	0.0411911291	0.0517492091	0.0491026536	0.0339267737	0.0100939368	-0.016314529	-0.0385600826	-0.0509664168	-0.0503678575	-0.0369171367	-0.0140464202	-0.0046147119	0.0410297033	-0.0175611528	0.0127781918	-0.051319295	0.0643518487	-0.0204051083	-0.0305170772	0.0057208439	0.0021118006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.804178596694332	0.222335563073573	0.448081059024295	0.592443852028073
-0.119554	0.149884	0.340361	0.00441	-0.0012403	-0.00441454	-0.01482	0.00975899999999991	0.0325	-0.000848	0.00010531	0.00011297	0.110393	0.0455849554	0.0269671338	0.0013541801	-0.0246100408	-0.044190547	-0.0523082586	-0.0468574839	-0.0292521253	-0.0040589197	0.0221871482	0.042677987	0.0520983812	0.0480047303	0.0314589057	0.006752807	-0.0197049341	-0.0410513194	-0.0517492091	-0.049023627	-0.0335815749	-0.0094286395	-0.0177370453	0.0361693863	-0.0129473559	0.0221618173	-0.0080850188	0.0005715172	-0.0066305977	-0.022024341	-0.0168829115	-0.0118480835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.48735917337246	-0.569168038789046	0.448081059024295	0.592443852028073
-0.127605	0.145294	0.419652	0.00339576	-0.000949444	-0.0045961	-0.008051	-0.00458999999999995	0.079291	-0.00101424	0.000290856	-0.000181560000000001	0.1662648	0.0454733605	0.0265791242	0.0006771467	-0.0254033645	-0.0447861304	-0.0523607718	-0.0461301902	-0.0277371148	-0.0020309873	0.0242106219	0.0440689593	0.0523082586	0.0467561802	0.0288765622	0.0033834701	-0.0230016937	-0.0433223267	-0.0522207755	-0.0473509122	-0.0299967047	-0.0047336909	-0.0321276054	0.0106280057	-0.0077013611	-0.0183129642	-0.0123957008	0.021427941	0.0054429058	-0.02165972	0.0167059656	-0.0301417061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.262641909762429	-0.185000249270778	0.448081059024295	0.592443852028073
-0.185702	0.115278	0.328245	0.00370328	-0.00077311	-0.00568423	-0.058097	-0.030016	-0.091407	0.00030752	0.000176334	-0.00108813	0.2581192	0.0453609212	0.02618914	0	-0.02618914	-0.0453609212	-0.0523782801	-0.0453609212	-0.02618914	0	0.02618914	0.0453609212	0.0523782801	0.0453609212	0.02618914	0	-0.02618914	-0.0453609212	-0.0523782801	-0.0453609212	-0.02618914	0	-0.0303517246	0.0592113111	-0.0197194709	0.021474293	0.0025898632	-0.0257739237	0.0188673437	0.024215329	-0.0194117288	-0.027795591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.55682903528179	-0.344631684770648	0.448081059024295	0.592443852028073
-0.181953	0.117732	0.329677	0.00386652	-0.00103852	-0.00530538	0.003749	0.002454	0.00143199999999999	0.00016324	-0.00026541	0.00037885	0.04801	0.0452476394	0.0257972105	-0.0006771467	-0.0269671338	-0.0459146523	-0.0523607718	-0.0445503769	-0.0246100408	0.0020309873	0.0281190288	0.0465509697	0.0523082586	0.043823331	0.0234064185	-0.0033834701	-0.0292521253	-0.0471561663	-0.0522207755	-0.0430669878	-0.0221871482	0.0047336909	-0.0283137381	0.0499506783	-0.0171956185	-0.0083191301	-0.0441253574	-0.0015655029	0.0313506484	0.0256605878	0.0082274603	-0.0130430342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.284768462517184	-0.471132166459256	0.448081059024295	-1.68540061352814
-0.181824	0.109194	0.3573	0.00443479	-0.00141619	-0.00530538	0.00012899999999999	-0.00853799999999999	0.027623	0.00056827	-0.00037767	0	0.083587	0.0451335173	0.0254033645	-0.0013541801	-0.0277371148	-0.0464470668	-0.0523082586	-0.043699295	-0.0230016937	0.0040589197	0.0299967047	0.0476364314	0.0520983812	0.0421482344	0.0205385235	-0.006752807	-0.0321760928	-0.0486984311	-0.0517492091	-0.0404844828	-0.0180204398	0.0094286395	-0.0267836402	0.0283232056	-0.0144762218	0.0467431214	0.0228406773	-0.0674115532	0.0065855697	0.0168405587	0.0090446168	-0.0179476525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.295405139558144	-0.438236132046464	-2.22840312389761	-1.68540061352814
-0.181808	0.155979	0.394704	0.00414552	-0.00141951	-0.00518028	1.6000000000016e-05	0.046785	0.037404	-0.00028927	-3.32000000000002e-06	0.0001251	0.1050895	0.045018557	0.0250076315	-0.0020309873	-0.028498854	-0.0469579174	-0.0522207755	-0.0428084497	-0.0213660101	0.0060807472	0.0318186811	0.0486148674	0.0517492091	0.0403408874	0.0175958911	-0.0100939368	-0.0349471469	-0.0499794418	-0.0509664168	-0.0376307102	-0.0137199483	0.0140464202	-0.0323614897	0.0178546107	-0.0093186057	-0.0076622589	-0.0120785423	-0.0467873615	0.0050774529	-0.0035970016	0.04435835	-0.0376876293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.492265437745186	-0.241563869086739	-2.22840312389761	-1.68540061352814
-0.168867	0.138648	0.400523	0.00383049	-0.00126287	-0.00530538	0.012941	-0.017331	0.00581900000000002	-0.00031503	0.00015664	-0.0001251	0.0659295	0.0449027607	0.0246100408	-0.0027074549	-0.0292521253	-0.047446967	-0.0520983812	-0.0418786518	-0.0197049341	0.0080934286	0.0335815749	0.0494840794	0.0512616758	0.0384069609	0.0145892291	-0.013392903	-0.0375521182	-0.050992326	-0.0498771065	-0.0345247919	-0.0093176004	0.0185492395	-0.0342096718	0.0155825285	-0.0105548737	0.0115608084	0.0238957034	-0.0849684522	0.0085004066	0.0346664397	0.003067814	-0.0540427168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.463602396565032	-0.256733081603301	-2.22840312389761	-1.68540061352814
-0.165301	0.133663	0.398968	0.00402863	-0.00126287	-0.00530538	0.00356599999999996	-0.00498499999999999	-0.00155500000000003	0.00019814	0	0	0.020013	0.0447861304	0.0242106219	-0.0033834701	-0.0299967047	-0.0479139886	-0.0519411573	-0.0409107473	-0.0180204398	0.0100939368	0.0352821126	0.0502421146	0.050637085	0.036352523	0.0115294786	-0.0166359256	-0.0399786271	-0.0517316498	-0.0484878293	-0.0311875391	-0.0048460789	0.0229002443	-0.0360118095	0.0033583522	-0.0046870109	-0.0378494341	-0.0275732686	-0.0527322383	0.0150661714	0.0225261832	0.0110045229	-0.030889567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.685788660270867	-0.157956227841797	-2.22840312389761	-1.68540061352814
-0.158222	0.153804	0.400232	0.00389509	-0.00182313	-0.00530538	0.007079	0.020141	0.00126400000000004	-0.00013354	-0.00056026	0	0.063174	0.0446686685	0.0238094045	-0.0040589197	-0.030732371	-0.0483587652	-0.0517492091	-0.0399056168	-0.016314529	0.0120792627	0.0369171367	0.0508872699	0.0498771065	0.0341840202	0.0084277735	-0.0198094581	-0.0422151417	-0.0521934471	-0.0468069407	-0.0276413132	-0.0003385804	0.0270638244	-0.0369657413	0.0071426032	0.0001181522	0.0083266937	0.0186418406	-0.0500814584	-0.0095910018	0.0223901532	0.0160544817	-0.0328208128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.936534858471297	0.032874734256214	-2.22840312389761	-1.68540061352814
-0.16668	0.135203	0.395138	0.00383049	-0.00158066	-0.00524793	-0.00845799999999999	-0.018601	-0.00509400000000004	-6.45999999999997e-05	0.00024247	5.74500000000006e-05	0.050379	0.0445503769	0.0234064185	-0.0047336909	-0.0314589057	-0.0487810905	-0.0515226647	-0.0388641751	-0.0145892291	0.0140464202	0.0384836111	0.0514180959	0.0489837722	0.0319082567	0.0052954007	-0.0229002443	-0.0442510332	-0.0523752403	-0.0448445497	-0.0239098759	0.0041714317	0.0310059033	-0.0371706005	0.01036388	-0.0124329701	-0.0342170334	-0.0069366071	-0.0108536947	0.0310124152	0.0353851674	-0.0335004218	-0.0169419851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.45298945497899	-0.609963281592073	0.448081059024295	-1.68540061352814
-0.161343	0.116027	0.382317	0.00399096	-0.00126287	-0.00530538	0.00533699999999998	-0.019176	-0.012821	0.00016047	0.00031779	-5.74500000000006e-05	0.0641195	0.044431258	0.0230016937	-0.005407671	-0.0321760928	-0.0491807684	-0.0512616758	-0.0377873696	-0.0128465907	0.0159924506	0.0399786271	0.0518333998	0.0479594708	0.0295323731	0.0021437585	-0.0258953737	-0.0460766263	-0.0522760543	-0.0426124582	-0.0200182296	0.0086504753	0.0346942175	-0.0336167077	0.0035841536	-0.0049563746	-0.0173106688	-0.0228715335	-0.0462277798	0.0052011223	0.0451851025	-0.0121578265	-0.0209395273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.456479064399369	-0.724270689178759	0.448081059024295	0.592443852028073
-0.164849	0.130629	0.377439	0.00400328	-0.00126287	-0.00530538	-0.00350599999999998	0.014602	-0.00487800000000005	1.23199999999997e-05	0	0	0.023602	0.044311314	0.0225952602	-0.0060807472	-0.0328837193	-0.0495576132	-0.0509664168	-0.0366761804	-0.0110886847	0.0179144269	0.0413994086	0.0521322486	0.0468069407	0.0270638244	-0.0010156846	-0.0287823352	-0.0476832451	-0.051896421	-0.0401240904	-0.0159924506	0.0130652981	0.0380985803	-0.0294705159	0.017340754	-0.0043798033	0.04992176	0.0081789025	0.0331256802	-0.0160230772	-0.0004680967	0.0297530961	0.0197411776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-2.54970501641236	-0.751968674205445	-2.22840312389761	0.592443852028073
-0.159944	0.136925	0.363293	0.00329912	-0.00126287	-0.00530538	0.00490499999999999	0.006296	-0.014146	-0.00070416	0	0	0.060555	0.044190547	0.0221871482	-0.006752807	-0.0335815749	-0.04991145	-0.050637085	-0.0355316183	-0.0093176004	0.0198094581	0.0427433176	0.0523139709	0.0455292636	0.0245103563	-0.0041714317	-0.0315490697	-0.0490632542	-0.0512383773	-0.0373944116	-0.0118595137	0.0173831246	0.0411911291	-0.0362241866	0.0169794502	-0.0089799894	-0.0210492565	-0.0181925652	0.0751231583	-0.0269536206	0.0002892128	-0.0331964998	-0.0135967211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-2.52531380252193	-0.509573409573727	-2.22840312389761	0.592443852028073
-0.159051	0.13101	0.368806	0.00339611	-0.00126287	-0.00530538	0.000893000000000005	-0.005915	0.00551299999999999	9.69899999999999e-05	0	0	0.0171705000000001	0.0440689593	0.021777388	-0.0074237382	-0.0342694522	-0.0502421146	-0.0502739006	-0.0343547251	-0.0075354425	0.021674694	0.0440078585	0.0523781585	0.0441298556	0.0218799809	-0.0073119995	-0.0341840202	-0.0502100954	-0.0503054532	-0.0344398384	-0.0076471118	0.0215718994	0.0439465533	-0.0333728021	0.0234973167	-0.0054886027	0.0400972322	0.0054271023	0.0138656315	-0.0082819321	0.0233578964	0.0250476578	0.0194311251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.172862535068385	-0.245984987860232	0.448081059024295	0.592443852028073
-0.164123	0.125825	0.381776	0.00383741	-0.00126287	-0.0054094	-0.00507199999999999	-0.005185	0.01297	0.0004413	0	-0.000104019999999999	0.050493	0.0439465533	0.0213660101	-0.0080934286	-0.0349471469	-0.0505494535	-0.0498771065	-0.0331465714	-0.0057443291	0.0235073292	0.0451906832	0.052324667	0.0426124582	0.0191809517	-0.0104259597	-0.0366761804	-0.0511183183	-0.0491026536	-0.03127814	-0.0033834701	0.0256005252	0.0463423012	-0.0297658334	0.0133109758	0.0043489184	-0.0122603199	-0.0079837966	0.0805971775	-0.0328380021	-0.0011673126	0.0091869098	0.0138281576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.629666808468383	0.122108051663286	0.448081059024295	0.592443852028073
-0.155237	0.15849	0.382815	0.00413886	-0.00131681	-0.00544609	0.00888600000000001	0.032665	0.00103900000000001	0.00030145	-5.39400000000002e-05	-3.66900000000007e-05	0.062194	0.043823331	0.0209530451	-0.0087617663	-0.0356144575	-0.0508333239	-0.0494469678	-0.0319082567	-0.0039463888	0.025304607	0.0462895956	0.0521536168	0.0409811285	0.0164217376	-0.0135019809	-0.03901514	-0.0517836067	-0.0476364314	-0.0279283311	0.0009028426	0.0294390937	0.0483587652	-0.0243555235	-0.0057018364	0.0007300122	-0.0036257609	0.0090762691	0.0626090534	0.0184536437	-0.0198077615	-0.0115849932	-0.0069562827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.561004547344287	-0.906842744412802	0.448081059024295	-1.68540061352814
-0.12087	0.0972517	0.390506	0.00331998	-0.00168481	-0.00551074	0.034367	-0.0612383	0.007691	-0.00081888	-0.000368	-6.46500000000003e-05	0.1658728	0.043699295	0.0205385235	-0.0094286395	-0.0362711858	-0.051093594	-0.0489837722	-0.0306409077	-0.0021437585	0.0270638244	0.047302555	0.051865392	0.0392402281	0.0136109962	-0.01652887	-0.0411911291	-0.0522027989	-0.0459146523	-0.024410558	0.0051831058	0.0330591074	0.0499794418	-0.0304686765	0.0134206919	-3.69252e-05	-0.0149927994	0.0032105502	0.063003837	0.0132249012	-0.0308009983	-0.0284289887	0.0225611113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.471895674809029	-1.07231600492407	0.448081059024295	0.592443852028073
-0.137669	0.154894	0.369609	0.00386508	-0.00134802	-0.00530538	-0.016799	0.0576423	-0.020897	0.0005451	0.00033679	0.00020536	0.1497008	0.0435744473	0.0201224762	-0.0100939368	-0.0369171367	-0.0513301431	-0.0484878293	-0.0293456776	-0.0003385804	0.0287823352	0.0482276804	0.0514606403	0.0373944116	0.010757547	-0.0194956122	-0.0431950583	-0.0523739028	-0.0439465533	-0.0207459769	0.0094286395	0.0364336915	0.0511910666	-0.0192933071	-0.0035937175	0.0027788874	-0.0223469157	-0.0197339219	0.0475685103	0.0289515454	-0.0049059858	-0.0280240372	0.0050273039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.955545675365726	-1.15177909123567	0.448081059024295	0.592443852028073
-0.134008	0.161375	0.384771	0.00407604	-0.00140465	-0.00530538	0.00366100000000002	0.00648099999999999	0.015162	0.00021096	-5.663e-05	0	0.0386835	0.0434487905	0.0197049341	-0.010757547	-0.0375521182	-0.0515428613	-0.0479594708	-0.028023745	0.0014670001	0.0304575546	0.0490632542	0.050940271	0.0354486142	0.0078703433	-0.0223914121	-0.045018557	-0.0522961052	-0.0417426926	-0.0169566271	0.0136109962	0.0395377932	0.0519837232	-0.0144210962	0.0045223512	0.0056390472	0.0211061482	0.0191822205	0.0245466081	-0.011702264	0.0223108003	0.0067597478	0.0227481288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.00558176309901	-0.513445757099638	0.448081059024295	0.592443852028073
-0.120921	0.156189	0.37583	0.00456125	-0.00166293	-0.00530538	0.013087	-0.00518599999999997	-0.00894100000000003	0.00048521	-0.00025828	0	0.0643885	0.0433223267	0.0192859283	-0.0114193591	-0.0381759417	-0.0517316498	-0.0473990497	-0.0266763128	0.0032708371	0.0320869629	0.0498077248	0.0503054532	0.0334080384	0.0049584444	-0.0252057321	-0.0466540082	-0.0519697758	-0.0393148935	-0.0130652981	0.017702152	0.0423483678	0.0523509242	-0.0022229357	-0.0165490947	0.0003561411	-0.0369091574	-0.0130542685	0.0311220863	0.0188566118	-0.001541224	-0.0325250118	0.0036032215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.544880699160327	-0.361375315663289	0.448081059024295	0.592443852028073
-0.15392	0.183612	0.260595	0.00682402	-0.00126287	-0.00563498	-0.032999	0.027423	-0.115235	0.00226277	0.00040006	-0.0003296	0.3252785	0.0431950583	0.0188654898	-0.0120792627	-0.0387884217	-0.051896421	-0.0468069407	-0.025304607	0.0050707869	0.0336681095	0.0504597097	0.0495576132	0.03127814	0.0020309873	-0.0279283311	-0.0480945804	-0.0513964655	-0.0366761804	-0.0090953929	0.021674694	0.0448445497	0.0522896643	0.0187042098	0.0108805204	0.006581348	-0.0172525311	-0.0489657422	-0.003921344	-0.0227143091	0.0311611581	-0.0037676074	0.0146209196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.894693900024065	-0.609657086821151	0.448081059024295	0.592443852028073
-0.143049	0.13884	0.298584	0.00516379	-0.00126287	-0.00577434	0.010871	-0.044772	0.0379890000000001	-0.00166023	0	-0.00013936	0.1836115	0.0430669878	0.0184436498	-0.0127371473	-0.0393893764	-0.0520370985	-0.0461835398	-0.0239098759	0.0068647103	0.0351986159	0.0510179984	0.0486984311	0.0290646136	-0.0009028426	-0.030549302	-0.0493342563	-0.0505788988	-0.0338407093	-0.0050707869	0.0255020041	0.0470078072	0.0518004449	0.0176428841	0.0206100395	0.0039661773	0.0279382553	0.0041227344	-0.0210826621	-0.0140120961	-0.0376116838	-0.0148745078	0.022587725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.731670499454219	-0.785253422521255	0.448081059024295	0.592443852028073
-0.137104	0.116499	0.329855	0.0054391	-0.00126287	-0.0053004	0.00594500000000003	-0.022341	0.031271	0.000275310000000001	0	0.000473940000000001	0.0970195	0.0429381175	0.0180204398	-0.013392903	-0.0399786271	-0.0521536168	-0.0455292636	-0.0224933884	0.0086504753	0.0366761804	0.0514815542	0.0477298374	0.0267733776	-0.0038338396	-0.0330591074	-0.0503678575	-0.0495209612	-0.0308236917	-0.0010156846	0.0291584371	0.0488220806	0.0508872699	0.0313587021	-0.0023204194	0.0038135296	0.0427105099	0.0248279733	-0.0930107798	-0.0603605101	-0.0459952083	0.0495437252	0.0144130097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.393847926975183	-0.842215065138733	0.448081059024295	0.592443852028073
-0.138848	0.143588	0.337137	0.00582023	-0.00126287	-0.00506656	-0.00174400000000005	0.027089	0.00728199999999995	0.000381129999999999	0	0.000233839999999999	0.0668635	0.0428084497	0.0175958911	-0.0140464202	-0.0405559987	-0.0522459219	-0.0448445497	-0.0210564335	0.0104259597	0.0380985803	0.0518495163	0.0466540082	0.024410558	-0.006752807	-0.0354486142	-0.0511910666	-0.0482276804	-0.0276413132	0.0030455261	0.0326194932	0.0502739006	0.0495576132	0.0296231092	-0.0203689498	0.0044475896	-0.0179588153	0.0297019222	-0.0292392566	0.0090016113	-0.0119828737	-0.0190068897	0.0093139755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.914865457372852	-0.871125628541888	0.448081059024295	-1.68540061352814
-0.124106	0.141973	0.336926	0.0056853	-0.00126287	-0.00524541	0.0147420000000001	-0.00161500000000003	-0.000210999999999961	-0.00013493	0	-0.00017885	0.032257	0.042677987	0.0171700353	-0.0146975897	-0.0411213197	-0.0523139709	-0.0441298556	-0.0196003187	0.0121890533	0.0394636764	0.0521212014	0.0454733605	0.0219824722	-0.0096505858	-0.0377091275	-0.0518004449	-0.0467052026	-0.0243106464	0.0070884207	0.0358619813	0.051352489	0.0478223571	0.0357856682	-0.0335505445	0.0121834855	-0.0557265449	-0.0001413234	-0.0629851889	0.0089003195	0.0321067931	-0.0109588075	-0.0165032874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.066966702568826	-0.541300681529016	0.448081059024295	0.592443852028073
-0.12552	0.146387	0.321135	0.00573185	-0.00126287	-0.00507015	-0.001414	0.00441399999999997	-0.015791	4.65500000000002e-05	0	0.00017526	0.0327095	0.0425467316	0.016742904	-0.0153463027	-0.0416744222	-0.0523577323	-0.0433856593	-0.018126369	0.0139376608	0.0407694154	0.0522961052	0.044190547	0.0194956122	-0.0125180835	-0.0398324213	-0.0521934471	-0.0449607632	-0.0208495594	0.0110886847	0.0388641751	0.0520498384	0.0456957037	0.0466617215	-0.0222528561	0.0082884872	0.0047115263	0.0251513958	-0.0504685679	0.0268295016	0.0141512477	-0.0312904534	0.0236448635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.609224210191689	-0.455697491592989	0.448081059024295	0.592443852028073
