"trans_x"	"trans_y"	"trans_z"	"rot_x"	"rot_y"	"rot_z"	"trans_x_derivative1"	"trans_y_derivative1"	"trans_z_derivative1"	"rot_x_derivative1"	"rot_y_derivative1"	"rot_z_derivative1"	"framewise_displacement"	"cosine00"	"cosine01"	"cosine02"	"cosine03"	"cosine04"	"cosine05"	"cosine06"	"cosine07"	"cosine08"	"cosine09"	"cosine10"	"cosine11"	"cosine12"	"cosine13"	"cosine14"	"cosine15"	"cosine16"	"cosine17"	"cosine18"	"cosine19"	"cosine20"	"t_comp_cor_00"	"t_comp_cor_01"	"t_comp_cor_02"	"t_comp_cor_03"	"t_comp_cor_04"	"a_comp_cor_00"	"a_comp_cor_01"	"a_comp_cor_02"	"a_comp_cor_03"	"a_comp_cor_04"	"motion_outlier01"	"motion_outlier02"	"motion_outlier03"	"motion_outlier04"	"motion_outlier05"	"motion_outlier06"	"motion_outlier07"	"motion_outlier08"	"motion_outlier09"	"motion_outlier10"	"motion_outlier11"	"motion_outlier12"	"motion_outlier13"	"motion_outlier14"	"motion_outlier15"	"motion_outlier16"	"motion_outlier17"	"motion_outlier18"	"motion_outlier19"	"motion_outlier20"	"motion_outlier21"	"motion_outlier22"	"motion_outlier23"	"motion_outlier24"	"motion_outlier25"	"motion_outlier26"	"motion_outlier27"	"motion_outlier28"	"motion_outlier29"	"motion_outlier30"	"motion_outlier31"	"motion_outlier32"	"motion_outlier33"	"motion_outlier34"	"motion_outlier35"	"motion_outlier36"	"motion_outlier37"	"motion_outlier38"	"motion_outlier39"	"motion_outlier40"	"motion_outlier41"	"motion_outlier42"	"motion_outlier43"	"motion_outlier44"	"motion_outlier45"	"motion_outlier46"	"motion_outlier47"	"motion_outlier48"	"motion_outlier49"	"motion_outlier50"	"motion_outlier51"	"motion_outlier52"	"motion_outlier53"	"motion_outlier54"	"motion_outlier55"	"motion_outlier56"	"motion_outlier57"	"motion_outlier58"	"motion_outlier59"	"motion_outlier60"	"motion_outlier61"	"motion_outlier62"	"motion_outlier63"	"motion_outlier64"	"motion_outlier65"	"motion_outlier66"	"motion_outlier67"	"motion_outlier68"	"motion_outlier69"	"motion_outlier70"	"motion_outlier71"	"motion_outlier72"	"motion_outlier73"	"volume_z"	"luminance_z"	"speech_z"	"face_z"
0.0820356	0.0397062	-0.354219	0.00437131	-0.00411749	-0.00317659	0.0002495	0.026176	0.00995000000000001	-0.00011186	0.00083691	0.00030297	0.0989625000000001	0.0368369888	-0.0005642937	-0.0376307102	-0.0523661213	-0.0360261653	0.0016926191	0.0384069609	0.0523296507	0.0351986159	-0.0028201586	-0.0391653804	-0.0522688852	-0.0343547251	0.0039463888	0.0399056168	0.0521838529	0.0334948844	-0.0050707869	-0.0406273263	-0.0520745933	-0.0326194932	-0.019558208	0.0277095577	-0.0215877248	-0.0007259387	0.0117077589	0.0147248755	-0.0025747554	0.0266591784	0.0052955952	-0.0433177712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.340315252178106	1.08681114643417	0.448081059024295	-1.68540061352814
0.0418837	0.0590491	-0.291232	0.0046255	-0.0035898	-0.00385708	-0.0401519	0.0193429	0.062987	0.00025419	0.000527689999999999	-0.00068049	0.1956003	0.0366761804	-0.0010156846	-0.0380985803	-0.0523388891	-0.0351986159	0.0030455261	0.0394636764	0.0522207755	0.0336681095	-0.0050707869	-0.0407694154	-0.0520241169	-0.0320869629	0.0070884207	0.0420138333	0.0517492091	0.0304575546	-0.0090953929	-0.0431950583	-0.0513964655	-0.0287823352	-0.0302889915	0.0315581829	-0.0156650804	-0.0220747233	0.0402463153	0.0309726513	0.0019176888	0.0051181487	-0.001587055	-0.0287791844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.547219317996264	1.69612636779601	0.448081059024295	-1.68540061352814
0.326537	0.0205198	-0.325263	0.00515614	-0.0036623	-0.000607438	0.2846533	-0.0385293	-0.034031	0.00053064	-7.25000000000001e-05	0.003249642	0.5498527	0.0365146908	-0.0014670001	-0.0385600826	-0.0522961052	-0.0343547251	0.0043963972	0.0404844828	0.0520498384	0.0320869629	-0.0073119995	-0.0422818529	-0.0516402525	-0.0297185201	0.0102046586	0.0439465533	0.0510686325	0.027256828	-0.0130652981	-0.0454733605	-0.0503367722	-0.024709611	-0.0253340585	0.0420993986	-0.0070282988	-0.0031695725	0.0124948715	0.0141700271	0.0060035799	0.0168824125	0.0488314486	-0.012989003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.127793903059427	2.21405171954045	0.448081059024295	-1.68540061352814
0.309885	0.00841179	-0.617319	0.00910833	-0.00407345	-0.00260833	-0.016652	-0.01210801	-0.292056	0.00395219	-0.00041115	-0.002000892	0.63902761	0.036352523	-0.0019182066	-0.03901514	-0.0522377823	-0.0334948844	0.0057443291	0.0414684511	0.0518170426	0.0304575546	-0.0095396348	-0.043699295	-0.0511183183	-0.027256828	0.0132837629	0.0456957037	0.0501453577	0.0239098759	-0.0169566271	-0.047446967	-0.0489033805	-0.0204346535	-0.0005647202	-0.03757208	0.0156465022	-0.0104476112	-0.0383901318	-0.0089475089	0.029151055	-0.0306191086	-0.0130710668	0.05306798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.582825467889811	2.20514063040013	0.448081059024295	-1.68540061352814
0.280484	0.179369	-0.588796	0.0109691	-0.00366863	-0.00197604	-0.029401	0.17095721	0.028523	0.00186077	0.00040482	0.00063229	0.37377521	0.0361896802	-0.0023692706	-0.0394636764	-0.0521639377	-0.0326194932	0.0070884207	0.0424146861	0.0515226647	0.0287823352	-0.0117495564	-0.045018557	-0.0504597097	-0.024709611	0.016314529	0.0472539781	0.0489837722	0.0204346535	-0.0207459769	-0.0491026536	-0.0471069319	-0.0159924506	-0.0310569799	-0.0366413919	0.005656539	0.000416345	-0.0209933546	-0.0167440389	-0.0144057228	0.0047952379	-0.0294746482	-0.0189693951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.027240675199235	1.14188762471507	0.448081059024295	-1.68540061352814
0.243821	0.0940209	-0.523712	0.0102574	-0.00367919	-0.00179518	-0.036663	-0.0853481	0.065084	-0.000711700000000001	-1.05600000000002e-05	0.00018086	0.2322511	0.0360261653	-0.0028201586	-0.0399056168	-0.0520745933	-0.0317289578	0.0084277735	0.0433223267	0.0511670547	0.0270638244	-0.0139376608	-0.046236675	-0.0496661877	-0.0220848615	0.0192859283	0.0486148674	0.0475893965	0.0168498047	-0.024410558	-0.0504293264	-0.0449607632	-0.0114193591	-0.0148121616	-0.01278011	0.0017387939	0.0014171987	-0.0323958907	-0.0189042936	0.000655606	-0.0083893365	0.0129177499	0.003133914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.351155177490979	0.776667209088688	0.448081059024295	-1.68540061352814
0.234272	0.111174	-0.450605	0.00929384	-0.00351012	-0.00192138	-0.00954900000000003	0.0171531	0.0731069999999999	-0.00096356	0.00016907	-0.0001262	0.1627506	0.0358619813	-0.0032708371	-0.0403408874	-0.0519697758	-0.0308236917	0.0097614921	0.044190547	0.050750635	0.025304607	-0.016099885	-0.0473509122	-0.048739874	-0.0193908153	0.0221871482	0.049772687	0.0459688572	0.0131745611	-0.0279283311	-0.0514180959	-0.0424808075	-0.006752807	-0.03480199	-0.0074202608	-0.0040821876	-0.0160282145	0.0229929093	0.0089279909	0.0086567858	0.02897962	-0.017070851	-0.0265584513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.334771759992585	0.443790137560736	0.448081059024295	-1.68540061352814
0.23443	0.148242	-0.616403	0.0164238	-0.00307989	-0.00240687	0.000158000000000047	0.037068	-0.165798	0.00712996	0.00043023	-0.00048549	0.605308	0.0356971313	-0.0037212726	-0.0407694154	-0.0518495163	-0.0299041152	0.0110886847	0.045018557	0.0502739006	0.0235073292	-0.0182322141	-0.0483587652	-0.0476832451	-0.0166359256	0.0250076315	0.0507226006	0.0441298556	0.0094286395	-0.03127814	-0.0520623368	-0.0396854757	-0.0020309873	-0.0614692736	-0.0472845031	0.0507029185	0.0148094915	-0.0222755969	-0.0073170626	0.0425741076	0.0070273212	-0.0230903542	-0.0262504694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.72793073014537	1.97562467088098	0.448081059024295	-1.68540061352814
0.234198	0.108518	-0.573279	0.0147502	-0.00375217	-0.00229537	-0.000232000000000038	-0.039724	0.0431239999999999	-0.00167359999999999	-0.00067228	0.0001115	0.205949	0.0355316183	-0.0041714317	-0.0411911291	-0.0517138504	-0.0289706552	0.0124084642	0.0458056033	0.0497374181	0.021674694	-0.0203306886	-0.0492579697	-0.0464991262	-0.0138288366	0.0277371148	0.0514606403	0.0420811315	0.0056321357	-0.0344398384	-0.0523577323	-0.0365955205	0.0027074549	-0.0554237147	-0.0400246917	0.0313224677	0.0129204451	-0.0161159345	-0.0138580509	-0.0018378288	-0.0049247945	-0.0294469436	-0.0297601211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.97328268272139	2.3518796096548	0.448081059024295	-1.68540061352814
0.234153	0.103474	-0.510159	0.0137685	-0.0039786	-0.00229537	-4.49999999999617e-05	-0.00504400000000001	0.06312	-0.000981700000000002	-0.000226430000000001	0	0.1286155	0.0353654455	-0.004621281	-0.0416059582	-0.0515628185	-0.028023745	0.0137199483	0.0465509697	0.0491418251	0.0198094581	-0.0223914121	-0.0500465054	-0.0451906832	-0.0109783563	0.0303656657	0.0519837232	0.0398324213	0.001805417	-0.0373944116	-0.0523023033	-0.0332338815	0.0074237382	-0.0486093642	-0.0328629321	0.0276218727	0.0013072201	-0.0015292449	0.0022742218	0.0110858996	0.0116850103	-0.0155840289	-0.0424145505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.264158791564711	2.33343930388597	0.448081059024295	-1.68540061352814
0.234267	0.0874162	-0.487076	0.0131369	-0.00369068	-0.00235142	0.000113999999999975	-0.0160578	0.023083	-0.000631599999999994	0.000287920000000001	-5.60499999999998e-05	0.0880333	0.0351986159	-0.0050707869	-0.0420138333	-0.0513964655	-0.0270638244	0.0150222601	0.0472539781	0.0484878293	0.0179144269	-0.024410558	-0.0507226006	-0.0437614146	-0.0080934286	0.0328837193	0.0522896643	0.0373944116	-0.0020309873	-0.0401240904	-0.051896421	-0.0296255153	0.0120792627	-0.050791825	-0.0242288448	0.0251996304	0.0023152726	-0.0056410576	0.0061824472	0.0113632454	0.0093305915	-0.0135668134	-0.0356929277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.173433463068909	2.38781315680539	0.448081059024295	-1.68540061352814
0.251568	0.109209	-0.479714	0.0127054	-0.00381341	-0.00222252	0.017301	0.0217928	0.00736199999999998	-0.000431500000000005	-0.00012273	0.0001289	0.0806123	0.0350311327	-0.0055199161	-0.0424146861	-0.0512148408	-0.0260913389	0.016314529	0.0479139886	0.0477762082	0.0159924506	-0.0263843771	-0.0512847364	-0.0422151417	-0.0051831058	0.0352821126	0.0523771858	0.0347786889	-0.0058564958	-0.0426124582	-0.0511428052	-0.0257972105	0.0166359256	-0.0424409446	-0.0230724373	0.0228482737	-0.003242244	0.0034995145	-0.0084300465	-0.0095439924	-0.0063941332	-0.0048425883	-0.0216682078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.44407939164953	2.3679333586163	0.448081059024295	-1.68540061352814
0.223105	0.134647	-0.476588	0.0116588	-0.00402172	-0.00264205	-0.0284629999999999	0.025438	0.00312600000000002	-0.0010466	-0.00020831	-0.00041953	0.140749	0.0348629988	-0.0059686353	-0.0428084497	-0.0510179984	-0.0251067401	0.0175958911	0.0485304007	0.0470078072	0.0140464202	-0.0283092043	-0.0517316498	-0.0405559987	-0.0022565198	0.0375521182	0.0522459219	0.0319976841	-0.0096505858	-0.0448445497	-0.0500465054	-0.021777388	0.0210564335	-0.0274419073	-0.0195236716	0.0080030894	0.0083673408	-0.0149666923	-0.0073260843	-0.0343589525	-0.0274806282	-0.0104911678	-0.0045572025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.086452310241597	1.39498793328898	0.448081059024295	-1.68540061352814
0.21039	0.116285	-0.398583	0.0107646	-0.00362376	-0.00250916	-0.012715	-0.0183619999999999	0.078005	-0.000894199999999998	0.00039796	0.00013289	0.1803345	0.0346942175	-0.0064169112	-0.0431950583	-0.0508059967	-0.024110485	0.0188654898	0.0491026536	0.0461835398	0.0120792627	-0.0301814655	-0.0520623368	-0.0387884217	0.0006771467	0.0396854757	0.051896421	0.0290646136	-0.013392903	-0.0468069407	-0.0486148674	-0.0175958911	0.025304607	-0.0350646483	0.0030959699	0.0142229261	0.0020374286	0.0022553395	0.0061852053	-0.0420999717	-0.0461711414	0.0325257725	-0.0022406944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.417706920420637	1.19461258037372	0.448081059024295	0.592443852028073
0.206124	0.133609	-0.391274	0.0103734	-0.00367583	-0.00229537	-0.00426600000000005	0.017324	0.00730900000000001	-0.000391200000000001	-5.207e-05	0.00021379	0.061752	0.0345247919	-0.0068647103	-0.0435744473	-0.0505788988	-0.0231030362	0.0201224762	0.0496302266	0.0453043854	0.0100939368	-0.0319976841	-0.0522760543	-0.0369171367	0.0036086884	0.0416744222	0.0513301431	0.0259934166	-0.0170633708	-0.0484878293	-0.0468574839	-0.0132837629	0.0293456776	-0.0306834965	0.0060439031	0.0055090122	-0.005656401	0.0062032913	0.0119685625	-0.0328913485	-0.0187609701	0.017230867	0.0006276189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.06168615372076	0.509919375286958	0.448081059024295	-1.68540061352814
0.196881	0.144793	-0.427461	0.00981881	-0.00432984	-0.00210631	-0.00924299999999997	0.011184	-0.036187	-0.000554589999999999	-0.00065401	0.00018906	0.126497	0.0343547251	-0.0073119995	-0.0439465533	-0.0503367722	-0.0220848615	0.0213660101	0.0501126395	0.044371389	0.0080934286	-0.0337544877	-0.0523723222	-0.0349471469	0.0065289069	0.0435117199	0.0505494535	0.0227986886	-0.0206422981	-0.0498771065	-0.0447861304	-0.0088730165	0.0331465714	-0.0076213138	0.0001789082	-0.0024174346	-0.005528628	-0.0264365709	-0.0050807424	-0.0135615509	0.0117504845	-0.0145533852	0.0118040294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.932103677711875	-0.042614819992885	0.448081059024295	-1.68540061352814
0.189969	0.138149	-0.312892	0.00752526	-0.00416731	-0.00162272	-0.006912	-0.00664400000000001	0.114569	-0.00229355	0.00016253	0.00048359	0.2751085	0.0341840202	-0.0077587455	-0.044311314	-0.0500796887	-0.0210564335	0.0225952602	0.0505494535	0.0433856593	0.0060807472	-0.0354486142	-0.0523509242	-0.0328837193	0.0094286395	0.0451906832	0.0495576132	0.0194956122	-0.024110485	-0.0509664168	-0.0424146861	-0.0043963972	0.0366761804	-0.0185917538	0.030922762	-0.0017628113	-0.0237553784	0.0135916722	0.0119571233	0.0079985332	0.0589143922	0.0138279352	-0.0111758797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.26404704169867	-0.073641587691096	0.448081059024295	-1.68540061352814
0.21263	0.138247	-0.260873	0.00752526	-0.00449101	-0.00198753	0.022661	9.80000000000147e-05	0.052019	0	-0.000323700000000001	-0.00036481	0.1092035	0.0340126806	-0.0082049152	-0.0446686685	-0.0498077248	-0.0200182296	0.0238094045	0.050940271	0.0423483678	0.0040589197	-0.0370769179	-0.0522119084	-0.030732371	0.0122987873	0.0467052026	0.0483587652	0.016099885	-0.0274493255	-0.0517492091	-0.0397590408	0.0001128608	0.0399056168	-0.0152540916	0.0410218407	0.0109820347	-0.0144067708	0.0224199053	0.0118590238	-0.0055560584	0.02263928	0.0427932547	-0.011196237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.234490599821451	-0.00594620217558	0.448081059024295	-1.68540061352814
0.232675	0.162892	-0.314471	0.00844806	-0.00428233	-0.00212269	0.020045	0.024645	-0.053598	0.000922800000000002	0.00020868	-0.00013516	0.16162	0.0338407093	-0.0086504753	-0.045018557	-0.0495209612	-0.018970732	0.0250076315	0.0512847364	0.0412607473	0.0020309873	-0.0386363752	-0.0519555872	-0.028498854	0.0151303447	0.0480497669	0.0469579174	0.0126276447	-0.0306409077	-0.0522207755	-0.0368369888	0.004621281	0.0428084497	-0.0170816507	0.0211030444	0.0110405313	0.0056469526	0.0054601551	0.0039553269	-0.02876165	0.0023927871	0.0317557734	-0.035764771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01495799191011	0.134740838535525	0.448081059024295	-1.68540061352814
0.269689	0.126322	-0.332029	0.00838827	-0.00487977	-0.0019453	0.037014	-0.03657	-0.017558	-5.97900000000023e-05	-0.00059744	0.00017739	0.132873	0.0336681095	-0.0090953929	-0.0453609212	-0.0492194833	-0.0179144269	0.02618914	0.0515825363	0.0401240904	0	-0.0401240904	-0.0515825363	-0.02618914	0.0179144269	0.0492194833	0.0453609212	0.0090953929	-0.0336681095	-0.0523782801	-0.0336681095	0.0090953929	0.0453609212	0.0002054317	0.0211425508	0.0113991812	-0.0076618291	-0.0127182623	0.0069636977	-0.0147234429	-0.0064932992	0.0329021972	0.0097360827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.11581460606295	0.006116381240437	0.448081059024295	-1.68540061352814
0.252645	0.130909	-0.316747	0.00803057	-0.00481815	-0.00179958	-0.017044	0.00458700000000001	0.015282	-0.000357699999999997	6.16200000000001e-05	0.00014572	0.065165	0.0334948844	-0.0095396348	-0.0456957037	-0.0489033805	-0.0168498047	0.0273531403	0.0518333998	0.0389397479	-0.0020309873	-0.0415373011	-0.051093594	-0.0238094045	0.0206422981	0.0502100954	0.0435744473	0.0055199161	-0.0365146908	-0.0522207755	-0.0302736359	0.0135019809	0.0475421407	-0.0026597057	0.0313272114	0.0003511083	-0.0213436952	0.0055075177	-0.0084855041	0.0064065051	0.0386524193	0.0090251911	-0.0130432948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.127899116302312	-0.179795992098825	0.448081059024295	-1.68540061352814
0.21544	0.140787	-0.393187	0.0110722	-0.00469276	-0.00264007	-0.037205	0.009878	-0.07644	0.00304163	0.00012539	-0.00084049	0.3238985	0.0333210373	-0.009983168	-0.0460228486	-0.0485727468	-0.0157773596	0.028498854	0.0520370985	0.0377091275	-0.0040589197	-0.0428733831	-0.0504898588	-0.0213660101	0.0233053991	0.0510179984	0.0416059582	0.0019182066	-0.0391653804	-0.0517492091	-0.0266763128	0.0178083308	0.0493342563	-0.0178667551	-0.0079052103	0.0123028624	-0.0198526512	0.0143512877	0.0030618603	0.0067491237	0.0088554971	0.0030661404	-0.0140114014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.493989332530674	-0.679935040225727	0.448081059024295	-1.68540061352814
0.236536	0.157963	-0.424313	0.0110248	-0.00482323	-0.00275837	0.021096	0.017176	-0.031126	-4.74000000000013e-05	-0.000130470000000001	-0.0001183	0.0842065000000001	0.0331465714	-0.0104259597	-0.0463423012	-0.0482276804	-0.0146975897	0.0296255153	0.0521934471	0.0364336915	-0.0060807472	-0.0441298556	-0.049772687	-0.0188654898	0.0258953737	0.0516402525	0.0394636764	-0.0016926191	-0.0416059582	-0.0509664168	-0.0229002443	0.0219824722	0.0507226006	-0.002056769	-0.0026993745	0.0144101982	0.0051216521	-0.007579079	-0.0016907364	0.0160801809	0.0264447299	-0.01742977	-0.043044503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.05045612048195	0.040318665580857	0.448081059024295	-1.68540061352814
0.231336	0.13858	-0.424185	0.00972793	-0.0047677	-0.00234535	-0.00520000000000001	-0.019383	0.000127999999999961	-0.00129687	5.55300000000007e-05	0.00041302	0.112982	0.0329714899	-0.0108679768	-0.0466540082	-0.0478682839	-0.0136109962	0.030732371	0.0523023033	0.0351149558	-0.0080934286	-0.0453043854	-0.04894369	-0.016314529	0.0284040951	0.0520745933	0.0371565505	-0.0052954007	-0.043823331	-0.0498771065	-0.018970732	0.0259934166	0.0516958108	0.0151422516	0.0034426075	0.0040998718	-0.0015399461	-0.0120488949	-0.0007748126	0.0072448748	0.0171105444	-0.0022208182	-0.0091195371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.563399543186377	0.263878108049985	0.448081059024295	0.592443852028073
0.208746	0.115553	-0.398692	0.0090569	-0.00500445	-0.00221146	-0.02259	-0.023027	0.025493	-0.00067103	-0.00023675	0.00013389	0.1231935	0.0327957961	-0.0113091867	-0.0469579174	-0.0474946641	-0.0125180835	0.0318186811	0.0523635681	0.0337544877	-0.0100939368	-0.0463947917	-0.0480047303	-0.0137199483	0.0308236917	0.0523194405	0.0346942175	-0.0088730165	-0.0458056033	-0.0484878293	-0.0149141057	0.0298113868	0.0522459219	0.0204538394	0.0027031744	-0.0079286432	-0.0078443839	-0.0143156475	0.0059151332	-0.0075610164	0.0166372913	-0.0221170172	-0.0116394833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.280065379503888	0.758435992981109	0.448081059024295	0.592443852028073
