"trans_x"	"trans_y"	"trans_z"	"rot_x"	"rot_y"	"rot_z"	"trans_x_derivative1"	"trans_y_derivative1"	"trans_z_derivative1"	"rot_x_derivative1"	"rot_y_derivative1"	"rot_z_derivative1"	"framewise_displacement"	"cosine00"	"cosine01"	"cosine02"	"cosine03"	"cosine04"	"cosine05"	"cosine06"	"cosine07"	"cosine08"	"cosine09"	"cosine10"	"cosine11"	"cosine12"	"cosine13"	"cosine14"	"cosine15"	"cosine16"	"cosine17"	"cosine18"	"cosine19"	"cosine20"	"t_comp_cor_00"	"t_comp_cor_01"	"t_comp_cor_02"	"t_comp_cor_03"	"t_comp_cor_04"	"a_comp_cor_00"	"a_comp_cor_01"	"a_comp_cor_02"	"a_comp_cor_03"	"a_comp_cor_04"	"motion_outlier01"	"motion_outlier02"	"motion_outlier03"	"motion_outlier04"	"motion_outlier05"	"volume_z"	"luminance_z"	"speech_z"	"face_z"
-0.0289422	-0.0206871	-0.0261888	0.00038198	-1.57585e-05	-0.000593753	-5.4499999999999e-05	0.0215211	0.0411397	-3.2584e-05	-5.36268e-05	0.000263052	0.08017844	0.052324667	0.0521639377	0.051896421	0.0515226647	0.051043434	0.0504597097	0.049772687	0.0489837722	0.0480945804	0.0471069319	0.0460228486	0.0448445497	0.0435744473	0.0422151417	0.0407694154	0.0392402281	0.0376307102	0.0359441567	0.0341840202	0.032353904	0.0304575546	-0.0481259767	0.0285128722	-0.0028785589	0.0505269526	-0.0264008724	0.0202933574	-0.0532058389	-0.0033198768	-0.054383526	-0.0062615237	0	0	0	0	0	0	0	0	0
-0.0179715	-0.0421932	-0.0212186	0.000518007	-0.00063066	-0.000737437	0.0109707	-0.0215061	0.0049702	0.000136027	-0.0006149015	-0.000143684	0.082177625	0.0523139709	0.0521212014	0.0518004449	0.051352489	0.0507784337	0.0500796887	0.0492579697	0.0483152946	0.0472539781	0.0460766263	0.0447861304	0.0433856593	0.0418786518	0.0402688086	0.0385600826	0.0367566699	0.0348629988	0.0328837193	0.0308236917	0.0286879745	0.0264818121	0.0415634243	-0.0198368626	-0.01030653	0.0438656127	-0.046781265	0.0198033599	0.0339245342	-0.0672832748	0.0097558341	0.028570979	0	0	0	0	0	0	0	0	0
-0.00578108	-0.0421978	-0.0429207	0.000948529	-0.000568155	-0.000487436	0.01219042	-4.60000000000738e-06	-0.0217021	0.000430522	6.2505e-05	0.000250001	0.07104852	0.0523023033	0.0520745933	0.0516958108	0.0511670547	0.0504898588	0.0496661877	0.0486984311	0.0475893965	0.0463423012	0.0449607632	0.0434487905	0.0418107693	0.0400514517	0.0381759417	0.0361896802	0.0340984296	0.0319082567	0.0296255153	0.027256828	0.0248090665	0.0222893319	0.03859405	0.0017101676	-0.0339364197	-0.0138297875	-0.0185237301	-0.0207563427	0.0322553634	-0.0145213891	0.033792731	0.0190538579	0	0	0	0	0	0	0	0	0
-0.0141003	-0.0282528	-0.0644401	0.000512175	-0.000374637	-0.000737437	-0.00831922	0.013945	-0.0215194	-0.000436354	0.000193518	-0.000250001	0.08777727	0.0522896643	0.0520241169	0.0515825363	0.0509664168	0.050177843	0.0492194833	0.0480945804	0.0468069407	0.0453609212	0.0437614146	0.0420138333	0.0401240904	0.0380985803	0.0359441567	0.0336681095	0.03127814	0.0287823352	0.02618914	0.0235073292	0.0207459769	0.0179144269	-0.0344689745	0.0352607381	-0.0545370342	0.003364887	-0.0274274292	-0.0243756915	-0.0538923145	-0.0166709142	0.0277447603	-0.0024274966	0	0	0	0	0	0	0	0	0
-0.0215694	0.00785904	-0.0642989	0.00142647	-0.000309718	-0.000487436	-0.0074691	0.03611184	0.000141199999999994	0.000914295000000001	6.4919e-05	0.000250001	0.10518289	0.0522760543	0.0519697758	0.0514606403	0.050750635	0.0498425313	0.048739874	0.047446967	0.0459688572	0.044311314	0.0424808075	0.0404844828	0.0383301323	0.0360261653	0.0335815749	0.0310059033	0.0283092043	0.0255020041	0.0225952602	0.0196003187	0.01652887	0.013392903	-0.0296312694	0.0277780705	-0.0331801087	0.0423435257	-0.0586237191	0.0216103628	-0.0667766638	-0.0570706044	-0.0052957208	0.0041805009	0	0	0	0	0	0	0	0	0
-0.0215588	-0.0145153	0.00141019	0.00118374	-0.000394193	-0.000487436	1.0600000000003e-05	-0.02237434	0.06570909	-0.000242730000000001	-8.4475e-05	0	0.10445428	0.0522614734	0.0519115742	0.0513301431	0.0505197734	0.0494840794	0.0482276804	0.0467561802	0.0450761418	0.0431950583	0.0411213197	0.0388641751	0.0364336915	0.0338407093	0.0310967934	0.028214182	0.0252057321	0.0220848615	0.0188654898	0.0155619757	0.0121890533	0.0087617663	0.0485494289	-0.0018796173	-0.0278237443	0.0177082853	-0.0556925367	-0.0084841977	0.0446631335	-0.0830747279	-0.0188928228	0.0128188801	0	0	0	0	0	0	0	0	0
-0.0104906	-0.00901927	-0.0114481	0.00148109	9.04619e-05	-0.000487436	0.0110682	0.00549603	-0.01285829	0.00029735	0.0004846549	0	0.068522765	0.0522459219	0.0518495163	0.0511910666	0.0502739006	0.0491026536	0.0476832451	0.0460228486	0.0441298556	0.0420138333	0.0396854757	0.0371565505	0.0344398384	0.0315490697	0.028498854	0.025304607	0.0219824722	0.0185492395	0.0150222601	0.0114193591	0.0077587455	0.0040589197	0.0184640257	0.0411999751	-0.0214393846	-0.0298722144	-0.0296552524	-0.0365620346	0.0192775823	-0.0335592208	0.0156101736	-0.0119610752	0	0	0	0	0	0	0	0	0
0.039733	-0.0236986	-0.0165953	0.00186184	-4.55837e-05	0.000730209	0.0502236	-0.01467933	-0.0051472	0.00038075	-0.0001360456	0.001217645	0.15677216	0.0522294002	0.0517836067	0.051043434	0.0500130897	0.0486984311	0.0471069319	0.0452476394	0.0431311232	0.0407694154	0.0381759417	0.0353654455	0.032353904	0.0291584371	0.0257972105	0.0222893319	0.018654743	0.0149141057	0.0110886847	0.0072002268	0.0032708371	-0.0006771467	-0.0114456453	0.0207913534	-0.0534161625	0.0276663986	-0.0249146595	0.0040736266	-0.0401986198	-0.0373486192	-0.0065880489	0.0017274848	0	0	0	0	0	0	0	0	0
0.0384381	-0.00758549	-0.0127588	0.0013182	0.000125007	0.000340805	-0.0012949	0.01611311	0.0038365	-0.00054364	0.0001705907	-0.000389404	0.076426245	0.0522119084	0.0517138504	0.0508872699	0.0497374181	0.0482715996	0.0464991262	0.044431258	0.0420811315	0.0394636764	0.0365955205	0.0334948844	0.0301814655	0.0266763128	0.0230016937	0.0191809517	0.015238359	0.0111989617	0.0070884207	0.0029328492	-0.0012413539	-0.005407671	0.0459085771	-0.0047785127	-0.0402173562	-0.0273494675	-0.0134242427	-0.0086024002	0.0049174573	-0.051306939	0.0302904122	0.0166026304	0	0	0	0	0	0	0	0	0
0.0158336	0.012357	-0.0496969	0.00116542	0.00026885	0.000213249	-0.0226045	0.01994249	-0.0369381	-0.00015278	0.000143843	-0.000127556	0.10069404	0.0521934471	0.0516402525	0.0507226006	0.0494469678	0.0478223571	0.0458602343	0.0435744473	0.0409811285	0.0380985803	0.0349471469	0.0315490697	0.0279283311	0.024110485	0.0201224762	0.0159924506	0.0117495564	0.0074237382	0.0030455261	-0.0013541801	-0.0057443291	-0.0100939368	-0.0394828758	0.0278536745	-0.0089293088	0.0098665362	0.0115258155	-0.0145777101	-0.0372617315	0.0216193196	-0.0751974725	-0.0418226885	0	0	0	0	0	0	0	0	0
-0.00508766	0.00428359	0.00132241	0.000203152	0.000222538	-0.000264148	-0.02092126	-0.00807341	0.05101931	-0.000962268	-4.6312e-05	-0.000477397	0.15431283	0.0521740164	0.0515628185	0.0505494535	0.0491418251	0.0473509122	0.0451906832	0.042677987	0.0398324213	0.0366761804	0.0332338815	0.0295323731	0.0256005252	0.0214690046	0.0171700353	0.0127371473	0.0082049152	0.0036086884	-0.0010156846	-0.0056321357	-0.0102046586	-0.0146975897	0.0255643894	0.0018700636	-0.0101933327	0.0752987911	9.94163e-05	0.043287389	0.0142067552	-0.041008961	0.0175156082	0.0314039142	0	0	0	0	0	0	0	0	0
0.0115141	-0.0327597	-0.0135631	0.000615424	-0.00063066	-0.000231285	0.01660176	-0.03704329	-0.01488551	0.000412272	-0.000853198	3.2863e-05	0.13344721	0.0521536168	0.0514815542	0.0503678575	0.0488220806	0.0468574839	0.0444909208	0.0417426926	0.0386363752	0.0351986159	0.0314589057	0.0274493255	0.0232042715	0.0187601599	0.0141551145	0.0094286395	0.004621281	-0.0002257211	-0.0050707869	-0.009872353	-0.0145892291	-0.0191809517	0.0510217479	0.0308403559	-0.0202819723	-0.0351672315	-0.0079762859	-0.056427044	0.0372621248	-0.0284601889	-0.0731608524	-0.010813434	0	0	0	0	0	0	0	0	0
0.0115309	0.0179295	-0.0440653	0.000355558	-0.000343912	-0.000270691	1.67999999999991e-05	0.0506892	-0.0305022	-0.000259866	0.000286748	-3.9406e-05	0.1105092	0.0521322486	0.0513964655	0.050177843	0.0484878293	0.0463423012	0.0437614146	0.0407694154	0.0373944116	0.0336681095	0.0296255153	0.025304607	0.0207459769	0.0159924506	0.0110886847	0.0060807472	0.0010156846	-0.0040589197	-0.0090953929	-0.0140464202	-0.0188654898	-0.0235073292	-0.0322362201	0.0512219366	-0.0325816076	-0.0139136208	-0.02420936	-0.0075414757	-0.051093487	-0.034213368	0.0222479902	0.0048751259	0	0	0	0	0	0	0	0	0
0.0114733	-0.00903098	-0.0286755	6.32475e-05	-0.000139106	0.000204291	-5.76000000000014e-05	-0.02696048	0.0153898	-0.0002923105	0.000204806	0.000474982	0.091012805	0.0521099123	0.0513075588	0.0499794418	0.0481391707	0.0458056033	0.0430026525	0.0397590408	0.0361080066	0.0320869629	0.0277371148	0.0231030362	0.0182322141	0.0131745611	0.0079819045	0.0027074549	-0.0025947387	-0.0078703433	-0.0130652981	-0.018126369	-0.0230016937	-0.0276413132	-0.0003031531	0.01847953	0.0164340661	0.0270156206	-0.0144153206	0.0405756541	-0.0144195682	-0.025025323	0.0137760724	0.0265296098	0	0	0	0	0	0	0	0	0
-0.00488572	-0.025311	0.00391614	-0.000903906	-0.00063066	0.00015229	-0.01635902	-0.01628002	0.03259164	-0.0009671535	-0.000491554	-5.2001e-05	0.140766105	0.0520866082	0.0512148408	0.049772687	0.0477762082	0.0452476394	0.0422151417	0.0387124883	0.0347786889	0.0304575546	0.0257972105	0.0208495594	0.015669704	0.0103153331	0.0048460789	-0.0006771467	-0.0061928308	-0.0116395445	-0.0169566271	-0.0220848615	-0.0269671338	-0.0315490697	0.0599260699	-0.015670286	0.0262613342	0.0031204705	0.0423949015	0.0065030665	0.0620889755	0.003691373	-0.0112030361	0.0321711776	0	0	0	0	0	0	0	0	0
0.00589965	-0.0253012	-0.0264389	-0.000641147	-5.6132e-06	0.000204291	0.01078537	9.80000000000078e-06	-0.03035504	0.000262759	0.0006250468	5.2001e-05	0.08814055	0.0520623368	0.0511183183	0.0495576132	0.0473990497	0.0446686685	0.0413994086	0.0376307102	0.0334080384	0.0287823352	0.0238094045	0.0185492395	0.0130652981	0.0074237382	0.0016926191	-0.0040589197	-0.0097614921	-0.0153463027	-0.0207459769	-0.0258953737	-0.030732371	-0.0351986159	-0.0116578337	0.0223602708	0.0378139478	-0.0613580484	0.0674890454	-0.0312714375	-0.0028448911	0.0453576604	0.0346817172	-0.0232670626	0	0	0	0	0	0	0	0	0
-0.00894068	0.00754308	0.0112436	-0.000545515	6.26241e-05	0.000204291	-0.01484033	0.03284428	0.0376825	9.5632e-05	6.82373e-05	0	0.093560575	0.0520370985	0.0510179984	0.0493342563	0.0470078072	0.0440689593	0.0405559987	0.0365146908	0.0319976841	0.0270638244	0.021777388	0.0162072446	0.0104259597	0.0045088495	-0.0014670001	-0.0074237382	-0.0132837629	-0.018970732	-0.024410558	-0.0295323731	-0.0342694522	-0.0385600826	-0.0485113136	-0.0128660213	0.0628576339	0.0285130276	0.0332501162	0.0245476092	-0.0188299642	0.033286641	-0.0713200211	-0.0583102924	0	0	0	0	0	0	0	0	0
-0.0224061	-0.029292	0.0170784	-0.000211544	-1.77317e-05	-0.000241737	-0.01346542	-0.03683508	0.0058348	0.000333971	-8.03558e-05	-0.000446028	0.09915304	0.0520108938	0.0509138886	0.0491026536	0.0466025972	0.0434487905	0.0396854757	0.0353654455	0.030549302	0.025304607	0.0197049341	0.0138288366	0.0077587455	0.0015798132	-0.004621281	-0.010757547	-0.016742904	-0.0224933884	-0.0279283311	-0.0329714899	-0.0375521182	-0.0416059582	0.0295551208	-0.0445596411	0.079224647	-0.0108835513	-0.0029462581	0.0189980676	0.053877652	-0.0194321639	0.0248313027	-0.0026499603	0	0	0	0	0	0	0	0	0
-0.00882316	-0.0253149	-0.0283525	-8.61266e-05	1.76503e-05	-0.000241737	0.01358294	0.0039771	-0.0454309	0.0001254174	3.5382e-05	0	0.07103091	0.0519837232	0.0508059967	0.048862844	0.0461835398	0.0428084497	0.0387884217	0.0341840202	0.0290646136	0.0235073292	0.0175958911	0.0114193591	0.0050707869	-0.0013541801	-0.0077587455	-0.0140464202	-0.0201224762	-0.0258953737	-0.03127814	-0.0361896802	-0.0405559987	-0.044311314	-0.02984247	0.0340009877	0.0250739741	-0.0650217895	0.0019950725	-0.0243072992	-0.0154034041	-0.0032826319	0.0761673631	-0.0373208431	0	0	0	0	0	0	0	0	0
-0.0183004	-0.00222246	0.0292073	-0.000920491	2.99118e-05	-0.000242805	-0.00947724	0.02309244	0.0575598	-0.0008343644	1.22615e-05	-1.06799999999998e-06	0.132514175	0.0519555872	0.0506943307	0.0486148674	0.0457507597	0.0421482344	0.0378654364	0.0329714899	0.0275453833	0.021674694	0.015454175	0.0089842256	0.0023692706	-0.0042839244	-0.0108679768	-0.01727662	-0.0234064185	-0.0291584371	-0.0344398384	-0.0391653804	-0.0432587929	-0.0466540082	0.0110162127	0.0493254379	0.0199135481	0.0467689961	-0.0112737947	0.0157680905	-0.0184315639	-0.0178654956	-0.062733926	-0.0067278623	0	0	0	0	0	0	0	0	0
-0.0270628	-0.0214	0.0124476	-0.000736544	0.000189375	-0.000239046	-0.0087624	-0.01917754	-0.0167597	0.000183947	0.0001594632	3.75900000000002e-06	0.0620581	0.0519264863	0.0505788988	0.0483587652	0.0453043854	0.0414684511	0.0369171367	0.0317289578	0.0259934166	0.0198094581	0.0132837629	0.0065289069	-0.0003385804	-0.0072002268	-0.0139376608	-0.0204346535	-0.0265791242	-0.0322650733	-0.0373944116	-0.0418786518	-0.0456404355	-0.0486148674	0.0716910351	0.0490631258	0.0123705989	-0.0195132194	0.021867385	-0.0361746478	0.0393154256	-0.0114613498	-0.0355299522	-0.0112769414	0	0	0	0	0	-1.73055635693617	-1.75211916401208	-2.22840312389761	-1.68540061352814
-0.0169018	0.0234096	-0.0609487	-0.000114938	0.000235794	-0.000637877	0.010161	0.0448096	-0.0733963	0.000621606	4.6419e-05	-0.000398831	0.1817097	0.051896421	0.0504597097	0.0480945804	0.0448445497	0.0407694154	0.0359441567	0.0304575546	0.024410558	0.0179144269	0.0110886847	0.0040589197	-0.0030455261	-0.0100939368	-0.0169566271	-0.0235073292	-0.0296255153	-0.0351986159	-0.0401240904	-0.044311314	-0.0476832451	-0.050177843	-0.0326781902	0.061145483	0.0209407409	0.0144624356	-0.0016209611	-0.0299140291	-0.0532140351	-0.0094385914	0.0026925225	-0.0392616263	0	0	0	0	0	-0.264572536144127	-1.14298570443982	-2.22840312389761	-1.68540061352814
0.0102888	0.0227559	-0.031056	0.000217863	-0.000328138	0.000512792	0.0271906	-0.000653699999999997	0.0298927	0.000332801	-0.000563932	0.001150669	0.1601071	0.051865392	0.0503367722	0.0478223571	0.044371389	0.0400514517	0.0349471469	0.0291584371	0.0227986886	0.0159924506	0.0088730165	0.0015798132	-0.0057443291	-0.0129559745	-0.0199138901	-0.0264818121	-0.0325311144	-0.0379433273	-0.0426124582	-0.0464470668	-0.0493720561	-0.0513301431	0.026569214	-0.0071513528	0.0216444489	0.0122423929	-0.0459889812	0.0432546606	0.0143446396	-0.0628880146	0.0038509392	0.0030944207	0	0	0	0	0	-0.197446070710621	-1.1272811059612	-2.22840312389761	-1.68540061352814
0.00515526	0.00883271	-0.0362373	-0.000304316	-0.00063066	0.000214741	-0.00513354	-0.01392319	-0.00518130000000001	-0.000522179	-0.000302522	-0.000298051	0.08037563	0.0518333998	0.0502100954	0.0475421407	0.043885044	0.0393148935	0.0339267737	0.0278327876	0.0211597241	0.0140464202	0.0066408724	-0.0009028426	-0.0084277735	-0.0157773596	-0.0227986886	-0.0293456776	-0.0352821126	-0.0404844828	-0.0448445497	-0.0482715996	-0.0506943307	-0.0520623368	0.0402881496	-0.0010537149	0.0353721665	-0.0623351781	0.010778752	-0.0455004812	0.054137798	0.0212307285	-0.0640387086	-0.0076096676	0	0	0	0	0	0.143180447950853	-1.30665579866475	-2.22840312389761	-1.68540061352814
0.00152852	0.00880643	-0.0362022	-0.000109888	-0.00020027	0.000204676	-0.00362674	-2.628e-05	3.51000000000101e-05	0.000194428	0.00043039	-1.0065e-05	0.03543227	0.0518004449	0.0500796887	0.0472539781	0.0433856593	0.0385600826	0.0328837193	0.0264818121	0.0194956122	0.0120792627	0.0043963972	-0.0033834701	-0.0110886847	-0.0185492395	-0.0256005252	-0.0320869629	-0.0378654364	-0.0428084497	-0.0468069407	-0.049772687	-0.0516402525	-0.0523684314	0.0002567283	0.0073682033	0.0389422576	-0.0574237512	0.0451315195	-0.0110319813	0.0160731242	0.0465691466	0.0050239877	-0.0190349634	0	0	0	0	0	-0.519957300384116	-1.39824731345061	-2.22840312389761	-1.68540061352814
-0.00577588	0.00881094	-0.0417769	0.000109332	0.000139929	0.000118791	-0.0073044	4.5099999999975e-06	-0.0055747	0.00021922	0.000340199	-8.5885e-05	0.04514881	0.051766528	0.0499455618	0.0469579174	0.0428733831	0.0377873696	0.0318186811	0.0251067401	0.0178083308	0.0100939368	0.0021437585	-0.0058564958	-0.0137199483	-0.0212629165	-0.0283092043	-0.0346942175	-0.0402688086	-0.0449027607	-0.0484878293	-0.050940271	-0.0522027989	-0.0522459219	-0.0527214112	0.0205715732	0.0519038847	-0.0365119869	0.0403308506	-0.0037709494	-0.0293835601	0.0593718406	-0.0200950582	-0.041246329	0	0	0	0	0	-0.91044886702482	-1.0036913577913	-2.22840312389761	0.592443852028073
-0.0084815	-0.00585054	-0.00260675	-0.000940262	0.000144615	0.000246773	-0.00270562	-0.01466148	0.03917015	-0.001049594	4.686e-06	0.000127982	0.11565035	0.0517316498	0.0498077248	0.0466540082	0.0423483678	0.0369971132	0.030732371	0.0237088227	0.016099885	0.0080934286	-0.0001128608	-0.0083163637	-0.016314529	-0.0239098759	-0.0309148693	-0.0371565505	-0.0424808075	-0.0467561802	-0.0498771065	-0.051766528	-0.0523777937	-0.0516958108	-0.0304004954	-0.0035958864	0.0742800954	-0.0062773582	0.0197717314	0.0275958603	-0.0010815725	0.0180278395	-0.0116702066	-0.0423882383	0	0	0	0	0	-0.710799131679954	-0.590020067271829	-2.22840312389761	-1.68540061352814
-0.0029602	-0.0119467	0.000121681	-0.000361615	0.000104492	0.000296301	0.0055213	-0.00609616	0.002728431	0.000578647	-4.0123e-05	4.9528e-05	0.047760791	0.0516958108	0.0496661877	0.0463423012	0.0418107693	0.0361896802	0.0296255153	0.0222893319	0.0143723053	0.0060807472	-0.0023692706	-0.010757547	-0.0188654898	-0.0264818121	-0.0334080384	-0.0394636764	-0.0444909208	-0.0483587652	-0.0509664168	-0.0522459219	-0.0521639377	-0.0507226006	0.0254174839	-0.0168958114	0.0706056707	-0.0215716324	0.0018924	0.0174129068	0.0441286748	-0.0188215324	0.0170562504	-0.0361088608	0	0	0	0	0	0.233933779509985	-0.973416291972741	-2.22840312389761	0.592443852028073
