"trans_x"	"trans_y"	"trans_z"	"rot_x"	"rot_y"	"rot_z"	"trans_x_derivative1"	"trans_y_derivative1"	"trans_z_derivative1"	"rot_x_derivative1"	"rot_y_derivative1"	"rot_z_derivative1"	"framewise_displacement"	"cosine00"	"cosine01"	"cosine02"	"cosine03"	"cosine04"	"cosine05"	"cosine06"	"cosine07"	"cosine08"	"cosine09"	"cosine10"	"cosine11"	"cosine12"	"cosine13"	"cosine14"	"cosine15"	"cosine16"	"cosine17"	"cosine18"	"cosine19"	"cosine20"	"t_comp_cor_00"	"t_comp_cor_01"	"t_comp_cor_02"	"a_comp_cor_00"	"a_comp_cor_01"	"a_comp_cor_02"	"a_comp_cor_03"	"a_comp_cor_04"	"motion_outlier01"	"motion_outlier02"	"motion_outlier03"	"motion_outlier04"	"motion_outlier05"	"motion_outlier06"	"motion_outlier07"	"motion_outlier08"	"motion_outlier09"	"volume_z"	"luminance_z"	"speech_z"	"face_z"
0.410639	0.216968	0.194041	0.00684348	0.00136038	0.00428165	0.025327	-0.056101	0.087372	-0.000395539999999999	-0.00016851	-0.00010864	0.2024345	0.0461301902	0.0288765622	0.0047336909	-0.0205385235	-0.0409107473	-0.0515226647	-0.0498425313	-0.0362711858	-0.0140464202	0.0115294786	0.0343547251	0.0489837722	0.0519264863	0.0424808075	0.0229002443	-0.0021437585	-0.0266763128	-0.0448445497	-0.0523139709	-0.047302555	-0.0310059033	-0.0015915881	-0.0055453522	-0.006241453	-0.0021523336	-0.0046658549	0.0093902177	-0.0418678942	0.0461282967	0	0	0	0	0	0	0	0	0	0.313513001197301	-0.878907214746484	0.448081059024295	0.592443852028073
0.401787	0.267051	0.210991	0.00648081	0.0014115	0.00415857	-0.00885200000000003	0.0500830000000001	0.01695	-0.00036267	5.11200000000006e-05	-0.000123079999999999	0.1027285	0.0460228486	0.028498854	0.0040589197	-0.0213660101	-0.0416059582	-0.0517492091	-0.0493342563	-0.0349471469	-0.0120792627	0.0137199483	0.0361896802	0.0498771065	0.0514606403	0.0405559987	0.0198094581	-0.0057443291	-0.0299041152	-0.0468069407	-0.0523509242	-0.0451906832	-0.0270638244	-0.003759429	0.0079826999	-0.006612778	-0.0076878135	0.0306396248	0.0061311473	-0.0047331409	-0.0057552052	0	0	0	0	0	0	0	0	0	0.302019075378662	-0.959549233517145	0.448081059024295	0.592443852028073
0.389743	0.239665	0.258304	0.00719774	0.00136038	0.00401884	-0.012044	-0.027386	0.047313	0.00071693	-5.11200000000006e-05	-0.00013973	0.132132	0.0459146523	0.0281190288	0.0033834701	-0.0221871482	-0.0422818529	-0.0519411573	-0.0487810905	-0.0335815749	-0.0100939368	0.015884942	0.0379433273	0.050637085	0.0508333239	0.0384836111	0.0166359256	-0.0093176004	-0.0329714899	-0.0484878293	-0.0520370985	-0.0427433176	-0.0229002443	0.0059001548	0.0064364845	-0.0048171313	-0.0276210181	0.0627510662	0.0391072865	0.0312095013	0.0128082489	0	0	0	0	0	0	0	0	0	-0.171017728023769	-1.05868931253101	0.448081059024295	0.592443852028073
0.37698	0.284336	0.263216	0.00708263	0.00110123	0.00436726	-0.012763	0.044671	0.00491200000000003	-0.00011511	-0.00025915	0.00034842	0.0984800000000001	0.0458056033	0.0277371148	0.0027074549	-0.0230016937	-0.0429381175	-0.0520983812	-0.0481835374	-0.0321760928	-0.0080934286	0.0180204398	0.0396117264	0.0512616758	0.0500465054	0.0362711858	0.013392903	-0.0128465907	-0.0358619813	-0.0498771065	-0.0513745965	-0.0399786271	-0.0185492395	0.0030992086	0.0149099962	0.007769441	0.0105369918	0.0080844354	-0.0212513329	0.0395475294	-0.0533833345	0	0	0	0	0	0	0	0	0	-1.42843462868334	0.033287064846705	0.448081059024295	0.592443852028073
0.39276	0.255619	0.315853	0.00764258	0.00119752	0.00453057	0.01578	-0.0287170000000001	0.052637	0.00055995	9.62900000000006e-05	0.00016331	0.1381115	0.0456957037	0.0273531403	0.0020309873	-0.0238094045	-0.0435744473	-0.0522207755	-0.0475421407	-0.030732371	-0.0060807472	0.0201224762	0.0411911291	0.0517492091	0.0491026536	0.0339267737	0.0100939368	-0.016314529	-0.0385600826	-0.0509664168	-0.0503678575	-0.0369171367	-0.0140464202	0.0169942064	0.0181211527	0.021155322	0.0144119466	-0.0103075926	-0.0519352577	-0.0469812014	-0.0126329383	0	0	0	0	0	0	0	0	0	-0.804178596694332	0.222335563073573	0.448081059024295	0.592443852028073
0.386342	0.255652	0.286231	0.00730907	0.00104994	0.00445403	-0.00641799999999998	3.30000000000052e-05	-0.029622	-0.00033351	-0.00014758	-7.65399999999999e-05	0.0639545	0.0455849554	0.0269671338	0.0013541801	-0.0246100408	-0.044190547	-0.0523082586	-0.0468574839	-0.0292521253	-0.0040589197	0.0221871482	0.042677987	0.0520983812	0.0480047303	0.0314589057	0.006752807	-0.0197049341	-0.0410513194	-0.0517492091	-0.049023627	-0.0335815749	-0.0094286395	0.0139718725	0.0161424454	0.0111556577	-0.0057240025	0.0339184423	-0.0449969439	-0.0328080393	0.000220557	0	0	0	0	0	0	0	0	0	-1.48735917337246	-0.569168038789046	0.448081059024295	0.592443852028073
0.378697	0.287835	0.279989	0.0073609	0.00121406	0.00445403	-0.00764500000000001	0.032183	-0.00624200000000003	5.18299999999992e-05	0.00016412	0	0.0568675000000001	0.0454733605	0.0265791242	0.0006771467	-0.0254033645	-0.0447861304	-0.0523607718	-0.0461301902	-0.0277371148	-0.0020309873	0.0242106219	0.0440689593	0.0523082586	0.0467561802	0.0288765622	0.0033834701	-0.0230016937	-0.0433223267	-0.0522207755	-0.0473509122	-0.0299967047	-0.0047336909	0.0099060258	0.0058282463	0.001894743	-0.0007481814	0.0351881206	0.0184789513	-0.0207141681	0.0222517472	0	0	0	0	0	0	0	0	0	-0.262641909762429	-0.185000249270778	0.448081059024295	0.592443852028073
0.376874	0.244585	0.275757	0.00723291	0.000949874	0.00445403	-0.00182300000000002	-0.04325	-0.00423199999999996	-0.000127989999999999	-0.000264186000000001	0	0.0689138	0.0453609212	0.02618914	0	-0.02618914	-0.0453609212	-0.0523782801	-0.0453609212	-0.02618914	0	0.02618914	0.0453609212	0.0523782801	0.0453609212	0.02618914	0	-0.02618914	-0.0453609212	-0.0523782801	-0.0453609212	-0.02618914	0	0.0064363898	0.0065448026	0.0146210352	0.0239503523	0.0031422968	-0.0274940592	0.0327835432	-0.0100137149	0	0	0	0	0	0	0	0	0	0.55682903528179	-0.344631684770648	0.448081059024295	0.592443852028073
0.379767	0.247864	0.303873	0.00767627	0.00114121	0.00445403	0.00289300000000003	0.003279	0.028116	0.000443359999999998	0.000191336	0	0.0660228	0.0452476394	0.0257972105	-0.0006771467	-0.0269671338	-0.0459146523	-0.0523607718	-0.0445503769	-0.0246100408	0.0020309873	0.0281190288	0.0465509697	0.0523082586	0.043823331	0.0234064185	-0.0033834701	-0.0292521253	-0.0471561663	-0.0522207755	-0.0430669878	-0.0221871482	0.0047336909	0.0138463126	0.0125487124	0.0407351188	0.0187040469	-0.0250872595	-0.0492485287	-0.0323849302	-0.0116571867	0	0	0	0	0	0	0	0	0	0.284768462517184	-0.471132166459256	0.448081059024295	-1.68540061352814
0.378472	0.244437	0.337827	0.00772489	0.000949874	0.00454312	-0.00129500000000005	-0.00342700000000001	0.033954	4.86200000000018e-05	-0.000191336	8.909e-05	0.0551283	0.0451335173	0.0254033645	-0.0013541801	-0.0277371148	-0.0464470668	-0.0523082586	-0.043699295	-0.0230016937	0.0040589197	0.0299967047	0.0476364314	0.0520983812	0.0421482344	0.0205385235	-0.006752807	-0.0321760928	-0.0486984311	-0.0517492091	-0.0404844828	-0.0180204398	0.0094286395	0.0212046627	0.0136452465	0.0211227763	-0.0049918834	0.0571599647	-0.0226315418	0.0022820639	0.0440189515	0	0	0	0	0	0	0	0	0	-0.295405139558144	-0.438236132046464	-2.22840312389761	-1.68540061352814
0.379931	0.284822	0.306489	0.00750857	0.000865308	0.00463121	0.00145900000000004	0.040385	-0.031338	-0.00021632	-8.45660000000001e-05	8.80899999999999e-05	0.0926308	0.045018557	0.0250076315	-0.0020309873	-0.028498854	-0.0469579174	-0.0522207755	-0.0428084497	-0.0213660101	0.0060807472	0.0318186811	0.0486148674	0.0517492091	0.0403408874	0.0175958911	-0.0100939368	-0.0349471469	-0.0499794418	-0.0509664168	-0.0376307102	-0.0137199483	0.0140464202	0.0129973794	0.0248373212	0.0211484351	-0.0175804166	0.0425487833	-0.015630518	0.021023724	-0.0661693792	0	0	0	0	0	0	0	0	0	-0.492265437745186	-0.241563869086739	-2.22840312389761	-1.68540061352814
0.349381	0.252958	0.284394	0.00723973	0.000283167	0.00351838	-0.03055	-0.0318639999999999	-0.022095	-0.000268840000000002	-0.000582141	-0.00111283	0.18269955	0.0449027607	0.0246100408	-0.0027074549	-0.0292521253	-0.047446967	-0.0520983812	-0.0418786518	-0.0197049341	0.0080934286	0.0335815749	0.0494840794	0.0512616758	0.0384069609	0.0145892291	-0.013392903	-0.0375521182	-0.050992326	-0.0498771065	-0.0345247919	-0.0093176004	0.0185492395	0.0081838522	0.0036910828	0.0018210472	0.0138006602	0.0083001023	-0.0348376797	0.0025784499	0.0101815658	0	0	0	0	0	0	0	0	0	-0.463602396565032	-0.256733081603301	-2.22840312389761	-1.68540061352814
0.323548	0.229445	0.201497	0.00773934	0.00105058	0.00436887	-0.025833	-0.023513	-0.082897	0.000499610000000002	0.000767413	0.00085049	0.23811865	0.0447861304	0.0242106219	-0.0033834701	-0.0299967047	-0.0479139886	-0.0519411573	-0.0409107473	-0.0180204398	0.0100939368	0.0352821126	0.0502421146	0.050637085	0.036352523	0.0115294786	-0.0166359256	-0.0399786271	-0.0517316498	-0.0484878293	-0.0311875391	-0.0048460789	0.0229002443	-0.0031861282	-0.0088680931	0.0034475341	-0.0014168769	-0.0079331042	0.0133679022	0.0546577519	0.0284601194	0	0	0	0	0	0	0	0	0	-0.685788660270867	-0.157956227841797	-2.22840312389761	-1.68540061352814
0.283263	0.27432	0.232372	0.00854797	0.00161043	0.00410802	-0.040285	0.044875	0.030875	0.00080863	0.00055985	-0.00026085	0.1975015	0.0446686685	0.0238094045	-0.0040589197	-0.030732371	-0.0483587652	-0.0517492091	-0.0399056168	-0.016314529	0.0120792627	0.0369171367	0.0508872699	0.0498771065	0.0341840202	0.0084277735	-0.0198094581	-0.0422151417	-0.0521934471	-0.0468069407	-0.0276413132	-0.0003385804	0.0270638244	0.0056866075	-0.0174872752	0.0053233513	-0.0107683556	-0.0196441724	0.0078557143	0.0010271656	0.0193400929	0	0	0	0	0	0	0	0	0	-0.936534858471297	0.032874734256214	-2.22840312389761	-1.68540061352814
0.32256	0.324291	0.26594	0.00844993	0.00151188	0.00408081	0.039297	0.049971	0.033568	-9.80400000000024e-05	-9.855e-05	-2.72100000000006e-05	0.134026	0.0445503769	0.0234064185	-0.0047336909	-0.0314589057	-0.0487810905	-0.0515226647	-0.0388641751	-0.0145892291	0.0140464202	0.0384836111	0.0514180959	0.0489837722	0.0319082567	0.0052954007	-0.0229002443	-0.0442510332	-0.0523752403	-0.0448445497	-0.0239098759	0.0041714317	0.0310059033	0.006851464	0.0002954134	0.0206503056	-0.0184977316	0.0402358243	0.0205942255	0.0328875008	0.0004705867	0	0	0	0	0	0	0	0	0	-1.45298945497899	-0.609963281592073	0.448081059024295	-1.68540061352814
0.327353	0.264322	0.3052	0.00884765	0.00121924	0.00394055	0.00479299999999999	-0.059969	0.03926	0.000397720000000003	-0.00029264	-0.00014026	0.145553	0.044431258	0.0230016937	-0.005407671	-0.0321760928	-0.0491807684	-0.0512616758	-0.0377873696	-0.0128465907	0.0159924506	0.0399786271	0.0518333998	0.0479594708	0.0295323731	0.0021437585	-0.0258953737	-0.0460766263	-0.0522760543	-0.0426124582	-0.0200182296	0.0086504753	0.0346942175	0.0125850759	-0.0031271474	0.0249950423	0.0172914178	-0.023166241	0.006453186	0.0348986032	-0.0134214584	0	0	0	0	0	0	0	0	0	0.456479064399369	-0.724270689178759	0.448081059024295	0.592443852028073
0.334662	0.311329	0.277595	0.00866546	0.00138953	0.0041217	0.00730900000000001	0.047007	-0.027605	-0.00018219	0.00017029	0.00018115	0.1086025	0.044311314	0.0225952602	-0.0060807472	-0.0328837193	-0.0495576132	-0.0509664168	-0.0366761804	-0.0110886847	0.0179144269	0.0413994086	0.0521322486	0.0468069407	0.0270638244	-0.0010156846	-0.0287823352	-0.0476832451	-0.051896421	-0.0401240904	-0.0159924506	0.0130652981	0.0380985803	0.0080689658	-0.0101884561	0.0153580759	0.0138494579	-0.0213378813	-0.0105466864	-0.0178455088	-0.0185556511	0	0	0	0	0	0	0	0	0	-2.54970501641236	-0.751968674205445	-2.22840312389761	0.592443852028073
0.339906	0.249412	0.277422	0.0083981	0.000982397	0.00453433	0.00524399999999997	-0.061917	-0.000172999999999979	-0.00026736	-0.000407133	0.00041263	0.12169015	0.044190547	0.0221871482	-0.006752807	-0.0335815749	-0.04991145	-0.050637085	-0.0355316183	-0.0093176004	0.0198094581	0.0427433176	0.0523139709	0.0455292636	0.0245103563	-0.0041714317	-0.0315490697	-0.0490632542	-0.0512383773	-0.0373944116	-0.0118595137	0.0173831246	0.0411911291	0.0113519162	-0.0116268656	0.0020352836	0.0042766622	-0.0354212325	-0.026018554	-0.0511662439	0.0321371688	0	0	0	0	0	0	0	0	0	-2.52531380252193	-0.509573409573727	-2.22840312389761	0.592443852028073
0.356853	0.298685	0.290771	0.00822466	0.00114182	0.00461533	0.016947	0.049273	0.013349	-0.00017344	0.000159423	8.10000000000003e-05	0.10026215	0.0440689593	0.021777388	-0.0074237382	-0.0342694522	-0.0502421146	-0.0502739006	-0.0343547251	-0.0075354425	0.021674694	0.0440078585	0.0523781585	0.0441298556	0.0218799809	-0.0073119995	-0.0341840202	-0.0502100954	-0.0503054532	-0.0344398384	-0.0076471118	0.0215718994	0.0439465533	0.0099077692	0.0057787445	0.0122579181	-0.0106406885	0.0430365572	0.0077935351	0.0008358436	0.0314605604	0	0	0	0	0	0	0	0	0	-0.172862535068385	-0.245984987860232	0.448081059024295	0.592443852028073
0.36559	0.266539	0.322713	0.00849666	0.00110564	0.00453433	0.00873699999999999	-0.032146	0.031942	0.000271999999999998	-3.618e-05	-8.10000000000003e-05	0.092284	0.0439465533	0.0213660101	-0.0080934286	-0.0349471469	-0.0505494535	-0.0498771065	-0.0331465714	-0.0057443291	0.0235073292	0.0451906832	0.052324667	0.0426124582	0.0191809517	-0.0104259597	-0.0366761804	-0.0511183183	-0.0491026536	-0.03127814	-0.0033834701	0.0256005252	0.0463423012	0.0116277286	-0.0045756472	0.0257598859	0.0075688224	-0.0155539459	0.0023267446	0.0198174597	0.0022967569	0	0	0	0	0	0	0	0	0	0.629666808468383	0.122108051663286	0.448081059024295	0.592443852028073
0.362007	0.28109	0.306698	0.00804855	0.00132303	0.00481283	-0.003583	0.014551	-0.016015	-0.000448109999999998	0.000217390000000001	0.0002785	0.081349	0.043823331	0.0209530451	-0.0087617663	-0.0356144575	-0.0508333239	-0.0494469678	-0.0319082567	-0.0039463888	0.025304607	0.0462895956	0.0521536168	0.0409811285	0.0164217376	-0.0135019809	-0.03901514	-0.0517836067	-0.0476364314	-0.0279283311	0.0009028426	0.0294390937	0.0483587652	0.0089519983	0.0002800683	0.0350421985	0.0151248915	-0.0323276118	-0.0554869875	-0.0048049253	-0.0021723649	0	0	0	0	0	0	0	0	0	0.561004547344287	-0.906842744412802	0.448081059024295	-1.68540061352814
0.35447	0.264083	0.325948	0.00805045	0.000982397	0.00469715	-0.00753700000000002	-0.017007	0.01925	1.90000000000086e-06	-0.000340633000000001	-0.00011568	0.06670465	0.043699295	0.0205385235	-0.0094286395	-0.0362711858	-0.051093594	-0.0489837722	-0.0306409077	-0.0021437585	0.0270638244	0.047302555	0.051865392	0.0392402281	0.0136109962	-0.01652887	-0.0411911291	-0.0522027989	-0.0459146523	-0.024410558	0.0051831058	0.0330591074	0.0499794418	0.009094462	-0.0001933588	0.0196793521	0.0021546767	0.0091777247	-0.0017266709	-0.0297415117	0.0122287221	0	0	0	0	0	0	0	0	0	0.471895674809029	-1.07231600492407	0.448081059024295	0.592443852028073
0.366707	0.248501	0.335409	0.00790125	0.00114787	0.0047174	0.012237	-0.015582	0.009461	-0.0001492	0.000165473	2.02500000000003e-05	0.0540261500000001	0.0435744473	0.0201224762	-0.0100939368	-0.0369171367	-0.0513301431	-0.0484878293	-0.0293456776	-0.0003385804	0.0287823352	0.0482276804	0.0514606403	0.0373944116	0.010757547	-0.0194956122	-0.0431950583	-0.0523739028	-0.0439465533	-0.0207459769	0.0094286395	0.0364336915	0.0511910666	0.0101575491	-0.0057911655	0.0054589488	-0.0250189086	0.0124505315	0.0116621352	0.0308310412	0.0174851174	0	0	0	0	0	0	0	0	0	0.955545675365726	-1.15177909123567	0.448081059024295	0.592443852028073
0.37243	0.308368	0.311308	0.00777441	0.00118742	0.00513953	0.00572300000000003	0.0598669999999999	-0.024101	-0.00012684	3.955e-05	0.00042213	0.119117	0.0434487905	0.0197049341	-0.010757547	-0.0375521182	-0.0515428613	-0.0479594708	-0.028023745	0.0014670001	0.0304575546	0.0490632542	0.050940271	0.0354486142	0.0078703433	-0.0223914121	-0.045018557	-0.0522961052	-0.0417426926	-0.0169566271	0.0136109962	0.0395377932	0.0519837232	-0.0008572526	-0.0155893636	0.0128474322	0.0005413631	-0.0180235794	0.0419577946	0.020268605	-0.0619818806	0	0	0	0	0	0	0	0	0	-1.00558176309901	-0.513445757099638	0.448081059024295	0.592443852028073
0.358139	0.250075	0.336781	0.00842741	0.00122832	0.00513953	-0.0142910000000001	-0.058293	0.025473	0.000652999999999998	4.09e-05	0	0.132752	0.0433223267	0.0192859283	-0.0114193591	-0.0381759417	-0.0517316498	-0.0473990497	-0.0266763128	0.0032708371	0.0320869629	0.0498077248	0.0503054532	0.0334080384	0.0049584444	-0.0252057321	-0.0466540082	-0.0519697758	-0.0393148935	-0.0130652981	0.017702152	0.0423483678	0.0523509242	0.0089838521	-0.0061671438	0.0090909326	0.01459616	-0.0187888838	-0.0076220711	-0.025037086	0.0280551874	0	0	0	0	0	0	0	0	0	0.544880699160327	-0.361375315663289	0.448081059024295	0.592443852028073
0.361453	0.310811	0.349782	0.00829096	0.000982397	0.00513953	0.00331400000000004	0.060736	0.013001	-0.000136449999999998	-0.000245923	0	0.09616965	0.0431950583	0.0188654898	-0.0120792627	-0.0387884217	-0.051896421	-0.0468069407	-0.025304607	0.0050707869	0.0336681095	0.0504597097	0.0495576132	0.03127814	0.0020309873	-0.0279283311	-0.0480945804	-0.0513964655	-0.0366761804	-0.0090953929	0.021674694	0.0448445497	0.0522896643	0.0058417229	0.0033411208	0.016290125	-0.0096687541	0.0410489403	0.0254605547	-0.0109152376	0.009004714	0	0	0	0	0	0	0	0	0	0.894693900024065	-0.609657086821151	0.448081059024295	0.592443852028073
0.3603	0.276151	0.426271	0.00867904	0.000982397	0.00513953	-0.00115300000000002	-0.03466	0.076489	0.000388080000000001	0	0	0.131706	0.0430669878	0.0184436498	-0.0127371473	-0.0393893764	-0.0520370985	-0.0461835398	-0.0239098759	0.0068647103	0.0351986159	0.0510179984	0.0486984311	0.0290646136	-0.0009028426	-0.030549302	-0.0493342563	-0.0505788988	-0.0338407093	-0.0050707869	0.0255020041	0.0470078072	0.0518004449	0.0188940669	0.0043664667	0.0243283862	-0.0121344711	0.0443605855	0.0277407175	0.0476725388	-0.0035167282	0	0	0	0	0	0	0	0	0	0.731670499454219	-0.785253422521255	0.448081059024295	0.592443852028073
0.379826	0.293133	0.361021	0.00790125	0.00119716	0.00513953	0.019526	0.0169819999999999	-0.06525	-0.00077779	0.000214763	0	0.15138565	0.0429381175	0.0180204398	-0.013392903	-0.0399786271	-0.0521536168	-0.0455292636	-0.0224933884	0.0086504753	0.0366761804	0.0514815542	0.0477298374	0.0267733776	-0.0038338396	-0.0330591074	-0.0503678575	-0.0495209612	-0.0308236917	-0.0010156846	0.0291584371	0.0488220806	0.0508872699	0.0015013625	0.0014440682	0.0131503847	-0.0045198485	-0.0048412936	-0.0050309679	0.0235237867	-0.0233444507	0	0	0	0	0	0	0	0	0	0.393847926975183	-0.842215065138733	0.448081059024295	0.592443852028073
0.374191	0.297436	0.406876	0.00790125	0.00129995	0.00513953	-0.005635	0.00430300000000006	0.045855	0	0.00010279	0	0.0609325	0.0428084497	0.0175958911	-0.0140464202	-0.0405559987	-0.0522459219	-0.0448445497	-0.0210564335	0.0104259597	0.0380985803	0.0518495163	0.0466540082	0.024410558	-0.006752807	-0.0354486142	-0.0511910666	-0.0482276804	-0.0276413132	0.0030455261	0.0326194932	0.0502739006	0.0495576132	0.0106201963	-0.0033329604	0.0034252271	0.0165255649	-0.0290368778	-0.0200808138	-0.0398894441	0.0013435353	0	0	0	0	0	0	0	0	0	0.914865457372852	-0.871125628541888	0.448081059024295	-1.68540061352814
0.372073	0.278144	0.456911	0.00903678	0.0013806	0.00494176	-0.00211800000000001	-0.019292	0.0500349999999999	0.00113553	8.06499999999998e-05	-0.00019777	0.1421425	0.042677987	0.0171700353	-0.0146975897	-0.0411213197	-0.0523139709	-0.0441298556	-0.0196003187	0.0121890533	0.0394636764	0.0521212014	0.0454733605	0.0219824722	-0.0096505858	-0.0377091275	-0.0518004449	-0.0467052026	-0.0243106464	0.0070884207	0.0358619813	0.051352489	0.0478223571	0.0208135068	-0.002195865	0.0139182349	-0.0189830756	0.0492736224	0.0005071493	-0.0143011658	0.0303745847	0	0	0	0	0	0	0	0	0	0.066966702568826	-0.541300681529016	0.448081059024295	0.592443852028073
0.371326	0.327688	0.424114	0.00805801	0.00134424	0.00513953	-0.000746999999999942	0.049544	-0.0327969999999999	-0.000978769999999999	-3.63599999999998e-05	0.00019777	0.143733	0.0425467316	0.016742904	-0.0153463027	-0.0416744222	-0.0523577323	-0.0433856593	-0.018126369	0.0139376608	0.0407694154	0.0522961052	0.044190547	0.0194956122	-0.0125180835	-0.0398324213	-0.0521934471	-0.0449607632	-0.0208495594	0.0110886847	0.0388641751	0.0520498384	0.0456957037	0.0067401572	0.0054554077	-0.0012173421	-0.014477253	0.030697244	0.0005073353	0.0166092289	-0.0315598397	0	0	0	0	0	0	0	0	0	0.609224210191689	-0.455697491592989	0.448081059024295	0.592443852028073
0.361355	0.272353	0.497567	0.00941447	0.00115741	0.00507335	-0.00997100000000001	-0.055335	0.0734529999999999	0.00135646	-0.000186829999999999	-6.61799999999999e-05	0.2192325	0.0424146861	0.016314529	-0.0159924506	-0.0422151417	-0.0523771858	-0.0426124582	-0.0166359256	0.015669704	0.0420138333	0.0523739028	0.0428084497	0.0169566271	-0.0153463027	-0.0418107693	-0.0523684314	-0.0430026525	-0.01727662	0.0150222601	0.0416059582	0.0523607718	0.0431950583	0.0209966583	-0.0119808892	0.0205214165	0.0106519342	-0.0383996707	-0.0368990103	0.0107094492	0.0016892622	0	0	0	0	0	0	0	0	0	0.821068626373815	-0.566296251089887	0.448081059024295	0.592443852028073
0.368508	0.305693	0.440829	0.00857794	0.00118213	0.00513953	0.00715299999999997	0.03334	-0.056738	-0.00083653	2.47199999999993e-05	6.61799999999999e-05	0.1436025	0.0422818529	0.015884942	-0.0166359256	-0.0427433176	-0.0523723222	-0.0418107693	-0.0151303447	0.0173831246	0.0431950583	0.0523544498	0.0413301739	0.0143723053	-0.018126369	-0.0436369724	-0.052324667	-0.0408401761	-0.0136109962	0.0188654898	0.0440689593	0.0522829807	0.0403408874	0.0082872618	0.0051697572	0.0089048059	0.0065116406	0.0193355951	-0.0366303895	-0.0456166825	0.0100335493	0	0	0	0	0	0	0	0	0	1.0531571450278	-0.589138381599688	0.448081059024295	0.592443852028073
0.37017	0.281131	0.482326	0.00880179	0.000800625	0.00488953	0.001662	-0.024562	0.0414970000000001	0.000223850000000001	-0.000381505	-0.00025	0.11048875	0.0421482344	0.015454175	-0.01727662	-0.0432587929	-0.0523431439	-0.0409811285	-0.0136109962	0.0190758861	0.044311314	0.0522377823	0.0397590408	0.0117495564	-0.0208495594	-0.0453043854	-0.0520623368	-0.0384836111	-0.009872353	0.0225952602	0.046236675	0.0518170426	0.0371565505	0.0097044776	-0.0120945508	-0.0022018321	-0.0216780287	0.0483667905	0.0631337295	0.0177007743	0.0099930277	0	0	0	0	0	0	0	0	0	0.44209784268242	-0.568961502845091	0.448081059024295	0.592443852028073
0.3774	0.282657	0.492439	0.00867769	0.000570919	0.00488953	0.00723000000000001	0.00152599999999997	0.010113	-0.0001241	-0.000229706	0	0.0365593000000001	0.0420138333	0.0150222601	-0.0179144269	-0.0437614146	-0.0522896643	-0.0401240904	-0.0120792627	0.0207459769	0.0453609212	0.0520241169	0.0380985803	0.0090953929	-0.0235073292	-0.0468069407	-0.0515825363	-0.0359441567	-0.0060807472	0.02618914	0.0480945804	0.0509664168	0.0336681095	0.0069225589	-0.0079857973	0.0083732636	0.0097758177	-0.0125523874	-0.0262789868	0.040519841	-0.0162624081	0	0	0	0	0	0	0	0	0	0.292669706879123	-0.317825083682943	0.448081059024295	0.592443852028073
0.391224	0.308506	0.474884	0.00932712	0.00108359	0.00529675	0.0138239999999999	0.025849	-0.017555	0.00064943	0.000512671	0.000407220000000001	0.13569405	0.0418786518	0.0145892291	-0.0185492395	-0.0442510332	-0.0522119084	-0.0392402281	-0.0105365379	0.0223914121	0.0463423012	0.0517138504	0.036352523	0.0064169112	-0.0260913389	-0.0481391707	-0.0508872699	-0.0332338815	-0.0022565198	0.0296255153	0.0496302266	0.0497374181	0.0299041152	0.0056776627	-0.0088216477	0.0076868903	0.0026987464	-0.012962792	-0.0274283799	-0.0237001465	-0.0176393811	0	0	0	0	0	0	0	0	0	-1.30520423468631	0.372321089794217	0.448081059024295	-1.68540061352814
0.389635	0.256649	0.511011	0.00908571	0.000820111	0.00513953	-0.00158899999999995	-0.051857	0.036127	-0.000241409999999999	-0.000263479	-0.00015722	0.12267845	0.0417426926	0.0141551145	-0.0191809517	-0.0447275033	-0.0521099123	-0.0383301323	-0.0089842256	0.0240102362	0.0472539781	0.0513075588	0.0345247919	0.0037212726	-0.0285934806	-0.0492962274	-0.0499794418	-0.0303656657	0.0015798132	0.0328837193	0.0508333239	0.0481391707	0.0258953737	0.007792092	-0.0078821972	-0.0028177711	-0.0148314156	0.0165267484	0.0069436324	-0.0154110133	0.0482917614	0	0	0	0	0	0	0	0	0	-0.765929103378383	-1.03684840976443	-2.22840312389761	-1.68540061352814
0.422396	0.312938	0.497537	0.0088322	0.000900067	0.00525941	0.032761	0.056289	-0.013474	-0.00025351	7.99559999999997e-05	0.00011988	0.1251913	0.0416059582	0.0137199483	-0.0198094581	-0.0451906832	-0.0519837232	-0.0373944116	-0.0074237382	0.0256005252	0.0480945804	0.0508059967	0.0326194932	0.0010156846	-0.0310059033	-0.0502739006	-0.048862844	-0.0273531403	0.005407671	0.0359441567	0.0516958108	0.0461835398	0.021674694	0.0014334392	0.0064050502	0.0007974543	-0.0120391571	0.0347050794	-0.0083991276	0.0235103143	-0.0216436379	0	0	0	0	0	0	0	0	0	0.810130982732953	-1.11466374616313	-2.22840312389761	-1.68540061352814
