"trans_x"	"trans_y"	"trans_z"	"rot_x"	"rot_y"	"rot_z"	"trans_x_derivative1"	"trans_y_derivative1"	"trans_z_derivative1"	"rot_x_derivative1"	"rot_y_derivative1"	"rot_z_derivative1"	"framewise_displacement"	"cosine00"	"cosine01"	"cosine02"	"cosine03"	"cosine04"	"cosine05"	"cosine06"	"cosine07"	"cosine08"	"cosine09"	"cosine10"	"cosine11"	"cosine12"	"cosine13"	"cosine14"	"cosine15"	"cosine16"	"cosine17"	"cosine18"	"cosine19"	"cosine20"	"t_comp_cor_00"	"t_comp_cor_01"	"t_comp_cor_02"	"t_comp_cor_03"	"t_comp_cor_04"	"a_comp_cor_00"	"a_comp_cor_01"	"a_comp_cor_02"	"a_comp_cor_03"	"a_comp_cor_04"	"motion_outlier01"	"motion_outlier02"	"motion_outlier03"	"motion_outlier04"	"motion_outlier05"	"motion_outlier06"	"motion_outlier07"	"motion_outlier08"	"motion_outlier09"	"motion_outlier10"	"motion_outlier11"	"motion_outlier12"	"motion_outlier13"	"motion_outlier14"	"motion_outlier15"	"motion_outlier16"	"motion_outlier17"	"motion_outlier18"	"motion_outlier19"	"motion_outlier20"	"motion_outlier21"	"motion_outlier22"	"motion_outlier23"	"motion_outlier24"	"motion_outlier25"	"motion_outlier26"	"motion_outlier27"	"motion_outlier28"	"motion_outlier29"	"motion_outlier30"	"motion_outlier31"	"motion_outlier32"	"motion_outlier33"	"volume_z"	"luminance_z"	"speech_z"	"face_z"
0.222282	0.0299727	-0.13896	0.000932763	-0.00232293	0.00427643	0.00515500000000002	-0.0056833	-0.016148	4.46710000000001e-05	-0.00015037	-6.49800000000001e-05	0.03998735	0.0445503769	0.0234064185	-0.0047336909	-0.0314589057	-0.0487810905	-0.0515226647	-0.0388641751	-0.0145892291	0.0140464202	0.0384836111	0.0514180959	0.0489837722	0.0319082567	0.0052954007	-0.0229002443	-0.0442510332	-0.0523752403	-0.0448445497	-0.0239098759	0.0041714317	0.0310059033	-0.010022367	-0.0496429373	-0.0388694034	-0.0045639758	0.0666507924	-0.0497023454	0.0188174034	-0.0251278312	-0.0211832393	-0.0085891834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.395024333482057	1.23953546542816	0.448081059024295	-1.68540061352814
0.217128	0.0578	-0.126691	0.000802245	-0.00232293	0.00451657	-0.00515399999999999	0.0278273	0.012269	-0.000130518	0	0.00024014	0.0637832	0.044431258	0.0230016937	-0.005407671	-0.0321760928	-0.0491807684	-0.0512616758	-0.0377873696	-0.0128465907	0.0159924506	0.0399786271	0.0518333998	0.0479594708	0.0295323731	0.0021437585	-0.0258953737	-0.0460766263	-0.0522760543	-0.0426124582	-0.0200182296	0.0086504753	0.0346942175	-0.0095616954	-0.051435159	-0.019708029	-0.007022086	0.0671537362	-0.0223848409	0.0090787429	-0.0109942897	-0.0038338443	-0.0224857327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.243100213604424	2.85332764264197	0.448081059024295	0.592443852028073
0.217128	0.0225419	-0.133392	0.000493485	-0.00232293	0.00451657	0	-0.0352581	-0.00670100000000001	-0.00030876	0	0	0.0573971	0.044311314	0.0225952602	-0.0060807472	-0.0328837193	-0.0495576132	-0.0509664168	-0.0366761804	-0.0110886847	0.0179144269	0.0413994086	0.0521322486	0.0468069407	0.0270638244	-0.0010156846	-0.0287823352	-0.0476832451	-0.051896421	-0.0401240904	-0.0159924506	0.0130652981	0.0380985803	-0.0114533548	-0.060276541	-0.0307129358	-0.0177753241	0.0736932805	-0.0115229264	0.0082994387	-0.0121643203	-0.0107746329	-0.0333438152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.618771636648404	1.31855237399002	-2.22840312389761	0.592443852028073
0.231546	0.0224996	-0.151453	0.000888193	-0.00226813	0.00451657	0.014418	-4.23000000000021e-05	-0.018061	0.000394708	5.47999999999998e-05	0	0.0549967	0.044190547	0.0221871482	-0.006752807	-0.0335815749	-0.04991145	-0.050637085	-0.0355316183	-0.0093176004	0.0198094581	0.0427433176	0.0523139709	0.0455292636	0.0245103563	-0.0041714317	-0.0315490697	-0.0490632542	-0.0512383773	-0.0373944116	-0.0118595137	0.0173831246	0.0411911291	-0.0134996609	-0.0571892937	-0.0023631048	0.0035547185	0.0860046708	0.0069537066	0.0040964002	-0.0011276981	-0.0180142818	-0.0176649511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.248715457309376	0.009361802826523	-2.22840312389761	0.592443852028073
0.238647	0.0344665	-0.13271	0.000493485	-0.00232293	0.00477739	0.00710099999999997	0.0119669	0.018743	-0.000394708	-5.47999999999998e-05	0.00026082	0.0733273	0.0440689593	0.021777388	-0.0074237382	-0.0342694522	-0.0502421146	-0.0502739006	-0.0343547251	-0.0075354425	0.021674694	0.0440078585	0.0523781585	0.0441298556	0.0218799809	-0.0073119995	-0.0341840202	-0.0502100954	-0.0503054532	-0.0344398384	-0.0076471118	0.0215718994	0.0439465533	-0.0116281155	-0.0811985677	0.0268497462	-0.0104245884	0.0692464769	0.0138802817	-0.0025875998	-0.0022153791	-0.0092685395	-0.014366612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.636104897059197	0.420532286980942	0.448081059024295	0.592443852028073
0.2392	0.022486	-0.142442	0.000942175	-0.0024897	0.00451657	0.000553000000000026	-0.0119805	-0.00973200000000002	0.00044869	-0.00016677	-0.00026082	0.0660795	0.0439465533	0.0213660101	-0.0080934286	-0.0349471469	-0.0505494535	-0.0498771065	-0.0331465714	-0.0057443291	0.0235073292	0.0451906832	0.052324667	0.0426124582	0.0191809517	-0.0104259597	-0.0366761804	-0.0511183183	-0.0491026536	-0.03127814	-0.0033834701	0.0256005252	0.0463423012	-0.0112632907	-0.0815041029	0.0128983753	-0.0195455552	0.0409340687	0.0070420493	-0.0047343851	0.0081662891	-0.0127494909	-0.0083868093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.435428806857185	0.738370430990036	0.448081059024295	0.592443852028073
0.23918	0.0134091	-0.172186	0.000929565	-0.00252628	0.00483804	-1.99999999999645e-05	-0.0090769	-0.029744	-1.26099999999999e-05	-3.65800000000005e-05	0.00032147	0.0573739	0.043823331	0.0209530451	-0.0087617663	-0.0356144575	-0.0508333239	-0.0494469678	-0.0319082567	-0.0039463888	0.025304607	0.0462895956	0.0521536168	0.0409811285	0.0164217376	-0.0135019809	-0.03901514	-0.0517836067	-0.0476364314	-0.0279283311	0.0009028426	0.0294390937	0.0483587652	-0.0068118245	-0.0886031624	0.0271124314	-0.0111660233	0.0599316684	0.0042402922	-0.0028508973	-0.0164469414	-0.0233840569	-0.0106274029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.073860297196519	0.587286522763417	0.448081059024295	-1.68540061352814
0.253695	0.0399194	-0.155223	0.0013007	-0.00237065	0.00503337	0.014515	0.0265103	0.016963	0.000371135	0.00015563	0.00019533	0.09409305	0.043699295	0.0205385235	-0.0094286395	-0.0362711858	-0.051093594	-0.0489837722	-0.0306409077	-0.0021437585	0.0270638244	0.047302555	0.051865392	0.0392402281	0.0136109962	-0.01652887	-0.0411911291	-0.0522027989	-0.0459146523	-0.024410558	0.0051831058	0.0330591074	0.0499794418	-0.0090605351	-0.0910661933	0.0674114121	-0.006802163	0.0684060875	0.028997178	-0.0073143331	0.0086441938	-0.0055025893	-0.0016567926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.530205147010765	0.019218643755505	0.448081059024295	0.592443852028073
0.239206	0.0216889	-0.144358	0.000909658	-0.00228292	0.00520465	-0.014489	-0.0182305	0.010865	-0.000391042	8.77300000000003e-05	0.00017128	0.0760871	0.0435744473	0.0201224762	-0.0100939368	-0.0369171367	-0.0513301431	-0.0484878293	-0.0293456776	-0.0003385804	0.0287823352	0.0482276804	0.0514606403	0.0373944116	0.010757547	-0.0194956122	-0.0431950583	-0.0523739028	-0.0439465533	-0.0207459769	0.0094286395	0.0364336915	0.0511910666	-0.0159612183	-0.1084321403	0.0639568009	-0.0090614141	0.0835103965	0.0679528698	-0.0119776111	0.0206117405	0.0042010084	-0.0184535993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.348399238055159	0.088960387033338	0.448081059024295	0.592443852028073
0.239272	0.0136524	-0.170326	0.0014538	-0.00211858	0.00483205	6.59999999999827e-05	-0.0080365	-0.025968	0.000544142	0.00016434	-0.0003726	0.0881246	0.0434487905	0.0197049341	-0.010757547	-0.0375521182	-0.0515428613	-0.0479594708	-0.028023745	0.0014670001	0.0304575546	0.0490632542	0.050940271	0.0354486142	0.0078703433	-0.0223914121	-0.045018557	-0.0522961052	-0.0417426926	-0.0169566271	0.0136109962	0.0395377932	0.0519837232	-0.0131850105	-0.0922232137	0.064985449	0.0133839323	0.0799397204	0.0696137736	-0.0229983418	0.0070732273	-0.0056280422	0.0078670712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.408396665903295	0.20566608252629	0.448081059024295	0.592443852028073
0.215701	0.0438935	-0.176018	0.000794965	-0.00216421	0.00443535	-0.023571	0.0302411	-0.005692	-0.000658835	-4.56300000000001e-05	-0.0003967	0.11456235	0.0433223267	0.0192859283	-0.0114193591	-0.0381759417	-0.0517316498	-0.0473990497	-0.0266763128	0.0032708371	0.0320869629	0.0498077248	0.0503054532	0.0334080384	0.0049584444	-0.0252057321	-0.0466540082	-0.0519697758	-0.0393148935	-0.0130652981	0.017702152	0.0423483678	0.0523509242	-0.0083459359	-0.1071565799	0.0584529533	-0.0132445524	0.0681164387	0.0318153671	-0.0177289054	-0.0047578286	-0.0090678847	0.0297138273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.630968434847331	1.63537210636639	0.448081059024295	0.592443852028073
-0.0632878	0.0531494	-0.149809	0.00247206	0.00514548	-0.000293697	-0.2789888	0.0092559	0.026209	0.001677095	0.00730969	-0.004729047	1.0002453	0.0431950583	0.0188654898	-0.0120792627	-0.0387884217	-0.051896421	-0.0468069407	-0.025304607	0.0050707869	0.0336681095	0.0504597097	0.0495576132	0.03127814	0.0020309873	-0.0279283311	-0.0480945804	-0.0513964655	-0.0366761804	-0.0090953929	0.021674694	0.0448445497	0.0522896643	0.0003309996	0.0778653731	0.027088454	-0.0290144383	-0.0982818255	0.0142804841	-0.0171499547	-0.0048395839	0.0057164699	-0.004873163	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.59278719454615	1.40903290345394	0.448081059024295	0.592443852028073
-0.128163	0.0726063	-0.154664	0.0016515	0.00540191	-0.00271172	-0.0648752	0.0194569	-0.00485500000000003	-0.00082056	0.00025643	-0.002418023	0.26393775	0.0430669878	0.0184436498	-0.0127371473	-0.0393893764	-0.0520370985	-0.0461835398	-0.0239098759	0.0068647103	0.0351986159	0.0510179984	0.0486984311	0.0290646136	-0.0009028426	-0.030549302	-0.0493342563	-0.0505788988	-0.0338407093	-0.0050707869	0.0255020041	0.0470078072	0.0518004449	0.0136946223	0.1222957817	0.0075456763	0.011929878	-0.1381580468	-0.001812574	0.0036199408	-0.0085431956	0.0166939091	0.025940379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-2.28520506102267	2.32529003803542	0.448081059024295	0.592443852028073
-0.094955	0.061949	-0.140482	0.00138817	0.00481434	-0.00242222	0.0332080000000001	-0.0106573	0.014182	-0.00026333	-0.00058757	0.0002895	0.1150673	0.0429381175	0.0180204398	-0.013392903	-0.0399786271	-0.0521536168	-0.0455292636	-0.0224933884	0.0086504753	0.0366761804	0.0514815542	0.0477298374	0.0267733776	-0.0038338396	-0.0330591074	-0.0503678575	-0.0495209612	-0.0308236917	-0.0010156846	0.0291584371	0.0488220806	0.0508872699	0.0080225881	0.0873710289	-0.0118903459	-0.0169190407	-0.1182460936	-0.0203802142	0.0125333281	0.011704597	0.0122616238	0.0217785835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-2.01059919671712	0.043731960979116	0.448081059024295	0.592443852028073
-0.0949716	0.0416946	-0.125547	0.00171468	0.00477935	-0.00262457	-1.66000000000055e-05	-0.0202544	0.014935	0.00032651	-3.49900000000004e-05	-0.00020235	0.0633985	0.0428084497	0.0175958911	-0.0140464202	-0.0405559987	-0.0522459219	-0.0448445497	-0.0210564335	0.0104259597	0.0380985803	0.0518495163	0.0466540082	0.024410558	-0.006752807	-0.0354486142	-0.0511910666	-0.0482276804	-0.0276413132	0.0030455261	0.0326194932	0.0502739006	0.0495576132	0.0037201583	0.0877765864	-0.0879177885	-0.0127897813	-0.0928954707	-0.0577580454	0.0292538684	0.010698539	-0.0090891219	0.0288052636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.274945735815449	0.006775823152277	0.448081059024295	-1.68540061352814
-0.0827711	0.0528517	-0.158594	0.00225027	0.00352704	-0.00241334	0.0122005	0.0111571	-0.033047	0.000535590000000001	-0.00125231	0.00021123	0.1563611	0.042677987	0.0171700353	-0.0146975897	-0.0411213197	-0.0523139709	-0.0441298556	-0.0196003187	0.0121890533	0.0394636764	0.0521212014	0.0454733605	0.0219824722	-0.0096505858	-0.0377091275	-0.0518004449	-0.0467052026	-0.0243106464	0.0070884207	0.0358619813	0.051352489	0.0478223571	0.0070860533	0.0731200239	-0.0824336928	-0.001573271	-0.0560368839	-0.0835034049	0.0271523467	-0.0013857069	0.0060497931	0.0023690047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.299173505496212	0.641685644499013	0.448081059024295	0.592443852028073
-0.0805571	0.041149	-0.149407	0.00127086	0.00343634	-0.00205532	0.00221399999999999	-0.0117027	0.00918700000000003	-0.00097941	-9.07e-05	0.00035802	0.0945102	0.0425467316	0.016742904	-0.0153463027	-0.0416744222	-0.0523577323	-0.0433856593	-0.018126369	0.0139376608	0.0407694154	0.0522961052	0.044190547	0.0194956122	-0.0125180835	-0.0398324213	-0.0521934471	-0.0449607632	-0.0208495594	0.0110886847	0.0388641751	0.0520498384	0.0456957037	0.0062963645	0.0821614996	-0.0641875396	0.0009989998	-0.0534442281	-0.083001999	0.0169285774	-0.020194455	0.019875895	-0.0196674142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.397102864203932	1.24255734061216	0.448081059024295	0.592443852028073
-0.0765881	0.0267869	-0.143784	0.00174605	0.00343634	-0.00182578	0.003969	-0.0143621	0.00562299999999999	0.00047519	0	0.00022954	0.0591906	0.0424146861	0.016314529	-0.0159924506	-0.0422151417	-0.0523771858	-0.0426124582	-0.0166359256	0.015669704	0.0420138333	0.0523739028	0.0428084497	0.0169566271	-0.0153463027	-0.0418107693	-0.0523684314	-0.0430026525	-0.01727662	0.0150222601	0.0416059582	0.0523607718	0.0431950583	0.0005586163	0.0700583829	-0.0541278141	-0.0049381176	-0.0254613981	-0.0486123887	0.0067271178	-0.0184364355	0.0092136207	-0.0101411229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.419116774368826	1.21299916947989	0.448081059024295	0.592443852028073
-0.0656076	0.0514806	-0.155798	0.00153268	0.00343634	-0.00198651	0.0109805	0.0246937	-0.012014	-0.00021337	0	-0.00016073	0.0663932	0.0422818529	0.015884942	-0.0166359256	-0.0427433176	-0.0523723222	-0.0418107693	-0.0151303447	0.0173831246	0.0431950583	0.0523544498	0.0413301739	0.0143723053	-0.018126369	-0.0436369724	-0.052324667	-0.0408401761	-0.0136109962	0.0188654898	0.0440689593	0.0522829807	0.0403408874	-0.0021659661	0.0811358264	0.0003872141	0.0240075758	-0.0266098588	-0.0024072775	-0.0012160827	0.0008974722	0.0030840466	-0.003131036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.551029580568576	1.20265360095568	0.448081059024295	0.592443852028073
-0.0590372	0.0562369	-0.134729	0.000989653	0.00350089	-0.00190689	0.0065704	0.0047563	0.021069	-0.000543027	6.455e-05	7.96199999999999e-05	0.06675555	0.0421482344	0.015454175	-0.01727662	-0.0432587929	-0.0523431439	-0.0409811285	-0.0136109962	0.0190758861	0.044311314	0.0522377823	0.0397590408	0.0117495564	-0.0208495594	-0.0453043854	-0.0520623368	-0.0384836111	-0.009872353	0.0225952602	0.046236675	0.0518170426	0.0371565505	-0.0055084383	0.0618045895	0.0143234322	0.00287897	-0.0289998479	0.0232255486	-0.0046776031	-0.0012796875	-0.0007961592	0.0075297326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.144054436385829	1.01043486288555	0.448081059024295	0.592443852028073
-0.0590465	0.0430157	-0.136448	0.00168255	0.00343634	-0.00190689	-9.30000000000375e-06	-0.0132212	-0.00171900000000003	0.000692897	-6.455e-05	0	0.0528218500000001	0.0420138333	0.0150222601	-0.0179144269	-0.0437614146	-0.0522896643	-0.0401240904	-0.0120792627	0.0207459769	0.0453609212	0.0520241169	0.0380985803	0.0090953929	-0.0235073292	-0.0468069407	-0.0515825363	-0.0359441567	-0.0060807472	0.02618914	0.0480945804	0.0509664168	0.0336681095	-0.0048955864	0.0651300393	0.0318314015	0.011210623	-0.0233575614	0.0343994881	-0.0091114907	0.0111954081	-0.0073140568	-0.0196510147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.393648220105018	0.95024764785452	0.448081059024295	0.592443852028073
-0.0565344	0.0637391	-0.149946	0.000861238	0.0033053	-0.0019069	0.0025121	0.0207234	-0.013498	-0.000821312	-0.000131039999999999	-1.00000000001575e-08	0.0843516	0.0418786518	0.0145892291	-0.0185492395	-0.0442510332	-0.0522119084	-0.0392402281	-0.0105365379	0.0223914121	0.0463423012	0.0517138504	0.036352523	0.0064169112	-0.0260913389	-0.0481391707	-0.0508872699	-0.0332338815	-0.0022565198	0.0296255153	0.0496302266	0.0497374181	0.0299041152	0.005757281	0.0540030372	0.0738975289	0.0374775161	-0.0331818136	0.0692613283	-0.0092365684	0.0222765742	0.0051803332	-0.0193252494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-2.53740774378048	0.663108324281697	0.448081059024295	-1.68540061352814
-0.0590348	0.0559594	-0.131335	0.0005804	0.00343634	-0.00162831	-0.0025004	-0.00777969999999999	0.018611	-0.000280838	0.000131039999999999	0.00027859	0.0634145	0.0417426926	0.0141551145	-0.0191809517	-0.0447275033	-0.0521099123	-0.0383301323	-0.0089842256	0.0240102362	0.0472539781	0.0513075588	0.0345247919	0.0037212726	-0.0285934806	-0.0492962274	-0.0499794418	-0.0303656657	0.0015798132	0.0328837193	0.0508333239	0.0481391707	0.0258953737	0.0004653528	0.0480969203	0.0627111291	0.0162410173	-0.0214364803	0.0905959998	-0.0141847278	0.0132317265	0.0209840087	-0.0002888492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.019419467375589	0.640819704399836	-2.22840312389761	-1.68540061352814
-0.0521805	0.0431207	-0.13114	0.000935335	0.00316471	-0.00164004	0.00685430000000001	-0.0128387	0.000194999999999973	0.000354935	-0.00027163	-1.17299999999999e-05	0.05180275	0.0416059582	0.0137199483	-0.0198094581	-0.0451906832	-0.0519837232	-0.0373944116	-0.0074237382	0.0256005252	0.0480945804	0.0508059967	0.0326194932	0.0010156846	-0.0310059033	-0.0502739006	-0.048862844	-0.0273531403	0.005407671	0.0359441567	0.0516958108	0.0461835398	0.021674694	-0.0013399314	0.038548445	0.0414820009	0.023437967	-0.0184623506	0.0780589335	-0.0321509377	0.004609018	0.0020575081	-0.0002046161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.604735367864303	0.685725198822554	-2.22840312389761	-1.68540061352814
-0.0389706	0.0623607	-0.179995	0.000783179	0.00286108	-0.00153879	0.0132099	0.01924	-0.048855	-0.000152156	-0.00030363	0.00010125	0.1091567	0.0414684511	0.0132837629	-0.0204346535	-0.0456404355	-0.0518333998	-0.0364336915	-0.0058564958	0.0271603893	0.048862844	0.0502100954	0.0306409077	-0.0016926191	-0.0333210373	-0.0510686325	-0.0475421407	-0.0242106219	0.009206518	0.0387884217	0.0522119084	0.043885044	0.01727662	0.0092265089	0.0403507058	0.0454241696	0.022283576	-0.0354994921	0.042359256	-0.0221436059	-0.0214523612	-0.0052775363	0.0352435901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.23464636841964	0.550015904778546	-2.22840312389761	-1.68540061352814
-0.0389892	0.068174	-0.150288	0.00029187	0.00286792	-0.0019069	-1.86000000000075e-05	0.0058133	0.029707	-0.000491309	6.84000000000014e-06	-0.00036811	0.07885185	0.0413301739	0.0128465907	-0.0210564335	-0.0460766263	-0.0516590118	-0.0354486142	-0.0042839244	0.0286879745	0.0495576132	0.0495209612	0.0285934806	-0.0043963972	-0.0355316183	-0.0516775313	-0.0460228486	-0.0209530451	0.0129559745	0.0413994086	0.0523781585	0.0412607473	0.0127371473	0.0089231537	0.0335889861	0.0201072203	-0.0013575669	-0.0492161016	0.0140998768	-0.0086198302	-0.0056342101	0.00766976	0.0313661266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.99111164667299	0.088991396521949	-2.22840312389761	0.592443852028073
-0.0335505	0.0431204	-0.14569	0.00112188	0.00278714	-0.00118125	0.0054387	-0.0250536	0.00459799999999999	0.00083001	-8.07799999999999e-05	0.00072565	0.1169123	0.0411911291	0.0124084642	-0.021674694	-0.0464991262	-0.0514606403	-0.0344398384	-0.0027074549	0.0301814655	0.050177843	0.048739874	0.0264818121	-0.0070884207	-0.0376307102	-0.0520983812	-0.044311314	-0.0175958911	0.0166359256	0.0437614146	0.0521934471	0.0383301323	0.0080934286	0.0068098985	0.0245857218	-0.0133982089	-0.0122570472	-0.0607632668	-0.0236471898	0.0098976499	0.0117191802	-0.0048817073	0.009167285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.102106262168697	0.475735456947824	-2.22840312389761	0.592443852028073
-0.0158894	0.0776307	-0.153219	0.000572937	0.00253593	-0.000965082	0.0176611	0.0345103	-0.00752899999999998	-0.000548943	-0.00025121	0.000216168	0.11051645	0.0410513194	0.011969416	-0.0222893319	-0.0469078096	-0.0512383773	-0.0334080384	-0.0011285219	0.0316390872	0.0507226006	0.0478682839	0.0243106464	-0.0097614921	-0.0396117264	-0.0523296507	-0.0424146861	-0.0141551145	0.0202266294	0.0458602343	0.0516590118	0.0351149558	0.0033834701	0.0041443068	0.0087787158	-0.0438548237	0.0015848926	-0.0418859894	-0.0525933896	0.0222852648	0.0028775805	-0.0039531179	0.0218800746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.824134041220127	1.68188725239543	-2.22840312389761	0.592443852028073
-0.0101015	0.0510215	-0.153224	0.000406009	0.00205216	-0.000632021	0.0057879	-0.0266092	-5.000000000005e-06	-0.000166928	-0.00048377	0.000333061	0.08159005	0.0409107473	0.0115294786	-0.0229002443	-0.047302555	-0.050992326	-0.032353904	0.0004514381	0.0330591074	0.0511910666	0.0469078096	0.0220848615	-0.0124084642	-0.0414684511	-0.0523704984	-0.0403408874	-0.0106470671	0.0237088227	0.0476832451	0.0507784337	0.0316390872	-0.0013541801	0.0003443008	-0.0138236985	-0.0954432894	-0.0154090354	-0.0205702038	-0.073177264	0.0340357401	0.0016257121	-0.013739194	0.0211850176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.452183928333612	1.97559972762033	-2.22840312389761	-1.68540061352814
-0.0159109	0.0431436	-0.153233	0.00115072	0.00205216	-0.000632021	-0.0058094	-0.0078779	-8.99999999998125e-06	0.000744711	0	0	0.05093185	0.0407694154	0.0110886847	-0.0235073292	-0.0476832451	-0.0507226006	-0.03127814	0.0020309873	0.0344398384	0.0515825363	0.0458602343	0.0198094581	-0.0150222601	-0.0431950583	-0.0522207755	-0.0380985803	-0.0070884207	0.0270638244	0.0492194833	0.0495576132	0.0279283311	-0.0060807472	0.0012066195	-0.0030842708	-0.0922933673	0.0052792216	0.0082415596	-0.0940762455	0.0344486134	-0.0154795694	-0.0132117816	0.0046774963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.652362745432938	1.39070310627802	0.448081059024295	0.592443852028073
-0.0158974	0.0432292	-0.169214	0.000277921	0.00213088	-0.0011177	1.34999999999962e-05	8.55999999999982e-05	-0.015981	-0.000872799	7.872e-05	-0.000485679	0.08794	0.0406273263	0.0106470671	-0.024110485	-0.0480497669	-0.0504293264	-0.0301814655	0.0036086884	0.0357796393	0.051896421	0.0447275033	0.0174895484	-0.0175958911	-0.0447861304	-0.051881027	-0.0356971313	-0.0034960873	0.0302736359	0.0504597097	0.0480047303	0.0240102362	-0.010757547	0.0061967871	0.0035655467	-0.0634532959	0.0191150785	0.0114536155	-0.0758018455	0.0184439139	-0.017712479	-0.0089116045	-0.0061136542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.9847148805394	1.12264894912976	0.448081059024295	0.592443852028073
