"trans_x"	"trans_y"	"trans_z"	"rot_x"	"rot_y"	"rot_z"	"trans_x_derivative1"	"trans_y_derivative1"	"trans_z_derivative1"	"rot_x_derivative1"	"rot_y_derivative1"	"rot_z_derivative1"	"framewise_displacement"	"cosine00"	"cosine01"	"cosine02"	"cosine03"	"cosine04"	"cosine05"	"cosine06"	"cosine07"	"cosine08"	"cosine09"	"cosine10"	"cosine11"	"cosine12"	"cosine13"	"cosine14"	"cosine15"	"cosine16"	"cosine17"	"cosine18"	"cosine19"	"cosine20"	"cosine21"	"t_comp_cor_00"	"t_comp_cor_01"	"t_comp_cor_02"	"t_comp_cor_03"	"t_comp_cor_04"	"a_comp_cor_00"	"a_comp_cor_01"	"a_comp_cor_02"	"a_comp_cor_03"	"a_comp_cor_04"	"motion_outlier01"	"motion_outlier02"	"motion_outlier03"	"motion_outlier04"	"motion_outlier05"	"motion_outlier06"	"volume_z"	"luminance_z"	"speech_z"	"face_z"
-0.164988	0.0455489	0.334732	-0.00282134	-0.00309935	-0.00413183	0.028165	-0.0071947	0.0247410000000001	0.00020119	-1.36699999999999e-05	0.000405539999999999	0.0911206999999999	0.044133295	0.0245545108	-0.001911808	-0.027841865	-0.0459622855	-0.0511902955	-0.0420594396	-0.0211309207	0.0057248166	0.0309747441	0.0475362631	0.0507638714	0.0397522256	0.0175900897	-0.0095060622	-0.0339357659	-0.0488464951	-0.0500557939	-0.0372244541	-0.0139516636	0.0132345652	0.0367085017	0.0286575624	-0.084810768	-0.0094485059	-0.0104417038	0.0711804256	0.0186202195	-0.0448242392	0.0708730287	0.03055642	0.0423945205	0	0	0	0	0	0	-0.243100213604424	2.85332764264197	0.448081059024295	0.592443852028073
-0.133894	0.0557884	0.306364	-0.0038594	-0.00292887	-0.00325078	0.031094	0.0102395	-0.0283680000000001	-0.00103806	0.00017048	0.00088105	0.174181	0.0440244045	0.0241804983	-0.0025486187	-0.0285520362	-0.046425481	-0.0510796273	-0.0411892428	-0.0195705382	0.0076207265	0.032642048	0.0483687975	0.050322904	0.0379479508	0.0147676106	-0.0126176931	-0.0364102058	-0.0498351925	-0.0490699916	-0.0343324881	-0.0098190728	0.0174902479	0.0398193552	0.0006834903	-0.0605918327	-0.0298303399	-0.0300927817	-0.0277833049	-0.057969636	-0.0071096736	0.0330695961	-0.0009045911	0.0262005507	0	0	0	0	0	0	-0.618771636648404	1.31855237399002	-2.22840312389761	0.592443852028073
-0.10409	0.0456538	0.318996	-0.00311393	-0.00313973	-0.00314433	0.029804	-0.0101346	0.012632	0.00074547	-0.00021086	0.00010645	0.1057096	0.0439147598	0.0238048288	-0.0031850365	-0.0292543809	-0.0468687929	-0.0509374568	-0.0402844707	-0.0179886993	0.0095060622	0.0342534364	0.0491010801	0.0497578128	0.0360338295	0.0118955567	-0.0156807013	-0.0387250135	-0.0505772456	-0.047811934	-0.0312282931	-0.005619231	0.0216138688	0.0426002529	0.0089774908	-0.0490676372	-0.0485957132	-0.020529715	-0.0270808649	-0.0397462462	0.0190529001	0.0043112947	0.0126129306	-0.0009700065	0	0	0	0	0	0	0.248715457309376	0.009361802826523	-2.22840312389761	0.592443852028073
-0.0922625	0.0454124	0.318994	-0.00407899	-0.00316305	-0.00265142	0.0118275	-0.000241399999999996	-2.000000000002e-06	-0.00096506	-2.33200000000003e-05	0.00049291	0.0861354	0.0438043627	0.0234275279	-0.0038209632	-0.0299487067	-0.0472920312	-0.0507638714	-0.0393458828	-0.0163871381	0.0113782077	0.0358061492	0.0497315932	0.0490699916	0.0340154024	0.0089835694	-0.0186832834	-0.0408700402	-0.0510689819	-0.0462886013	-0.0279310578	-0.001380903	0.025574292	0.0450281516	-0.0039410597	-0.0288709698	-0.0332953093	-0.0222178006	-0.019023965	-0.0137195194	-0.0004764628	-0.0026340636	0.0147199462	-0.0234631994	0	0	0	0	0	0	0.636104897059197	0.420532286980942	0.448081059024295	0.592443852028073
-0.104112	0.0458536	0.34575	-0.00269174	-0.00308261	-0.00284858	-0.0118495	0.000441199999999996	0.026756	0.00138725	8.04400000000002e-05	-0.00019716	0.1222892	0.0436932151	0.0230486216	-0.0044563007	-0.0306348232	-0.0476950147	-0.0505589784	-0.038374267	-0.0147676106	0.0132345652	0.0372975264	0.05025903	0.048261137	0.0318985121	0.0060414244	-0.0216138688	-0.0428358815	-0.0513079677	-0.0445084453	-0.0244611644	0.0028668829	0.0293416141	0.0470829328	0.017144544	-0.0303365598	-0.0342838812	-0.0102661892	0.018937948	-0.0162589496	0.0015966443	0.0064846137	0.005529353	-0.0146907187	0	0	0	0	0	0	0.435428806857185	0.738370430990036	0.448081059024295	0.592443852028073
-0.123572	0.0362672	0.319025	-0.00322781	-0.00307234	-0.00314433	-0.01946	-0.0095864	-0.026725	-0.00053607	1.02700000000002e-05	-0.00029575	0.0978759	0.043581319	0.0226681358	-0.0050909511	-0.0313125424	-0.0480775708	-0.050322904	-0.0373704389	-0.0131318924	0.0150725591	0.0387250135	0.0506822973	0.047333244	0.0296892864	0.0030789983	-0.0244611644	-0.0446139188	-0.0512930202	-0.0424813428	-0.0208400624	0.0070950334	0.0328873894	0.04874757	0.0024731815	-0.0472681304	-0.0342628204	-0.0349576709	0.0188767734	0.0067959233	-0.01944878	-0.0122727271	-0.0176569742	0.0259253039	0	0	0	0	0	0	-0.073860297196519	0.587286522763417	0.448081059024295	-1.68540061352814
-0.13377	0.00765537	0.337595	-0.00221447	-0.00223211	-0.00524737	-0.010198	-0.02861183	0.01857	0.00101334	0.00084023	-0.00210304	0.25521033	0.0434686762	0.0222860966	-0.0057248166	-0.0319816784	-0.0484395355	-0.0500557939	-0.0363352411	-0.0114817767	0.0168896389	0.040086165	0.0510005177	0.0462886013	0.0273941201	0.000106236	-0.0272141981	-0.0461963565	-0.0510242134	-0.040218541	-0.0170901359	0.0112745899	0.0361848453	0.0500082695	0.0205628342	-0.0671469085	-0.0460350732	-0.0360079881	0.0594640351	0.0128846931	-0.0094874163	-0.0254844408	-0.015768829	0.0318851163	0	0	0	0	0	0	-0.530205147010765	0.019218643755505	0.448081059024295	0.592443852028073
-0.104367	-0.00107748	0.302314	-0.00344435	-0.00234135	-0.00397231	0.029403	-0.00873285	-0.035281	-0.00122988	-0.00010924	0.00127506	0.20412585	0.0433552888	0.0219025301	-0.0063577993	-0.032642048	-0.048780754	-0.0497578128	-0.0352695426	-0.0098190728	0.0186832834	0.0413786495	0.0512130319	0.0451297856	0.0250196571	-0.0028668829	-0.029862361	-0.0475762569	-0.0505028777	-0.0377325944	-0.0132345652	0.0153769266	0.039209084	0.0508545847	-0.0093320932	-0.0383152101	-0.0381323436	-0.0460320565	0.0552798151	-0.0176811102	-0.0608034376	-0.011927386	0.0010988754	0.0636384191	0	0	0	0	0	0	-0.348399238055159	0.088960387033338	0.448081059024295	0.592443852028073
-0.0891212	0.00234961	0.295884	-0.00303256	-0.00293321	-0.00353078	0.0152458	0.00342709	-0.00642999999999994	0.00041179	-0.00059186	0.00044153	0.0973618900000001	0.0432411585	0.0215174627	-0.0069898018	-0.03329347	-0.0491010801	-0.0494291445	-0.034174238	-0.0081456036	0.0204510037	0.0426002529	0.0513193992	0.0438596552	0.0225727706	-0.0058303776	-0.0323954483	-0.04874757	-0.0497315932	-0.0350372959	-0.0092971841	0.0193739464	0.0419372706	0.0512795028	0.0011116849	-0.0281085619	-0.0638575277	-0.0472822159	-0.0063382036	-0.0566179389	-0.0119417072	-0.0187413917	0.0123766158	0.0204886732	0	0	0	0	0	0	-0.408396665903295	0.20566608252629	0.448081059024295	0.592443852028073
-0.0759979	0.0365635	0.301897	-0.0031596	-0.00282853	-0.00288617	0.0131233	0.03421389	0.00601299999999994	-0.00012704	0.00010468	0.00064461	0.09716669	0.0431262874	0.0211309207	-0.0076207265	-0.0339357659	-0.0494003765	-0.0490699916	-0.0330502467	-0.0064632038	0.0221903471	0.0437488826	0.0513193992	0.0424813428	0.0200605435	-0.0087742999	-0.0348036986	-0.0497051606	-0.0487141772	-0.0321475998	-0.0053023317	0.0232382738	0.0443488058	0.0512795028	-0.0116549051	-0.0187218516	-0.0607435665	-0.0491064072	0.0447668351	-0.0249842415	-0.0285548276	-0.070450961	0.0091735551	0.0087814924	0	0	0	0	0	0	-0.630968434847331	1.63537210636639	0.448081059024295	0.592443852028073
-0.0303866	0.0294251	0.287857	-0.00227639	-0.00293897	-0.00213614	0.0456113	-0.0071384	-0.0140399999999999	0.00088321	-0.00011044	0.00075003	0.1539737	0.0430106775	0.0207429306	-0.0082504761	-0.0345687596	-0.049678515	-0.0486805757	-0.0318985121	-0.0047737179	0.0238989001	0.044822571	0.0512130319	0.0409982483	0.0174902479	-0.0116887668	-0.0370778316	-0.0504448302	-0.0474556651	-0.029079539	-0.0012747024	0.026943442	0.046425481	0.0508545847	-0.0089313032	0.0076136907	-0.023621675	-0.0235341077	0.0802683363	0.0702965686	-0.057202306	-0.0749807465	-0.0230192235	0.0075229035	0	0	0	0	0	0	-1.59278719454615	1.40903290345394	0.448081059024295	0.592443852028073
-0.0170537	0.0491322	0.282694	-0.00212938	-0.00293916	-0.00142647	0.0133329	0.0197071	-0.00516300000000003	0.00014701	-1.90000000000173e-07	0.000709669999999999	0.0810465	0.0428943306	0.020353519	-0.0088789537	-0.0351922777	-0.0499353767	-0.048261137	-0.0307200012	-0.0030789983	0.025574292	0.0458194789	0.0510005177	0.0394140296	0.0148693239	-0.0145639947	-0.039209084	-0.050963336	-0.0459622855	-0.0258501361	0.0027608065	0.030464074	0.0481516161	0.0500082695	-0.0108356434	0.0128751956	-0.0015497399	0.0045718718	0.042515491	0.0131884472	-0.0591020474	-0.0115961906	-0.0097052834	0.03883275	0	0	0	0	0	0	-2.28520506102267	2.32529003803542	0.448081059024295	0.592443852028073
0.0151033	0.0378322	0.363927	-0.00255917	-0.00445332	-0.000989694	0.032157	-0.0113	0.081233	-0.00042979	-0.00151416	0.000436776000000001	0.2437263	0.042777249	0.0199627126	-0.0095060622	-0.0358061492	-0.0501708514	-0.047811934	-0.0295157031	-0.001380903	0.0272141981	0.0467378986	0.0506822973	0.0377325944	0.0122053583	-0.0173903312	-0.0411892428	-0.0512584048	-0.0442414294	-0.0224773087	0.0067792492	0.0337760571	0.0495141777	0.04874757	0.0025747685	0.0298053595	-0.009469064	0.0080703588	-0.0581834167	-0.0310993671	-0.0363999969	0.014923746	0.0153620939	0.0012085441	0	0	0	0	0	0	-2.01059919671712	0.043731960979116	0.448081059024295	0.592443852028073
0.023677	0.0487165	0.335998	-0.00344377	-0.0037876	-0.000756783	0.0085737	0.0108843	-0.027929	-0.0008846	0.00066572	0.000232911	0.13654855	0.0426594344	0.0195705382	-0.0101317049	-0.0364102058	-0.0503848382	-0.047333244	-0.0282866287	0.0003187063	0.028816343	0.0475762569	0.05025903	0.03595809	0.0095060622	-0.0201582885	-0.0430106775	-0.0513287428	-0.0423016137	-0.0189797704	0.0107557855	0.0368567075	0.0505028777	0.0470829328	-0.0142931606	0.0468228105	0.0106048729	0.0188333092	-0.059796227	-0.03865969	0.0182194645	0.0016194081	-0.021601869	0.0042682935	0	0	0	0	0	0	-0.274945735815449	0.006775823152277	0.448081059024295	-1.68540061352814
0.0442889	0.0545844	0.29462	-0.00464096	-0.00365455	-0.000394227	0.0206119	0.0058679	-0.041378	-0.00119719	0.00013305	0.000362556	0.1524976	0.042540889	0.0191770227	-0.0107557855	-0.037004282	-0.0505772456	-0.046825362	-0.0270338099	0.0020179662	0.0303785035	0.0483331176	0.0497315932	0.0340948932	0.0067792492	-0.0228585745	-0.044666369	-0.0511740416	-0.040152439	-0.0153769266	0.014665834	0.0396849258	0.0511102507	0.0450281516	-0.0287351882	0.0515493632	0.0259711179	0.0053218898	-0.0348288052	-0.0093032336	0.0044082086	-0.0269903677	-0.0490571719	-0.0167914863	0	0	0	0	0	0	0.299173505496212	0.641685644499013	0.448081059024295	0.592443852028073
0.0489846	0.0485928	0.333614	-0.00388379	-0.00363796	-0.000147869	0.0046957	-0.0059916	0.038994	0.000757170000000001	1.65899999999999e-05	0.000246358	0.1006872	0.0424216147	0.018782193	-0.0113782077	-0.0375882149	-0.0507479912	-0.0462886013	-0.0257582983	0.0037150137	0.0318985121	0.0490071843	0.0491010801	0.0321475998	0.0040328127	-0.0254821244	-0.0461499372	-0.0507949796	-0.0378045419	-0.0116887668	0.0184852245	0.0422413413	0.0513317109	0.0426002529	-0.0152912731	0.069176313	0.0202362858	0.022269172	-0.007226619	-0.0286329219	0.0353670098	-0.0436614779	-0.0007358273	0.020615993	0	0	0	0	0	0	0.397102864203932	1.24255734061216	0.448081059024295	0.592443852028073
0.0516087	0.0482668	0.317526	-0.00496717	-0.00389903	3.80304e-05	0.0026241	-0.000326000000000007	-0.0160879999999999	-0.00108338	-0.00026107	0.0001858994	0.09555557	0.0423016137	0.0183860761	-0.0119988754	-0.0381618445	-0.0508970017	-0.0457232929	-0.0244611644	0.0054079881	0.0333742597	0.0495973023	0.0483687975	0.0301210128	0.0012747024	-0.0280201309	-0.0474556651	-0.0501932186	-0.0352695426	-0.0079357543	0.0221903471	0.0445084453	0.0511655859	0.0398193552	-0.0364906173	0.0599658128	0.0211359921	-0.0087272217	0.0128782923	-0.0027886249	-0.053466852	-0.021355481	0.0040961197	0.0272316398	0	0	0	0	0	0	0.419116774368826	1.21299916947989	0.448081059024295	0.592443852028073
0.0654115	0.0188125	0.252408	-0.00166624	-0.00389631	0.000394282	0.0138028	-0.0294543	-0.0651180000000001	0.00330093	2.71999999999989e-06	0.0003562516	0.29137018	0.042180888	0.0179886993	-0.0126176931	-0.0387250135	-0.0510242134	-0.0451297856	-0.0231434973	0.0070950334	0.0348036986	0.0501024608	0.0475362631	0.0280201309	-0.0014870976	-0.030464074	-0.0485785209	-0.0493713969	-0.0325599874	-0.0041387117	0.0257582983	0.0464707102	0.0506131302	0.0367085017	-0.0215911723	0.0918637044	-0.0166025753	-0.0073850299	-0.0300547787	-0.0327524162	-0.0156922875	-0.0062426862	0.0008950284	0.0170598809	0	0	0	0	0	0	0.551029580568576	1.20265360095568	0.448081059024295	0.592443852028073
0.0777504	0.0448401	0.31274	-0.0038471	-0.00388019	0.000838959	0.0123389	0.0260276	0.0603320000000001	-0.00218086	1.61200000000001e-05	0.000444677	0.23078135	0.0420594396	0.0175900897	-0.0132345652	-0.0392775675	-0.0511295719	-0.0445084453	-0.0218064029	0.0087742999	0.0361848453	0.0505217943	0.0466052026	0.0258501361	-0.004244593	-0.0328057493	-0.0495141777	-0.0483331176	-0.0296892864	-0.0003187063	0.0291670224	0.0481146965	0.049678515	0.03329347	-0.04286387	0.0940913185	-0.031105898	-0.0302470597	0.0010841552	-0.0576718447	0.0022614433	-0.0590106184	-0.0040636011	0.0046081469	0	0	0	0	0	0	0.144054436385829	1.01043486288555	0.448081059024295	0.592443852028073
0.0699468	0.0481549	0.312783	-0.00400019	-0.00347897	0.000738933	-0.00780359999999997	0.0033148	4.29999999999597e-05	-0.00015309	0.00040122	-0.000100026	0.0438781999999999	0.0419372706	0.0171902747	-0.0138493968	-0.0398193552	-0.0512130319	-0.0438596552	-0.0204510037	0.0104439465	0.0375157835	0.0508545847	0.0455775458	0.0236163807	-0.0069898018	-0.0350372959	-0.05025903	-0.0470829328	-0.0266716472	0.0035030673	0.0323954483	0.0494291445	0.0483687975	0.0296025581	-0.0369859202	0.0858014278	-0.0029180153	-0.0263275474	0.0337496006	0.0554523208	-0.0278247733	-0.0779939962	-0.0194288555	0.0006051281	0	0	0	0	0	0	0.393648220105018	0.95024764785452	0.448081059024295	0.592443852028073
0.06533	0.0480618	0.358466	-0.004281	-0.00347897	0.000735257	-0.0046168	-9.30999999999987e-05	0.045683	-0.00028081	0	-3.67599999999998e-06	0.0646172	0.0418143832	0.0167892817	-0.0144620929	-0.0403502279	-0.0512745577	-0.0431838154	-0.0190784374	0.0121021428	0.0387946664	0.0511002618	0.0444554224	0.0213243743	-0.0097147774	-0.0371512224	-0.0508102074	-0.0456263236	-0.0235220047	0.0073054049	0.035423619	0.0504050515	0.0466938665	0.0256663501	-0.0255720276	0.0620862416	0.0123248743	-0.0012367256	0.0172534603	0.0071907678	-0.0528567069	-0.0007308929	0.0036212249	0.0046182451	0	0	0	0	0	0	-2.53740774378048	0.663108324281697	0.448081059024295	-1.68540061352814
0.0370799	0.0480469	0.309537	-0.00425365	-0.00347897	0.000549504	-0.0282501	-1.49000000000052e-05	-0.048929	2.73499999999998e-05	0	-0.000185753	0.08784915	0.0416907793	0.0163871381	-0.0150725591	-0.0408700402	-0.051314123	-0.0424813428	-0.0176898562	0.0137470706	0.0400197194	0.0512584048	0.0432411585	0.0189797704	-0.012411632	-0.0391404325	-0.0511655859	-0.0439696763	-0.0202559471	0.0110672099	0.0382328158	0.0510357335	0.044666369	0.0215174627	-0.0299863439	0.0578607933	-0.0092427217	-0.0213517575	-0.043497105	-0.0376198293	-0.0106819956	0.0114750946	-0.0468601613	-0.0079016843	0	0	0	0	0	0	-0.019419467375589	0.640819704399836	-2.22840312389761	-1.68540061352814
0.0329001	0.0412643	0.359256	-0.00421145	-0.00369296	0.000817153	-0.00417980000000001	-0.00678259999999999	0.049719	4.22e-05	-0.00021399	0.000267649	0.08687335	0.0415664612	0.0159838716	-0.0156807013	-0.0413786495	-0.0513317109	-0.0417526707	-0.0162864257	0.0153769266	0.0411892428	0.0513287428	0.0419372706	0.016588352	-0.0150725591	-0.0409982483	-0.0513237961	-0.042120254	-0.0168896389	0.0147676106	0.0408056734	0.051316871	0.0423016137	0.0171902747	-0.0232929409	0.0385283169	-0.0118710852	-0.0189357617	0.0007085516	-0.0201216759	0.0325716517	-0.0372208445	-0.0594678557	-0.0436699839	0	0	0	0	0	0	0.604735367864303	0.685725198822554	-2.22840312389761	-1.68540061352814
-0.0416545	0.0746028	0.423138	-0.00573165	-0.00437843	0.000808951	-0.0745546	0.0333385	0.063882	-0.0015202	-0.00068547	-8.20200000000001e-06	0.2824687	0.041441431	0.0155795096	-0.0162864257	-0.0418759166	-0.0513273137	-0.0409982483	-0.0148693239	0.0169899238	0.0423016137	0.0513111553	0.0405464614	0.0141560177	-0.0176898562	-0.0427184332	-0.0512842283	-0.040086165	-0.0134397405	0.0183860761	0.0431262874	0.0512465384	0.039617456	0.0127206428	-0.0203481592	-0.0019601129	0.0015656797	-0.0305951486	-0.0102049746	0.0054245028	-0.003142321	0.0216004276	0.0554753312	-0.0042232665	0	0	0	0	0	0	-1.23464636841964	0.550015904778546	-2.22840312389761	-1.68540061352814
-0.00125859	0.0335456	0.410112	-0.00424349	-0.00493439	0.00070602	0.04039591	-0.0410572	-0.013026	0.00148816	-0.00055596	-0.000102931	0.20183166	0.0413156908	0.0151740801	-0.0168896389	-0.042361705	-0.0513009334	-0.040218541	-0.0134397405	0.0185842938	0.0433552888	0.0512056724	0.0390716134	0.0116887668	-0.0202559471	-0.0442952125	-0.051047035	-0.0378763275	-0.0099233262	0.0219025301	0.0451803128	0.0508252175	0.0366341627	0.0081456036	-0.0005170572	0.0058901502	-0.0198487275	-0.013819736	-0.0656299912	-0.0345076262	0.0239745261	0.019038583	-0.0020570701	-0.0671867377	0	0	0	0	0	0	-1.99111164667299	0.088991396521949	-2.22840312389761	0.592443852028073
0.0241476	0.0552742	0.423166	-0.00400244	-0.00480436	0.000549504	0.02540619	0.0217286	0.013054	0.00024105	0.000130030000000001	-0.000156516	0.08656859	0.0411892428	0.0147676106	-0.0174902479	-0.0428358815	-0.0512525814	-0.0394140296	-0.0119988754	0.0201582885	0.0443488058	0.0510124748	0.0375157835	0.0091926851	-0.0227634039	-0.0457232929	-0.0506131302	-0.0355004298	-0.0063577993	0.0252974622	0.0469550524	0.0500557939	0.0333742597	0.0035030673	-0.0109829301	0.0162856861	-0.0175991511	-0.0127513259	-0.0636827939	-0.0204618653	0.0303116182	-0.0122488227	0.000157073	-0.0335107457	0	0	0	0	0	0	0.102106262168697	0.475735456947824	-2.22840312389761	0.592443852028073
0.0306023	0.0663868	0.423165	-0.0042757	-0.0047053	0.000960449	0.0064547	0.0111126	-1.00000000002876e-06	-0.000273259999999999	9.90599999999989e-05	0.000410945	0.05673155	0.0410620891	0.0143601292	-0.0180881602	-0.0432983163	-0.0511822782	-0.0385852104	-0.0105479382	0.0217101824	0.0452807864	0.0507318935	0.0358821964	0.0066739292	-0.0252049683	-0.0469978805	-0.0499841859	-0.0329688886	-0.0027608065	0.0285520362	0.0484395355	0.0489435374	0.029862361	-0.0011684964	-0.0016415152	0.0184108122	0.0090668617	0.0124219316	-0.0413370758	0.0088370271	0.0270211962	0.0025652861	-0.0406016826	-0.0458236593	0	0	0	0	0	0	-0.824134041220127	1.68188725239543	-2.22840312389761	0.592443852028073
0.0427097	0.0667092	0.465453	-0.00355993	-0.0047965	0.000929057	0.0121074	0.000322399999999987	0.042288	0.000715769999999999	-9.11999999999996e-05	-3.1392e-05	0.0966359	0.0409342319	0.0139516636	-0.0186832834	-0.0437488826	-0.051090054	-0.0377325944	-0.0090881467	0.0232382738	0.0461499372	0.0503644092	0.034174238	0.0041387117	-0.0275735728	-0.0481146965	-0.0491626259	-0.0302928029	0.0008498502	0.0316481948	0.0496245858	0.0474960658	0.0261249837	-0.0058303776	0.0148106715	0.010571849	0.0175125025	0.0241067453	-0.0321532818	0.0116372003	0.0425731031	0.0145173706	0.0008079091	-0.0068134328	0	0	0	0	0	0	0.452183928333612	1.97559972762033	-2.22840312389761	-1.68540061352814
0.0635096	0.0815349	0.444719	-0.00473995	-0.00452772	0.0016008	0.0207999	0.0148257	-0.020734	-0.00118002	0.000268780000000001	0.000671743	0.16238675	0.0408056734	0.013542242	-0.0192755259	-0.0441874568	-0.0509759483	-0.0368567075	-0.0076207265	0.0247408876	0.0469550524	0.0499106512	0.0323954483	0.0015932859	-0.029862361	-0.0490699916	-0.0481516161	-0.0274839053	0.0044563007	0.0345687596	0.0505028777	0.0457232929	0.0221903471	-0.0104439465	-0.0062148504	0.0166664215	0.0495596201	0.0245996399	-0.0263163039	0.0397092248	0.0329625093	0.0193701955	-0.0192360043	-0.0503776116	0	0	0	0	0	0	-0.652362745432938	1.39070310627802	0.448081059024295	0.592443852028073
0.0580681	0.0584452	0.455991	-0.00332656	-0.00487316	0.00132837	-0.00544149999999999	-0.0230897	0.011272	0.00141339	-0.00034544	-0.00027243	0.1413662	0.0406764158	0.0131318924	-0.0198647963	-0.0446139188	-0.05084001	-0.03595809	-0.0061469092	0.0262163763	0.0476950147	0.0493713969	0.030549514	-0.0009560698	-0.0320647078	-0.049860559	-0.0469550524	-0.0245545108	0.0080406961	0.0372975264	0.0510689819	0.0436373605	0.0180881602	-0.0149709736	0.0208456472	0.0013146731	0.0380918451	0.0415467941	-0.0287669451	0.0341779167	0.0600893674	0.0205903313	-0.0283416785	-0.007914252	0	0	0	0	0	0	-1.9847148805394	1.12264894912976	0.448081059024295	0.592443852028073
0.0780791	0.0635507	0.479254	-0.00391294	-0.00468961	0.00157271	0.020011	0.0051055	0.023263	-0.00058638	0.000183549999999999	0.00024434	0.099093	0.0405464614	0.0127206428	-0.0204510037	-0.0450281516	-0.0506822973	-0.0350372959	-0.004667932	0.0276631221	0.0483687975	0.04874757	0.0286402612	-0.0035030673	-0.034174238	-0.0504837447	-0.0455775458	-0.0215174627	0.0115852966	0.0398193552	0.0513193992	0.0412525551	0.0138493968	-0.0193739464	0.0170784208	0.0171953195	0.0538282316	0.0519066359	-0.0395446911	0.0182244265	0.0482065562	0.0345715794	-0.0274535868	-0.0115611774	0	0	0	0	0	0	0.081537340761618	1.79340304796575	0.448081059024295	-1.68540061352814
0.0636429	0.0663588	0.520145	-0.00415683	-0.00471018	0.00172674	-0.0144362	0.00280810000000001	0.040891	-0.00024389	-2.05699999999993e-05	0.00015403	0.0790597999999999	0.0404158122	0.0123085215	-0.0210340579	-0.0454300417	-0.0505028777	-0.0340948932	-0.0031850365	0.029079539	0.0489754657	0.0480402391	0.0266716472	-0.0060414244	-0.0361848453	-0.0509374568	-0.0440244045	-0.0183860761	0.0150725591	0.042120254	0.0512525814	0.0385852104	0.0095060622	-0.0236163807	0.0287943855	0.0001610355	0.0431760626	0.041540372	-0.0453898613	0.0029348968	0.0717658553	0.0339502727	0.019664295	0.0034165783	0	0	0	0	0	0	-0.113209053196677	1.7825938416718	0.448081059024295	-1.68540061352814
0.0519504	0.0663689	0.518897	-0.00416794	-0.00495777	0.00124791	-0.0116925	1.00999999999851e-05	-0.00124799999999992	-1.11099999999999e-05	-0.000247590000000001	-0.00047883	0.0498270999999999	0.0402844707	0.0118955567	-0.0216138688	-0.0458194789	-0.0503018281	-0.0331314631	-0.0016994674	0.030464074	0.0495141777	0.0472506159	0.024647752	-0.00856488	-0.0380907096	-0.051220172	-0.0423016137	-0.0151740801	0.0184852245	0.0441874568	0.0508689416	0.0356535949	0.0050909511	-0.0276631221	0.0257392359	-0.0164237983	0.0267635421	0.0285909119	-0.004666728	-0.0079551969	0.0430853401	0.0278414983	0.0410470418	-0.004078228	0	0	0	0	0	0	-0.203842919648373	1.34000974424378	0.448081059024295	-1.68540061352814
0.0874229	0.0661231	0.481475	-0.00464049	-0.00508544	0.00156765	0.0354725	-0.00024579999999999	-0.0374220000000001	-0.00047255	-0.00012767	0.00031974	0.1191383	0.040152439	0.0114817767	-0.0221903471	-0.0461963565	-0.0500792346	-0.0321475998	-0.0002124716	0.0318152092	0.0499841859	0.046380053	0.0225727706	-0.0110672099	-0.0398863142	-0.0513309413	-0.0404158122	-0.0118955567	0.0218064029	0.0460094942	0.0501708514	0.0324777874	0.0006374004	-0.0314806383	-0.0034154053	0.0069130877	0.0245719114	0.0040217241	0.011588913	0.0027414919	-0.0519882083	0.0327600671	0.0161027421	0.0370457461	0	0	0	0	0	0	-0.140527204224397	1.04398223196275	0.448081059024295	-1.68540061352814
0.100176	0.07035	0.494475	-0.00382601	-0.00524625	0.00136893	0.0127531	0.00422689999999999	0.013	0.00081448	-0.00016081	-0.00019872	0.0886805	0.0400197194	0.0110672099	-0.0227634039	-0.0465605712	-0.0498351925	-0.03114391	0.0012747024	0.0331314631	0.0503848382	0.0454300417	0.0204510037	-0.013542242	-0.0415664612	-0.051269393	-0.038374267	-0.00856488	0.0250196571	0.0475762569	0.0491626259	0.029079539	-0.0038209632	-0.0350372959	0.0174775548	-0.0047456761	0.0089213813	0.0136557093	0.0118232464	-0.0124295835	-0.052515133	0.0733740196	-0.0075033523	0.0103536314	0	0	0	0	0	0	-2.40714794671935	0.661827130968706	0.448081059024295	-1.68540061352814
0.128548	0.0911561	0.494124	-0.00468974	-0.00468228	0.00168764	0.028372	0.0208061	-0.000351000000000046	-0.00086373	0.00056397	0.00031871	0.1368496	0.0398863142	0.0106518847	-0.0233329509	-0.0469120231	-0.0495698064	-0.0301210128	0.0027608065	0.0344113928	0.0507155786	0.0444022092	0.018286849	-0.0159838716	-0.0431262874	-0.0510357335	-0.0361848453	-0.0051966525	0.0281090841	0.048879052	0.0478504978	0.0254821244	-0.0082504761	-0.0383036235	-0.0023376443	0.0199495555	0.0221250938	0.0067854991	0.0265240205	0.0246209848	-0.0552464694	0.0086490501	0.0088901153	0.0093299358	0	0	0	0	0	0	-0.611473077067729	0.086600468710088	0.448081059024295	-1.68540061352814
