"trans_x"	"trans_y"	"trans_z"	"rot_x"	"rot_y"	"rot_z"	"trans_x_derivative1"	"trans_y_derivative1"	"trans_z_derivative1"	"rot_x_derivative1"	"rot_y_derivative1"	"rot_z_derivative1"	"framewise_displacement"	"cosine00"	"cosine01"	"cosine02"	"cosine03"	"cosine04"	"cosine05"	"cosine06"	"cosine07"	"cosine08"	"cosine09"	"cosine10"	"cosine11"	"cosine12"	"cosine13"	"cosine14"	"cosine15"	"cosine16"	"cosine17"	"cosine18"	"cosine19"	"cosine20"	"t_comp_cor_00"	"t_comp_cor_01"	"t_comp_cor_02"	"t_comp_cor_03"	"t_comp_cor_04"	"a_comp_cor_00"	"a_comp_cor_01"	"a_comp_cor_02"	"a_comp_cor_03"	"a_comp_cor_04"	"motion_outlier01"	"motion_outlier02"	"motion_outlier03"	"volume_z"	"luminance_z"	"speech_z"	"face_z"
0.0461111	0.00499463	-0.112988	-0.000403458	-0.00144183	-0.000855015	0.000148400000000007	0.12408463	0.033624	-0.0003401563	-7.23500000000001e-05	-0.000541912	0.205577945	0.0310059033	-0.015669704	-0.0495576132	-0.0430026525	-0.0013541801	0.0413994086	0.0503678575	0.0182322141	-0.0287823352	-0.0523082586	-0.0331465714	0.0130652981	0.0486148674	0.0444909208	0.0040589197	-0.0396854757	-0.051043434	-0.0207459769	0.0264818121	0.0520983812	0.0351986159	-0.0090177086	-0.0721248276	0.0139016717	0.0045430075	-0.0078556618	0.0650985533	-0.012198146	0.0043001382	0.0096854316	0.0082471754	0	0	0	0.537468101748123	1.14529846353095	0.448081059024295	0.592443852028073
0.0459574	0.019648	-0.120035	-0.000751121	-0.00144183	-0.000291512	-0.0001537	0.01465337	-0.00704699999999998	-0.000347663	0	0.000563503	0.06741237	0.0308236917	-0.016099885	-0.049772687	-0.0424808075	-0.0002257211	0.0422151417	0.04991145	0.01652887	-0.0304575546	-0.0523763346	-0.0311875391	0.015669704	0.0496302266	0.0427433176	0.0006771467	-0.0419463399	-0.0500465054	-0.0169566271	0.0300891549	0.0523704984	0.0315490697	-0.0301494153	-0.0655763963	0.0411395138	-0.0438662922	-0.047002917	0.0720601085	0.0038516775	-0.0009077976	0.0335699427	-0.0146357416	0	0	0	-0.011510510189577	1.28248951644182	0.448081059024295	0.592443852028073
0.0413595	0.0520593	-0.113569	-0.00151859	-0.00164113	-0.000291512	-0.0045979	0.0324113	0.00646599999999999	-0.000767469	-0.0001993	0	0.09181365	0.0306409077	-0.01652887	-0.0499794418	-0.0419463399	0.0009028426	0.0430026525	0.0494096266	0.0148058821	-0.0320869629	-0.0523471556	-0.0291584371	0.0182322141	0.0504898588	0.0408401761	-0.0027074549	-0.0440078585	-0.0487810905	-0.0130652981	0.0334948844	0.0522538189	0.0276413132	-0.0462051251	-0.0387676682	0.0502847017	-0.0333386268	-0.0165045601	0.0517482711	0.0299194857	0.0423999302	0.0469809012	-0.0212886481	0	0	0	-0.85714626218891	1.14839640327324	0.448081059024295	0.592443852028073
0.0371495	0.032498	-0.0955017	-0.00196913	-0.0017839	-0.000750761	-0.00421	-0.0195613	0.0180673	-0.00045054	-0.00014277	-0.000459249	0.09446655	0.0304575546	-0.0169566271	-0.050177843	-0.0413994086	0.0020309873	0.0437614146	0.048862844	0.0130652981	-0.0336681095	-0.0522207755	-0.0270638244	0.0207459769	0.0511910666	0.0387884217	-0.0060807472	-0.0458602343	-0.0472539781	-0.0090953929	0.0366761804	0.0517492091	0.0235073292	-0.0918995737	0.006702027	-0.0138730866	-0.0062262366	-0.0160509764	0.0522856752	0.0284535509	0.0033667465	0.0521939748	0.058725975	0	0	0	-1.27006616039093	0.607277100625512	0.448081059024295	0.592443852028073
0.0361314	0.0706653	-0.120197	-0.00151859	-0.00144183	-0.000605419	-0.0010181	0.0381673	-0.0246953	0.00045054	0.00034207	0.000145342	0.1107783	0.0302736359	-0.0173831246	-0.0503678575	-0.0408401761	0.003158189	0.0444909208	0.0482715996	0.0113091867	-0.0351986159	-0.0519974292	-0.0249084068	0.0232042715	0.0517316498	0.0365955205	-0.0094286395	-0.0474946641	-0.0454733605	-0.0050707869	0.0396117264	0.050860415	0.0191809517	0.0019323375	-0.034078808	-0.0532492208	-0.0224395657	-0.001048955	0.012828438	-0.0540606425	0.0167128229	0.0039592929	0.0557412367	0	0	0	-0.141209265687465	-0.54057453972994	0.448081059024295	-1.68540061352814
0.0370234	0.0601179	-0.0968261	-0.00151859	-0.00144183	-0.000291512	0.000892000000000004	-0.0105474	0.0233709	0	0	0.000313907	0.05050565	0.0300891549	-0.0178083308	-0.0505494535	-0.0402688086	0.0042839244	0.0451906832	0.0476364314	0.0095396348	-0.0366761804	-0.0516775313	-0.0226970271	0.0256005252	0.0521099123	0.0342694522	-0.0127371473	-0.0489033805	-0.0434487905	-0.0010156846	0.0422818529	0.049594035	0.0146975897	0.0358729921	-0.0484676029	0.0348392013	0.0451708913	0.0234991061	0.034835552	-0.0344844535	0.0174263548	-0.0715694881	-0.0078141911	0	0	0	0.43949301201835	0.8566700632255	0.448081059024295	0.592443852028073
0.0439902	0.0355346	-0.130967	-0.00105497	-0.00144183	-0.000761224	0.0069668	-0.0245833	-0.0341409	0.00046362	0	-0.000469712	0.1123576	0.0299041152	-0.0182322141	-0.0507226006	-0.0396854757	0.005407671	0.0458602343	0.0469579174	0.0077587455	-0.0380985803	-0.0512616758	-0.0204346535	0.0279283311	0.052324667	0.0318186811	-0.0159924506	-0.0500796887	-0.0411911291	0.0030455261	0.0446686685	0.0479594708	0.0100939368	0.0066934323	-0.0684953924	-0.0192113179	-0.0043457541	0.0468364024	0.034328194	-0.0680904442	-0.0414672839	-0.0369178621	-0.0311230243	0	0	0	-1.56775224844877	0.369446189539976	0.448081059024295	-1.68540061352814
0.0333951	0.0863232	-0.0838528	-0.00106734	-0.00137151	-0.000734218	-0.0105951	0.0507886	0.0471142	-1.237e-05	7.032e-05	2.70059999999999e-05	0.1139827	0.0297185201	-0.018654743	-0.0508872699	-0.039090351	0.0065289069	0.0464991262	0.046236675	0.0059686353	-0.0394636764	-0.050750635	-0.018126369	0.0301814655	0.0523752403	0.0292521253	-0.0191809517	-0.0510179984	-0.0387124883	0.0070884207	0.0467561802	0.0459688572	0.005407671	-0.0491330954	-0.067108005	0.0127497992	0.0531681647	0.0262641038	0.0836554131	-0.0186671515	0.0052933083	-0.0231331417	0.0146088199	0	0	0	-2.59047859487367	-0.190843411655219	0.448081059024295	-1.68540061352814
0.07519	0.0179576	-0.105372	-0.00111333	-0.00150612	-0.000734218	0.0417949	-0.0683656	-0.0215192	-4.59900000000001e-05	-0.000134609999999999	0	0.1407097	0.0295323731	-0.0190758861	-0.051043434	-0.0384836111	0.0076471118	0.0471069319	0.0454733605	0.0041714317	-0.0407694154	-0.0501453577	-0.0157773596	0.032353904	0.0522614734	0.0265791242	-0.0222893319	-0.0517138504	-0.0360261653	0.0110886847	0.0485304007	0.0436369724	0.0006771467	-0.0530159591	-0.059443563	-0.035735553	4.27296e-05	-0.0068917802	0.0458286125	-0.0223076447	-0.03515862	0.0342066377	0.0561559376	0	0	0	-0.256623211442905	-0.21888630207718	0.448081059024295	-1.68540061352814
0.092013	0.0470469	-0.105329	-0.000853741	-0.00185628	0.000193765	0.016823	0.0290893	4.30000000000153e-05	0.000259589	-0.000350160000000001	0.000927983	0.1228419	0.0293456776	-0.0194956122	-0.0511910666	-0.0378654364	0.0087617663	0.0476832451	0.0446686685	0.0023692706	-0.0420138333	-0.0494469678	-0.013392903	0.0344398384	0.0519837232	0.0238094045	-0.025304607	-0.0521639377	-0.0331465714	0.0150222601	0.0499794418	0.0409811285	-0.0040589197	-0.0508978478	-0.0079679261	-0.0468338704	0.0006166771	-0.0353869844	0.0091850183	0.0063684596	0.0502843382	0.0499836757	0.0621991936	0	0	0	-1.80227598731512	-0.369379704451445	0.448081059024295	-1.68540061352814
0.0510506	0.0029809	-0.126256	-0.00101671	-0.00144183	-0.000425065	-0.0409624	-0.044066	-0.020927	-0.000162969	0.00041445	-0.00061883	0.16576785	0.0291584371	-0.0199138901	-0.0513301431	-0.0372360105	0.009872353	0.0482276804	0.043823331	0.0005642937	-0.0431950583	-0.0486567622	-0.0109783563	0.0364336915	0.0515428613	0.0209530451	-0.028214182	-0.0523661213	-0.0300891549	0.0188654898	0.051093594	0.0380210421	-0.0087617663	-0.0106436497	0.0040967863	-0.0281312467	0.0652785763	-0.0476049974	-0.0110403469	0.0519477624	0.0028036851	-0.0094764345	0.0898662248	0	0	0	-1.95782225109494	1.32591943625574	0.448081059024295	-1.68540061352814
0.0439914	0.00158999	-0.153847	-0.00105915	-0.00144183	-0.000395772	-0.0070592	-0.00139091	-0.027591	-4.24399999999999e-05	0	2.92930000000001e-05	0.03962776	0.0289706552	-0.0203306886	-0.0514606403	-0.0365955205	0.0109783563	0.048739874	0.0429381175	-0.0012413539	-0.044311314	-0.0477762082	-0.0085391442	0.0383301323	0.050940271	0.0180204398	-0.0310059033	-0.0523194405	-0.0268703181	0.0225952602	0.051865392	0.0347786889	-0.013392903	0.0237596537	0.0110021745	-0.0364939131	-0.0295196309	-0.0708102181	-0.051356436	0.0118102196	-0.0036698358	0.0219596238	0.0300420304	0	0	0	-0.214890865342051	1.61219466929985	0.448081059024295	-1.68540061352814
0.0440505	0.0274818	-0.171325	-0.000954713	-0.00115864	-0.000641653	5.90999999999994e-05	0.02589181	-0.017478	0.000104437	0.00028319	-0.000245881	0.07510431	0.0287823352	-0.0207459769	-0.0515825363	-0.0359441567	0.0120792627	0.0492194833	0.0420138333	-0.0030455261	-0.0453609212	-0.0468069407	-0.0060807472	0.0401240904	0.050177843	0.0150222601	-0.0336681095	-0.0520241169	-0.0235073292	0.02618914	0.0522896643	0.03127814	-0.0179144269	0.0582127466	0.0587714304	0.0194039679	-0.0694819064	-0.0442236124	-0.1059023726	0.0221032448	0.0399754076	0.0042822188	-0.0241195206	0	0	0	-0.022678360392298	-0.080827842121692	0.448081059024295	0.592443852028073
0.0276654	0.038729	-0.147127	-0.0012776	-0.00108869	-0.000641653	-0.0163851	0.0112472	0.024198	-0.000322887	6.995e-05	0	0.07147215	0.0285934806	-0.0211597241	-0.0516958108	-0.0352821126	0.0131745611	0.0496661877	0.0410513194	-0.0048460789	-0.0463423012	-0.0457507597	-0.0036086884	0.0418107693	0.0492579697	0.011969416	-0.0361896802	-0.0514815542	-0.0200182296	0.0296255153	0.0523635681	0.0275453833	-0.0222893319	0.0420044091	0.0862360186	0.0579258905	0.0135593954	-0.0002151598	-0.0681748886	0.0726329581	0.0514408455	-0.0352001826	-0.0334893501	0	0	0	-0.036267166286905	-0.287958805648419	0.448081059024295	-1.68540061352814
0.0276498	0.0356397	-0.141497	-0.00137018	-0.0011219	-0.000641653	-1.5600000000001e-05	-0.0030893	0.00563	-9.25799999999999e-05	-3.32100000000001e-05	0	0.0150244	0.0284040951	-0.0215718994	-0.0518004449	-0.034609585	0.014263743	0.0500796887	0.0400514517	-0.0066408724	-0.0472539781	-0.0446096262	-0.0011285219	0.0433856593	0.0481835374	0.0088730165	-0.0385600826	-0.0506943307	-0.0164217376	0.0328837193	0.0520866082	0.0236081307	-0.0264818121	0.001210309	0.0881462139	-0.0270312226	0.0252324901	0.0276396479	-0.020273052	-0.0023116144	-0.0551074302	0.0113533986	-0.021208326	0	0	0	0.274914313687564	0.021056831453674	0.448081059024295	-1.68540061352814
0.043535	0.0523179	-0.140923	-0.00160819	-0.00115891	-0.000641653	0.0158852	0.0166782	0.000574000000000019	-0.00023801	-3.70099999999999e-05	0	0.0468884	0.028214182	-0.0219824722	-0.051896421	-0.0339267737	0.0153463027	0.0504597097	0.03901514	-0.0084277735	-0.0480945804	-0.0433856593	0.0013541801	0.0448445497	0.0469579174	0.0057443291	-0.0407694154	-0.0496661877	-0.0127371473	0.0359441567	0.0514606403	0.0194956122	-0.0304575546	0.0203741589	0.0476077171	-0.0705229914	0.0020001911	0.0053367049	-0.0337418823	-0.0525205426	0.0039972326	0.0092901742	0.002248744	0	0	0	0.166782196651071	0.576224270326323	0.448081059024295	-1.68540061352814
0.0276619	0.0654334	-0.124748	-0.00141642	-0.00118497	-0.000641653	-0.0158731	0.0131155	0.016175	0.00019177	-2.60600000000001e-05	0	0.0560551	0.028023745	-0.0223914121	-0.0519837232	-0.0332338815	0.0164217376	0.0508059967	0.0379433273	-0.0102046586	-0.048862844	-0.0420811315	0.0038338396	0.0461835398	0.0455849554	0.0025947387	-0.0428084497	-0.0484020114	-0.0089842256	0.0387884217	0.0504898588	0.015238359	-0.0341840202	0.069957407	0.0103641413	-0.011506308	0.0437877952	0.0316158955	-0.0215437645	-0.0111659102	0.0463339726	-0.0655761226	-0.0206264931	0	0	0	0.239642310994866	0.68189038164521	0.448081059024295	-1.68540061352814
0.0276619	0.0448711	-0.133267	-0.00149891	-0.00118497	-0.000641653	0	-0.0205623	-0.008519	-8.249e-05	0	0	0.0332058	0.0278327876	-0.0227986886	-0.0520623368	-0.0325311144	0.0174895484	0.0511183183	0.0368369888	-0.011969416	-0.0495576132	-0.0406984653	0.0063048856	0.0473990497	0.0440689593	-0.0005642937	-0.0446686685	-0.0469078096	-0.0051831058	0.0413994086	0.0491807684	0.0108679768	-0.0376307102	0.062069256	-0.0221128732	0.0078068668	0.0428024991	0.0040101104	-0.0088974948	-0.0240921221	-0.0722631624	-0.0552884372	-0.0556903546	0	0	0	-0.076082713329245	0.221380138286053	0.448081059024295	-1.68540061352814
0.0435647	0.04212	-0.147981	-0.00126472	-0.00118497	-0.000641653	0.0159028	-0.00275110000000001	-0.014714	0.000234189999999999	0	0	0.0450774	0.0276413132	-0.0232042715	-0.0521322486	-0.0318186811	0.0185492395	0.0513964655	0.0356971313	-0.0137199483	-0.050177843	-0.0392402281	0.0087617663	0.0484878293	0.0424146861	-0.0037212726	-0.0463423012	-0.0451906832	-0.0013541801	0.0437614146	0.0475421407	0.0064169112	-0.0407694154	0.0431936267	-0.0129134685	0.028274465	-0.0636454378	0.0294125472	0.0039610667	-0.0183652077	-0.0153235956	-0.004208061	-0.0583306692	0	0	0	-0.378259364674589	-1.36120330125197	0.448081059024295	-1.68540061352814
0.0377095	0.0807314	-0.127035	-0.00122605	-0.00118497	-0.000641653	-0.0058552	0.0386114	0.020946	3.86700000000006e-05	0	0	0.0673461	0.0274493255	-0.0236081307	-0.0521934471	-0.0310967934	0.0196003187	0.0516402525	0.0345247919	-0.015454175	-0.0507226006	-0.0377091275	0.0111989617	0.0494469678	0.0406273263	-0.0068647103	-0.0478223571	-0.0432587929	0.0024820104	0.0458602343	0.0455849554	0.0019182066	-0.0435744473	-0.0165672685	0.0097196106	0.0425994029	-0.0157695171	0.0350104833	0.0321869221	0.0151029059	0.0199865421	0.0105381048	-0.0325851673	0	0	0	-1.20045852556685	-1.38568979062455	0.448081059024295	-1.68540061352814
0.0417718	0.00449341	-0.170303	-0.00121279	-0.00118497	-0.000641653	0.0040623	-0.07623799	-0.043268	1.326e-05	0	0	0.12423129	0.027256828	-0.0240102362	-0.0522459219	-0.0303656657	0.0206422981	0.0518495163	0.0333210373	-0.0171700353	-0.0511910666	-0.0361080066	0.0136109962	0.0502739006	0.0387124883	-0.009983168	-0.0491026536	-0.0411213197	0.0063048856	0.0476832451	0.0433223267	-0.0025947387	-0.0460228486	-0.0429859382	0.0394410572	-0.0152444301	0.0444567068	0.0229076426	0.0314747319	0.0165834206	-0.0227787979	0.0055850764	0.0289888577	0	0	0	-1.51043789312624	-1.31553996673087	0.448081059024295	-1.68540061352814
0.0428225	0.055938	-0.149676	-0.00157267	-0.00118497	-0.00051457	0.00105069999999999	0.05144459	0.020627	-0.00035988	0	0.000127083	0.09747044	0.0270638244	-0.024410558	-0.0522896643	-0.0296255153	0.021674694	0.0520241169	0.0320869629	-0.0188654898	-0.0515825363	-0.0344398384	0.0159924506	0.0509664168	0.0366761804	-0.0130652981	-0.050177843	-0.0387884217	0.0100939368	0.0492194833	0.0407694154	-0.0070884207	-0.0480945804	-0.0011786348	-0.0070987922	-0.010582418	0.0503541842	-0.0128971473	0.0247145943	-0.0185744051	0.0262789046	-0.0143704118	0.0293188877	0	0	0	-1.1887407877087	-1.21560463277543	0.448081059024295	0.592443852028073
0.0333349	0.0165943	-0.159719	-0.00142639	-0.00118497	-0.000641653	-0.0094876	-0.0393437	-0.010043	0.00014628	0	-0.000127083	0.07254245	0.0268703181	-0.0248090665	-0.052324667	-0.0288765622	0.0226970271	0.0521639377	0.0308236917	-0.0205385235	-0.051896421	-0.0327077205	0.0183379745	0.0515226647	0.0345247919	-0.016099885	-0.051043434	-0.0362711858	0.0138288366	0.0504597097	0.0379433273	-0.0115294786	-0.049772687	0.0193593381	0.0174452528	0.0394596064	-0.0333880385	-0.0340423935	-0.0126409079	0.0351958413	-0.0541709824	0.0124256957	-0.0534576928	0	0	0	-0.148109073063647	-1.11968621567831	-2.22840312389761	0.592443852028073
0.0371851	0.0442734	-0.149795	-0.00232395	-0.00143497	-0.000641653	0.0038502	0.0276791	0.00992399999999999	-0.00089756	-0.00025	0	0.0988313	0.0266763128	-0.0252057321	-0.0523509242	-0.0281190288	0.0237088227	0.0522688852	0.0295323731	-0.0221871482	-0.0521322486	-0.0309148693	0.0206422981	0.0519411573	0.0322650733	-0.0190758861	-0.0516958108	-0.0335815749	0.0174895484	0.0513964655	0.0348629988	-0.015884942	-0.051043434	-0.0050012031	0.0398684167	0.0368965412	-0.0354159469	0.0627307795	-0.0049640408	-0.0251464787	0.0088441604	0.0081459832	-0.0545584745	0	0	0	-0.630649433083737	-1.31876326351117	-2.22840312389761	0.592443852028073
0.0446122	0.0307279	-0.125448	-0.00232395	-0.00118497	-0.000209185	0.0074271	-0.0135455	0.024347	0	0.00025	0.000432468	0.079443	0.0264818121	-0.0256005252	-0.0523684314	-0.0273531403	0.024709611	0.0523388891	0.028214182	-0.0238094045	-0.0522896643	-0.0290646136	0.0229002443	0.0522207755	0.0299041152	-0.0219824722	-0.0521322486	-0.030732371	0.0210564335	0.0520241169	0.0315490697	-0.0201224762	-0.051896421	-0.0617970418	0.024337522	0.0055997127	0.0529226472	0.0638940923	0.0514150565	-0.0101785602	0.0347379825	-0.0066194838	0.0120485036	0	0	0	-1.02341756603107	-1.39351125966911	0.448081059024295	0.592443852028073
0.0446219	0.017909	-0.155952	-0.00262624	-0.00118497	-0.000345881	9.70000000000137e-06	-0.0128189	-0.030504	-0.00030229	0	-0.000136696	0.0652819	0.0262868196	-0.0259934166	-0.0523771858	-0.0265791242	0.0256989275	0.0523739028	0.0268703181	-0.0254033645	-0.0523684314	-0.0271603893	0.0251067401	0.0523607718	0.0274493255	-0.0248090665	-0.0523509242	-0.0277371148	0.0245103563	0.0523388891	0.028023745	-0.0242106219	-0.052324667	-0.0596797629	0.0156754889	-0.0120032968	0.0072149407	0.0260324134	0.05828696	-0.0259823269	-0.0244537991	0.0083032274	-0.0263979624	0	0	0	-0.532686891500259	-1.33364476093553	0.448081059024295	-1.68540061352814
0.0446403	0.0384278	-0.173983	-0.00270385	-0.00118497	-0.000469159	1.84000000000017e-05	0.0205188	-0.018031	-7.76099999999997e-05	0	-0.000123278	0.0486126	0.0260913389	-0.0263843771	-0.0523771858	-0.0257972105	0.0266763128	0.0523739028	0.0255020041	-0.0269671338	-0.0523684314	-0.0252057321	0.027256828	0.0523607718	0.0249084068	-0.0275453833	-0.0523509242	-0.0246100408	0.0278327876	0.0523388891	0.0243106464	-0.0281190288	-0.052324667	-0.0745047558	0.0231286669	0.0134840268	-0.0096403992	0.0002706486	0.0500362931	0.0186139418	0.0177310818	0.04339263	0.0188796523	0	0	0	-0.404107430651903	-1.28932396294993	0.448081059024295	-1.68540061352814
0.0446047	-0.00344686	-0.171244	-0.00201607	-0.00164004	-0.000641653	-3.56000000000037e-05	-0.04187466	0.00273899999999999	0.00068778	-0.00045507	-0.000172494	0.11041646	0.0258953737	-0.0267733776	-0.0523684314	-0.0250076315	0.0276413132	0.0523388891	0.024110485	-0.028498854	-0.0522896643	-0.0232042715	0.0293456776	0.0522207755	0.0222893319	-0.0301814655	-0.0521322486	-0.0213660101	0.0310059033	0.0520241169	0.0204346535	-0.0318186811	-0.051896421	-0.0551764653	0.0008208018	0.0101532214	-0.0286658476	-0.049064676	0.0257314727	0.0240944979	0.0183132205	0.0494859286	0.0106532708	0	0	0	-0.380123740366359	-1.21188615435878	0.448081059024295	-1.68540061352814
0.0446683	0.0563445	-0.151162	-0.0021292	-0.00118497	-0.000641653	6.36000000000109e-05	0.05979136	0.020082	-0.00011313	0.00045507	0	0.10834696	0.0256989275	-0.0271603893	-0.0523509242	-0.0242106219	0.0285934806	0.0522688852	0.0226970271	-0.0299967047	-0.0521322486	-0.0211597241	0.0313685957	0.0519411573	0.0196003187	-0.0327077205	-0.0516958108	-0.0180204398	0.0340126806	0.0513964655	0.0164217376	-0.0352821126	-0.051043434	-0.0530688905	0.0132583961	0.0325023074	-0.0330926202	-0.0607167019	0.0102255415	0.0652060201	0.042497184	0.053608544	-0.0089093176	0	0	0	1.26604721621813	-1.02865119640185	-2.22840312389761	0.592443852028073
0.0446124	0.0125979	-0.176068	-0.00138559	-0.00157462	-0.000641653	-5.59000000000046e-05	-0.0437466	-0.024906	0.00074361	-0.00038965	0	0.1253715	0.0255020041	-0.0275453833	-0.052324667	-0.0234064185	0.0295323731	0.0521639377	0.0212629165	-0.0314589057	-0.051896421	-0.0190758861	0.0333210373	0.0515226647	0.0168498047	-0.0351149558	-0.051043434	-0.0145892291	0.0368369888	0.0504597097	0.0122987873	-0.0384836111	-0.049772687	-0.0056888226	-0.0026042138	0.0127412524	-0.0243831942	-0.0619124536	-0.0223065303	0.0468697191	-0.0127786306	0.0130393263	0.0223559933	0	0	0	-0.520837537529861	-0.455890949333264	-2.22840312389761	0.592443852028073
0.0446567	0.058646	-0.161649	-0.00206008	-0.00127856	-0.000641653	4.42999999999902e-05	0.0460481	0.014419	-0.00067449	0.00029606	0	0.1090389	0.025304607	-0.0279283311	-0.0522896643	-0.0225952602	0.0304575546	0.0520241169	0.0198094581	-0.0328837193	-0.0515825363	-0.0169566271	0.0351986159	0.0509664168	0.0140464202	-0.0373944116	-0.050177843	-0.0110886847	0.0394636764	0.0492194833	0.0080934286	-0.0413994086	-0.0480945804	0.0193458872	-0.0183132058	-0.007894233	-0.0564187015	-0.0341004184	-0.0340429192	-0.0031937191	0.0155001736	0.0027427223	-0.0107276367	0	0	0	0.005991644262957	-0.892647496394866	-2.22840312389761	0.592443852028073
0.0309207	0.0461028	-0.150603	-0.00143343	-0.00158126	-0.000522429	-0.013736	-0.0125432	0.011046	0.00062665	-0.0003027	0.000119224	0.0897539	0.0251067401	-0.0283092043	-0.0522459219	-0.021777388	0.0313685957	0.0518495163	0.0183379745	-0.0342694522	-0.0511910666	-0.0148058821	0.0369971132	0.0502739006	0.0111989617	-0.0395377932	-0.0491026536	-0.0075354425	0.0418786518	0.0476832451	0.0038338396	-0.0440078585	-0.0460228486	0.0131537885	0.0013307651	0.0256373432	0.0300334499	-0.0718254748	0.0006306497	0.0686724631	-0.011748215	0.000104843	0.0308351909	0	0	0	0.482904021245805	-1.2425671444688	-2.22840312389761	0.592443852028073
0.0395618	0.0287237	-0.193911	-0.00143343	-0.00158876	-0.000641652	0.00864110000000001	-0.0173791	-0.043308	0	-7.50000000000013e-06	-0.000119223	0.07566435	0.0249084068	-0.0286879745	-0.0521934471	-0.0209530451	0.0322650733	0.0516402525	0.0168498047	-0.0356144575	-0.0507226006	-0.0126276447	0.0387124883	0.0494469678	0.0083163637	-0.0415373011	-0.0478223571	-0.0039463888	0.0440689593	0.0458602343	-0.0004514381	-0.0462895956	-0.0435744473	0.0562636038	0.0088720313	-0.0567640411	-0.0398802144	-0.0321064608	-0.0902839823	-0.0264926218	-0.0208370247	-0.0069478683	0.0026588203	0	0	0	-0.860561031067374	-1.33454960686624	0.448081059024295	0.592443852028073
0.0446367	0.0627426	-0.155487	-0.00159512	-0.00160649	-0.000348872	0.00507489999999999	0.0340189	0.038424	-0.00016169	-1.77299999999999e-05	0.00029278	0.1011278	0.024709611	-0.0290646136	-0.0521322486	-0.0201224762	0.0331465714	0.0513964655	0.0153463027	-0.0369171367	-0.050177843	-0.0104259597	0.0403408874	0.0484878293	0.005407671	-0.0433856593	-0.0463423012	-0.0003385804	0.0460228486	0.0437614146	-0.0047336909	-0.0482276804	-0.0407694154	0.051026306	0.0109968188	-0.0188135524	0.041995766	0.0396127785	-0.0492223655	0.0041945015	0.0366282964	-0.0682291266	0.0105092986	0	0	0	-0.602504219791317	-1.24814814553533	0.448081059024295	-1.68540061352814
0.0361798	0.0269159	-0.185571	-0.00124651	-0.00141482	-0.000236864	-0.00845689999999999	-0.0358267	-0.030084	0.00034861	0.00019167	0.000112008	0.106982	0.0245103563	-0.0294390937	-0.0520623368	-0.0192859283	0.0340126806	0.0511183183	0.0138288366	-0.0381759417	-0.0495576132	-0.0082049152	0.0418786518	0.0473990497	0.0024820104	-0.0450761418	-0.0446686685	0.0032708371	0.0477298374	0.0413994086	-0.0089842256	-0.0498077248	-0.0376307102	0.015962858	0.0127058774	-0.0440245047	0.0295481562	0.0267708473	-0.0461854307	0.0115049646	-0.0601028898	-0.029710192	0.0360031821	0	0	0	-0.262626802325916	-1.26680107019489	0.448081059024295	-1.68540061352814
0.0423225	0.0659074	-0.16162	-0.00170457	-0.00153927	-0.000442802	0.0061427	0.0389915	0.023951	-0.00045806	-0.00012445	-0.000205938	0.1085076	0.0243106464	-0.0298113868	-0.0519837232	-0.0184436498	0.0348629988	0.0508059967	0.0122987873	-0.0393893764	-0.048862844	-0.0059686353	0.0433223267	0.0461835398	-0.0004514381	-0.0466025972	-0.0428084497	0.0068647103	0.0491807684	0.0387884217	-0.0131745611	-0.0510179984	-0.0341840202	0.0087502965	0.0269361146	-0.0577628748	-0.0004480565	0.0263721614	-0.0507792209	-0.0221635061	0.0148761501	-0.0178905812	0.0383728893	0	0	0	0.881507599915792	-1.1800127101102	0.448081059024295	-1.68540061352814
0.0446696	0.029659	-0.161585	-0.00158559	-0.00158391	-0.000442802	0.0023471	-0.0362484	3.5000000000035e-05	0.00011898	-4.46400000000001e-05	0	0.0468115	0.024110485	-0.0301814655	-0.051896421	-0.0175958911	0.0356971313	0.0504597097	0.010757547	-0.0405559987	-0.0480945804	-0.0037212726	0.0446686685	0.0448445497	-0.0033834701	-0.0479594708	-0.0407694154	0.0104259597	0.0503678575	0.0359441567	-0.01727662	-0.0518495163	-0.0304575546	0.0133503924	0.0232263729	-0.0325611664	0.0788116871	-0.0043565523	-0.0183632848	0.0233957317	0.0017080453	-0.0439159171	0.0731937308	0	0	0	-1.73244137046695	-0.748846546859001	0.448081059024295	-1.68540061352814
0.034714	0.0111074	-0.187166	-0.00158559	-0.00163539	-0.000442802	-0.0099556	-0.0185516	-0.025581	0	-5.148e-05	0	0.0566622	0.0239098759	-0.030549302	-0.0518004449	-0.016742904	0.0365146908	0.0500796887	0.009206518	-0.0416744222	-0.0472539781	-0.0014670001	0.0459146523	0.0433856593	-0.0063048856	-0.0491418251	-0.0385600826	0.0139376608	0.0512847364	0.0328837193	-0.0212629165	-0.0522961052	-0.0264818121	0.0238348651	0.0111305029	-0.0743546358	0.0143038776	-0.0170571385	-0.0298346859	-0.0388711126	-0.0154019146	0.0082513831	0.0483078163	0	0	0	-0.433668074846421	-0.855802117488492	0.448081059024295	0.592443852028073
