"trans_x"	"trans_y"	"trans_z"	"rot_x"	"rot_y"	"rot_z"	"trans_x_derivative1"	"trans_y_derivative1"	"trans_z_derivative1"	"rot_x_derivative1"	"rot_y_derivative1"	"rot_z_derivative1"	"framewise_displacement"	"cosine00"	"cosine01"	"cosine02"	"cosine03"	"cosine04"	"cosine05"	"cosine06"	"cosine07"	"cosine08"	"cosine09"	"cosine10"	"cosine11"	"cosine12"	"cosine13"	"cosine14"	"cosine15"	"cosine16"	"cosine17"	"cosine18"	"cosine19"	"cosine20"	"cosine21"	"t_comp_cor_00"	"t_comp_cor_01"	"t_comp_cor_02"	"t_comp_cor_03"	"t_comp_cor_04"	"a_comp_cor_00"	"a_comp_cor_01"	"a_comp_cor_02"	"a_comp_cor_03"	"a_comp_cor_04"	"motion_outlier01"	"motion_outlier02"	"motion_outlier03"	"motion_outlier04"	"volume_z"	"luminance_z"	"speech_z"	"face_z"
-0.240488	0.0504307	0.136576	-0.00318754	0.00411261	-0.00503833	-0.012246	-0.0207628	-0.117171	0.00225757	0.00044118	-0.00031941	0.3010878	0.034174238	-0.0058303776	-0.0419372706	-0.0500082695	-0.024647752	0.0171902747	0.0475362631	0.0461033203	0.0138493968	-0.0276631221	-0.0506822973	-0.0398193552	-0.0023363873	0.0367085017	0.0512130319	0.0314806383	-0.0092971841	-0.0438596552	-0.0491010801	-0.0215174627	0.0204510037	0.04874757	-0.0693758657	0.1318592887	0.0151021138	0.037169041	0.0782406917	-0.1001784245	0.0832819977	0.0175480495	-0.0932822146	0.0103570299	0	0	0	0	0.536935927724544	0.955536292149554	0.448081059024295	-1.68540061352814
-0.240539	0.0350338	0.151472	-0.00480689	0.00458561	-0.00517339	-5.09999999999677e-05	-0.0153969	0.014896	-0.00161935	0.000473	-0.00013506	0.1417144	0.0340154024	-0.0062523676	-0.0423016137	-0.0498096126	-0.0237106555	0.0183860761	0.0480775708	0.0453307324	0.0119988754	-0.0294287216	-0.0510005177	-0.0381618445	0.0004249396	0.0387250135	0.0508970017	0.0287283636	-0.012823538	-0.0457232929	-0.0477731655	-0.0175900897	0.0244611644	0.0500082695	-0.0762398399	-0.0056390645	0.101162117	0.012687266	0.0011270562	0.0416486487	0.055534906	-0.0013177608	-0.059729311	0.0150815524	0	0	0	0	-0.595157266259028	0.943657797716027	0.448081059024295	-1.68540061352814
-0.261314	0.0498782	0.236946	-0.00531304	0.00449693	-0.00536261	-0.020775	0.0148444	0.085474	-0.000506149999999999	-8.86800000000007e-05	-0.00018922	0.1602959	0.033855984	-0.0066739292	-0.0426594344	-0.0495973023	-0.0227634039	0.0195705382	0.0485785209	0.0445084453	0.0101317049	-0.03114391	-0.0512130319	-0.0364102058	0.0031850365	0.0406115256	0.0503848382	0.0258501361	-0.0162864257	-0.047333244	-0.0461499372	-0.013542242	0.0282866287	0.0508545847	-0.0689163682	0.0751534804	0.0114819662	-0.0360909546	0.0010214567	-0.009044119	-0.0450393456	-0.0315108121	-0.0774903001	0.0444009349	0	0	0	0	-1.07994823181521	0.941081380347901	0.448081059024295	-1.68540061352814
-0.285539	0.0205693	0.30556	-0.0055622	0.00486522	-0.00521367	-0.024225	-0.0293089	0.068614	-0.00024916	0.00036829	0.00014894	0.1604674	0.0336959856	-0.0070950334	-0.0430106775	-0.0493713969	-0.0218064029	0.0207429306	0.049038693	0.0436373605	0.0082504761	-0.0328057493	-0.0513193992	-0.0345687596	0.0059359137	0.042361705	0.049678515	0.0228585745	-0.0196687086	-0.0486805757	-0.0442414294	-0.0094016433	0.0318985121	0.0512795028	-0.0521191727	-0.0123935478	0.0008879178	0.0074348363	0.0458960906	-0.0228216499	-0.0002417848	0.037589171	-0.0011429426	-0.0212382603	0	0	0	0	0.723285826740227	0.110286797371077	0.448081059024295	0.592443852028073
-0.232497	0.0856934	0.30253	-0.0048422	0.00608371	-0.00590858	0.053042	0.0651241	-0.00302999999999998	0.00072	0.00121849	-0.00069491	0.2528661	0.0335354099	-0.0075156513	-0.0433552888	-0.0491319582	-0.0208400624	0.0219025301	0.0494577007	0.0427184332	0.0063577993	-0.0344113928	-0.0513193992	-0.032642048	0.0086696085	0.0439696763	0.048780754	0.0197667948	-0.0229536472	-0.0497578128	-0.0420594396	-0.0051966525	0.0352695426	0.0512795028	-0.0447849122	-0.0074285422	0.0753584056	0.0019330688	-0.0344934255	0.0139551878	0.0249134694	-0.007376747	-0.0297407531	0.0412466955	0	0	0	0	0.228099916804303	-0.142344408351065	0.448081059024295	0.592443852028073
-0.232162	0.091692	0.249829	-0.00468043	0.0051953	-0.0055821	0.000335000000000002	0.00599859999999999	-0.052701	0.000161769999999999	-0.00088841	0.00032648	0.1278676	0.0333742597	-0.0079357543	-0.0436932151	-0.048879052	-0.0198647963	0.0230486216	0.0498351925	0.0417526707	0.0044563007	-0.03595809	-0.0512130319	-0.0306348232	0.0113782077	0.0454300417	0.0476950147	0.016588352	-0.0261249837	-0.0505589784	-0.039617456	-0.0009560698	0.038374267	0.0508545847	-0.0778733814	0.0439506087	0.011779388	-0.0554563335	-0.0278943138	0.0102442652	-0.0249749402	-0.0029480657	-0.049529375	0.0663906187	0	0	0	0	-2.32720264119151	-0.112369169633472	0.448081059024295	0.592443852028073
-0.258031	0.0346308	0.356536	-0.00664396	0.00555048	-0.00582203	-0.025869	-0.0570612	0.106707	-0.00196353	0.00035518	-0.000239929999999999	0.3175692	0.0332125377	-0.0083553134	-0.0440244045	-0.0486127474	-0.0188810221	0.0241804983	0.0501708514	0.0407411319	0.0025486187	-0.0374431914	-0.0510005177	-0.0285520362	0.0140538708	0.0467378986	0.046425481	0.0133371814	-0.0291670224	-0.0510796273	-0.0369305738	0.003291061	0.0411892428	0.0500082695	-0.0439565113	0.019418572	-0.0417809969	-0.0283044926	0.0005693955	-0.0498781533	-0.050618581	-0.0049242179	-0.0139994616	0.0325488612	0	0	0	0	0.319426817889689	1.1956742866717	0.448081059024295	-1.68540061352814
-0.240517	0.0248754	0.405152	-0.00733545	0.0051675	-0.00605648	0.017514	-0.0097554	0.048616	-0.00069149	-0.000382980000000001	-0.000234450000000001	0.1413314	0.0330502467	-0.0087742999	-0.0443488058	-0.0483331176	-0.0178891614	0.0252974622	0.0504643955	0.0396849258	0.0006374004	-0.0388641531	-0.0506822973	-0.0263988242	0.0166888526	0.0478888566	0.0449770452	0.010027537	-0.0320647078	-0.051316871	-0.0340154024	0.0075156513	0.0436932151	0.04874757	-0.0452137849	-0.016036949	-0.0052694671	0.0216168099	0.0611031965	-0.0377098033	0.0404301042	0.0870877234	-0.0045945297	-0.0137230472	0	0	0	0	0.635771712101972	0.290303378761046	0.448081059024295	0.592443852028073
-0.258	0.0403729	0.40817	-0.00846027	0.00545103	-0.00588282	-0.017483	0.0154975	0.00301799999999996	-0.00112482	0.000283530000000001	0.00017366	0.115099	0.0328873894	-0.0091926851	-0.044666369	-0.0480402391	-0.0168896389	0.0263988242	0.0507155786	0.0385852104	-0.0012747024	-0.040218541	-0.05025903	-0.0241804983	0.0192755259	0.048879052	0.0433552888	0.0066739292	-0.0348036986	-0.051269393	-0.030889962	0.0116887668	0.0458672776	0.0470829328	-0.0272844963	-0.0389278872	0.0372339482	-0.0131990899	-0.0354972724	0.030641575	0.0260554686	0.0302496843	0.0060625649	0.0218863318	0	0	0	0	0.382546631611001	0.072445606812311	0.448081059024295	0.592443852028073
-0.269811	0.0399913	0.397438	-0.00920993	0.00526239	-0.00627026	-0.011811	-0.000381600000000003	-0.010732	-0.000749659999999999	-0.00018864	-0.000387439999999999	0.0892115999999999	0.0327239687	-0.0096104404	-0.0449770452	-0.0477341923	-0.0158828827	0.0274839053	0.0509241898	0.0374431914	-0.0031850365	-0.041504035	-0.0497315932	-0.0219025301	0.0218064029	0.0497051606	0.0415664612	0.003291061	-0.0373704389	-0.0509374568	-0.0275735728	0.0157818258	0.0476950147	0.0450281516	-0.022553616	-0.0140485781	-0.0240153012	0.0312035695	-0.0646520888	0.0353397682	-0.0378278383	0.0114912002	-0.0508187	-0.0121230584	0	0	0	0	-2.14271020602915	0.112756556267515	0.448081059024295	0.592443852028073
-0.274206	0.0188813	0.483636	-0.011416	0.0058	-0.00644292	-0.00439499999999998	-0.02111	0.0861979999999999	-0.00220607	0.00053761	-0.000172660000000001	0.25752	0.0325599874	-0.010027537	-0.0452807864	-0.047415061	-0.0148693239	0.0285520362	0.051090054	0.0362601209	-0.0050909511	-0.0427184332	-0.0491010801	-0.0195705382	0.0242741578	0.0503644092	0.039617456	-0.000106236	-0.0397522256	-0.050322904	-0.0240867353	0.0197667948	0.0491626259	0.0426002529	0.0119224691	-0.0201108134	-0.0173594671	0.0094792609	0.0135985069	0.0289447751	-0.0430195161	-0.0039663471	0.0057503301	-0.0535187909	0	0	0	0	-0.289405194826022	0.146971107197032	0.448081059024295	0.592443852028073
-0.274238	-0.017878	0.503199	-0.0122623	0.00583713	-0.0063588	-3.2000000000032e-05	-0.0367593	0.019563	-0.000846299999999999	3.71300000000007e-05	8.412e-05	0.1047318	0.0323954483	-0.0104439465	-0.0455775458	-0.0470829328	-0.0138493968	0.0296025581	0.0512130319	0.0350372959	-0.0069898018	-0.0438596552	-0.0483687975	-0.0171902747	0.0266716472	0.0508545847	0.0375157835	-0.0035030673	-0.0419372706	-0.0494291445	-0.0204510037	0.0236163807	0.05025903	0.0398193552	0.0269343374	-0.0063683766	-0.0298622497	-0.060723931	-0.0051222519	-0.0228228929	-0.0275725893	-0.0024693217	0.0347855923	0.0363545919	0	0	0	0	-2.17303653709492	1.09975215878815	0.448081059024295	-1.68540061352814
-0.274198	0.00121158	0.502762	-0.0126636	0.00575124	-0.00654554	4.000000000004e-05	0.01908958	-0.00043699999999991	-0.000401300000000002	-8.58899999999999e-05	-0.000186739999999999	0.0532630799999999	0.0322303541	-0.0108596403	-0.0458672776	-0.0467378986	-0.012823538	0.0306348232	0.0512930202	0.0337760571	-0.0088789537	-0.0449257461	-0.0475362631	-0.0147676106	0.0289919311	0.0511740416	0.0352695426	-0.0068845403	-0.0439147598	-0.048261137	-0.0166888526	0.0273042176	0.0509759483	0.0367085017	0.028114423	-0.0055538526	-0.054792117	0.0336128184	-0.0091703686	-0.0395353604	0.0004615448	0.0199378718	0.0296138518	-0.0487991084	0	0	0	0	-2.23159434303421	1.85419855426188	-2.22840312389761	-1.68540061352814
-0.252711	0.00964269	0.495555	-0.0130395	0.00567969	-0.00643563	0.021487	0.00843111	-0.00720700000000002	-0.0003759	-7.15500000000001e-05	0.00010991	0.06499311	0.0320647078	-0.0112745899	-0.0461499372	-0.046380053	-0.011792187	0.0316481948	0.051329952	0.0324777874	-0.0107557855	-0.0459148799	-0.0466052026	-0.0123085215	0.0312282931	0.0513217075	0.0328873894	-0.0102358295	-0.0456749061	-0.046825362	-0.012823538	0.0308050475	0.0513079677	0.03329347	0.0306051965	-0.0436194317	0.0335018882	0.0179323784	0.0403215786	0.0389475982	0.0201437965	0.0383116625	0.0239028541	-0.0223743609	0	0	0	0	0.418315390420502	2.44998067524423	0.448081059024295	-1.68540061352814
-0.269472	0.0193734	0.531803	-0.0144764	0.00636624	-0.00648137	-0.016761	0.00973071	0.036248	-0.0014369	0.000686549999999999	-4.57399999999998e-05	0.17119921	0.0318985121	-0.0116887668	-0.046425481	-0.0460094942	-0.0107557855	0.032642048	0.0513237961	0.03114391	-0.0126176931	-0.046825362	-0.0455775458	-0.0098190728	0.0333742597	0.0512970867	0.0303785035	-0.013542242	-0.0472089983	-0.0451297856	-0.0088789537	0.0340948932	0.0512525814	0.0296025581	0.0567211873	-0.0165358219	0.012474609	0.0003638455	-0.0686657989	0.0398499388	-0.0042831519	-0.0134744542	0.0503679221	0.0298533294	0	0	0	0	-0.591052755806349	0.882418903434472	0.448081059024295	0.592443852028073
-0.269318	-0.0216135	0.531923	-0.0142801	0.00611691	-0.00672185	0.000153999999999987	-0.0409869	0.000119999999999898	0.000196299999999998	-0.00024933	-0.00024048	0.0755664	0.0317317699	-0.0121021428	-0.0466938665	-0.0456263236	-0.0097147774	0.0336157698	0.0512745577	0.0297758875	-0.0144620929	-0.0476556328	-0.0444554224	-0.0073054049	0.035423619	0.0511002618	0.027752553	-0.0167892817	-0.0485094437	-0.0431838154	-0.0048794834	0.0371512224	0.0508102074	0.0256663501	0.0468990816	0.0026992366	-0.0426787772	0.0167753498	-0.0062246031	-0.0056059291	-0.0459457783	-0.0535151125	0.025210778	-0.0535326611	0	0	0	0	0.966474984035001	0.38358901273654	0.448081059024295	0.592443852028073
-0.261799	-0.0180905	0.553709	-0.0143066	0.00577378	-0.00657927	0.007519	0.003523	0.0217860000000001	-2.64999999999988e-05	-0.00034313	0.00014258	0.0584384999999999	0.0315644841	-0.0125146893	-0.0469550524	-0.0452306464	-0.0086696085	0.0345687596	0.0511822782	0.0283752196	-0.0162864257	-0.0484042702	-0.0432411585	-0.0047737179	0.0373704389	0.0507318935	0.0250196571	-0.0199627126	-0.0495698064	-0.0409982483	-0.0008498502	0.0399531023	0.0499841859	0.0215174627	0.061828091	-0.0149614166	-0.0099807787	-0.0557278114	0.0195158113	-0.0158005254	0.0087162286	-0.0095531779	0.0656072068	0.0137374066	0	0	0	0	0.692113033004395	0.058485201789589	0.448081059024295	0.592443852028073
-0.263289	-0.00190508	0.511844	-0.0134603	0.00582127	-0.00677943	-0.00148999999999999	0.01618542	-0.041865	0.000846300000000003	4.74899999999999e-05	-0.00020016	0.11423792	0.0313966575	-0.0129263783	-0.0472089983	-0.044822571	-0.0076207265	0.0355004298	0.051047035	0.026943442	-0.0180881602	-0.0490699916	-0.0419372706	-0.0022302563	0.039209084	0.0501932186	0.0221903471	-0.0230486216	-0.0503848382	-0.0385852104	0.0031850365	0.0424813428	0.048780754	0.0171902747	0.0351107904	-0.0039974551	-0.0593914924	0.0288233038	-0.0169498356	-0.0239619374	0.0206752615	0.017876313	0.0319573731	-0.0251275515	0	0	0	0	-0.649929142881862	0.371211737457751	0.448081059024295	0.592443852028073
-0.245922	-0.0149483	0.409802	-0.0129877	0.00555661	-0.00637606	0.017367	-0.01304322	-0.102042	0.000472599999999997	-0.00026466	0.00040337	0.18948372	0.0312282931	-0.0133371814	-0.0474556651	-0.0444022092	-0.0065685806	0.0364102058	0.0508689416	0.0254821244	-0.0198647963	-0.0496516568	-0.0405464614	0.0003187063	0.0409342319	0.0494860452	0.0192755259	-0.0260334792	-0.0509505055	-0.03595809	0.0072002346	0.044718628	0.0472089983	0.0127206428	0.0143257249	-0.0458399312	0.0158736251	0.0693890657	0.0075946051	0.0358927964	0.0336519244	-0.0071031648	-0.0273856352	-0.0479519981	0	0	0	0	0.406073478077581	1.48991979995673	0.448081059024295	-1.68540061352814
-0.255676	0.0012421	0.464899	-0.013127	0.00596578	-0.00628296	-0.00975400000000004	0.0161904	0.0550969999999999	-0.0001393	0.00040917	9.31000000000005e-05	0.1131199	0.0310593936	-0.0137470706	-0.0476950147	-0.0439696763	-0.0055136214	0.0372975264	0.0506481476	0.0239928691	-0.0216138688	-0.0501482692	-0.0390716134	0.0028668829	0.042540889	0.0486127474	0.0162864257	-0.0289041989	-0.0512640087	-0.0331314631	0.0111709238	0.0466496345	0.0452807864	0.0081456036	0.0251983405	-0.0294344868	0.0343465231	-0.0255139109	0.0188631333	0.050689397	-0.0168463161	-0.0147771446	0.0130418549	0.0092353405	0	0	0	0	-1.32322073882585	0.351034542715769	0.448081059024295	0.592443852028073
-0.245903	-0.0303127	0.49021	-0.0142275	0.00596578	-0.00630852	0.009773	-0.0315548	0.0253110000000001	-0.0011005	0	-2.556e-05	0.1229418	0.030889962	-0.0141560177	-0.0479270103	-0.0435250908	-0.0044563007	0.0381618445	0.0503848382	0.0224773087	-0.0233329509	-0.0505589784	-0.0375157835	0.0054079881	0.0440244045	0.0475762569	0.0132345652	-0.0316481948	-0.0513237961	-0.0301210128	0.0150725591	0.048261137	0.0430106775	0.0035030673	0.0442919961	0.006120885	-0.0357583075	-0.0400092839	-0.0332298936	-0.0153340108	-0.0250799321	-0.0197221596	0.0517999305	0.0398837317	0	0	0	0	-0.416616000809872	0.438698734161062	0.448081059024295	-1.68540061352814
-0.240968	-0.00401474	0.466916	-0.0138339	0.00596578	-0.00617786	0.00493500000000002	0.02629796	-0.023294	0.000393600000000001	0	0.000130659999999999	0.08073996	0.0307200012	-0.0145639947	-0.0481516161	-0.0430685747	-0.0033970715	0.0390026269	0.0500792346	0.020937105	-0.0250196571	-0.0508830806	-0.0358821964	0.0079357543	0.0453804842	0.046380053	0.0101317049	-0.0342534364	-0.0511295719	-0.026943442	0.0188810221	0.0495420981	0.0404158122	-0.0011684964	0.0369252378	0.0026279391	-0.0630267747	0.0237101056	-0.0020466832	-0.0390483369	-0.0256236823	0.0005417451	0.0104864755	-0.0498526909	0	0	0	0	1.07365160534993	0.425460084759415	0.448081059024295	-1.68540061352814
-0.237845	-0.0149234	0.455173	-0.013539	0.00529715	-0.00592771	0.00312300000000001	-0.01090866	-0.0117430000000001	0.000294900000000001	-0.000668630000000001	0.00025015	0.08645866	0.030549514	-0.0149709736	-0.0483687975	-0.0426002529	-0.0023363873	0.0398193552	0.0497315932	0.0193739464	-0.0266716472	-0.0511200208	-0.034174238	0.0104439465	0.0466052026	0.0450281516	0.0069898018	-0.0367085017	-0.0506822973	-0.0236163807	0.0225727706	0.0504837447	0.0375157835	-0.0058303776	0.032653114	-0.0370019453	0.0183999779	-0.017195567	0.0424472839	-0.013773307	0.0381328969	0.0377134708	0.0285961083	0.0117415721	0	0	0	0	0.422136820541871	0.818427155511193	0.448081059024295	-1.68540061352814
-0.246822	-0.00415693	0.488512	-0.0143086	0.00550303	-0.00607402	-0.00897700000000001	0.01076647	0.0333390000000001	-0.000769600000000002	0.00020588	-0.00014631	0.10917197	0.0303785035	-0.0153769266	-0.0485785209	-0.042120254	-0.0012747024	0.0406115256	0.0493422058	0.0177895469	-0.0282866287	-0.051269393	-0.0323954483	0.0129263783	0.0476950147	0.0435250908	0.0038209632	-0.0390026269	-0.0499841859	-0.0201582885	0.0261249837	0.0510796273	0.0343324881	-0.0104439465	0.039702768	-0.0264371739	0.0085561894	0.033897164	-0.0393588789	0.0305073893	0.0186074678	0.0083946488	0.0207704843	9.02614e-05	0	0	0	0	0.265101016598092	1.0242211251449	0.448081059024295	-1.68540061352814
-0.209778	0.0168836	0.508763	-0.0137057	0.00556415	-0.00593287	0.037044	0.02104053	0.020251	0.0006029	6.11200000000004e-05	0.00014115	0.11859403	0.0302069725	-0.0157818258	-0.048780754	-0.0416287094	-0.0002124716	0.0413786495	0.0489113994	0.0161856435	-0.029862361	-0.0513309413	-0.030549514	0.0153769266	0.0486467657	0.0418759166	0.0006374004	-0.041125754	-0.049038693	-0.016588352	0.0295157031	0.0513256648	0.030889962	-0.0149709736	0.0413344382	-0.0303227055	0.0201597533	0.0368875999	0.0266616867	0.0436435282	-0.0221973571	-0.0097275815	0.0236891082	-0.0611427707	0	0	0	0	0.660086676437512	1.01887067549242	0.448081059024295	-1.68540061352814
-0.215492	-0.0120157	0.505042	-0.0143157	0.00539037	-0.00578523	-0.005714	-0.0288993	-0.00372099999999997	-0.000609999999999999	-0.00017378	0.00014764	0.0849053	0.0300349241	-0.0161856435	-0.0489754657	-0.041125754	0.0008498502	0.042120254	0.0484395355	0.0145639947	-0.0313966575	-0.0513045605	-0.0286402612	0.0177895469	0.0494577007	0.040086165	-0.0025486187	-0.0430685747	-0.0478504978	-0.0129263783	0.0327239687	0.051220172	0.0272141981	-0.0193739464	0.0461761229	-0.0088999276	0.0061956931	-0.0533119938	-0.0306614599	0.005337213	-0.0308699926	-0.0292961306	0.0513809536	0.040543734	0	0	0	0	0.620215876796542	0.770483282181689	0.448081059024295	-1.68540061352814
-0.219733	-0.0328615	0.466639	-0.0144379	0.00537885	-0.00593845	-0.00424099999999997	-0.0208458	-0.038403	-0.000122199999999998	-1.15200000000001e-05	-0.00015322	0.0778368	0.029862361	-0.016588352	-0.0491626259	-0.0406115256	0.001911808	0.0428358815	0.0479270103	0.0129263783	-0.0328873894	-0.0511902955	-0.0266716472	0.0201582885	0.0501254723	0.0381618445	-0.0057248166	-0.044822571	-0.046425481	-0.0091926851	0.0357299485	0.0507638714	0.0233329509	-0.0236163807	0.0431182037	0.0118687912	-0.055279029	0.0002857039	0.0068460751	-0.0474973981	-0.0287789005	0.0083300943	0.0200555764	-0.0126517599	0	0	0	0	-0.159500958208927	0.418882882225272	0.448081059024295	0.592443852028073
-0.222882	-0.0307726	0.453391	-0.0137959	0.00502015	-0.00571516	-0.00314900000000004	0.0020889	-0.013248	0.000641999999999999	-0.0003587	0.000223289999999999	0.0796854	0.0296892864	-0.0169899238	-0.0493422058	-0.040086165	0.002972947	0.0435250908	0.047374254	0.0112745899	-0.0343324881	-0.0509883422	-0.024647752	0.0224773087	0.0506481476	0.0361094147	-0.0088789537	-0.046380053	-0.0447706954	-0.0054079881	0.0385150608	0.0499598883	0.0192755259	-0.0276631221	0.0326024351	-0.0290161965	0.0161876309	-0.0384970798	0.002080005	0.0010489875	0.0361283361	0.0324344119	0.0365723504	0.0077342203	0	0	0	0	0.496284727780899	0.827860681831061	0.448081059024295	-1.68540061352814
-0.227965	-0.020005	0.471847	-0.0137212	0.00529388	-0.00596222	-0.00508299999999998	0.0107676	0.018456	7.46999999999987e-05	0.00027373	-0.000247059999999999	0.0640811	0.0295157031	-0.0173903312	-0.0495141777	-0.0395498165	0.0040328127	0.0441874568	0.0467817305	0.0096104404	-0.0357299485	-0.0506990465	-0.0225727706	0.0247408876	0.0510242134	0.0339357659	-0.0119988754	-0.0477341923	-0.0428943306	-0.0015932859	0.0410620891	0.0488137291	0.0150725591	-0.0314806383	0.0339042661	-0.024706632	0.0055682013	0.0433759594	-0.0286321278	0.0283321229	0.0342223524	0.0030658998	0.0122698149	-0.0118621121	0	0	0	0	0.759094099489104	0.912993114959408	0.448081059024295	-1.68540061352814
-0.224195	-0.0150121	0.461505	-0.0145413	0.00543299	-0.00570281	0.00377000000000002	0.0049929	-0.010342	-0.000820099999999997	0.00013911	0.00025941	0.0800359000000001	0.0293416141	-0.0177895469	-0.049678515	-0.0390026269	0.0050909511	0.044822571	0.0461499372	0.0079357543	-0.0370778316	-0.050322904	-0.0204510037	0.026943442	0.0512525814	0.0316481948	-0.0150725591	-0.048879052	-0.0408056734	0.0022302563	0.0433552888	0.047333244	0.0107557855	-0.0350372959	0.0448075295	-0.0436704172	0.0498750375	0.0104566382	0.0173245919	0.0671771825	-0.0038669173	-0.001066735	0.0178575556	-0.0270443225	0	0	0	0	-1.9372692089445	0.946336752241705	0.448081059024295	-1.68540061352814
-0.226688	-0.0280915	0.488573	-0.0147486	0.00528222	-0.00576775	-0.00249300000000002	-0.0130794	0.027068	-0.000207300000000001	-0.000150770000000001	-6.49400000000003e-05	0.0637909000000001	0.0291670224	-0.0181875435	-0.0498351925	-0.0384447462	0.0061469092	0.0454300417	0.0454794046	0.0062523676	-0.038374267	-0.049860559	-0.018286849	0.029079539	0.0513325903	0.0292543809	-0.0180881602	-0.0498096126	-0.0385150608	0.0060414244	0.0453804842	0.0455285727	0.0063577993	-0.0383036235	0.0524778277	0.018622318	-0.0375502688	-0.0290260926	-0.0224567211	-0.0245347168	-0.0351441849	-0.0459034798	0.0386023313	0.0410185784	0	0	0	0	-0.031316812765293	0.865525451091933	0.448081059024295	-1.68540061352814
-0.21026	-0.0542462	0.455918	-0.0143763	0.00516094	-0.00559564	0.016428	-0.0261547	-0.0326549999999999	0.000372299999999999	-0.00012128	0.00017211	0.1085222	0.0289919311	-0.0185842938	-0.0499841859	-0.0378763275	0.0072002346	0.0460094942	0.0447706954	0.0045621261	-0.039617456	-0.0493128035	-0.016084792	0.03114391	0.0512640087	0.0267623602	-0.0210340579	-0.0505217943	-0.0360338295	0.0098190728	0.0471251565	0.0434120755	0.001911808	-0.0412525551	0.0407623401	-0.0232970612	-0.0488809928	0.0440116071	0.0169992886	-0.0346760387	0.0078369106	0.0210520081	0.0355508672	-0.0751734039	0	0	0	0	0.468551807689336	0.397540922041569	0.448081059024295	-1.68540061352814
-0.175164	-0.00168815	0.221522	-0.00858983	0.00409735	-0.0045811	0.035096	0.05255805	-0.234396	0.00578647	-0.00106359	0.00101454	0.71528005	0.028816343	-0.0189797704	-0.0501254723	-0.0372975264	0.0082504761	0.0465605712	0.0440244045	0.0028668829	-0.0408056734	-0.0486805757	-0.0138493968	0.0331314631	0.051047035	0.0241804983	-0.0238989001	-0.0510124748	-0.0333742597	0.013542242	0.0485785209	0.0409982483	-0.0025486187	-0.0438596552	-0.0398953632	0.0249749673	0.0478698807	-0.0341000337	0.0770607398	-0.011976851	0.0445508781	-0.0686470907	-0.0560799269	0.0143404054	0	0	0	0	-0.269244442070034	0.690374913688829	0.448081059024295	-1.68540061352814
-0.10805	0.0746817	0.0351018	0.000238447	0.00519039	-0.00304892	0.067114	0.07636985	-0.1864202	0.008828277	0.00109304	0.00153218	0.9025789	0.0286402612	-0.0193739464	-0.05025903	-0.0367085017	0.0092971841	0.0470829328	0.0432411585	0.0011684964	-0.0419372706	-0.0479649587	-0.0115852966	0.0350372959	0.0506822973	0.0215174627	-0.0266716472	-0.0512795028	-0.030549514	0.0171902747	0.0497315932	0.0383036235	-0.0069898018	-0.0461033203	-0.0613767955	0.2112471069	0.0827652388	-0.0431715512	0.0492824507	-0.0522730099	0.0536659243	-0.1098886824	-0.1202424621	0.0847056961	0	1	0	0	-0.426606853418968	0.39068412608207	0.448081059024295	-1.68540061352814
-0.144186	0.0124159	0.23502	-0.00427037	0.0047859	-0.00355771	-0.036136	-0.0622658	0.1999182	-0.004508817	-0.00040449	-0.00050879	0.56942485	0.0284636888	-0.0197667948	-0.0503848382	-0.0361094147	0.0103399101	0.0475762569	0.0424216147	-0.0005311711	-0.0430106775	-0.0471671784	-0.0092971841	0.0368567075	0.0501708514	0.018782193	-0.0293416141	-0.0513217075	-0.0275735728	0.0207429306	0.0505772456	0.0353466565	-0.0113782077	-0.0479649587	-0.0850635669	0.059630113	0.0138660502	0.0126704416	-0.0409753633	-0.0193074746	0.0323341029	0.0571752253	-0.0501924534	0.0306087518	0	0	0	0	-0.803472285027986	0.271590119128289	0.448081059024295	-1.68540061352814
-0.159073	0.011933	0.220345	-0.00570736	0.00466344	-0.00400532	-0.014887	-0.0004829	-0.014675	-0.00143699	-0.00012246	-0.00044761	0.1303979	0.0282866287	-0.0201582885	-0.0505028777	-0.0355004298	0.0113782077	0.0480402391	0.0415664612	-0.0022302563	-0.0440244045	-0.0462886013	-0.0069898018	0.0385852104	0.0495141777	0.0159838716	-0.0318985121	-0.051138904	-0.0244611644	0.0241804983	0.0511102507	0.0321475998	-0.0156807013	-0.0494291445	-0.0777458237	0.0280862512	0.0508765743	0.0503209405	-6.95037e-05	0.0135520172	0.0369924131	0.0079841758	-0.0860339215	0.0080243327	0	0	0	0	0.059720525233104	0.625522434100455	0.448081059024295	0.592443852028073
-0.170876	0.0630133	0.298327	-0.00590069	0.00433589	-0.00400532	-0.011803	0.0510803	0.077982	-0.00019333	-0.000327549999999999	0	0.1669093	0.0281090841	-0.0205484008	-0.0506131302	-0.0348817138	0.012411632	0.0484745935	0.0406764158	-0.0039268963	-0.0449770452	-0.0453307324	-0.004667932	0.040218541	0.0487141772	0.0131318924	-0.0343324881	-0.0507318935	-0.021227693	0.0274839053	0.0513273137	0.0287283636	-0.0198647963	-0.0504837447	-0.0661637168	0.0198189037	0.0627314218	-0.0661130893	-0.0012790949	0.0503553895	-0.0444808488	0.0092865126	-0.0323880312	0.050156694	0	0	0	0	0.480215519966232	1.18518281661699	-2.22840312389761	0.592443852028073
