"trans_x"	"trans_y"	"trans_z"	"rot_x"	"rot_y"	"rot_z"	"trans_x_derivative1"	"trans_y_derivative1"	"trans_z_derivative1"	"rot_x_derivative1"	"rot_y_derivative1"	"rot_z_derivative1"	"framewise_displacement"	"cosine00"	"cosine01"	"cosine02"	"cosine03"	"cosine04"	"cosine05"	"cosine06"	"cosine07"	"cosine08"	"cosine09"	"cosine10"	"cosine11"	"cosine12"	"cosine13"	"cosine14"	"cosine15"	"cosine16"	"cosine17"	"cosine18"	"cosine19"	"cosine20"	"t_comp_cor_00"	"t_comp_cor_01"	"t_comp_cor_02"	"t_comp_cor_03"	"t_comp_cor_04"	"a_comp_cor_00"	"a_comp_cor_01"	"a_comp_cor_02"	"a_comp_cor_03"	"a_comp_cor_04"	"motion_outlier01"	"motion_outlier02"	"motion_outlier03"	"motion_outlier04"	"motion_outlier05"	"motion_outlier06"	"motion_outlier07"	"motion_outlier08"	"volume_z"	"luminance_z"	"speech_z"	"face_z"
0.0321745	-0.017401	-0.0330428	0.000423408	0.000120897	0.000267864	0.007215	-0.0187515	-0.03936736	0.000528214	0	0.0002177574	0.10263243	0.052324667	0.0521639377	0.051896421	0.0515226647	0.051043434	0.0504597097	0.049772687	0.0489837722	0.0480945804	0.0471069319	0.0460228486	0.0448445497	0.0435744473	0.0422151417	0.0407694154	0.0392402281	0.0376307102	0.0359441567	0.0341840202	0.032353904	0.0304575546	-0.0026646998	0.0077069187	-0.0327732279	0.0156012942	0.002933383	-0.0077469912	0.0053357995	0.0160361271	-0.0159196925	-0.0193520349	0	0	0	0	0	0	0	0	0	0	0	0
0.0444711	-0.0174145	0.0334474	0.000608872	4.31563e-06	0	0.0122966	-1.34999999999996e-05	0.0664902	0.000185464	-0.00011658137	-0.000267864	0.1072957685	0.0523139709	0.0521212014	0.0518004449	0.051352489	0.0507784337	0.0500796887	0.0492579697	0.0483152946	0.0472539781	0.0460766263	0.0447861304	0.0433856593	0.0418786518	0.0402688086	0.0385600826	0.0367566699	0.0348629988	0.0328837193	0.0308236917	0.0286879745	0.0264818121	-0.0153864622	0.0012182201	0.0136805537	0.0059903244	-0.0293700155	0.0103842242	-0.0376980994	-0.0108195127	0.0195654506	-0.0001728727	0	0	0	0	0	0	0	0	0	0	0	0
0.0381896	0.000565786	-0.00859046	7.82718e-07	5.95977e-06	0	-0.0062815	0.017980286	-0.04203786	-0.000608089282	1.64414e-06	0	0.0967863171	0.0523023033	0.0520745933	0.0516958108	0.0511670547	0.0504898588	0.0496661877	0.0486984311	0.0475893965	0.0463423012	0.0449607632	0.0434487905	0.0418107693	0.0400514517	0.0381759417	0.0361896802	0.0340984296	0.0319082567	0.0296255153	0.027256828	0.0248090665	0.0222893319	-0.0031792384	0.0439015194	0.0091313255	-0.0032665909	-0.0082838089	-0.0070100147	0.0006325734	0.0145399481	-0.0058545424	-0.0123270966	0	0	0	0	0	0	0	0	0	0	0	0
0.0370552	-0.0174246	0.0141737	0.000826988	5.95977e-06	0.000212496	-0.0011344	-0.017990386	0.02276416	0.000826205282	0	0.000212496	0.0938240101	0.0522896643	0.0520241169	0.0515825363	0.0509664168	0.050177843	0.0492194833	0.0480945804	0.0468069407	0.0453609212	0.0437614146	0.0420138333	0.0401240904	0.0380985803	0.0359441567	0.0336681095	0.03127814	0.0287823352	0.02618914	0.0235073292	0.0207459769	0.0179144269	-0.0021433487	-0.0173292137	-0.0185473757	-0.025101537	-0.0084852525	0.0026408573	0.017003179	0.0062018217	0.0116123336	0.0044332774	0	0	0	0	0	0	0	0	0	0	0	0
0.020305	-0.0174133	0.0179955	7.22733e-05	5.95977e-06	0	-0.0167502	1.12999999999988e-05	0.0038218	-0.0007547147	0	-0.000212496	0.068943835	0.0522760543	0.0519697758	0.0514606403	0.050750635	0.0498425313	0.048739874	0.047446967	0.0459688572	0.044311314	0.0424808075	0.0404844828	0.0383301323	0.0360261653	0.0335815749	0.0310059033	0.0283092043	0.0255020041	0.0225952602	0.0196003187	0.01652887	0.013392903	-0.0110651669	0.000477071	-0.005393975	-0.0241111418	-0.0011463627	0.0096338301	-0.0042212218	-0.0110135047	-0.0147493861	-0.0057026854	0	0	0	0	0	0	0	0	0	0	0	0
0.0259876	-0.0174317	0.0022188	0.000738391	0.000261615	0.000220105	0.0056826	-1.84000000000017e-05	-0.0157767	0.0006661177	0.00025565523	0.000220105	0.0785715965	0.0522614734	0.0519115742	0.0513301431	0.0505197734	0.0494840794	0.0482276804	0.0467561802	0.0450761418	0.0431950583	0.0411213197	0.0388641751	0.0364336915	0.0338407093	0.0310967934	0.028214182	0.0252057321	0.0220848615	0.0188654898	0.0155619757	0.0121890533	0.0087617663	-0.0038808819	-0.0107864327	-0.0137603937	-0.0339613481	-0.0019893516	-0.001338988	-0.005121251	0.0043619347	-0.0185832141	-0.0015398143	0	0	0	0	0	0	0	0	0	0	0	0
0.00803212	0.00440097	0.0180131	-0.000159971	0.000117425	0	-0.01795548	0.02183267	0.0157943	-0.000898362	-0.00014419	-0.000220105	0.1187153	0.0522459219	0.0518495163	0.0511910666	0.0502739006	0.0491026536	0.0476832451	0.0460228486	0.0441298556	0.0420138333	0.0396854757	0.0371565505	0.0344398384	0.0315490697	0.028498854	0.025304607	0.0219824722	0.0185492395	0.0150222601	0.0114193591	0.0077587455	0.0040589197	-0.0138833277	-0.0061446915	0.0006923791	-0.0436501831	0.0050277955	0.0121533127	-0.0190201446	-2.53162e-05	0.002496631	-0.0050250316	0	0	0	0	0	0	0	0	0	0	0	0
0.00803212	-0.0174287	-0.0477853	-2.93776e-05	0.000117425	0	0	-0.02182967	-0.0657984	0.0001305934	0	0	0.09415774	0.0522294002	0.0517836067	0.051043434	0.0500130897	0.0486984311	0.0471069319	0.0452476394	0.0431311232	0.0407694154	0.0381759417	0.0353654455	0.032353904	0.0291584371	0.0257972105	0.0222893319	0.018654743	0.0149141057	0.0110886847	0.0072002268	0.0032708371	-0.0006771467	0.0053900925	0.0127483502	-0.0130293744	-0.0363249819	0.0148453722	-0.0125898594	-0.0038029637	0.0247349358	-0.0219235369	-0.0241061221	0	0	0	0	0	0	0	0	0	0	0	0
0.00197793	-0.0174441	0.0078918	7.27809e-05	-9.98718e-06	0	-0.00605419	-1.53999999999953e-05	0.0556771	0.0001021585	-0.00012741218	0	0.073225224	0.0522119084	0.0517138504	0.0508872699	0.0497374181	0.0482715996	0.0464991262	0.044431258	0.0420811315	0.0394636764	0.0365955205	0.0334948844	0.0301814655	0.0266763128	0.0230016937	0.0191809517	0.015238359	0.0111989617	0.0070884207	0.0029328492	-0.0012413539	-0.005407671	-0.0007682974	0.002101706	0.0211047495	-0.043169227	-0.0114858708	0.009084377	-0.0302742168	0.0129616742	0.0256683517	0.0047669052	0	0	0	0	0	0	0	0	0	0	0	0
0.00801733	-0.0174467	-0.0562218	-2.43977e-05	-0.000358689	0	0.0060394	-2.60000000000538e-06	-0.0641136	-9.71786e-05	-0.00034870182	0	0.092449621	0.0521934471	0.0516402525	0.0507226006	0.0494469678	0.0478223571	0.0458602343	0.0435744473	0.0409811285	0.0380985803	0.0349471469	0.0315490697	0.0279283311	0.024110485	0.0201224762	0.0159924506	0.0117495564	0.0074237382	0.0030455261	-0.0013541801	-0.0057443291	-0.0100939368	0.0137649582	0.0527351507	0.0353869506	-0.0201683275	-0.0168162042	-0.0073573632	-0.026545906	0.030590194	0.0267472057	-0.02485603	0	0	0	0	0	0	0	0	0	0	0	0
-0.00513134	-0.00068443	-0.0013395	1.30845e-06	0.000117425	0	-0.01314867	0.01676227	0.0548823	2.570615e-05	0.000476114	0	0.1098842475	0.0521740164	0.0515628185	0.0505494535	0.0491418251	0.0473509122	0.0451906832	0.042677987	0.0398324213	0.0366761804	0.0332338815	0.0295323731	0.0256005252	0.0214690046	0.0171700353	0.0127371473	0.0082049152	0.0036086884	-0.0010156846	-0.0056321357	-0.0102046586	-0.0146975897	0.0106071177	0.0164248992	0.0443712407	-0.0151570372	-0.0206682595	0.017737565	-0.0278947866	-0.0016481924	0.0223601559	0.0046169887	0	0	0	0	0	0	0	0	0	0	0	0
-0.00335499	0.0105573	-0.0593846	-0.000503542	-0.000210252	0	0.00177635	0.01124173	-0.0580451	-0.00050485045	-0.000327677	0	0.1126895525	0.0521536168	0.0514815542	0.0503678575	0.0488220806	0.0468574839	0.0444909208	0.0417426926	0.0386363752	0.0351986159	0.0314589057	0.0274493255	0.0232042715	0.0187601599	0.0141551145	0.0094286395	0.004621281	-0.0002257211	-0.0050707869	-0.009872353	-0.0145892291	-0.0191809517	0.0199718757	0.0500779497	0.045222285	0.0193273551	-0.0009717485	0.0038483714	-0.0203195336	0.0401113058	0.026148022	-0.0205910923	0	0	0	0	0	0	0	0	0	0	0	0
-0.0109075	0.00657938	-0.0116925	-6.63082e-05	0.000117425	0	-0.00755251	-0.00397792	0.0476921	0.0004372338	0.000327677	0	0.09746807	0.0521322486	0.0513964655	0.050177843	0.0484878293	0.0463423012	0.0437614146	0.0407694154	0.0373944116	0.0336681095	0.0296255153	0.025304607	0.0207459769	0.0159924506	0.0110886847	0.0060807472	0.0010156846	-0.0040589197	-0.0090953929	-0.0140464202	-0.0188654898	-0.0235073292	0.0211848404	0.011397783	0.0391791389	0.0253079589	-0.0098223784	-0.0086584369	-0.0078611646	-0.0111806122	0.016405186	0.029952016	0	0	0	0	0	0	0	0	0	0	0	0
0.00711831	-0.00266824	-0.0358459	0.000157481	-0.000235132	-5.09202e-05	0.01802581	-0.00924762	-0.0241534	0.0002237892	-0.000352557	-5.09202e-05	0.08279015	0.0521099123	0.0513075588	0.0499794418	0.0481391707	0.0458056033	0.0430026525	0.0397590408	0.0361080066	0.0320869629	0.0277371148	0.0231030362	0.0182322141	0.0131745611	0.0079819045	0.0027074549	-0.0025947387	-0.0078703433	-0.0130652981	-0.018126369	-0.0230016937	-0.0276413132	0.0210623444	0.0249764756	0.0305235579	0.0273836005	0.0041429701	-0.0062560467	0.017397188	0.0381949197	0.0203786495	-0.0059495062	0	0	0	0	0	0	0	0	0	0	0	0
0.00711195	0.0102062	-0.033628	-0.000209478	-0.000335414	0	-6.36000000000039e-06	0.01287444	0.0022179	-0.000366959	-0.000100282	5.09202e-05	0.04100676	0.0520866082	0.0512148408	0.049772687	0.0477762082	0.0452476394	0.0422151417	0.0387124883	0.0347786889	0.0304575546	0.0257972105	0.0208495594	0.015669704	0.0103153331	0.0048460789	-0.0006771467	-0.0061928308	-0.0116395445	-0.0169566271	-0.0220848615	-0.0269671338	-0.0315490697	0.0221347485	-0.0124302417	0.0140711896	0.0205235327	0.0128846962	0.0062376598	0.0226399666	0.0009944689	-0.0110299916	0.0327008816	0	0	0	0	0	0	0	0	0	0	0	0
0.0100299	0.00106326	-0.0120687	-5.12882e-07	-0.000335414	0	0.00291795	-0.00914294	0.0215593	0.000208965118	0	0	0.0440684459	0.0520623368	0.0511183183	0.0495576132	0.0473990497	0.0446686685	0.0413994086	0.0376307102	0.0334080384	0.0287823352	0.0238094045	0.0185492395	0.0130652981	0.0074237382	0.0016926191	-0.0040589197	-0.0097614921	-0.0153463027	-0.0207459769	-0.0258953737	-0.030732371	-0.0351986159	0.0181674362	-0.0019248015	0.0211586008	0.0333791654	0.0072265878	-0.0086501388	-0.0167346974	0.0234464506	0.0266162028	0.0235626665	0	0	0	0	0	0	0	0	0	0	0	0
0.00711195	0.0106299	-0.074517	-0.000903198	-0.000335414	0	-0.00291795	0.00956664	-0.0624483	-0.000902685118	0	0	0.1200671459	0.0520370985	0.0510179984	0.0493342563	0.0470078072	0.0440689593	0.0405559987	0.0365146908	0.0319976841	0.0270638244	0.021777388	0.0162072446	0.0104259597	0.0045088495	-0.0014670001	-0.0074237382	-0.0132837629	-0.018970732	-0.024410558	-0.0295323731	-0.0342694522	-0.0385600826	0.0210302638	0.0143365256	0.0353521393	0.0378187236	0.0184151507	0.005780275	-0.023335535	0.0138476816	-0.0184520359	0.0115359312	0	0	0	0	0	0	0	0	0	0	0	0
0.0238083	-0.0174748	-0.0626637	-8.81049e-05	-0.000335414	0.000221174	0.01669635	-0.0281047	0.0118533	0.0008150931	0	0.000221174	0.108467705	0.0520108938	0.0509138886	0.0491026536	0.0466025972	0.0434487905	0.0396854757	0.0353654455	0.030549302	0.025304607	0.0197049341	0.0138288366	0.0077587455	0.0015798132	-0.004621281	-0.010757547	-0.016742904	-0.0224933884	-0.0279283311	-0.0329714899	-0.0375521182	-0.0416059582	0.0251589818	0.0182638271	0.0220858143	-0.0007295268	0.0350158718	-0.0162902414	-0.0355017149	0.033567202	-0.0113409835	0.0189971968	0	0	0	0	0	0	0	0	0	0	0	0
0.0238137	0.0046404	-0.0182362	-0.00026441	0.000247508	0	5.39999999999916e-06	0.0221152	0.0444275	-0.0001763051	0.000582922	-0.000221174	0.115568155	0.0519837232	0.0508059967	0.048862844	0.0461835398	0.0428084497	0.0387884217	0.0341840202	0.0290646136	0.0235073292	0.0175958911	0.0114193591	0.0050707869	-0.0013541801	-0.0077587455	-0.0140464202	-0.0201224762	-0.0258953737	-0.03127814	-0.0361896802	-0.0405559987	-0.044311314	0.0195617583	-0.0221599395	0.0484564714	0.0275238953	-0.0005472763	0.0193036084	-0.0407794489	0.0104262054	-0.0055174446	0.0333472828	0	0	0	0	0	0	0	0	0	0	0	0
0.01113	0.0238664	-0.0327428	-0.000700455	-0.000256754	0	-0.0126837	0.019226	-0.0145066	-0.000436045	-0.000504262	0	0.09343165	0.0519555872	0.0506943307	0.0486148674	0.0457507597	0.0421482344	0.0378654364	0.0329714899	0.0275453833	0.021674694	0.015454175	0.0089842256	0.0023692706	-0.0042839244	-0.0108679768	-0.01727662	-0.0234064185	-0.0291584371	-0.0344398384	-0.0391653804	-0.0432587929	-0.0466540082	0.0221242619	0.0298247464	0.0363239262	0.0218685105	0.0382163758	-0.0070411188	0.0038520558	0.0260995606	-0.0210953761	0.0184159602	0	0	0	0	0	0	0	0	0	0	0	0
0.0257569	-0.00363431	-0.0674775	-0.000373336	-0.000256754	0.000104932	0.0146269	-0.02750071	-0.0347347	0.000327119	0	0.000104932	0.09846486	0.0519264863	0.0505788988	0.0483587652	0.0453043854	0.0414684511	0.0369171367	0.0317289578	0.0259934166	0.0198094581	0.0132837629	0.0065289069	-0.0003385804	-0.0072002268	-0.0139376608	-0.0204346535	-0.0265791242	-0.0322650733	-0.0373944116	-0.0418786518	-0.0456404355	-0.0486148674	0.0186002072	-0.0389173075	0.0132854116	-0.0741628104	0.045139294	0.0097327975	0.0211984315	0.0170346142	-0.0715095805	0.0350290553	0	0	0	0	0	0	0	0	-1.73055635693617	-1.75211916401208	-2.22840312389761	-1.68540061352814
0.0167364	0.00249477	-0.0142755	-0.000157389	-2.44682e-05	0	-0.0090205	0.00612908	0.053202	0.000215947	0.0002322858	-0.000104932	0.09600982	0.051896421	0.0504597097	0.0480945804	0.0448445497	0.0407694154	0.0359441567	0.0304575546	0.024410558	0.0179144269	0.0110886847	0.0040589197	-0.0030455261	-0.0100939368	-0.0169566271	-0.0235073292	-0.0296255153	-0.0351986159	-0.0401240904	-0.044311314	-0.0476832451	-0.050177843	0.0126306859	-0.0258171805	0.029228957	-0.0484205886	0.0101821414	0.0077105069	-0.0417590601	-0.014917081	-0.0077756662	0.057982265	0	0	0	0	0	0	0	0	-0.264572536144127	-1.14298570443982	-2.22840312389761	-1.68540061352814
0.0626765	0.00249422	-0.0192249	-0.00019025	-0.000135422	0	0.0459401	-5.49999999999769e-07	-0.0049494	-3.2861e-05	-0.0001109538	0	0.05808079	0.051865392	0.0503367722	0.0478223571	0.044371389	0.0400514517	0.0349471469	0.0291584371	0.0227986886	0.0159924506	0.0088730165	0.0015798132	-0.0057443291	-0.0129559745	-0.0199138901	-0.0264818121	-0.0325311144	-0.0379433273	-0.0426124582	-0.0464470668	-0.0493720561	-0.0513301431	0.0067948986	-0.0389431045	0.0513341688	-0.0515061791	-0.0060868529	0.0214505574	-0.0396006842	-0.0110564094	-0.0204763065	0.0229306266	0	0	0	0	0	0	0	0	-0.197446070710621	-1.1272811059612	-2.22840312389761	-1.68540061352814
0.0435037	0.0294773	0.0189454	-0.000388213	7.66922e-05	0.000181699	-0.0191728	0.02698308	0.0381703	-0.000197963	0.0002121142	0.000181699	0.11391499	0.0518333998	0.0502100954	0.0475421407	0.043885044	0.0393148935	0.0339267737	0.0278327876	0.0211597241	0.0140464202	0.0066408724	-0.0009028426	-0.0084277735	-0.0157773596	-0.0227986886	-0.0293456776	-0.0352821126	-0.0404844828	-0.0448445497	-0.0482715996	-0.0506943307	-0.0520623368	0.0053270408	-0.0282185206	0.0511965031	-0.0322353302	-0.0012026584	0.0143850192	-0.0285143895	-0.0297441988	-0.0208361918	0.0336365996	0	0	0	0	0	0	0	0	0.143180447950853	-1.30665579866475	-2.22840312389761	-1.68540061352814
0.043496	0.00795211	0.00490399	0.000246862	-1.08725e-05	0.000226267	-7.69999999999937e-06	-0.02152519	-0.01404141	0.000635075	-8.75647e-05	4.4568e-05	0.073934685	0.0518004449	0.0500796887	0.0472539781	0.0433856593	0.0385600826	0.0328837193	0.0264818121	0.0194956122	0.0120792627	0.0043963972	-0.0033834701	-0.0110886847	-0.0185492395	-0.0256005252	-0.0320869629	-0.0378654364	-0.0428084497	-0.0468069407	-0.049772687	-0.0516402525	-0.0523684314	0.0082423455	-0.0456721595	0.0373634791	-0.0220890785	-0.0070562412	0.0112709528	0.0007973795	-0.0019940608	-0.0361428315	0.017257645	0	0	0	0	0	0	0	0	-0.519957300384116	-1.39824731345061	-2.22840312389761	-1.68540061352814
0.0280471	0.0150083	0.00490239	-0.000359119	-0.000169419	0.000159117	-0.0154489	0.00705619	-1.60000000000004e-06	-0.000605981	-0.0001585465	-6.715e-05	0.064090565	0.051766528	0.0499455618	0.0469579174	0.0428733831	0.0377873696	0.0318186811	0.0251067401	0.0178083308	0.0100939368	0.0021437585	-0.0058564958	-0.0137199483	-0.0212629165	-0.0283092043	-0.0346942175	-0.0402688086	-0.0449027607	-0.0484878293	-0.050940271	-0.0522027989	-0.0522459219	0.0127337341	-0.0178470602	0.0428635008	0.0346837579	-0.0022559801	0.0169492415	-0.0113446451	0.0049492009	-0.012736173	0.0181951387	0	0	0	0	0	0	0	0	-0.91044886702482	-1.0036913577913	-2.22840312389761	0.592443852028073
0.0435029	0.00249293	0.00490289	0.000351531	-0.000169419	-6.61745e-24	0.0154558	-0.01251537	4.99999999999633e-07	0.00071065	0	-0.000159117	0.07146002	0.0517316498	0.0498077248	0.0466540082	0.0423483678	0.0369971132	0.030732371	0.0237088227	0.016099885	0.0080934286	-0.0001128608	-0.0083163637	-0.016314529	-0.0239098759	-0.0309148693	-0.0371565505	-0.0424808075	-0.0467561802	-0.0498771065	-0.051766528	-0.0523777937	-0.0516958108	0.0158040414	-0.0091577152	0.0503623358	0.0439820574	-0.0077437924	-0.0005763701	-0.0250108331	0.0051678007	0.0001940253	0.0196723838	0	0	0	0	0	0	0	0	-0.710799131679954	-0.590020067271829	-2.22840312389761	-1.68540061352814
0.0345938	0.0219663	-0.0120935	-0.000659783	-0.000169419	2.64698e-23	-0.00890909999999999	0.01947337	-0.01699639	-0.001011314	0	3.308725e-23	0.09594456	0.0516958108	0.0496661877	0.0463423012	0.0418107693	0.0361896802	0.0296255153	0.0222893319	0.0143723053	0.0060807472	-0.0023692706	-0.010757547	-0.0188654898	-0.0264818121	-0.0334080384	-0.0394636764	-0.0444909208	-0.0483587652	-0.0509664168	-0.0522459219	-0.0521639377	-0.0507226006	0.0124128595	0.0056790497	0.0456424405	0.0630044724	0.0058586032	0.0118162931	0.006718357	0.0176418137	-0.0001964798	0.0255030793	0	0	0	0	0	0	0	0	0.233933779509985	-0.973416291972741	-2.22840312389761	0.592443852028073
