"trans_x"	"trans_y"	"trans_z"	"rot_x"	"rot_y"	"rot_z"	"trans_x_derivative1"	"trans_y_derivative1"	"trans_z_derivative1"	"rot_x_derivative1"	"rot_y_derivative1"	"rot_z_derivative1"	"framewise_displacement"	"cosine00"	"cosine01"	"cosine02"	"cosine03"	"cosine04"	"cosine05"	"cosine06"	"cosine07"	"cosine08"	"cosine09"	"cosine10"	"cosine11"	"cosine12"	"cosine13"	"cosine14"	"cosine15"	"cosine16"	"cosine17"	"cosine18"	"cosine19"	"cosine20"	"t_comp_cor_00"	"t_comp_cor_01"	"t_comp_cor_02"	"t_comp_cor_03"	"t_comp_cor_04"	"a_comp_cor_00"	"a_comp_cor_01"	"a_comp_cor_02"	"a_comp_cor_03"	"a_comp_cor_04"	"motion_outlier01"	"volume_z"	"luminance_z"	"speech_z"	"face_z"
4.12148e-05	-7.56229e-06	-2.04217e-05	0	0.00108536	-0.000401366	NA	NA	NA	NA	NA	NA	NA	0.0523781585	0.0523777937	0.0523771858	0.0523763346	0.0523752403	0.0523739028	0.0523723222	0.0523704984	0.0523684314	0.0523661213	0.0523635681	0.0523607718	0.0523577323	0.0523544498	0.0523509242	0.0523471556	0.0523431439	0.0523388891	0.0523343914	0.0523296507	0.052324667	-0.0441896645	0.0327747346	-0.0077491275	-0.0052368643	0.0038024949	-0.0547710361	-0.0210745268	-0.0061255075	0.0056116131	-0.0410860687	0	0	0	0	0
6.29374e-05	-0.00937469	-0.0155319	0.00048055	0.000765582	-0.000547408	2.17226e-05	-0.00936712771	-0.0155114783	0.00048055	-0.000319778	-0.000146042	0.07221882861	0.0523771858	0.0523739028	0.0523684314	0.0523607718	0.0523509242	0.0523388891	0.052324667	0.0523082586	0.0522896643	0.0522688852	0.0522459219	0.0522207755	0.0521934471	0.0521639377	0.0521322486	0.0520983812	0.0520623368	0.0520241169	0.0519837232	0.0519411573	0.051896421	-0.0380872779	0.0118909675	0.0161040014	0.0051952532	0.0037038179	-0.0398830556	0.0079935261	-0.003762495	-0.0004611354	0.0184260806	0	0	0	0	0
-0.00927945	0.0302705	3.84807e-05	0.000143638	0.000667949	-0.000429692	-0.0093423874	0.03964519	0.0155703807	-0.000336912	-9.76330000000001e-05	0.000117716	0.0921710081	0.0523752403	0.0523661213	0.0523509242	0.0523296507	0.0523023033	0.0522688852	0.0522294002	0.0521838529	0.0521322486	0.0520745933	0.0520108938	0.0519411573	0.051865392	0.0517836067	0.0516958108	0.0516020147	0.051502229	0.0513964655	0.0512847364	0.0511670547	0.051043434	-0.0325352459	0.0140336096	0.006077025	0.0245253443	0.0020554983	-0.027507065	0.0153634383	0.0001806429	-0.0188744086	0.002059853	0	0	0	0	0
2.69621e-05	-0.015369	-0.0399555	-0.000102179	0.000694378	-0.000446007	0.0093064121	-0.0456395	-0.0399939807	-0.000245817	2.64290000000001e-05	-1.6315e-05	0.1093679428	0.0523723222	0.0523544498	0.052324667	0.0522829807	0.0522294002	0.0521639377	0.0520866082	0.0519974292	0.051896421	0.0517836067	0.0516590118	0.0515226647	0.0513745965	0.0512148408	0.051043434	0.050860415	0.0506658255	0.0504597097	0.0502421146	0.0500130897	0.049772687	-0.0455744261	0.0204755255	0.0058983637	-0.0043618955	-0.0115390881	-0.052301753	-0.0096751197	0.0066461357	0.0112345996	-0.0090501842	0	0	0	0	0
2.93355e-05	0.0529232	7.97731e-05	0.000125394	0.000244856	-0.000446007	2.3734e-06	0.0682922	0.0400352731	0.000227573	-0.000449522	0	0.1421845965	0.0523684314	0.0523388891	0.0522896643	0.0522207755	0.0521322486	0.0520241169	0.051896421	0.0517492091	0.0515825363	0.0513964655	0.0511910666	0.0509664168	0.0507226006	0.0504597097	0.050177843	0.0498771065	0.0495576132	0.0492194833	0.048862844	0.0484878293	0.0480945804	-0.0406114139	-0.0087272673	-0.0105291063	-0.0435726482	-0.0193248173	-0.0214314184	0.0126580726	-0.0018775686	-0.0108104105	-0.0578894209	0	0	0	0	0
3.5175e-05	-0.0313021	-0.0153279	1.11696e-05	0.000184639	-0.000446007	5.8395e-06	-0.0842253	-0.0154076731	-0.0001142244	-6.0217e-05	0	0.1083608826	0.0523635681	0.0523194405	0.0522459219	0.0521430537	0.0520108938	0.0518495163	0.0516590118	0.0514394875	0.0511910666	0.0509138886	0.0506081094	0.0502739006	0.04991145	0.0495209612	0.0491026536	0.0486567622	0.0481835374	0.0476832451	0.0471561663	0.0466025972	0.0460228486	-0.0151729839	0.0093807793	0.0220794889	-0.0141757882	-0.0136376503	-0.0186521875	0.0037382747	-0.0137723778	0.0033908249	-0.0137306901	0	0	0	0	0
3.5175e-05	0.0234861	0.000208042	0.000468861	0.000184639	-0.000446007	0	0.0547882	0.015535942	0.0004576914	0	0	0.093208712	0.0523577323	0.0522961052	0.0521934471	0.0520498384	0.051865392	0.0516402525	0.0513745965	0.0510686325	0.0507226006	0.0503367722	0.04991145	0.0494469678	0.04894369	0.0484020114	0.0478223571	0.0472051818	0.0465509697	0.0458602343	0.0451335173	0.044371389	0.0435744473	-0.001577691	0.0117265849	0.0061634929	-0.0309031916	-0.0217032174	-0.0085771415	-0.009376766	-0.0186527165	-0.0204516252	-0.0170824011	0	0	0	0	0
0.00278519	-0.0471655	0.000238324	0.000556406	0.000184639	-0.000446007	0.002750015	-0.0706516	3.0282e-05	8.7545e-05	0	0	0.077809147	0.0523509242	0.0522688852	0.0521322486	0.0519411573	0.0516958108	0.0513964655	0.051043434	0.050637085	0.050177843	0.0496661877	0.0491026536	0.0484878293	0.0478223571	0.0471069319	0.0463423012	0.0455292636	0.0446686685	0.0437614146	0.0428084497	0.0418107693	0.0407694154	0.0158763334	0.0255495568	0.034770493	0.0026826127	-0.0225942055	-0.0099664076	-0.0215023729	-0.0201829024	-0.0077797698	0.013623409	0	0	0	0	0
-0.00764786	0.0547693	0.0167311	-8.8919e-05	0.000184639	-0.000446007	-0.01043305	0.1019348	0.016492776	-0.000645325	0	0	0.161126876	0.0523431439	0.0522377823	0.0520623368	0.0518170426	0.051502229	0.0511183183	0.0506658255	0.0501453577	0.0495576132	0.0489033805	0.0481835374	0.0473990497	0.0465509697	0.0456404355	0.0446686685	0.0436369724	0.0425467316	0.0413994086	0.0401965428	0.0389397479	0.0376307102	0.0156513171	0.0235826216	-0.0011304004	-0.0167294377	-0.0374718922	0.0016111272	-0.0262238438	-0.0136294967	-0.0071158843	-0.0359229489	0	0	0	0	0
4.11934e-05	-0.0404756	-0.0131473	0.000745894	0.000586677	-0.000446007	0.0076890534	-0.0952449	-0.0298784	0.000834813	0.000402038	0	0.1946549034	0.0523343914	0.0522027989	0.0519837232	0.0516775313	0.0512847364	0.0508059967	0.0502421146	0.049594035	0.048862844	0.0480497669	0.0471561663	0.0461835398	0.0451335173	0.0440078585	0.0428084497	0.0415373011	0.0401965428	0.0387884217	0.0373152977	0.0357796393	0.0341840202	0.0345614699	0.0450894563	-0.0382600345	0.0101773005	-0.03041011	-0.0056815936	-0.0430078853	0.018083989	0.0066390744	-0.0137242794	0	0	0	0	0
3.41392e-05	0.0514147	0.0181663	0.000689908	0.000184639	-0.000232532	-7.0542e-06	0.0918903	0.0313136	-5.59859999999999e-05	-0.000402038	0.000213475	0.1567859042	0.052324667	0.0521639377	0.051896421	0.0515226647	0.051043434	0.0504597097	0.049772687	0.0489837722	0.0480945804	0.0471069319	0.0460228486	0.0448445497	0.0435744473	0.0422151417	0.0407694154	0.0392402281	0.0376307102	0.0359441567	0.0341840202	0.032353904	0.0304575546	0.0252260579	0.0301050913	-0.0585619825	-0.0081634833	-0.0260441555	0.0025526685	-0.038608012	0.0363957763	0.0211706942	-0.0150174476	0	0	0	0	0
3.51756e-05	-0.0121888	-0.00278645	0.000776753	0.000184639	-0.000446007	1.0364e-06	-0.0636035	-0.02095275	8.6845e-05	0	-0.000213475	0.0995732864	0.0523139709	0.0521212014	0.0518004449	0.051352489	0.0507784337	0.0500796887	0.0492579697	0.0483152946	0.0472539781	0.0460766263	0.0447861304	0.0433856593	0.0418786518	0.0402688086	0.0385600826	0.0367566699	0.0348629988	0.0328837193	0.0308236917	0.0286879745	0.0264818121	0.032106992	0.0047787004	-0.0834842198	0.0189582906	-0.0226512511	0.0264900762	-0.0341489849	0.0916820524	0.0362152311	-0.0254789793	0	0	0	0	0
2.72921e-05	0.0556665	0.0346301	0.000954168	0.000184639	-0.000192783	-7.8835e-06	0.0678553	0.03741655	0.000177415	0	0.000253224	0.1268116835	0.0523023033	0.0520745933	0.0516958108	0.0511670547	0.0504898588	0.0496661877	0.0486984311	0.0475893965	0.0463423012	0.0449607632	0.0434487905	0.0418107693	0.0400514517	0.0381759417	0.0361896802	0.0340984296	0.0319082567	0.0296255153	0.027256828	0.0248090665	0.0222893319	0.0310762992	-0.0332356901	-0.0695730486	0.0141866295	-0.0277913297	0.0315084118	0.001522992	0.0532271679	0.0045710172	-0.0008552676	0	0	0	0	0
2.51912e-05	-0.00396431	0.00561827	0.000906043	0.000396701	-0.000284911	-2.1009e-06	-0.05963081	-0.02901183	-4.8125e-05	0.000212062	-9.2128e-05	0.1062604909	0.0522896643	0.0520241169	0.0515825363	0.0509664168	0.050177843	0.0492194833	0.0480945804	0.0468069407	0.0453609212	0.0437614146	0.0420138333	0.0401240904	0.0380985803	0.0359441567	0.0336681095	0.03127814	0.0287823352	0.02618914	0.0235073292	0.0207459769	0.0179144269	0.0191590006	-0.0802449815	0.002903121	0.01585931	-0.0149509808	0.0393075825	0.0612369855	-0.0023995865	0.0111036365	0.0268311553	0	0	0	0	0
2.03511e-05	0.0605198	0.00931018	0.000253707	0.000259899	0.000103518	-4.8401e-06	0.06448411	0.00369191	-0.000652336	-0.000136802	0.000388429	0.1270592101	0.0522760543	0.0519697758	0.0514606403	0.050750635	0.0498425313	0.048739874	0.047446967	0.0459688572	0.044311314	0.0424808075	0.0404844828	0.0383301323	0.0360261653	0.0335815749	0.0310059033	0.0283092043	0.0255020041	0.0225952602	0.0196003187	0.01652887	0.013392903	0.0089930644	-0.0321069383	0.0438224143	-0.0030855382	-0.0203226904	0.0114084329	0.0106627442	-0.003540518	-0.0016826709	-0.0188339262	0	0	0	0	0
0.00260396	-0.0136397	-0.00745839	0.000878107	0.000372283	6.03318e-05	0.0025836089	-0.0741595	-0.01676857	0.0006244	0.000112384	-4.31862e-05	0.1325101889	0.0522614734	0.0519115742	0.0513301431	0.0505197734	0.0494840794	0.0482276804	0.0467561802	0.0450761418	0.0431950583	0.0411213197	0.0388641751	0.0364336915	0.0338407093	0.0310967934	0.028214182	0.0252057321	0.0220848615	0.0188654898	0.0155619757	0.0121890533	0.0087617663	0.0051718141	-0.0300710797	0.0229288416	-0.0516187762	0.000679989	0.0207945838	0.0009092458	-0.0333013527	0.0121757598	-0.0027151851	0	0	0	0	0
