"trans_x"	"trans_y"	"trans_z"	"rot_x"	"rot_y"	"rot_z"	"trans_x_derivative1"	"trans_y_derivative1"	"trans_z_derivative1"	"rot_x_derivative1"	"rot_y_derivative1"	"rot_z_derivative1"	"framewise_displacement"	"cosine00"	"cosine01"	"cosine02"	"cosine03"	"cosine04"	"cosine05"	"cosine06"	"cosine07"	"cosine08"	"cosine09"	"cosine10"	"cosine11"	"cosine12"	"cosine13"	"cosine14"	"cosine15"	"cosine16"	"cosine17"	"cosine18"	"cosine19"	"cosine20"	"cosine21"	"t_comp_cor_00"	"t_comp_cor_01"	"t_comp_cor_02"	"a_comp_cor_00"	"a_comp_cor_01"	"a_comp_cor_02"	"a_comp_cor_03"	"a_comp_cor_04"	"volume_z"	"luminance_z"	"speech_z"	"face_z"
-0.0121939	-0.00242697	0.0393966	0.000853927	-0.00142552	-0.00114753	-0.013120492	0.00526784	0.039047815	0.000645829	-8.20000000000007e-05	0	0.093827597	0.0367826834	0.001380903	-0.0348036986	-0.0512584048	-0.0386551947	-0.0041387117	0.0327239687	0.0510357335	0.0404158122	0.0068845403	-0.030549514	-0.0506653309	-0.0420594396	-0.0096104404	0.0282866287	0.0501482692	0.043581319	0.0123085215	-0.0259418632	-0.0494860452	-0.0449770452	-0.0149709736	0.0299710497	-0.0034423205	-0.0539962995	-0.0260462386	-0.0183782299	-0.0389433572	-0.0015569397	-0.0183351994	0.582825467889811	2.20514063040013	0.448081059024295	-1.68540061352814
-0.0122074	0.0084295	0.0157184	0.000329651	-0.00127729	-0.00114753	-1.35000000000014e-05	0.01085647	-0.0236782	-0.000524276	0.000148230000000001	0	0.06817347	0.0366341627	0.0009560698	-0.0352695426	-0.0512970867	-0.0379479508	-0.0028668829	0.033855984	0.0511902955	0.039209084	0.0047737179	-0.0323954483	-0.0510124748	-0.0404158122	-0.0066739292	0.030889962	0.0507638714	0.0415664612	0.00856488	-0.0293416141	-0.0504448302	-0.0426594344	-0.0104439465	-0.038564614	0.038817354	-0.0423051999	0.0578374623	0.0263170488	-0.032317738	-0.0313141777	0.0550378307	0.027240675199235	1.14188762471507	0.448081059024295	-1.68540061352814
-0.0122038	0.00441103	0.0400613	0.000992481	-0.00146331	-0.00114753	3.60000000000117e-06	-0.00401847	0.0243429	0.00066283	-0.00018602	0	0.07080747	0.0364850145	0.0005311711	-0.0357299485	-0.0513217075	-0.0372244541	-0.0015932859	0.0349595797	0.0512887341	0.0379479508	0.0026547183	-0.034174238	-0.0512337941	-0.0386551947	-0.0037150137	0.0333742597	0.051156911	0.0393458828	0.0047737179	-0.0325599874	-0.0510581178	-0.0400197194	-0.0058303776	-0.0322384245	-0.0237672474	0.0456029859	0.0617677664	-0.0408529045	0.0403138987	-0.0029770853	-0.0059147762	0.351155177490979	0.776667209088688	0.448081059024295	-1.68540061352814
-0.0122139	0.0152321	0.0276421	0.00045564	-0.00137561	-0.00114753	-1.01000000000007e-05	0.01082107	-0.0124192	-0.000536841	8.77e-05	0	0.05447742	0.0363352411	0.000106236	-0.0361848453	-0.0513322605	-0.0364850145	-0.0003187063	0.0360338295	0.0513309413	0.0366341627	0.0005311711	-0.0358821964	-0.0513287428	-0.0367826834	-0.0007436268	0.0357299485	0.0513256648	0.0369305738	0.0009560698	-0.0355770885	-0.0513217075	-0.0370778316	-0.0011684964	0.0077161482	-0.0696045914	-0.0001603803	0.0003628104	-0.0638464296	0.0082456643	-0.0105015606	0.0368494683	0.334771759992585	0.443790137560736	0.448081059024295	-1.68540061352814
0.00471105	0.00279396	0.0359734	0.000896905	-0.00132635	-0.000907814	0.01692495	-0.01243814	0.0083313	0.000441265	4.926e-05	0.000239716	0.07420644	0.0361848453	-0.0003187063	-0.0366341627	-0.0513287428	-0.0357299485	0.0009560698	0.0370778316	0.051316871	0.0352695426	-0.0015932859	-0.0375157835	-0.0512970867	-0.0348036986	0.0022302563	0.0379479508	0.051269393	0.0343324881	-0.0028668829	-0.038374267	-0.0512337941	-0.033855984	0.0035030673	-0.024590605	-0.0376333522	-0.0445198473	0.0181649051	-0.0439384548	-0.0383367641	-0.0348615426	-0.0041745252	-1.72793073014537	1.97562467088098	0.448081059024295	-1.68540061352814
-0.0158483	0.01528	0.0604538	0.0011407	-0.00154815	-0.00114753	-0.02055935	0.01248604	0.0244804	0.000243795	-0.0002218	-0.000239716	0.09279134	0.0360338295	-0.0007436268	-0.0370778316	-0.0513111553	-0.0349595797	0.0022302563	0.0380907096	0.0512465384	0.033855984	-0.0037150137	-0.0390716134	-0.051138904	-0.0327239687	0.0051966525	0.0400197194	0.0509883422	0.0315644841	-0.0066739292	-0.0409342319	-0.0507949796	-0.0303785035	0.0081456036	-0.0682406323	0.0046573549	0.0030115654	0.0607897766	-0.0019543185	-0.0133816836	0.0230426312	-0.018718651	-1.97328268272139	2.3518796096548	0.448081059024295	-1.68540061352814
0.00893916	0.0152405	0.0388639	0.00063674	-0.0015345	-0.000834508	0.02478746	-3.95000000000013e-05	-0.0215899	-0.00050396	1.365e-05	0.000313022	0.08794846	0.0358821964	-0.0011684964	-0.0375157835	-0.0512795028	-0.034174238	0.0035030673	0.0390716134	0.0511200208	0.0323954483	-0.0058303776	-0.0405464614	-0.0508545847	-0.030549514	0.0081456036	0.0419372706	0.0504837447	0.0286402612	-0.0104439465	-0.0432411585	-0.0500082695	-0.0266716472	0.0127206428	-0.0195283525	-0.0427750494	0.0308858578	0.0469220932	-0.0370005117	0.0393690422	-0.0024348083	0.043273247	-0.264158791564711	2.33343930388597	0.448081059024295	-1.68540061352814
0.0117348	-0.00381528	0.0817176	0.00112872	-0.00135905	-0.000968615	0.00279564	-0.01905578	0.0428537	0.00049198	0.00017545	-0.000134107	0.10478197	0.0357299485	-0.0015932859	-0.0379479508	-0.0512337941	-0.0333742597	0.0047737179	0.0400197194	0.0509374568	0.030889962	-0.0079357543	-0.0419372706	-0.0504448302	-0.0282866287	0.0110672099	0.0436932151	0.0497578128	0.025574292	-0.0141560177	-0.0452807864	-0.048879052	-0.0227634039	0.0171902747	-0.0223733353	-0.077428908	-0.0274191282	0.012237603	-0.0843832362	-0.0249926982	-0.0060692721	-0.0162150782	-0.173433463068909	2.38781315680539	0.448081059024295	-1.68540061352814
-0.00840758	-0.0129367	0.0817004	0.000518042	-0.00104172	-0.00114753	-0.02014238	-0.00912142	-1.72000000000089e-05	-0.000610678	0.00031733	-0.000178915	0.08462715	0.0355770885	-0.0020179662	-0.038374267	-0.0511740416	-0.0325599874	0.0060414244	0.0409342319	0.0506990465	0.0293416141	-0.010027537	-0.0432411585	-0.0499106512	-0.0259418632	0.0139516636	0.0452807864	0.0488137291	0.0223817506	-0.0177895469	-0.0470405074	-0.047415061	-0.0186832834	0.0215174627	-0.074345007	-0.0180859612	-0.0209532343	0.0822289464	-0.0111661431	-0.0371996988	-0.0103119799	-0.017936265	-1.44407939164953	2.3679333586163	0.448081059024295	-1.68540061352814
0.0040057	-0.00373403	0.0531403	0.000518042	-0.00130278	-0.00114753	0.01241328	0.00920267	-0.0285601	0	-0.00026106	0	0.06322905	0.035423619	-0.0024425082	-0.0387946664	-0.0511002618	-0.0317317699	0.0073054049	0.0418143832	0.0504050515	0.027752553	-0.0121021428	-0.0444554224	-0.0492533652	-0.0235220047	0.0167892817	0.0466938665	0.0476556328	0.0190784374	-0.0213243743	-0.0485094437	-0.0456263236	-0.0144620929	0.0256663501	-0.0499087613	-0.0326199957	0.0462018295	0.0625543647	-0.0315729105	0.0164059895	0.0170901936	0.0236140492	0.086452310241597	1.39498793328898	0.448081059024295	-1.68540061352814
0.0159361	-0.0314475	-0.0443883	-0.000559565	9.73919e-05	-0.00114753	0.0119304	-0.02771347	-0.0975286	-0.001077607	0.0014001719	0	0.261061415	0.0352695426	-0.0028668829	-0.039209084	-0.0510124748	-0.030889962	0.00856488	0.0426594344	0.0500557939	0.0261249837	-0.0141560177	-0.0455775458	-0.0484745935	-0.0210340579	0.0195705382	0.0479270103	0.0462886013	0.0156807013	-0.0247408876	-0.049678515	-0.0435250908	-0.0101317049	0.0296025581	-0.0053662667	-0.062655605	0.008882257	0.0376709971	-0.0366411867	0.038792707	-0.068085614	0.1164871421	0.417706920420637	1.19461258037372	0.448081059024295	0.592443852028073
0.0263448	-0.0568486	-0.0211162	-0.000111161	-0.000663604	-0.00114753	0.0104087	-0.0254011	0.0232721	0.000448404	-0.0007609959	0	0.119551895	0.035114862	-0.003291061	-0.039617456	-0.0509107048	-0.0300349241	0.0098190728	0.0434686762	0.0496516568	0.0244611644	-0.0161856435	-0.0466052026	-0.0475762569	-0.0184852245	0.0222860966	0.0489754657	0.044718628	0.0122053583	-0.0280201309	-0.0505404946	-0.041125754	-0.0057248166	0.03329347	-0.0089315075	-0.0716748678	-0.026475377	0.0047401603	-0.0588182634	0.0024350176	-0.0652324249	-0.0372879606	1.06168615372076	0.509919375286958	0.448081059024295	-1.68540061352814
0.00946584	-0.0197389	0.0547218	0.00145664	-0.00122529	-0.00114753	-0.01687896	0.0371097	0.075838	0.001567801	-0.000561686	0	0.23630101	0.0349595797	-0.0037150137	-0.0400197194	-0.0507949796	-0.0291670224	0.0110672099	0.0442414294	0.0491930831	0.0227634039	-0.0181875435	-0.0475362631	-0.0465605712	-0.0158828827	0.0249268406	0.0498351925	0.042952596	0.0086696085	-0.03114391	-0.051090054	-0.0384447462	-0.0012747024	0.0367085017	-0.063238184	0.010525965	-0.0233314473	0.0297866523	0.027112993	-0.0411493027	0.0150746706	-0.0564116757	0.932103677711875	-0.042614819992885	0.448081059024295	-1.68540061352814
-0.009271	-0.0197873	0.0589438	0.00132949	-0.00128608	-0.00114753	-0.01873684	-4.84000000000005e-05	0.00422199999999999	-0.00012715	-6.07900000000007e-05	0	0.03240424	0.0348036986	-0.0041387117	-0.0404158122	-0.0506653309	-0.0282866287	0.0123085215	0.0449770452	0.0486805757	0.0210340579	-0.0201582885	-0.0483687975	-0.0454300417	-0.0132345652	0.0274839053	0.0505028777	0.0409982483	0.0050909511	-0.0340948932	-0.0513237961	-0.0355004298	0.0031850365	0.0398193552	-0.0257068439	-0.0169070061	0.052419503	0.0366569325	-0.0135775279	0.0306726443	0.0332819815	0.0157801821	1.26404704169867	-0.073641587691096	0.448081059024295	-1.68540061352814
-0.0110531	-0.0198147	0.0661971	0.00122633	-0.00138952	-0.00135332	-0.0017821	-2.74000000000003e-05	0.0072533	-0.00010316	-0.00010344	-0.00020579	0.0296823	0.0346472211	-0.0045621261	-0.0408056734	-0.0505217943	-0.0273941201	0.013542242	0.0456749061	0.0481146965	0.0192755259	-0.0220945026	-0.0491010801	-0.0441874568	-0.0105479382	0.0299487067	0.0509759483	0.0388641531	0.0014870976	-0.0368567075	-0.051240276	-0.0323129704	0.0076207265	0.0426002529	0.0144026935	-0.0610931321	-0.0193459686	-0.0183291174	-0.057348243	-0.0070295746	0.0123758755	-0.0033212508	0.234490599821451	-0.00594620217558	0.448081059024295	-1.68540061352814
-0.0109878	8.71741e-05	0.0721885	0.00121916	-0.00126271	-0.00146051	6.53000000000008e-05	0.0199018741	0.00599140000000001	-7.17000000000014e-06	0.000126810000000001	-0.00010719	0.0380170741	0.0344901501	-0.0049852279	-0.0411892428	-0.0503644092	-0.0264898788	0.0147676106	0.0463344264	0.0474960658	0.0174902479	-0.0239928691	-0.0497315932	-0.0428358815	-0.0078307784	0.0323129704	0.0512525814	0.0365596669	-0.0021241158	-0.0394140296	-0.05084001	-0.0289041989	0.0119988754	0.0450281516	-0.0438036865	-0.0017931272	-0.0460669435	0.0352151888	-0.0113614206	-0.0560131061	0.0048617842	-0.0125354789	0.01495799191011	0.134740838535525	0.448081059024295	-1.68540061352814
-0.0110488	0.000908561	0.0720493	0.000562978	-0.000753483	-0.00144477	-6.10000000000003e-05	0.0008213869	-0.000139199999999992	-0.000656182	0.000509227	1.574e-05	0.0600790369	0.0343324881	-0.0054079881	-0.0415664612	-0.0501932186	-0.025574292	0.0159838716	0.0469550524	0.046825362	0.0156807013	-0.0258501361	-0.05025903	-0.0413786495	-0.0050909511	0.0345687596	0.0513317109	0.0340948932	-0.0057248166	-0.0417526707	-0.0501254723	-0.0252974622	0.0162864257	0.0470829328	-0.0576180275	0.0023480781	0.015305917	0.0670109446	-0.0068539437	0.0042377124	0.0187942763	-0.0067824579	-0.11581460606295	0.006116381240437	0.448081059024295	-1.68540061352814
-0.0109546	0.00475555	0.0722621	0.00120214	-0.00181175	-0.00114753	9.41999999999992e-05	0.003846989	0.000212799999999971	0.000639162	-0.001058267	0.00029724	0.103887439	0.034174238	-0.0058303776	-0.0419372706	-0.0500082695	-0.024647752	0.0171902747	0.0475362631	0.0461033203	0.0138493968	-0.0276631221	-0.0506822973	-0.0398193552	-0.0023363873	0.0367085017	0.0512130319	0.0314806383	-0.0092971841	-0.0438596552	-0.0491010801	-0.0215174627	0.0204510037	0.04874757	-0.0173123921	-0.060030795	0.0250188429	0.0288946228	-0.062239659	0.0205556035	0.0172679083	0.016503412	0.127899116302312	-0.179795992098825	0.448081059024295	-1.68540061352814
-0.0131139	-0.0197852	0.0862419	0.00140476	-0.00144873	-0.00137704	-0.0021593	-0.02454075	0.0139798	0.00020262	0.00036302	-0.00022951	0.08043735	0.0340154024	-0.0062523676	-0.0423016137	-0.0498096126	-0.0237106555	0.0183860761	0.0480775708	0.0453307324	0.0119988754	-0.0294287216	-0.0510005177	-0.0381618445	0.0004249396	0.0387250135	0.0508970017	0.0287283636	-0.012823538	-0.0457232929	-0.0477731655	-0.0175900897	0.0244611644	0.0500082695	-0.035806264	-0.070731533	-0.034882818	0.0155171812	-0.0752597104	-0.0459813915	0.0078560237	-0.0263093053	0.493989332530674	-0.679935040225727	0.448081059024295	-1.68540061352814
-0.00291454	-0.0144294	0.0262817	0.00116892	-0.00136113	-0.00144251	0.01019936	0.0053558	-0.0599602	-0.00023584	8.76000000000002e-05	-6.547e-05	0.09496086	0.033855984	-0.0066739292	-0.0426594344	-0.0495973023	-0.0227634039	0.0195705382	0.0485785209	0.0445084453	0.0101317049	-0.03114391	-0.0512130319	-0.0364102058	0.0031850365	0.0406115256	0.0503848382	0.0258501361	-0.0162864257	-0.047333244	-0.0461499372	-0.013542242	0.0282866287	0.0508545847	-0.0797845945	-0.0135480493	-0.0155690443	0.0619730884	0.0077427004	-0.0268424795	-0.0093373863	0.0086184594	1.05045612048195	0.040318665580857	0.448081059024295	-1.68540061352814
0.0234056	-0.0507787	-0.136125	0.00201125	-0.000807246	-0.00119969	0.02632014	-0.0363493	-0.1624067	0.00084233	0.000553884	0.00024282	0.30702784	0.0336959856	-0.0070950334	-0.0430106775	-0.0493713969	-0.0218064029	0.0207429306	0.049038693	0.0436373605	0.0082504761	-0.0328057493	-0.0513193992	-0.0345687596	0.0059359137	0.042361705	0.049678515	0.0228585745	-0.0196687086	-0.0486805757	-0.0442414294	-0.0094016433	0.0318985121	0.0512795028	-0.0525489279	-0.0184309109	0.018494053	0.0626001953	0.0221532059	0.053008749	-0.0894579422	0.0370582088	0.563399543186377	0.263878108049985	0.448081059024295	0.592443852028073
0.0106759	-0.0279903	-0.0115375	0.0017397	-0.00132923	-0.00114753	-0.0127297	0.0227884	0.1245875	-0.00027155	-0.000521984	5.21600000000001e-05	0.2023903	0.0335354099	-0.0075156513	-0.0433552888	-0.0491319582	-0.0208400624	0.0219025301	0.0494577007	0.0427184332	0.0063577993	-0.0344113928	-0.0513193992	-0.032642048	0.0086696085	0.0439696763	0.048780754	0.0197667948	-0.0229536472	-0.0497578128	-0.0420594396	-0.0051966525	0.0352695426	0.0512795028	-0.0375342475	-0.0193928296	0.0551648153	0.016584228	-0.0040623363	0.0551022345	-0.0039591894	-0.0674659633	-0.280065379503888	0.758435992981109	0.448081059024295	0.592443852028073
-0.00997084000000001	-0.0345968	0.0399559	0.000829553	-0.00142505	-0.00114753	-0.02064674	-0.0066065	0.0514934	-0.000910147	-9.58199999999999e-05	0	0.12904499	0.0333742597	-0.0079357543	-0.0436932151	-0.048879052	-0.0198647963	0.0230486216	0.0498351925	0.0417526707	0.0044563007	-0.03595809	-0.0512130319	-0.0306348232	0.0113782077	0.0454300417	0.0476950147	0.016588352	-0.0261249837	-0.0505589784	-0.039617456	-0.0009560698	0.038374267	0.0508545847	0.0346433011	-0.0280406819	0.0439552156	-0.0391429835	-0.0120194916	0.0406124643	0.0293262338	-0.0355997736	-0.140260625827548	0.956745253761908	0.448081059024295	0.592443852028073
-0.0129261	-0.0226296	0.0355742	0.00174937	-0.00142348	-0.00114753	-0.00295525999999999	0.0119672	-0.00438170000000001	0.000919817	1.57e-06	0	0.06537351	0.0332125377	-0.0083553134	-0.0440244045	-0.0486127474	-0.0188810221	0.0241804983	0.0501708514	0.0407411319	0.0025486187	-0.0374431914	-0.0510005177	-0.0285520362	0.0140538708	0.0467378986	0.046425481	0.0133371814	-0.0291670224	-0.0510796273	-0.0369305738	0.003291061	0.0411892428	0.0500082695	0.026295319	-0.0091526464	-0.0506841369	-0.0609786967	-0.0267642816	-0.0397502707	-0.0063007915	-0.0376287124	-1.24107659627669	0.672905774024319	0.448081059024295	-1.68540061352814
-0.00141556	-0.00168562	-0.000196402	0.0013817	-0.00137061	-0.00114753	0.01151054	0.02094398	-0.035770602	-0.00036767	5.287e-05	0	0.089252122	0.0330502467	-0.0087742999	-0.0443488058	-0.0483331176	-0.0178891614	0.0252974622	0.0504643955	0.0396849258	0.0006374004	-0.0388641531	-0.0506822973	-0.0263988242	0.0166888526	0.0478888566	0.0449770452	0.010027537	-0.0320647078	-0.051316871	-0.0340154024	0.0075156513	0.0436932151	0.04874757	-0.0215090888	0.0508101277	-0.0283540618	0.0168271198	0.0540175406	-0.0363182773	0.0010207565	0.0099870019	-1.07844927411865	0.356826148697648	0.448081059024295	0.592443852028073
-0.00523599	0.00393956	0.0304402	0.00158156	-0.00137061	-0.00138303	-0.00382043	0.00562518	0.030636602	0.00019986	0	-0.0002355	0.061850212	0.0328873894	-0.0091926851	-0.044666369	-0.0480402391	-0.0168896389	0.0263988242	0.0507155786	0.0385852104	-0.0012747024	-0.040218541	-0.05025903	-0.0241804983	0.0192755259	0.048879052	0.0433552888	0.0066739292	-0.0348036986	-0.051269393	-0.030889962	0.0116887668	0.0458672776	0.0470829328	-0.0169923864	0.0367722225	0.0265898941	0.0245126731	0.0240204762	0.020122827	0.0162239903	-0.025092998	0.474491743969509	0.041545428862495	0.448081059024295	0.592443852028073
-0.0129179	0.017787	0.0510223	0.0016245	-0.00137061	-0.00134096	-0.00768191	0.01384744	0.0205821	4.294e-05	0	4.207e-05	0.04636195	0.0327239687	-0.0096104404	-0.0449770452	-0.0477341923	-0.0158828827	0.0274839053	0.0509241898	0.0374431914	-0.0031850365	-0.041504035	-0.0497315932	-0.0219025301	0.0218064029	0.0497051606	0.0415664612	0.003291061	-0.0373704389	-0.0509374568	-0.0275735728	0.0157818258	0.0476950147	0.0450281516	0.019536748	-0.0090592898	0.0465268103	-0.0155195072	-0.0145371041	0.0346306324	0.0465253828	-0.008791101	0.717358327035998	0.395962566937281	0.448081059024295	0.592443852028073
-0.0161679	0.00395574	0.0600562	0.00174528	-0.00137061	-0.00142985	-0.00325	-0.01383126	0.0090339	0.00012078	0	-8.88900000000001e-05	0.03659866	0.0325599874	-0.010027537	-0.0452807864	-0.047415061	-0.0148693239	0.0285520362	0.051090054	0.0362601209	-0.0050909511	-0.0427184332	-0.0491010801	-0.0195705382	0.0242741578	0.0503644092	0.039617456	-0.000106236	-0.0397522256	-0.050322904	-0.0240867353	0.0197667948	0.0491626259	0.0426002529	0.0252465344	-0.0357523608	-0.0410483828	-0.0255224821	-0.0424869382	-0.0285698486	-0.007227517	-0.0102731146	0.579802480023452	0.709782010666328	0.448081059024295	0.592443852028073
-0.0129273	0.0039571	0.0686265	0.00171094	-0.0011513	-0.00140429	0.0032406	1.35999999999973e-06	0.00857029999999999	-3.43400000000001e-05	0.00021931	2.55599999999996e-05	0.02577276	0.0323954483	-0.0104439465	-0.0455775458	-0.0470829328	-0.0138493968	0.0296025581	0.0512130319	0.0350372959	-0.0069898018	-0.0438596552	-0.0483687975	-0.0171902747	0.0266716472	0.0508545847	0.0375157835	-0.0035030673	-0.0419372706	-0.0494291445	-0.0204510037	0.0236163807	0.05025903	0.0398193552	-0.0418914317	0.0225044673	-0.0206459254	0.0246836862	0.0165574793	-0.0410817738	0.0201145707	-0.0304914936	-0.211096305902385	1.76656761577154	0.448081059024295	-1.68540061352814
-0.0129474	0.00931573	0.0621371	0.00180295	-0.000869329	-0.00146821	-2.01000000000003e-05	0.00535863	-0.00648939999999999	9.201e-05	0.000281971	-6.39199999999994e-05	0.03376318	0.0322303541	-0.0108596403	-0.0458672776	-0.0467378986	-0.012823538	0.0306348232	0.0512930202	0.0337760571	-0.0088789537	-0.0449257461	-0.0475362631	-0.0147676106	0.0289919311	0.0511740416	0.0352695426	-0.0068845403	-0.0439147598	-0.048261137	-0.0166888526	0.0273042176	0.0509759483	0.0367085017	-0.0179978615	0.0188612703	0.0412798855	0.02235399	0.0102704607	0.0250257126	0.0292515476	-0.0045258354	0.987159645548964	1.82512511148637	-2.22840312389761	-1.68540061352814
-0.0129337	0.00395041	0.0494443	0.00174514	-0.000869329	-0.0016232	1.36999999999984e-05	-0.00536532	-0.0126928	-5.78099999999999e-05	0	-0.00015499	0.02871182	0.0320647078	-0.0112745899	-0.0461499372	-0.046380053	-0.011792187	0.0316481948	0.051329952	0.0324777874	-0.0107557855	-0.0459148799	-0.0466052026	-0.0123085215	0.0312282931	0.0513217075	0.0328873894	-0.0102358295	-0.0456749061	-0.046825362	-0.012823538	0.0308050475	0.0513079677	0.03329347	0.0220676917	-0.0107441761	0.0400112707	-0.0196666245	-0.0220152879	0.0214807106	0.0420988507	-0.007545866	0.694285353323789	0.155574871115562	0.448081059024295	-1.68540061352814
0.0135315	-0.0101033	-0.0273974	0.00132709	-0.000869329	-0.00133123	0.0264652	-0.01405371	-0.0768417	-0.00041805	0	0.00029197	0.15286161	0.0318985121	-0.0116887668	-0.046425481	-0.0460094942	-0.0107557855	0.032642048	0.0513237961	0.03114391	-0.0126176931	-0.046825362	-0.0455775458	-0.0098190728	0.0333742597	0.0512970867	0.0303785035	-0.013542242	-0.0472089983	-0.0451297856	-0.0088789537	0.0340948932	0.0512525814	0.0296025581	0.0459555227	-0.0325294766	-0.035693665	-0.0302953112	-0.0259850545	-0.0005766793	-0.0461869131	0.0594584411	0.537468101748123	1.14529846353095	0.448081059024295	0.592443852028073
-0.00441897	-0.0262397	0.0268945	0.00176806	-0.00104395	-0.00137771	-0.01795047	-0.0161364	0.0542919	0.00044097	-0.000174621	-4.648e-05	0.12148232	0.0317317699	-0.0121021428	-0.0466938665	-0.0456263236	-0.0097147774	0.0336157698	0.0512745577	0.0297758875	-0.0144620929	-0.0476556328	-0.0444554224	-0.0073054049	0.035423619	0.0511002618	0.027752553	-0.0167892817	-0.0485094437	-0.0431838154	-0.0048794834	0.0371512224	0.0508102074	0.0256663501	-0.023604612	0.0062068006	-0.0329255768	-0.0073308254	0.004017702	-0.0425353103	-0.0213028808	-0.0295817904	-0.011510510189577	1.28248951644182	0.448081059024295	0.592443852028073
-0.0116576	-0.0161339	0.0461448	0.00164281	-0.00123763	-0.00137172	-0.00723863	0.0101058	0.0192503	-0.00012525	-0.00019368	5.98999999999999e-06	0.05284073	0.0315644841	-0.0125146893	-0.0469550524	-0.0452306464	-0.0086696085	0.0345687596	0.0511822782	0.0283752196	-0.0162864257	-0.0484042702	-0.0432411585	-0.0047737179	0.0373704389	0.0507318935	0.0250196571	-0.0199627126	-0.0495698064	-0.0409982483	-0.0008498502	0.0399531023	0.0499841859	0.0215174627	-0.0229236218	0.0365424905	0.0319020065	0.0054751292	0.0466116802	0.0100080858	0.0351140276	-0.0429822188	-0.85714626218891	1.14839640327324	0.448081059024295	0.592443852028073
-0.00441755	-0.0160362	0.0268683	0.00144643	-0.00121073	-0.00135842	0.00724005	9.76999999999992e-05	-0.0192765	-0.00019638	2.69000000000001e-05	1.33000000000002e-05	0.03844325	0.0313966575	-0.0129263783	-0.0472089983	-0.044822571	-0.0076207265	0.0355004298	0.051047035	0.026943442	-0.0180881602	-0.0490699916	-0.0419372706	-0.0022302563	0.039209084	0.0501932186	0.0221903471	-0.0230486216	-0.0503848382	-0.0385852104	0.0031850365	0.0424813428	0.048780754	0.0171902747	0.0318755017	0.0176262842	0.0503940579	-0.0408445888	0.0173695827	0.037044372	0.0411797333	0.0287764114	-1.27006616039093	0.607277100625512	0.448081059024295	0.592443852028073
-0.00444681	-0.0262161	-0.0506063	0.000469975	-0.000869329	-0.00114753	-2.92599999999997e-05	-0.0101799	-0.0774746	-0.000976455	0.000341401	0.00021089	0.16412106	0.0312282931	-0.0133371814	-0.0474556651	-0.0444022092	-0.0065685806	0.0364102058	0.0508689416	0.0254821244	-0.0198647963	-0.0496516568	-0.0405464614	0.0003187063	0.0409342319	0.0494860452	0.0192755259	-0.0260334792	-0.0509505055	-0.03595809	0.0072002346	0.044718628	0.0472089983	0.0127206428	0.0727462138	-0.0105213132	0.0044774372	-0.0622575362	0.006949091	0.023746434	-0.0180989919	0.0379260216	-0.141209265687465	-0.54057453972994	0.448081059024295	-1.68540061352814
-0.0139938	-0.0129145	0.0126964	0.0013817	-0.00132045	-0.00136705	-0.00954699	0.0133016	0.0633027	0.000911725	-0.000451121	-0.00021952	0.16526959	0.0310593936	-0.0137470706	-0.0476950147	-0.0439696763	-0.0055136214	0.0372975264	0.0506481476	0.0239928691	-0.0216138688	-0.0501482692	-0.0390716134	0.0028668829	0.042540889	0.0486127474	0.0162864257	-0.0289041989	-0.0512640087	-0.0331314631	0.0111709238	0.0466496345	0.0452807864	0.0081456036	0.0466369053	0.0254536116	-0.0382601768	-0.0837962704	0.0107867211	-0.0393123726	0.0102288651	-0.0509017641	0.43949301201835	0.8566700632255	0.448081059024295	0.592443852028073
0.0127317	-0.0142363	-0.0690749	0.000522268	-0.000869329	-0.00114753	0.0267255	-0.0013218	-0.0817713	-0.000859432	0.000451121	0.00021952	0.18632225	0.030889962	-0.0141560177	-0.0479270103	-0.0435250908	-0.0044563007	0.0381618445	0.0503848382	0.0224773087	-0.0233329509	-0.0505589784	-0.0375157835	0.0054079881	0.0440244045	0.0475762569	0.0132345652	-0.0316481948	-0.0513237961	-0.0301210128	0.0150725591	0.048261137	0.0430106775	0.0035030673	0.0208021005	0.0877894335	-0.0300308561	-0.0359009544	0.0833486103	-0.0468073804	-0.0250149185	0.0259645981	-1.56775224844877	0.369446189539976	0.448081059024295	-1.68540061352814
-0.00692831	-0.00386776	0.00825408	0.00137564	-0.00128839	-0.00133919	-0.01966001	0.01036854	0.07732898	0.000853372	-0.000419061	-0.00019166	0.18056218	0.0307200012	-0.0145639947	-0.0481516161	-0.0430685747	-0.0033970715	0.0390026269	0.0500792346	0.020937105	-0.0250196571	-0.0508830806	-0.0358821964	0.0079357543	0.0453804842	0.046380053	0.0101317049	-0.0342534364	-0.0511295719	-0.026943442	0.0188810221	0.0495420981	0.0404158122	-0.0011684964	0.0243968495	0.0786818646	0.0247776627	-0.0200306003	0.0728583041	0.0178118613	0.0380346212	-0.0251240758	-2.59047859487367	-0.190843411655219	0.448081059024295	-1.68540061352814
