"trans_x"	"trans_y"	"trans_z"	"rot_x"	"rot_y"	"rot_z"	"trans_x_derivative1"	"trans_y_derivative1"	"trans_z_derivative1"	"rot_x_derivative1"	"rot_y_derivative1"	"rot_z_derivative1"	"framewise_displacement"	"cosine00"	"cosine01"	"cosine02"	"cosine03"	"cosine04"	"cosine05"	"cosine06"	"cosine07"	"cosine08"	"cosine09"	"cosine10"	"cosine11"	"cosine12"	"cosine13"	"cosine14"	"cosine15"	"cosine16"	"cosine17"	"cosine18"	"cosine19"	"cosine20"	"t_comp_cor_00"	"t_comp_cor_01"	"t_comp_cor_02"	"t_comp_cor_03"	"t_comp_cor_04"	"a_comp_cor_00"	"a_comp_cor_01"	"a_comp_cor_02"	"a_comp_cor_03"	"a_comp_cor_04"	"volume_z"	"luminance_z"	"speech_z"	"face_z"
0.153022	0.021596	-0.329537	0.000244182	-0.00132696	0.000667525	NA	NA	NA	NA	NA	NA	NA	0.0523781585	0.0523777937	0.0523771858	0.0523763346	0.0523752403	0.0523739028	0.0523723222	0.0523704984	0.0523684314	0.0523661213	0.0523635681	0.0523607718	0.0523577323	0.0523544498	0.0523509242	0.0523471556	0.0523431439	0.0523388891	0.0523343914	0.0523296507	0.052324667	-0.0393830886	0.1269334068	-0.0460985961	0.0627984085	-0.0026297441	0.0965693089	-0.0398173163	-0.0137520337	0.086936404	0.0021377993	0	0	0	0
0.177486	-0.0476834	-0.468785	0.00296097	-0.00099427	0.00229587	0.024464	-0.0692794	-0.139248	0.002716788	0.00033269	0.001628345	0.46688255	0.0523771858	0.0523739028	0.0523684314	0.0523607718	0.0523509242	0.0523388891	0.052324667	0.0523082586	0.0522896643	0.0522688852	0.0522459219	0.0522207755	0.0521934471	0.0521639377	0.0521322486	0.0520983812	0.0520623368	0.0520241169	0.0519837232	0.0519411573	0.051896421	-0.0657094396	0.1373032984	-0.0989397592	0.0592679264	0.0830284112	0.0852058376	-0.0368602615	0.012707249	0.0597499024	-0.0051238318	0	0	0	0
0.160505	-0.00265735	-0.366314	0.00114866	-0.000906006	0.00204424	-0.016981	0.04502605	0.102471	-0.00181231	8.82639999999998e-05	-0.00025163	0.27208825	0.0523752403	0.0523661213	0.0523509242	0.0523296507	0.0523023033	0.0522688852	0.0522294002	0.0521838529	0.0521322486	0.0520745933	0.0520108938	0.0519411573	0.051865392	0.0517836067	0.0516958108	0.0516020147	0.051502229	0.0513964655	0.0512847364	0.0511670547	0.051043434	-0.0703926594	0.1272835005	-0.0747462153	0.0275235228	0.0532511761	0.1053275831	-0.0467479719	-0.0231357491	0.0433327615	0.0254213017	0	0	0	0
0.128277	-0.0233497	-0.299756	0.000634959	-0.00110221	0.00147885	-0.032228	-0.02069235	0.066558	-0.000513701	-0.000196204	-0.00056539	0.1832431	0.0523723222	0.0523544498	0.052324667	0.0522829807	0.0522294002	0.0521639377	0.0520866082	0.0519974292	0.051896421	0.0517836067	0.0516590118	0.0515226647	0.0513745965	0.0512148408	0.051043434	0.050860415	0.0506658255	0.0504597097	0.0502421146	0.0500130897	0.049772687	-0.0432948084	0.020864515	-0.0237267098	0.0148421414	0.0425486006	0.0638294175	-0.019835367	-0.0122694948	0.0546555473	0.035538362	0	0	0	0
0.0908757	0.00861694	-0.231478	0.000204756	-0.00174455	0.000824816	-0.0374013	0.03196664	0.0682779999999999	-0.000430203	-0.00064234	-0.000654034	0.22397479	0.0523684314	0.0523388891	0.0522896643	0.0522207755	0.0521322486	0.0520241169	0.051896421	0.0517492091	0.0515825363	0.0513964655	0.0511910666	0.0509664168	0.0507226006	0.0504597097	0.050177843	0.0498771065	0.0495576132	0.0492194833	0.048862844	0.0484878293	0.0480945804	-0.0354955621	0.0495212856	-0.0470430183	0.0242040367	0.0254109004	0.0487464846	0.0127338843	-0.0027940117	-0.0041725832	-0.0156377137	0	0	0	0
0.0910006	-0.0306388	-0.18897	0.000544879	-0.000709795	0.000824816	0.000124900000000025	-0.03925574	0.042508	0.000340123	0.001034755	0	0.15063254	0.0523635681	0.0523194405	0.0522459219	0.0521430537	0.0520108938	0.0518495163	0.0516590118	0.0514394875	0.0511910666	0.0509138886	0.0506081094	0.0502739006	0.04991145	0.0495209612	0.0491026536	0.0486567622	0.0481835374	0.0476832451	0.0471561663	0.0466025972	0.0460228486	-0.009868474	-0.0008558745	-0.0144673845	0.0115639374	-0.0145331163	0.0004276611	-0.0346833149	0.0116498513	-0.0232755672	-0.0641795985	0	0	0	0
0.0701429	-0.0305045	-0.16773	-0.000205599	-0.000639468	0.000299354	-0.0208577	0.000134299999999997	0.02124	-0.000750478	7.0327e-05	-0.000525462	0.10954535	0.0523577323	0.0522961052	0.0521934471	0.0520498384	0.051865392	0.0516402525	0.0513745965	0.0510686325	0.0507226006	0.0503367722	0.04991145	0.0494469678	0.04894369	0.0484020114	0.0478223571	0.0472051818	0.0465509697	0.0458602343	0.0451335173	0.044371389	0.0435744473	-0.0101406721	-0.0018843891	-0.0453083193	0.0176843152	0.0239011698	-0.014205228	0.064853409	-0.0011143495	-0.0107992734	0.0191570154	0	0	0	0
0.034304	-0.0218522	-0.131079	-0.000756404	-0.000702502	0.000299354	-0.0358389	0.0086523	0.036651	-0.000550805	-6.30339999999999e-05	0	0.11183415	0.0523509242	0.0522688852	0.0521322486	0.0519411573	0.0516958108	0.0513964655	0.051043434	0.050637085	0.050177843	0.0496661877	0.0491026536	0.0484878293	0.0478223571	0.0471069319	0.0463423012	0.0455292636	0.0446686685	0.0437614146	0.0428084497	0.0418107693	0.0407694154	-7.7793e-05	0.0041267051	0.0111742445	0.0065040835	-0.0471874413	0.0011812577	-0.0086811672	0.0269135437	-0.026166769	-0.0505121824	0	0	0	0
0.0160405	-0.0427367	-0.102796	-0.000747803	-0.000930061	0.000299354	-0.0182635	-0.0208845	0.028283	8.6009999999999e-06	-0.000227559	0	0.079239	0.0523431439	0.0522377823	0.0520623368	0.0518170426	0.051502229	0.0511183183	0.0506658255	0.0501453577	0.0495576132	0.0489033805	0.0481835374	0.0473990497	0.0465509697	0.0456404355	0.0446686685	0.0436369724	0.0425467316	0.0413994086	0.0401965428	0.0389397479	0.0376307102	0.0118590007	-0.0612507166	-0.0020581693	-0.0034733604	-0.0008906977	-0.0272039733	0.0462476064	-0.0233405029	0.0378870254	0.0339943331	0	0	0	0
-0.00474291	-0.0047028	-0.0663939	-0.00140827	-0.00115727	-0.000260606	-0.02078341	0.0380339	0.0364021	-0.000660467000000001	-0.000227209	-0.00055996	0.16760121	0.0523343914	0.0522027989	0.0519837232	0.0516775313	0.0512847364	0.0508059967	0.0502421146	0.049594035	0.048862844	0.0480497669	0.0471561663	0.0461835398	0.0451335173	0.0440078585	0.0428084497	0.0415373011	0.0401965428	0.0387884217	0.0373152977	0.0357796393	0.0341840202	0.0058473934	-0.0201031534	0.0379120354	-0.0048528521	-0.0555384462	-0.0081009929	0.0022422393	0.024021923	-0.0453785697	-0.0340444972	0	0	0	0
