"trans_x"	"trans_y"	"trans_z"	"rot_x"	"rot_y"	"rot_z"	"trans_x_derivative1"	"trans_y_derivative1"	"trans_z_derivative1"	"rot_x_derivative1"	"rot_y_derivative1"	"rot_z_derivative1"	"framewise_displacement"	"cosine00"	"cosine01"	"cosine02"	"cosine03"	"cosine04"	"cosine05"	"cosine06"	"cosine07"	"cosine08"	"cosine09"	"cosine10"	"cosine11"	"cosine12"	"cosine13"	"cosine14"	"cosine15"	"cosine16"	"cosine17"	"cosine18"	"cosine19"	"cosine20"	"cosine21"	"t_comp_cor_00"	"t_comp_cor_01"	"t_comp_cor_02"	"t_comp_cor_03"	"t_comp_cor_04"	"a_comp_cor_00"	"a_comp_cor_01"	"a_comp_cor_02"	"a_comp_cor_03"	"a_comp_cor_04"	"motion_outlier01"	"motion_outlier02"	"volume_z"	"luminance_z"	"speech_z"	"face_z"
-0.0503456	0.00368687	-0.331175	-0.00123187	0.000510327	-0.000784327	4.60000000000044e-06	0.06446857	0.024036	-0.000631407	6.3665e-05	-7.24629999999999e-05	0.12688592	0.0357299485	-0.0015932859	-0.0379479508	-0.0512337941	-0.0333742597	0.0047737179	0.0400197194	0.0509374568	0.030889962	-0.0079357543	-0.0419372706	-0.0504448302	-0.0282866287	0.0110672099	0.0436932151	0.0497578128	0.025574292	-0.0141560177	-0.0452807864	-0.048879052	-0.0227634039	0.0171902747	-0.0233368969	-0.0092623751	-0.0062038199	0.0567317963	0.0327891308	-0.0086248254	0.0148896358	0.012114449	-0.0517204394	0.0169647186	0	0	-0.173433463068909	2.38781315680539	0.448081059024295	-1.68540061352814
-0.0479282	-0.0705876	-0.33351	-0.000756354	0.000389006	-0.000663714	0.0024174	-0.07427447	-0.00233499999999998	0.000475516	-0.000121321	0.000120613	0.11489937	0.0355770885	-0.0020179662	-0.038374267	-0.0511740416	-0.0325599874	0.0060414244	0.0409342319	0.0506990465	0.0293416141	-0.010027537	-0.0432411585	-0.0499106512	-0.0259418632	0.0139516636	0.0452807864	0.0488137291	0.0223817506	-0.0177895469	-0.0470405074	-0.047415061	-0.0186832834	0.0215174627	-0.0135577214	-0.0321111473	-0.0005792813	0.0284532099	0.0434943835	-0.0108484841	0.0128603766	0.0321839143	-0.0345007329	-0.021236298	0	0	-1.44407939164953	2.3679333586163	0.448081059024295	-1.68540061352814
-0.0503754	-0.026221	-0.390289	-0.00067271	0.000389005	-0.000495153	-0.0024472	0.0443666	-0.056779	8.3644e-05	-1.00000000001575e-09	0.000168561	0.1162031	0.035423619	-0.0024425082	-0.0387946664	-0.0511002618	-0.0317317699	0.0073054049	0.0418143832	0.0504050515	0.027752553	-0.0121021428	-0.0444554224	-0.0492533652	-0.0235220047	0.0167892817	0.0466938665	0.0476556328	0.0190784374	-0.0213243743	-0.0485094437	-0.0456263236	-0.0144620929	0.0256663501	-0.0246272	-0.0171143113	-0.0047881187	-0.0240563431	-0.019856093	-0.0041847056	0.0248353667	-0.0183198685	0.0482698919	-0.0131157753	0	0	0.086452310241597	1.39498793328898	0.448081059024295	-1.68540061352814
-0.0556037	-0.0275765	-0.343656	-0.000935282	0.000600907	-0.000846014	-0.00522829999999999	-0.0013555	0.046633	-0.000262572	0.000211902	-0.000350861	0.09448355	0.0352695426	-0.0028668829	-0.039209084	-0.0510124748	-0.030889962	0.00856488	0.0426594344	0.0500557939	0.0261249837	-0.0141560177	-0.0455775458	-0.0484745935	-0.0210340579	0.0195705382	0.0479270103	0.0462886013	0.0156807013	-0.0247408876	-0.049678515	-0.0435250908	-0.0101317049	0.0296025581	-0.0231517452	0.0149336454	0.0001064449	0.0343227449	-0.0649809142	-0.0077919316	0.0090451774	-0.0057944186	0.0531788179	0.06010246	0	0	0.417706920420637	1.19461258037372	0.448081059024295	0.592443852028073
-0.0503772	-0.0532628	-0.35964	-0.000582115	0.000389006	-0.000850728	0.0052265	-0.0256863	-0.015984	0.000353167	-0.000211901	-4.71400000000028e-06	0.0753859	0.035114862	-0.003291061	-0.039617456	-0.0509107048	-0.0300349241	0.0098190728	0.0434686762	0.0496516568	0.0244611644	-0.0161856435	-0.0466052026	-0.0475762569	-0.0184852245	0.0222860966	0.0489754657	0.044718628	0.0122053583	-0.0280201309	-0.0505404946	-0.041125754	-0.0057248166	0.03329347	-0.0227214621	0.0033235015	-0.0277083425	-0.020265412	-0.0503868548	-0.0131875083	0.0062564988	-0.0007117399	0.0275285658	0.0024327332	0	0	1.06168615372076	0.509919375286958	0.448081059024295	-1.68540061352814
-0.0675939	0.00431544	-0.349526	-0.000582115	0.000389006	-0.000942958	-0.0172167	0.05757824	0.010114	0	0	-9.223e-05	0.08952044	0.0349595797	-0.0037150137	-0.0400197194	-0.0507949796	-0.0291670224	0.0110672099	0.0442414294	0.0491930831	0.0227634039	-0.0181875435	-0.0475362631	-0.0465605712	-0.0158828827	0.0249268406	0.0498351925	0.042952596	0.0086696085	-0.03114391	-0.051090054	-0.0384447462	-0.0012747024	0.0367085017	-0.0159247126	-0.0152009449	-0.0116221687	-0.0507255275	-0.0076231322	0.0040416706	0.0288435713	4.88442e-05	0.0452686618	0.0032851334	0	0	0.932103677711875	-0.042614819992885	0.448081059024295	-1.68540061352814
-0.0664399	-0.0428302	-0.323655	-0.000871381	0.000389006	-0.000942958	0.00115400000000002	-0.04714564	0.025871	-0.000289266	0	0	0.08863394	0.0348036986	-0.0041387117	-0.0404158122	-0.0506653309	-0.0282866287	0.0123085215	0.0449770452	0.0486805757	0.0210340579	-0.0201582885	-0.0483687975	-0.0454300417	-0.0132345652	0.0274839053	0.0505028777	0.0409982483	0.0050909511	-0.0340948932	-0.0513237961	-0.0355004298	0.0031850365	0.0398193552	-0.0316092508	0.0075236294	-0.0116475425	0.0398647239	0.006109639	-0.0382539037	-0.0190448092	0.0274728206	-0.0327996145	0.0693458302	0	0	1.26404704169867	-0.073641587691096	0.448081059024295	-1.68540061352814
-0.111569	-0.0124801	-0.193061	-0.0012367	0.00047303	-0.000942959	-0.0451291	0.0303501	0.130594	-0.000365319	8.4024e-05	-9.99999999907325e-10	0.2285404	0.0346472211	-0.0045621261	-0.0408056734	-0.0505217943	-0.0273941201	0.013542242	0.0456749061	0.0481146965	0.0192755259	-0.0220945026	-0.0491010801	-0.0441874568	-0.0105479382	0.0299487067	0.0509759483	0.0388641531	0.0014870976	-0.0368567075	-0.051240276	-0.0323129704	0.0076207265	0.0426002529	0.0339950808	-0.0292460113	-0.0724391582	-0.0591390022	0.0582402636	0.0448845009	-0.0295734332	0.0727367405	-0.0044104019	-0.0968347497	0	0	0.234490599821451	-0.00594620217558	0.448081059024295	-1.68540061352814
-0.119035	0.0398109	0.122227	-0.00576083	-0.000182669	-0.000614626	-0.00746599999999999	0.052291	0.315288	-0.00452413	-0.000655699	0.000328333	0.6504531	0.0344901501	-0.0049852279	-0.0411892428	-0.0503644092	-0.0264898788	0.0147676106	0.0463344264	0.0474960658	0.0174902479	-0.0239928691	-0.0497315932	-0.0428358815	-0.0078307784	0.0323129704	0.0512525814	0.0365596669	-0.0021241158	-0.0394140296	-0.05084001	-0.0289041989	0.0119988754	0.0450281516	0.1745026123	0.0216013205	-0.065731842	-0.0195163889	-0.0499275393	0.1749132922	-0.112440388	0.0648237461	0.0196230073	0.0568404821	0	0	0.01495799191011	0.134740838535525	0.448081059024295	-1.68540061352814
-0.118617	-0.143863	-0.0352451	-0.00314929	-0.000182669	-0.000874914	0.000417999999999974	-0.1836739	-0.1574721	0.00261154	0	-0.000260288	0.4851554	0.0343324881	-0.0054079881	-0.0415664612	-0.0501932186	-0.025574292	0.0159838716	0.0469550524	0.046825362	0.0156807013	-0.0258501361	-0.05025903	-0.0413786495	-0.0050909511	0.0345687596	0.0513317109	0.0340948932	-0.0057248166	-0.0417526707	-0.0501254723	-0.0252974622	0.0162864257	0.0470829328	0.1092280873	0.0369652254	-0.0697031799	0.0096192883	0.0198377528	0.0828547579	-0.082625956	0.0557052715	-0.0187536463	0.0302049267	0	0	-0.11581460606295	0.006116381240437	0.448081059024295	-1.68540061352814
-0.0718491	-0.079667	-0.196235	-0.0017943	-0.000496348	-0.000469424	0.0467679	0.064196	-0.1609899	0.00135499	-0.000313679	0.00040549	0.37566175	0.034174238	-0.0058303776	-0.0419372706	-0.0500082695	-0.024647752	0.0171902747	0.0475362631	0.0461033203	0.0138493968	-0.0276631221	-0.0506822973	-0.0398193552	-0.0023363873	0.0367085017	0.0512130319	0.0314806383	-0.0092971841	-0.0438596552	-0.0491010801	-0.0215174627	0.0204510037	0.04874757	0.0516468712	0.0473707772	-0.0771194165	0.0157214757	0.0551059808	0.0431460807	-0.0723546893	0.0412417538	-0.0466189666	-0.0684266126	0	0	0.127899116302312	-0.179795992098825	0.448081059024295	-1.68540061352814
-0.0718977	-0.0275867	-0.271977	-0.00163365	-0.00060719	-0.000335083	-4.8599999999982e-05	0.0520803	-0.075742	0.00016065	-0.000110842	0.000134341	0.14816255	0.0340154024	-0.0062523676	-0.0423016137	-0.0498096126	-0.0237106555	0.0183860761	0.0480775708	0.0453307324	0.0119988754	-0.0294287216	-0.0510005177	-0.0381618445	0.0004249396	0.0387250135	0.0508970017	0.0287283636	-0.012823538	-0.0457232929	-0.0477731655	-0.0175900897	0.0244611644	0.0500082695	0.0089089898	0.034519908	-0.0363401488	0.0146189173	-0.0485085156	0.0127113605	-0.0100587539	0.006736791	0.0321410226	-0.0033688745	0	0	0.493989332530674	-0.679935040225727	0.448081059024295	-1.68540061352814
-0.0627485	-0.0612947	-0.271973	-0.00134661	-0.000672823	-0.000155678	0.00914919999999999	-0.033708	4.000000000004e-06	0.00028704	-6.56330000000001e-05	0.000179405	0.0694651	0.033855984	-0.0066739292	-0.0426594344	-0.0495973023	-0.0227634039	0.0195705382	0.0485785209	0.0445084453	0.0101317049	-0.03114391	-0.0512130319	-0.0364102058	0.0031850365	0.0406115256	0.0503848382	0.0258501361	-0.0162864257	-0.047333244	-0.0461499372	-0.013542242	0.0282866287	0.0508545847	0.0026471174	0.0004159278	-0.0023183065	0.04081092	-0.0527904208	0.0094174557	0.0220306729	0.0235071386	-0.0098120262	0.0189097491	0	0	1.05045612048195	0.040318665580857	0.448081059024295	-1.68540061352814
-0.0655511	-0.0296648	-0.32938	-0.00134661	-0.00060719	-0.000312032	-0.00280260000000002	0.0316299	-0.057407	0	6.56330000000001e-05	-0.000156354	0.10293885	0.0336959856	-0.0070950334	-0.0430106775	-0.0493713969	-0.0218064029	0.0207429306	0.049038693	0.0436373605	0.0082504761	-0.0328057493	-0.0513193992	-0.0345687596	0.0059359137	0.042361705	0.049678515	0.0228585745	-0.0196687086	-0.0486805757	-0.0442414294	-0.0094016433	0.0318985121	0.0512795028	0.0073277429	-0.074393097	0.0105341693	-0.012625865	0.0270145592	0.0201438012	0.0801998952	0.0331082342	-0.0002249156	-0.0360926356	0	0	0.563399543186377	0.263878108049985	0.448081059024295	0.592443852028073
-0.0719065	-0.00228462	-0.339222	-0.00187265	-0.00060719	-0.000312032	-0.0063554	0.02738018	-0.00984199999999996	-0.00052604	0	0	0.06987958	0.0335354099	-0.0075156513	-0.0433552888	-0.0491319582	-0.0208400624	0.0219025301	0.0494577007	0.0427184332	0.0063577993	-0.0344113928	-0.0513193992	-0.032642048	0.0086696085	0.0439696763	0.048780754	0.0197667948	-0.0229536472	-0.0497578128	-0.0420594396	-0.0051966525	0.0352695426	0.0512795028	-0.0160278138	-0.0876059604	0.0463097275	0.0948861988	0.0254545972	0.0016246248	0.0801482238	0.0369183295	-0.0524307472	0.0433352689	0	0	-0.280065379503888	0.758435992981109	0.448081059024295	0.592443852028073
-0.0457335	-0.0537618	-0.40449	-0.00123262	-0.000817567	-0.000312032	0.026173	-0.05147718	-0.065268	0.00064003	-0.000210377	0	0.18543853	0.0333742597	-0.0079357543	-0.0436932151	-0.048879052	-0.0198647963	0.0230486216	0.0498351925	0.0417526707	0.0044563007	-0.03595809	-0.0512130319	-0.0306348232	0.0113782077	0.0454300417	0.0476950147	0.016588352	-0.0261249837	-0.0505589784	-0.039617456	-0.0009560698	0.038374267	0.0508545847	-0.019787489	-0.1030718334	0.0368478883	0.014579588	0.0393723438	0.0014267406	0.0750681585	0.0299593874	-0.0338632117	-0.0566729704	0	0	-0.140260625827548	0.956745253761908	0.448081059024295	0.592443852028073
-0.0444064	0.00595831	-0.38971	-0.00187453	-0.00060719	-0.000319805	0.00132709999999999	0.05972011	0.01478	-0.00064191	0.000210377	-7.77299999999998e-06	0.11883021	0.0332125377	-0.0083553134	-0.0440244045	-0.0486127474	-0.0188810221	0.0241804983	0.0501708514	0.0407411319	0.0025486187	-0.0374431914	-0.0510005177	-0.0285520362	0.0140538708	0.0467378986	0.046425481	0.0133371814	-0.0291670224	-0.0510796273	-0.0369305738	0.003291061	0.0411892428	0.0500082695	-0.0213399687	-0.0811220602	0.0408179286	0.0143541929	-0.0562621148	0.0035442029	0.0697709139	0.004866663	0.0456851946	0.0273943271	0	0	-1.24107659627669	0.672905774024319	0.448081059024295	-1.68540061352814
-0.049064	-0.0600735	-0.365778	-0.00174565	-0.000701906	-9.62068e-05	-0.00465759999999999	-0.06603181	0.023932	0.00012888	-9.47160000000001e-05	0.0002235982	0.11698112	0.0330502467	-0.0087742999	-0.0443488058	-0.0483331176	-0.0178891614	0.0252974622	0.0504643955	0.0396849258	0.0006374004	-0.0388641531	-0.0506822973	-0.0263988242	0.0166888526	0.0478888566	0.0449770452	0.010027537	-0.0320647078	-0.051316871	-0.0340154024	0.0075156513	0.0436932151	0.04874757	-0.0131365945	-0.0573936493	0.0328975433	0.015863458	-0.0400747537	-0.0141699133	0.0184549843	0.0139643731	-0.0117709711	0.0303416371	0	0	-1.07844927411865	0.356826148697648	0.448081059024295	0.592443852028073
-0.0382005	-0.0413417	-0.390572	-0.00143573	-0.00086884	-0.000155359	0.0108635	0.0187318	-0.0247939999999999	0.00030992	-0.000166934	-5.91522e-05	0.08118961	0.0328873894	-0.0091926851	-0.044666369	-0.0480402391	-0.0168896389	0.0263988242	0.0507155786	0.0385852104	-0.0012747024	-0.040218541	-0.05025903	-0.0241804983	0.0192755259	0.048879052	0.0433552888	0.0066739292	-0.0348036986	-0.051269393	-0.030889962	0.0116887668	0.0458672776	0.0470829328	-0.0034407252	-0.0716039015	0.0224328214	-0.0457117805	0.0298355663	-0.0071750083	0.0394982888	-0.0121576213	0.027760842	-0.0389127443	0	0	0.474491743969509	0.041545428862495	0.448081059024295	0.592443852028073
-0.03355	-0.0412184	-0.39624	-0.00174565	-0.00101308	-0.000228836	0.00465049999999999	0.000123299999999993	-0.00566800000000006	-0.00030992	-0.00014424	-7.3477e-05	0.03682365	0.0327239687	-0.0096104404	-0.0449770452	-0.0477341923	-0.0158828827	0.0274839053	0.0509241898	0.0374431914	-0.0031850365	-0.041504035	-0.0497315932	-0.0219025301	0.0218064029	0.0497051606	0.0415664612	0.003291061	-0.0373704389	-0.0509374568	-0.0275735728	0.0157818258	0.0476950147	0.0450281516	-0.0220243287	-0.0361968646	0.029769689	0.0390999879	0.0195335693	-0.0300789968	0.0166959591	0.0027611206	-0.0234762668	0.0340198681	0	0	0.717358327035998	0.395962566937281	0.448081059024295	0.592443852028073
-0.035191	-0.0860045	-0.414677	-0.00119757	-0.000510766	-0.000228836	-0.001641	-0.0447861	-0.018437	0.00054808	0.000502314	0	0.1173838	0.0325599874	-0.010027537	-0.0452807864	-0.047415061	-0.0148693239	0.0285520362	0.051090054	0.0362601209	-0.0050909511	-0.0427184332	-0.0491010801	-0.0195705382	0.0242741578	0.0503644092	0.039617456	-0.000106236	-0.0397522256	-0.050322904	-0.0240867353	0.0197667948	0.0491626259	0.0426002529	-0.0175514992	-0.0043599421	0.0180195336	0.0266351118	-0.0226186602	-0.0297256168	-0.0304250949	-0.0107319645	0.002084656	-0.0038686941	0	0	0.579802480023452	0.709782010666328	0.448081059024295	0.592443852028073
-0.0355518	-0.0769809	-0.425121	-0.00149184	-0.000224723	-0.000141231	-0.000360800000000001	0.00902359999999998	-0.010444	-0.00029427	0.000286043	8.7605e-05	0.0532243	0.0323954483	-0.0104439465	-0.0455775458	-0.0470829328	-0.0138493968	0.0296025581	0.0512130319	0.0350372959	-0.0069898018	-0.0438596552	-0.0483687975	-0.0171902747	0.0266716472	0.0508545847	0.0375157835	-0.0035030673	-0.0419372706	-0.0494291445	-0.0204510037	0.0236163807	0.05025903	0.0398193552	-0.0121521246	0.0106584701	-0.0052409717	-0.0785148184	-0.0410107898	-0.016488685	-0.0216472592	-0.0360275472	0.0735895168	-0.0163997574	0	0	-0.211096305902385	1.76656761577154	0.448081059024295	-1.68540061352814
-0.0362052	-0.0413036	-0.409209	-0.00214443	-0.000461302	-0.000228836	-0.000653399999999991	0.0356773	0.015912	-0.00065259	-0.000236579	-8.7605e-05	0.1010814	0.0322303541	-0.0108596403	-0.0458672776	-0.0467378986	-0.012823538	0.0306348232	0.0512930202	0.0337760571	-0.0088789537	-0.0449257461	-0.0475362631	-0.0147676106	0.0289919311	0.0511740416	0.0352695426	-0.0068845403	-0.0439147598	-0.048261137	-0.0166888526	0.0273042176	0.0509759483	0.0367085017	-0.0110812349	0.0446265992	-0.0081153858	-0.0122150192	-0.0245817601	-0.0260901992	-0.0494192738	-0.0153941572	0.0342885386	0.0376817914	0	0	0.987159645548964	1.82512511148637	-2.22840312389761	-1.68540061352814
-0.0397051	-0.097215	-0.41469	-0.00154021	-0.0006641	-0.000228836	-0.00349990000000001	-0.0559114	-0.00548099999999996	0.00060422	-0.000202798	0	0.1052432	0.0320647078	-0.0112745899	-0.0461499372	-0.046380053	-0.011792187	0.0316481948	0.051329952	0.0324777874	-0.0107557855	-0.0459148799	-0.0466052026	-0.0123085215	0.0312282931	0.0513217075	0.0328873894	-0.0102358295	-0.0456749061	-0.046825362	-0.012823538	0.0308050475	0.0513079677	0.03329347	-0.0122724527	0.0448488016	-0.0124270746	-0.0014910343	0.045324515	-0.0448501289	-0.0580098361	-0.0062888049	-0.0417033597	-0.0227234317	0	0	0.694285353323789	0.155574871115562	0.448081059024295	-1.68540061352814
-0.0197491	-0.0427411	-0.439865	-0.00176412	-0.000691864	-0.000164195	0.019956	0.0544739	-0.025175	-0.00022391	-2.77639999999999e-05	6.4641e-05	0.11542065	0.0318985121	-0.0116887668	-0.046425481	-0.0460094942	-0.0107557855	0.032642048	0.0513237961	0.03114391	-0.0126176931	-0.046825362	-0.0455775458	-0.0098190728	0.0333742597	0.0512970867	0.0303785035	-0.013542242	-0.0472089983	-0.0451297856	-0.0088789537	0.0340948932	0.0512525814	0.0296025581	-0.0026081504	0.035504687	-0.020256517	-0.0191304888	0.049955108	0.0011537665	-0.022049743	-0.0239625321	0.0078594897	-0.0730358408	0	0	0.537468101748123	1.14529846353095	0.448081059024295	0.592443852028073
-0.0196857	-0.0397617	-0.439309	-0.00179624	-0.000539837	-0.000228836	6.33999999999982e-05	0.0029794	0.000555999999999945	-3.21199999999998e-05	0.000152027	-6.4641e-05	0.0160382	0.0317317699	-0.0121021428	-0.0466938665	-0.0456263236	-0.0097147774	0.0336157698	0.0512745577	0.0297758875	-0.0144620929	-0.0476556328	-0.0444554224	-0.0073054049	0.035423619	0.0511002618	0.027752553	-0.0167892817	-0.0485094437	-0.0431838154	-0.0048794834	0.0371512224	0.0508102074	0.0256663501	-0.0128048988	0.0552625049	0.0044598477	0.0260008447	-0.0599382098	-0.0064140976	-0.028229469	-0.0166759214	0.0427915082	0.0296262617	0	0	-0.011510510189577	1.28248951644182	0.448081059024295	0.592443852028073
-0.0196928	-0.0723046	-0.45145	-0.00177401	-0.000574699	-0.000169522	-7.09999999999947e-06	-0.0325429	-0.012141	2.223e-05	-3.48620000000001e-05	5.9314e-05	0.0505113	0.0315644841	-0.0125146893	-0.0469550524	-0.0452306464	-0.0086696085	0.0345687596	0.0511822782	0.0283752196	-0.0162864257	-0.0484042702	-0.0432411585	-0.0047737179	0.0373704389	0.0507318935	0.0250196571	-0.0199627126	-0.0495698064	-0.0409982483	-0.0008498502	0.0399531023	0.0499841859	0.0215174627	-0.0058361913	0.0509605984	-0.0126334539	-0.0135040251	-0.05806733	-0.0141552321	-0.033068328	-0.0232273094	0.0322424727	0.0018334624	0	0	-0.85714626218891	1.14839640327324	0.448081059024295	0.592443852028073
-0.0197438	-0.027355	-0.451445	-0.00180006	-0.00071516	-0.00029861	-5.0999999999999e-05	0.0449496	5.00000000003276e-06	-2.60500000000001e-05	-0.000140461	-0.000129088	0.05978555	0.0313966575	-0.0129263783	-0.0472089983	-0.044822571	-0.0076207265	0.0355004298	0.051047035	0.026943442	-0.0180881602	-0.0490699916	-0.0419372706	-0.0022302563	0.039209084	0.0501932186	0.0221903471	-0.0230486216	-0.0503848382	-0.0385852104	0.0031850365	0.0424813428	0.048780754	0.0171902747	-0.0024121013	0.0263181332	-0.0056719308	-0.0690946937	0.0060603486	-0.0143249175	-0.0237616623	-0.0253439543	0.0391732404	-0.0319221498	0	0	-1.27006616039093	0.607277100625512	0.448081059024295	0.592443852028073
-0.0247659	-0.0143531	-0.444934	-0.00192721	-0.000409538	-0.000228836	-0.0050221	0.0130019	0.00651099999999999	-0.00012715	0.000305622	6.9774e-05	0.0496623	0.0312282931	-0.0133371814	-0.0474556651	-0.0444022092	-0.0065685806	0.0364102058	0.0508689416	0.0254821244	-0.0198647963	-0.0496516568	-0.0405464614	0.0003187063	0.0409342319	0.0494860452	0.0192755259	-0.0260334792	-0.0509505055	-0.03595809	0.0072002346	0.044718628	0.0472089983	0.0127206428	0.0027030558	0.0404436935	-0.0029938875	0.002772046	0.0089525452	-0.0096507382	-0.0171531585	-0.0129344576	0.0055916923	-0.0055446118	0	0	-0.141209265687465	-0.54057453972994	0.448081059024295	-1.68540061352814
-0.0197227	-0.0587006	-0.445784	-0.00120094	-0.000638104	-0.000228836	0.0050432	-0.0443475	-0.000850000000000017	0.00072627	-0.000228566	0	0.0979825	0.0310593936	-0.0137470706	-0.0476950147	-0.0439696763	-0.0055136214	0.0372975264	0.0506481476	0.0239928691	-0.0216138688	-0.0501482692	-0.0390716134	0.0028668829	0.042540889	0.0486127474	0.0162864257	-0.0289041989	-0.0512640087	-0.0331314631	0.0111709238	0.0466496345	0.0452807864	0.0081456036	0.0013404514	0.0300508321	0.0014677806	0.0397980469	0.0314328875	-0.0164859139	-0.0250843875	0.0253669887	-0.0537343412	0.0036784065	0	0	0.43949301201835	0.8566700632255	0.448081059024295	0.592443852028073
-0.0196997	-0.0751413	-0.500439	-0.00162316	-0.000515092	-6.26562e-05	2.29999999999987e-05	-0.0164407	-0.0546550000000001	-0.00042222	0.000123012	0.0001661798	0.10668929	0.030889962	-0.0141560177	-0.0479270103	-0.0435250908	-0.0044563007	0.0381618445	0.0503848382	0.0224773087	-0.0233329509	-0.0505589784	-0.0375157835	0.0054079881	0.0440244045	0.0475762569	0.0132345652	-0.0316481948	-0.0513237961	-0.0301210128	0.0150725591	0.048261137	0.0430106775	0.0035030673	-0.0015694577	0.013839506	0.0007601561	-0.0261383572	0.0691330926	-0.0061963607	0.0140715776	-0.0052980696	-0.0088679489	-0.0673219943	0	0	-1.56775224844877	0.369446189539976	0.448081059024295	-1.68540061352814
-0.0137371	-0.0387286	-0.536618	-0.00168832	-0.000420826	-0.000228836	0.0059626	0.0364127	-0.036179	-6.51600000000001e-05	9.4266e-05	-0.0001661798	0.0948345900000001	0.0307200012	-0.0145639947	-0.0481516161	-0.0430685747	-0.0033970715	0.0390026269	0.0500792346	0.020937105	-0.0250196571	-0.0508830806	-0.0358821964	0.0079357543	0.0453804842	0.046380053	0.0101317049	-0.0342534364	-0.0511295719	-0.026943442	0.0188810221	0.0495420981	0.0404158122	-0.0011684964	-0.0101882975	0.0319418688	0.0322230703	0.0148992768	-0.0173538196	-0.0028087377	0.019150799	-0.0251165985	0.0237546258	0.0076486615	0	0	-2.59047859487367	-0.190843411655219	0.448081059024295	-1.68540061352814
-0.00695024	-0.0782259	-0.544788	-0.00142531	-0.000163289	-1.6479e-05	0.00678686	-0.0394973	-0.00817000000000001	0.00026301	0.000257537	0.000212357	0.09109936	0.030549514	-0.0149709736	-0.0483687975	-0.0426002529	-0.0023363873	0.0398193552	0.0497315932	0.0193739464	-0.0266716472	-0.0511200208	-0.034174238	0.0104439465	0.0466052026	0.0450281516	0.0069898018	-0.0367085017	-0.0506822973	-0.0236163807	0.0225727706	0.0504837447	0.0375157835	-0.0058303776	-0.0132530231	0.0412074097	0.0269805177	0.0148401475	-0.0733742636	-0.0254336535	-0.0242048933	-0.0347784426	0.0123439282	0.0427809066	0	0	-0.256623211442905	-0.21888630207718	0.448081059024295	-1.68540061352814
0.00857582	-0.0898229	-0.582622	-0.00104257	-0.000214943	-0.000123552	0.01552606	-0.011597	-0.0378339999999999	0.00038274	-5.1654e-05	-0.000107073	0.0920304099999999	0.0303785035	-0.0153769266	-0.0485785209	-0.042120254	-0.0012747024	0.0406115256	0.0493422058	0.0177895469	-0.0282866287	-0.051269393	-0.0323954483	0.0129263783	0.0476950147	0.0435250908	0.0038209632	-0.0390026269	-0.0499841859	-0.0201582885	0.0261249837	0.0510796273	0.0343324881	-0.0104439465	-0.0154736508	0.0350537455	0.0209816376	-0.0620517242	-0.0032943025	-0.0401518035	-0.023937463	-0.0715458991	-0.0092827475	-0.0182058157	0	0	-1.80227598731512	-0.369379704451445	0.448081059024295	-1.68540061352814
0.0145719	-0.055655	-0.603622	-0.00161266	-0.000319306	0.000100958	0.00599608	0.0341679	-0.021	-0.00057009	-0.000104363	0.00022451	0.10611213	0.0302069725	-0.0157818258	-0.048780754	-0.0416287094	-0.0002124716	0.0413786495	0.0489113994	0.0161856435	-0.029862361	-0.0513309413	-0.030549514	0.0153769266	0.0486467657	0.0418759166	0.0006374004	-0.041125754	-0.049038693	-0.016588352	0.0295157031	0.0513256648	0.030889962	-0.0149709736	-0.0088939062	0.0422043532	0.0123329076	-0.0596300255	0.031880961	-0.0220844492	-0.0081551383	-0.0645563534	0.0119138641	-0.0453724872	0	0	-1.95782225109494	1.32591943625574	0.448081059024295	-1.68540061352814
0.0127873	-0.0351874	-0.572472	-0.00153932	-0.000515092	-7.79883e-05	-0.0017846	0.0204676	0.03115	7.33399999999999e-05	-0.000195786	-0.0001789463	0.075805815	0.0300349241	-0.0161856435	-0.0489754657	-0.041125754	0.0008498502	0.042120254	0.0484395355	0.0145639947	-0.0313966575	-0.0513045605	-0.0286402612	0.0177895469	0.0494577007	0.040086165	-0.0025486187	-0.0430685747	-0.0478504978	-0.0129263783	0.0327239687	0.051220172	0.0272141981	-0.0193739464	-0.0153264142	0.0716160269	0.0260635946	0.0458639868	0.033910726	-0.0218307346	-0.025704336	-0.036527908	-0.0366539052	0.043467973	0	0	-0.214890865342051	1.61219466929985	0.448081059024295	-1.68540061352814
0.0055372	-0.0545393	-0.493463	-0.00230321	2.85941e-05	0.000516833	-0.0072501	-0.0193519	0.079009	-0.00076389	0.0005436861	0.0005948213	0.20073087	0.029862361	-0.016588352	-0.0491626259	-0.0406115256	0.001911808	0.0428358815	0.0479270103	0.0129263783	-0.0328873894	-0.0511902955	-0.0266716472	0.0201582885	0.0501254723	0.0381618445	-0.0057248166	-0.044822571	-0.046425481	-0.0091926851	0.0357299485	0.0507638714	0.0233329509	-0.0236163807	0.0117065354	0.0563612675	-0.020565618	0.0549710924	0.0409428083	-0.0051172929	-0.0407224944	0.0303180524	-0.0363872934	-0.0489555795	0	0	-0.022678360392298	-0.080827842121692	0.448081059024295	0.592443852028073
