"trans_x"	"trans_y"	"trans_z"	"rot_x"	"rot_y"	"rot_z"	"trans_x_derivative1"	"trans_y_derivative1"	"trans_z_derivative1"	"rot_x_derivative1"	"rot_y_derivative1"	"rot_z_derivative1"	"framewise_displacement"	"cosine00"	"cosine01"	"cosine02"	"cosine03"	"cosine04"	"cosine05"	"cosine06"	"cosine07"	"cosine08"	"cosine09"	"cosine10"	"cosine11"	"cosine12"	"cosine13"	"cosine14"	"cosine15"	"cosine16"	"cosine17"	"cosine18"	"cosine19"	"cosine20"	"cosine21"	"t_comp_cor_00"	"t_comp_cor_01"	"t_comp_cor_02"	"t_comp_cor_03"	"t_comp_cor_04"	"a_comp_cor_00"	"a_comp_cor_01"	"a_comp_cor_02"	"a_comp_cor_03"	"a_comp_cor_04"	"volume_z"	"luminance_z"	"speech_z"	"face_z"
-0.0565038	-0.0546702	0.028416	-0.000188435	-0.000466841	-0.000867366	NA	NA	NA	NA	NA	NA	NA	0.0513325903	0.0513322605	0.0513317109	0.0513309413	0.051329952	0.0513287428	0.0513273137	0.0513256648	0.0513237961	0.0513217075	0.0513193992	0.051316871	0.051314123	0.0513111553	0.0513079677	0.0513045605	0.0513009334	0.0512970867	0.0512930202	0.0512887341	0.0512842283	0.0512795028	-0.005142231	-0.0458686478	0.0343867355	0.0233509378	-0.0209097584	-0.0053545679	-0.1122949388	-0.0344393867	0.0143765856	0.0361528959	0	0	0	0
-0.0564987	-0.0546718	0.0172475	0	-0.000466841	-0.000922025	5.10000000000094e-06	-1.60000000000438e-06	-0.0111685	0.000188435	0	-5.46590000000003e-05	0.0233299	0.0513317109	0.0513287428	0.0513237961	0.051316871	0.0513079677	0.0512970867	0.0512842283	0.051269393	0.0512525814	0.0512337941	0.0512130319	0.0511902955	0.0511655859	0.051138904	0.0511102507	0.0510796273	0.051047035	0.0510124748	0.0509759483	0.0509374568	0.0508970017	0.0508545847	0.0013667893	0.0115086184	0.0099481608	-0.0047376344	-0.052838588	-0.0071116241	-0.0528208411	0.0222693563	0.0989350562	0.0489741583	0	0	0	0
-0.0564987	-0.0128224	-0.000329006	0	-0.000466841	-0.000922025	0	0.0418494	-0.017576506	0	0	0	0.059425906	0.051329952	0.0513217075	0.0513079677	0.0512887341	0.0512640087	0.0512337941	0.0511980936	0.051156911	0.0511102507	0.0510581178	0.0510005177	0.0509374568	0.0508689416	0.0507949796	0.0507155786	0.0506307473	0.0505404946	0.0504448302	0.0503437644	0.050237308	0.0501254723	0.0500082695	0.00378151	0.0550314382	-0.01505191	0.0033106714	-0.0877252973	-0.0039764858	-0.0232467905	0.0820106217	0.0122941496	-0.0086593666	0	0	0	0
-0.0299428	-0.0224735	0.0284588	0.000327534	-0.000466841	-0.000922025	0.0265559	-0.0096511	0.028787806	0.000327534	0	0	0.081371506	0.0513273137	0.0513111553	0.0512842283	0.0512465384	0.0511980936	0.051138904	0.0510689819	0.0509883422	0.0508970017	0.0507949796	0.0506822973	0.0505589784	0.0504250488	0.0502805367	0.0501254723	0.0499598883	0.0497838193	0.0495973023	0.0494003765	0.0491930831	0.0489754657	0.04874757	0.009820577	0.0461881928	0.0243958437	0.0711950933	-0.0041883513	0.0065082418	-0.0400332766	0.0062825046	0.0079046183	-0.0524018726	0	0	0	0
-0.0317187	-0.0507419	0.0351255	0.000163991	-0.000466841	-0.00066154	-0.0017759	-0.0282684	0.0066667	-0.000163543	0	0.000260485	0.0579124	0.0513237961	0.0512970867	0.0512525814	0.0511902955	0.0511102507	0.0510124748	0.0508970017	0.0507638714	0.0506131302	0.0504448302	0.05025903	0.0500557939	0.0498351925	0.0495973023	0.0493422058	0.0490699916	0.048780754	0.0484745935	0.0481516161	0.047811934	0.0474556651	0.0470829328	-0.001740749	-0.0188283794	-0.0391145959	0.0315174063	0.0254607707	-0.0051841594	0.0046542262	-0.0257848603	0.0168895555	0.0004482383	0	0	0	0
-0.0254171	-0.0206025	0.0284406	8.23422e-06	-0.000466841	-0.000648888	0.0063016	0.0301394	-0.0066849	-0.00015575678	0	1.26519999999999e-05	0.051546339	0.0513193992	0.0512795028	0.0512130319	0.0511200208	0.0510005177	0.0508545847	0.0506822973	0.0504837447	0.05025903	0.0500082695	0.0497315932	0.0494291445	0.0491010801	0.04874757	0.0483687975	0.0479649587	0.0475362631	0.0470829328	0.0466052026	0.0461033203	0.0455775458	0.0450281516	-0.0135290364	-0.0486235623	-0.0250232006	-0.0185085146	-0.0087759255	-0.0138899643	0.0118791229	0.0182227292	-0.0507589014	0.0336845268	0	0	0	0
-0.0328709	-0.0283698	0.0421124	-5.57528e-06	-0.000466841	-0.000538521	-0.0074538	-0.0077673	0.0136718	-1.38095e-05	0	0.000110367	0.035101725	0.051314123	0.0512584048	0.0511655859	0.0510357335	0.0508689416	0.0506653309	0.0504250488	0.0501482692	0.0498351925	0.0494860452	0.0491010801	0.0486805757	0.0482248365	0.0477341923	0.0472089983	0.0466496345	0.0460565059	0.0454300417	0.0447706954	0.0440789442	0.0433552888	0.0426002529	-0.0094659264	-0.0332055272	0.0493487337	-0.0316220229	-0.0067060246	-0.0144401621	0.0022456979	-0.0202299364	-0.0248759533	0.0033968664	0	0	0	0
-0.023136	-0.0593265	0.0445305	-0.000519279	-0.000466841	-0.000313585	0.0097349	-0.0309567	0.0024181	-0.00051370372	0	0.000224936	0.080041686	0.0513079677	0.0512337941	0.0511102507	0.0509374568	0.0507155786	0.0504448302	0.0501254723	0.0497578128	0.0493422058	0.048879052	0.0483687975	0.047811934	0.0472089983	0.0465605712	0.0458672776	0.0451297856	0.0443488058	0.0435250908	0.0426594344	0.0417526707	0.0408056734	0.0398193552	0.000741682	0.0522376724	0.04468851	-0.008314716	-0.0155650806	0.0104455846	-0.0114613591	-0.0270259168	0.0710434208	-0.0203418952	0	0	0	0
-0.0109492	-0.0705167	0.0206933	-0.000475849	-0.000242189	-0.000141697	0.0121868	-0.0111902	-0.0238372	4.343e-05	0.000224652	0.000171888	0.0692127	0.0513009334	0.0512056724	0.051047035	0.0508252175	0.0505404946	0.0501932186	0.0497838193	0.0493128035	0.048780754	0.0481883295	0.0475362631	0.046825362	0.0460565059	0.0452306464	0.0443488058	0.0434120755	0.0424216147	0.0413786495	0.0402844707	0.0391404325	0.0379479508	0.0367085017	-0.0120951171	-0.0144355976	-0.0710952582	-0.0012015867	0.0205580138	0.0039918206	0.0005026229	0.0168807522	0.0021749288	0.0328827469	0	0	0	0
-0.0152803	-0.0283089	0.0142343	-0.000274001	-0.000230504	-0.000170223	-0.0043311	0.0422078	-0.006459	0.000201848	1.1685e-05	-2.8526e-05	0.06510085	0.0512930202	0.0511740416	0.0509759483	0.0506990465	0.0503437644	0.0499106512	0.0494003765	0.0488137291	0.0481516161	0.047415061	0.0466052026	0.0457232929	0.0447706954	0.0437488826	0.0426594344	0.041504035	0.0402844707	0.0390026269	0.0376604853	0.0362601209	0.0348036986	0.03329347	-0.0065925055	-0.0259600041	0.0146857594	-0.0193519185	0.0090069473	-0.0003184085	0.0103301203	-0.0107467499	-0.0506304465	0.0276120892	0	0	0	0
